"﻿变量名",type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,jumpTo,languages
1087,1,13,13,5000000,,,50,{rmb=300;gold=20000},,9,Mysterious Rich Man,神秘土豪,Mysterious Rich Man,Đại Gia Bí Ẩn,신비의 재벌,Spends 5000000 diamonds in total,累計消耗鑽石5000000,Spends 5000000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 5000000,누적 소모 5000000다이아,,
1088,1,3,3,600,,,50,{rmb=200;453=20},FALSE,5,Grand training,宗師訓練,Grand training,Đào tạo thạc sĩ,종사의 훈련,Total privilege type point reaches level 600,特權屬性點累計等級達到600級,Total privilege type point reaches level 600,Mức tích lũy điểm thuộc tính đặc quyền đạt 600,특권 속성 포인트 누적 600레벨 달성,trainer,
1089,1,3,3,1000,,,50,{rmb=300;453=50},FALSE,6,Master training,大師訓練,Master training,Đào tạo thạc sĩ,마스터 훈련,Total privilege type point reaches level 1000,特權屬性點累計等級達到1000級,Total privilege type point reaches level 1000,Mức tích lũy điểm thuộc tính đặc quyền đạt 1000,특권 속성 포인트 누적 1000레벨 달성,trainer,
,,,,,,,,,,,,,,,,,,,,,,
1101,1,82,82,1,31,,50,{rmb=50;gold=20000},,1,perfect!,完美！,perfect!,hoàn hảo!,완벽,The individual value of any Pokémon is refined to all perfection,任意精靈的個體值洗練至全部完美,The individual value of any Pokémon is refined to all perfection,Giá trị cá nhân của bất kỳ trình hướng dẫn nào được tinh chỉnh để hoàn thiện,임의의 포켓몬의 개체값 완벽까지 제련됨,,
1102,1,82,82,10,31,,50,{rmb=500;gold=20000},,2,perfect!,完美！,perfect!,hoàn hảo!,완벽,Have a total of 10 geniuses all perfect,累計擁有10個體值全部完美的精靈,Have a total of 10 geniuses all perfect,Có tổng cộng 10 genies tất cả đều hoàn hảo,10개 개체값 전부 완벽한 포켓몬 보유,,
1103,1,83,83,300,,,30,{rmb=30;gold=20000},FALSE,1,I am all,我為人人,I am all,Tôi là tất cả,타인을 위해,A total of 300 pieces of fragments were given away in the Wishing Center,在許願中心內累計贈送300次碎片,A total of 300 pieces of fragments were given away in the Wishing Center,Tổng cộng 300 mảnh vỡ được trao tặng tại Trung tâm Ước nguyện,소원 센터에서 누적 300개 조각 증정,,
1104,1,84,84,1000,,,30,{rmb=50;gold=20000},FALSE,1,Normal refresh,普通刷新,Normal refresh,Làm mới bình thường,일반 갱신,"Selected stores have been manually refreshed 1,000 times in total",精選商店累計手動刷新1000次,"Selected stores have been manually refreshed 1,000 times in total",Tổng cộng 1.000 lần làm mới thủ công trong các cửa hàng được chọn,특선 상점 수동으로 갱신 누적 1000회,,
1105,1,85,85,300,,,30,{rmb=100;gold=20000},FALSE,1,Mystery refresh,神秘刷新,Mystery refresh,Làm mới bí ẩn,신비한 갱신,The Mystery Store has been manually refreshed 300 times in total,神秘商店累計手動刷新300次,The Mystery Store has been manually refreshed 300 times in total,Mystery Store đã được làm mới thủ công tổng cộng 300 lần,신비 상점에서 수동으로 누적 300회 리셋,,
1106,1,88,88,1,2200,,50,{rmb=200;gold=20000},,1,Index 2200!,指數2200！,Index 2200!,Chỉ số 2200!,2200 지수!,The quality index of any Pokémon's runestone reaches 2200,任意精靈的符石品質指數達到2200,The quality index of any Pokémon's runestone reaches 2200,Chỉ số chất lượng của bất kỳ runestone của linh hồn nào đạt 2200,임의의 포켓몬 룬스톤 등급 지수 2200 달성,,<cn;kr>
1107,1,87,87,100,6,,50,{rmb=200;gold=20000},FALSE,1,Red gem,紅色符石,Red gem,Runestone đỏ,빨간색 룬스톤,Acquired a total of 100 red quality gems,累計獲得100個紅色品質符石,Acquired a total of 100 red quality gems,Nhận tổng cộng 100 runestones chất lượng đỏ,적색 품질 룬스톤 누적 100개 획득,,<cn;kr>
,,,,,,,,,,,,,,,,,,,,,,
2001,2,14,14,10,,,10,{rmb=30;13=10},,1,Did you just get the Pokédex?,剛拿到圖鑒吧,Did you just get the Pokédex?,Vừa Nhận Được Pokédex,도감을 얻었어,Unlock 10 Pokémons in Pokédex,圖鑒啟動精靈10個,Unlock 10 Pokémons in Pokédex,10 Pokémon kích hoạt Pokédex,도감에 포켓몬 10개 활성화,handbook,
2002,2,14,14,25,,,10,{rmb=30;13=10},,2,Begin the Pokémon Adventure,開啟精靈冒險,Begin the Pokémon Adventure,Bắt Đầu Thám Hiểm Pokémon,포켓몬 모험 시작,Unlock 25 Pokémons in Pokédex,圖鑒啟動精靈25個,Unlock 25 Pokémons in Pokédex,25 Pokémon kích hoạt Pokédex,도감에 포켓몬 25개 활성화,handbook,
2003,2,14,14,50,,,10,{rmb=50;13=10},,3,Go for an adventure for some time,冒險有段時間,Go for an adventure for some time,Thám Hiểm Một Thời Gian,모험의 시간,Unlock 50 Pokémons in Pokédex,圖鑒啟動精靈50個,Unlock 50 Pokémons in Pokédex,50 Pokémon kích hoạt Pokédex,도감에 포켓몬 50개 활성화,handbook,
2004,2,14,14,100,,,20,{rmb=50;13=10},,4,Collect more than a hundred,收集過百,Collect more than a hundred,Thu Thập Trên 100,백 마리 수집,Unlock 100 Pokémons in Pokédex,圖鑒啟動精靈100個,Unlock 100 Pokémons in Pokédex,100 Pokémon kích hoạt Pokédex,도감에 포켓몬 100개 활성화,handbook,
2005,2,14,14,150,,,30,{rmb=50;13=20},,5,You've caught many Pokémons,收穫不少精靈,You've caught many Pokémons,Thu Hoạch Nhiều Pokémon,많은 포켓몬들,Unlock 150 Pokémons in Pokédex,圖鑒啟動精靈150個,Unlock 150 Pokémons in Pokédex,150 Pokémon kích hoạt Pokédex,도감에 포켓몬 150개 활성화,handbook,
2006,2,14,14,200,,,40,{rmb=50;13=20},,6,Unstoppable,停不下來,Unstoppable,Không Thể Dừng Lại,멈출 수 없어,Unlock 200 Pokémons in Pokédex,圖鑒啟動精靈200個,Unlock 200 Pokémons in Pokédex,200 Pokémon kích hoạt Pokédex,도감에 포켓몬 200개 활성화,handbook,
2007,2,14,14,250,,,50,{rmb=50;13=20;2003=1},,7,Pokedex250,图鉴250！,Pokedex250,Sách có minh họa 250!,250 도감!,Unlock 250 Pokémons in Pokédex,圖鑒啟動精靈250個,Unlock 250 Pokémons in Pokédex,250 Pokémon kích hoạt Pokédex,도감에 포켓몬 250개 활성화,handbook,
2008,2,14,14,300,,,50,{rmb=50;13=20},,8,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,Unlock 300 Pokémons in Pokédex,圖鑒啟動精靈300個,Unlock 300 Pokémons in Pokédex,300 Pokémon kích hoạt Pokédex,도감에 포켓몬 300개 활성화,handbook,
2009,2,15,1501,5,1,,10,{rmb=30;13=10},,1,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 5 Normal-type Pokémons,一般系精靈收集5個,Collect 5 Normal-type Pokémons,Thu thập 5 Pokémon Hệ Thường,노말 포켓몬 5개 수집,handbook,
2010,2,15,1501,10,1,,15,{rmb=30;13=10},,2,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 10 Normal-type Pokémons,一般系精靈收集10個,Collect 10 Normal-type Pokémons,Thu thập 10 Pokémon Hệ Thường,노말 포켓몬 10개 수집,handbook,
2011,2,15,1501,15,1,,20,{rmb=30;13=10},,3,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 15 Normal-type Pokémons,一般系精靈收集15個,Collect 15 Normal-type Pokémons,Thu thập 15 Pokémon Hệ Thường,노말 포켓몬 15개 수집,handbook,
2012,2,15,1501,20,1,,20,{rmb=30;13=10},,4,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 20 Normal-type Pokémons,一般系精靈收集20個,Collect 20 Normal-type Pokémons,Thu thập 20 Pokémon Hệ Thường,노말 포켓몬 20개 수집,handbook,
2013,2,15,1501,30,1,,30,{rmb=30;13=10},,5,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 30 Normal-type Pokémons,一般系精靈收集30個,Collect 30 Normal-type Pokémons,Thu thập 30 Pokémon Hệ Thường,노말 포켓몬 30개 수집,handbook,
2014,2,15,1502,5,2,,10,{rmb=30;13=10},,1,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 5 Fire-type Pokémons,火系精靈收集5個,Collect 5 Fire-type Pokémons,Thu thập 5 Pokémon Hệ Lửa,불꽃 타입 포켓몬 5개 수집,handbook,
2015,2,15,1502,10,2,,15,{rmb=30;13=10},,2,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 10 Fire-type Pokémons,火系精靈收集10個,Collect 10 Fire-type Pokémons,Thu thập 10 Pokémon Hệ Lửa,불꽃 타입 포켓몬 10개 수집,handbook,
2016,2,15,1502,15,2,,20,{rmb=30;13=10},,3,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 15 Fire-type Pokémons,火系精靈收集15個,Collect 15 Fire-type Pokémons,Thu thập 15 Pokémon Hệ Lửa,불꽃 타입 포켓몬 15개 수집,handbook,
2017,2,15,1502,20,2,,20,{rmb=30;13=10},,4,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 20 Fire-type Pokémons,火系精靈收集20個,Collect 20 Fire-type Pokémons,Thu thập 20 Pokémon Hệ Lửa,불꽃 타입 포켓몬 20개 수집,handbook,
2018,2,15,1502,30,2,,30,{rmb=30;13=10},,5,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 30 Fire-type Pokémons,火系精靈收集30個,Collect 30 Fire-type Pokémons,Thu thập 30 Pokémon Hệ Lửa,불꽃 타입 포켓몬 30개 수집,handbook,
2019,2,15,1503,5,3,,10,{rmb=30;13=10},,1,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 5 Water-type Pokémons,水系精靈收集5個,Collect 5 Water-type Pokémons,Thu thập 5 Pokémon Hệ Nước,물 타입 포켓몬 5개 수집,handbook,
2020,2,15,1503,10,3,,15,{rmb=30;13=10},,2,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 10 Water-type Pokémons,水系精靈收集10個,Collect 10 Water-type Pokémons,Thu thập 10 Pokémon Hệ Nước,물 타입 포켓몬 10개 수집,handbook,
2021,2,15,1503,15,3,,20,{rmb=30;13=10},,3,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 15 Water-type Pokémons,水系精靈收集15個,Collect 15 Water-type Pokémons,Thu thập 15 Pokémon Hệ Nước,물 타입 포켓몬 15개 수집,handbook,
2022,2,15,1503,20,3,,20,{rmb=30;13=10},,4,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 20 Water-type Pokémons,水系精靈收集20個,Collect 20 Water-type Pokémons,Thu thập 20 Pokémon Hệ Nước,물 타입 포켓몬 20개 수집,handbook,
2023,2,15,1503,30,3,,30,{rmb=30;13=10},,5,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 30 Water-type Pokémons,水系精靈收集30個,Collect 30 Water-type Pokémons,Thu thập 30 Pokémon Hệ Nước,물 타입 포켓몬 30개 수집,handbook,
2024,2,15,1504,5,4,,10,{rmb=30;13=10},,1,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 5 Grass-type Pokémons,草系精靈收集5個,Collect 5 Grass-type Pokémons,Thu thập 5 Pokémon Hệ Cỏ,풀 타입 포켓몬 5개 수집,handbook,
2025,2,15,1504,10,4,,15,{rmb=30;13=10},,2,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 10 Grass-type Pokémons,草系精靈收集10個,Collect 10 Grass-type Pokémons,Thu thập 10 Pokémon Hệ Cỏ,풀 타입 포켓몬 10개 수집,handbook,
2026,2,15,1504,15,4,,20,{rmb=30;13=10},,3,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 15 Grass-type Pokémons,草系精靈收集15個,Collect 15 Grass-type Pokémons,Thu thập 15 Pokémon Hệ Cỏ,노말 포켓몬 15개 수집,handbook,
2027,2,15,1504,20,4,,20,{rmb=30;13=10},,4,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 20 Grass-type Pokémons,草系精靈收集20個,Collect 20 Grass-type Pokémons,Thu thập 20 Pokémon Hệ Cỏ,풀 타입 포켓몬 20개 수집,handbook,
2028,2,15,1504,30,4,,30,{rmb=30;13=10},,5,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 30 Grass-type Pokémons,草系精靈收集30個,Collect 30 Grass-type Pokémons,Thu thập 30 Pokémon Hệ Cỏ,풀 타입 포켓몬 30개 수집,handbook,
2029,2,15,1505,5,5,,10,{rmb=30;13=10},,1,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 5 Electric-type Pokémons,電系精靈收集5個,Collect 5 Electric-type Pokémons,Thu thập 5 Pokémon Hệ Điện,전기 타입 포켓몬 5개 수집,handbook,
2030,2,15,1505,10,5,,15,{rmb=30;13=10},,2,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 10 Electric-type Pokémons,電系精靈收集10個,Collect 10 Electric-type Pokémons,Thu thập 10 Pokémon Hệ Điện,전기 타입 포켓몬 10개 수집,handbook,
2031,2,15,1505,15,5,,20,{rmb=30;13=10},,3,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 15 Electric-type Pokémons,電系精靈收集15個,Collect 15 Electric-type Pokémons,Thu thập 15 Pokémon Hệ Điện,전기 타입 포켓몬 15개 수집,handbook,
2032,2,15,1505,20,5,,20,{rmb=30;13=10},,4,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 20 Electric-type Pokémons,電系精靈收集20個,Collect 20 Electric-type Pokémons,Thu thập 20 Pokémon Hệ Điện,전기 타입 포켓몬 20개 수집,handbook,
2033,2,15,1505,30,5,,30,{rmb=30;13=10},,5,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 30 Electric-type Pokémons,電系精靈收集30個,Collect 30 Electric-type Pokémons,Thu thập 30 Pokémon Hệ Điện,전기 타입 포켓몬 30개 수집,handbook,
2034,2,15,1506,5,6,,10,{rmb=30;13=10},,1,Ice-type Collector,冰系收藏家,Ice-type Collector,Collector Hệ Băng,얼음 타입 수집가,Collect 5 Ice-type Pokémons,冰系精靈收集5個,Collect 5 Ice-type Pokémons,Thu thập 5 Pokémon Hệ Băng,얼음 타입 포켓몬 5개 수집,handbook,
2035,2,15,1506,10,6,,15,{rmb=30;13=10},,2,Ice-type Collector,冰系收藏家,Ice-type Collector,Collector Hệ Băng,얼음 타입 수집가,Collect 10 Ice-type Pokémons,冰系精靈收集10個,Collect 10 Ice-type Pokémons,Thu thập 10 Pokémon Hệ Băng,얼음 타입 포켓몬 10개 수집,handbook,
2036,2,15,1506,15,6,,20,{rmb=30;13=10},,3,Ice-type Collector,冰系收藏家,Ice-type Collector,Collector Hệ Băng,얼음 타입 수집가,Collect 15 Ice-type Pokémons,冰系精靈收集15個,Collect 15 Ice-type Pokémons,Thu thập 15 Pokémon Hệ Băng,얼음 타입 포켓몬 15개 수집,handbook,
2037,2,15,1506,20,6,,20,{rmb=30;13=10},,4,Ice-type Collector,冰系收藏家,Ice-type Collector,Collector Hệ Băng,얼음 타입 수집가,Collect 20 Ice-type Pokémons,冰系精靈收集20個,Collect 20 Ice-type Pokémons,Thu thập 20 Pokémon Hệ Băng,얼음 타입 포켓몬 20개 수집,handbook,
2038,2,15,1506,30,6,,30,{rmb=30;13=10},,5,Ice-type Collector,冰系收藏家,Ice-type Collector,Collector Hệ Băng,얼음 타입 수집가,Collect 30 Ice-type Pokémons,冰系精靈收集30個,Collect 30 Ice-type Pokémons,Thu thập 30 Pokémon Hệ Băng,얼음 타입 포켓몬 30개 수집,handbook,
2039,2,15,1507,5,7,,10,{rmb=30;13=10},,1,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collect 5 Fighting-type Pokémons,格鬥系精靈收集5個,Collect 5 Fighting-type Pokémons,Thu thập 5 Pokémon Hệ Đấu,격투 타입 포켓몬 5개 수집,handbook,
2040,2,15,1507,10,7,,15,{rmb=30;13=10},,2,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collect 10 Fighting-type Pokémons,格鬥系精靈收集10個,Collect 10 Fighting-type Pokémons,Thu thập 10 Pokémon Hệ Đấu,격투 타입 포켓몬 10개 수집,handbook,
2041,2,15,1507,15,7,,20,{rmb=30;13=10},,3,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collect 15 Fighting-type Pokémons,格鬥系精靈收集15個,Collect 15 Fighting-type Pokémons,Thu thập 15 Pokémon Hệ Đấu,격투 타입 포켓몬 15개 수집,handbook,
2042,2,15,1507,20,7,,20,{rmb=30;13=10},,4,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collect 20 Fighting-type Pokémons,格鬥系精靈收集20個,Collect 20 Fighting-type Pokémons,Thu thập 20 Pokémon Hệ Đấu,격투 타입 포켓몬 20개 수집,handbook,
2043,2,15,1507,30,7,,30,{rmb=30;13=10},,5,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collect 30 Fighting-type Pokémons,格鬥系精靈收集30個,Collect 30 Fighting-type Pokémons,Thu thập 30 Pokémon Hệ Đấu,격투 타입 포켓몬 30개 수집,handbook,
2044,2,15,1508,5,8,,10,{rmb=30;13=10},,1,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 5 Poison-type Pokémons,毒系精靈收集5個,Collect 5 Poison-type Pokémons,Thu thập 5 Pokémon Hệ Độc,독 타입 포켓몬 5개 수집,handbook,
2045,2,15,1508,10,8,,15,{rmb=30;13=10},,2,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 10 Poison-type Pokémons,毒系精靈收集10個,Collect 10 Poison-type Pokémons,Thu thập 10 Pokémon Hệ Độc,독 타입 포켓몬 10개 수집,handbook,
2046,2,15,1508,15,8,,20,{rmb=30;13=10},,3,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 15 Poison-type Pokémons,毒系精靈收集15個,Collect 15 Poison-type Pokémons,Thu thập 15 Pokémon Hệ Độc,독 타입 포켓몬 15개 수집,handbook,
2047,2,15,1508,20,8,,20,{rmb=30;13=10},,4,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 20 Poison-type Pokémons,毒系精靈收集20個,Collect 20 Poison-type Pokémons,Thu thập 20 Pokémon Hệ Độc,독 타입 포켓몬 20개 수집,handbook,
2048,2,15,1508,30,8,,30,{rmb=30;13=10},,5,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 30 Poison-type Pokémons,毒系精靈收集30個,Collect 30 Poison-type Pokémons,Thu thập 30 Pokémon Hệ Độc,독 타입 포켓몬 30개 수집,handbook,
2049,2,15,1509,5,9,,10,{rmb=30;13=10},,1,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 5 Ground-type Pokémons,地面系精靈收集5個,Collect 5 Ground-type Pokémons,Thu thập 5 Pokémon Hệ Đất,땅 타입 포켓몬 5개 수집,handbook,
2050,2,15,1509,10,9,,15,{rmb=30;13=10},,2,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 10 Ground-type Pokémons,地面系精靈收集10個,Collect 10 Ground-type Pokémons,Thu thập 10 Pokémon Hệ Đất,땅 타입 포켓몬 10개 수집,handbook,
2051,2,15,1509,15,9,,20,{rmb=30;13=10},,3,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 15 Ground-type Pokémons,地面系精靈收集15個,Collect 15 Ground-type Pokémons,Thu thập 15 Pokémon Hệ Đất,땅 타입 포켓몬 15개 수집,handbook,
2052,2,15,1509,20,9,,20,{rmb=30;13=10},,4,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 20 Ground-type Pokémons,地面系精靈收集20個,Collect 20 Ground-type Pokémons,Thu thập 20 Pokémon Hệ Đất,땅 타입 포켓몬 20개 수집,handbook,
2053,2,15,1509,30,9,,30,{rmb=30;13=10},,5,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 30 Ground-type Pokémons,地面系精靈收集30個,Collect 30 Ground-type Pokémons,Thu thập 30 Pokémon Hệ Đất,땅 타입 포켓몬 30개 수집,handbook,
2054,2,15,1510,5,10,,10,{rmb=30;13=10},,1,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collect 5 Flying-type Pokémons,飛行系精靈收集5個,Collect 5 Flying-type Pokémons,Thu thập 5 Pokémon Hệ Bay,비행 타입 포켓몬 5개 수집,handbook,
2055,2,15,1510,10,10,,15,{rmb=30;13=10},,2,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collect 10 Flying-type Pokémons,飛行系精靈收集10個,Collect 10 Flying-type Pokémons,Thu thập 10 Pokémon Hệ Bay,비행 타입 포켓몬 10개 수집,handbook,
2056,2,15,1510,15,10,,20,{rmb=30;13=10},,3,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collect 15 Flying-type Pokémons,飛行系精靈收集15個,Collect 15 Flying-type Pokémons,Thu thập 15 Pokémon Hệ Bay,비행 타입 포켓몬 15개 수집,handbook,
2057,2,15,1510,20,10,,20,{rmb=30;13=10},,4,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collect 20 Flying-type Pokémons,飛行系精靈收集20個,Collect 20 Flying-type Pokémons,Thu thập 20 Pokémon Hệ Bay,비행 타입 포켓몬 20개 수집,handbook,
2058,2,15,1510,30,10,,30,{rmb=30;13=10},,5,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collect 30 Flying-type Pokémons,飛行系精靈收集30個,Collect 30 Flying-type Pokémons,Thu thập 30 Pokémon Hệ Bay,비행 타입 포켓몬 30개 수집,handbook,
2059,2,15,1511,5,11,,10,{rmb=30;13=10},,1,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 5 Psychic-type Pokémons,超能系精靈收集5個,Collect 5 Psychic-type Pokémons,Thu thập 5 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 5개 수집,handbook,
2060,2,15,1511,10,11,,15,{rmb=30;13=10},,2,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 10 Psychic-type Pokémons,超能系精靈收集10個,Collect 10 Psychic-type Pokémons,Thu thập 10 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 10개 수집,handbook,
2061,2,15,1511,15,11,,20,{rmb=30;13=10},,3,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 15 Psychic-type Pokémons,超能系精靈收集15個,Collect 15 Psychic-type Pokémons,Thu thập 15 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 15개 수집,handbook,
2062,2,15,1511,20,11,,20,{rmb=30;13=10},,4,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 20 Psychic-type Pokémons,超能系精靈收集20個,Collect 20 Psychic-type Pokémons,Thu thập 20 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 20개 수집,handbook,
2063,2,15,1511,30,11,,30,{rmb=30;13=10},,5,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 30 Psychic-type Pokémons,超能系精靈收集30個,Collect 30 Psychic-type Pokémons,Thu thập 30 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 30개 수집,handbook,
2064,2,15,1512,5,12,,10,{rmb=30;13=10},,1,Bug-type Collector,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Collect 5 Bug-type Pokémons,蟲系精靈收集5個,Collect 5 Bug-type Pokémons,Thu thập 5 Pokémon Hệ Bọ,벌레 타입 포켓몬 5개 수집,handbook,
2065,2,15,1512,10,12,,15,{rmb=30;13=10},,2,Bug-type Collector,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Collect 10 Bug-type Pokémons,蟲系精靈收集10個,Collect 10 Bug-type Pokémons,Thu thập 10 Pokémon Hệ Bọ,벌레 타입 포켓몬 10개 수집,handbook,
2066,2,15,1512,15,12,,20,{rmb=30;13=10},,3,Bug-type Collector,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Collect 15 Bug-type Pokémons,蟲系精靈收集15個,Collect 15 Bug-type Pokémons,Thu thập 15 Pokémon Hệ Bọ,벌레 타입 포켓몬 15개 수집,handbook,
2067,2,15,1512,20,12,,20,{rmb=30;13=10},,4,Bug-type Collector,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Collect 20 Bug-type Pokémons,蟲系精靈收集20個,Collect 20 Bug-type Pokémons,Thu thập 20 Pokémon Hệ Bọ,벌레 타입 포켓몬 20개 수집,handbook,
2068,2,15,1512,30,12,,30,{rmb=30;13=10},,5,Bug-type Collector,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Collect 30 Bug-type Pokémons,蟲系精靈收集30個,Collect 30 Bug-type Pokémons,Thu thập 30 Pokémon Hệ Bọ,벌레 타입 포켓몬 30개 수집,handbook,
2069,2,15,1513,5,13,,10,{rmb=30;13=10},,1,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 5 Rock-type Pokémons,岩石系精靈收集5個,Collect 5 Rock-type Pokémons,Thu thập 5 Pokémon Hệ Đá,바위 타입 포켓몬 5개 수집,handbook,
2070,2,15,1513,10,13,,15,{rmb=30;13=10},,2,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 10 Rock-type Pokémons,岩石系精靈收集10個,Collect 10 Rock-type Pokémons,Thu thập 10 Pokémon Hệ Đá,바위 타입 포켓몬 10개 수집,handbook,
