"﻿变量名",_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_tw,weatherDesc_en,weatherDesc_vn,weatherDesc_kr,palce,palce_tw,palce_en,palce_vn,palce_kr,placeDesc,placeDesc_tw,placeDesc_en,placeDesc_vn,placeDesc_kr,specialEff,specialEffDesc,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_vn,specialEffDesc_kr
80142,Ice main lineup,,2,15,1,1,,,,13,12,2,"[Snow] (Increase Ice type Pokémon P. & Sp. DEF, all non-ice type Pokémon suffer a certain amount of ice damage at the end of each round, and have chance to be [Frozen])",【雪天】（冰系精靈雙防提升，所有非冰系精靈每大回合結束時受到一定冰元素傷害，並有幾率被【冰凍】）,"[Snow] (Increase Ice type Pokémon P. & Sp. DEF, all non-ice type Pokémon suffer a certain amount of ice damage at the end of each round, and have chance to be [Frozen])",404,[눈] (얼음 타입 포켓몬이 물리&특수 방어력 증가한다. 얼음 타입 아닌 포켓몬 라운드 종료마다 일정한 얼음 원소 피해를 받으며 일정 확률로 [얼음] 상태가 된다),,,,,,,,,,,<<<6>;1;0;10%>;<<6>;13;0;15%>>,,,,,
80143,super blizzard king,,2,15,1,1,,,,13,12,8,"[Rainy] (Increase speed of water type Pokémon, reduce damage of fire type Pokémon. At the end of each round, part of negative effects on all Pokémon are dispelled) \n[Snow] (Increase Ice type Pokémon P. & Sp. DEF, all non-ice type Pokémon suffer a certain amount of ice damage at the end of each round, and have chance to be [Frozen])",【雨天】（水系精靈速度提升，火系精靈傷害降低，每個大回合結束時驅散全體精靈一部分負面效果）\n【雪天】（冰系精靈雙防提升，所有非冰系精靈每個大回合結束時受到一定冰元素傷害，並有幾率被【冰凍】）,"[Rainy] (Increase speed of water type Pokémon, reduce damage of fire type Pokémon. At the end of each round, part of negative effects on all Pokémon are dispelled) \n[Snow] (Increase Ice type Pokémon P. & Sp. DEF, all non-ice type Pokémon suffer a certain amount of ice damage at the end of each round, and have chance to be [Frozen])",404,"[비] (물 타입 포켓몬 스피드 증가, 불꽃 타입 포켓몬 피해 감소, 라운드 종료마다 전체 포켓몬 일부의 디버프 효과를 디스펠한다) \n[눈] (얼음 타입 포켓몬이 물리&특수 방어력 증가한다. 얼음 타입 아닌 포켓몬 라운드 종료마다 일정한 얼음 원소 피해를 받으며 일정 확률로 [얼음] 상태가 된다)",,,,,,,,,,,,"Mega Abomasnow’s ability is greatly enhanced in snowy days, and freezes a target permanently when Ultimate Skill is released (not able to dispell)",超級暴雪王在雪天時能力大幅增強，且釋放必殺技時永久冰凍一個目標（不可驅散）,"Mega Abomasnow’s ability is greatly enhanced in snowy days, and freezes a target permanently when Ultimate Skill is released (not able to dispell)",404,메가눈설왕은 눈이 오는 날에 능력이 많이 강해지고 필살기 발동 시 유닛을 영구적인 얼음 상태로 되게 만들 수 있다 (디스펠 불가)
80144,Kyurem,,2,15,1,1,,,,13,12,12,,,,,,Frozen Ring:,冰封場地：,Frozen Ring:,,,"Kyurem open Frozen Ring: \n Select the highest ATK unit ad Hunting target, \n and permanent freeze all unit besides hunting target until dead\n Hunting and permanent Freeze can't be immune and dispell",酋雷姆開啟冰封角鬥場：\n選取攻擊最高的目標為獵殺目標一對一決鬥，\n並永久冰凍獵殺目標之外的全部目標，至死方休\n獵殺和永久冰凍無法免疫和驅散,"Kyurem open Frozen Ring: \n Select the highest ATK unit ad Hunting target, \n and permanent freeze all unit besides hunting target until dead\n Hunting and permanent Freeze can't be immune and dispell",,,<<<6>;1;0;10%>>,Best Dragon&Frozen Battle,\n最強之龍&冰封對決,Best Dragon&Frozen Battle,,
80145,,,2,15,0,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,
80146,,,2,15,0,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,
80151,Master of Water Ice,TRUE,2,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80201,Grass,,3,21,1,1,,,,,,3,,,,404,,Grassy Terrain:,青草場地：,Grassy Terrain:,404,"풀 그라운드: ",Grass type Pokémon recovers a certain amount of HP every round,草系精靈每回合持續恢復一定生命值,Grass type Pokémon recovers a certain amount of HP every round,404,풀 타입 포켓몬은 턴마다 지속적으로 일정한 HP를 회복한다,<<<4>;1;0;5%>>,,,,,
80202,Flight points,,3,21,1,1,,,,,,1,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",【亂流】（飛行系精靈速度提升，每個回合精靈有幾率被【吹飛】，非飛行系精靈落地時會損失一定生命值）,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",404,"[난류] (비행 타입 포켓몬 스피드 증가, 턴마다 포켓몬이 일정 확률로 [날려버리기]를 맞으며 비행 타입 아닌 포켓몬이 착지 시 일정한 HP를 손실한다 )",,,,,,,,,,,<<<10>;1;0;5%>>,The damage of Hawlucha’s Ultimate Skill is greatly increased,摔角鷹人必殺技傷害大幅提升,The damage of Hawlucha’s Ultimate Skill is greatly increased,404,루차불 필살기 피해 대푹 증가
80203,General Department,,3,21,1,1,,,,,,5,,,,,,,,,,,,,,,,<<<1>;1;0;5%>>,,,,,
80204,Ditto send points,,3,21,1,1,,,,,,7,,,,,,,,,,,,,,,,<<<1>;1;0;5%>>,,,,,
80205,,,3,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80206,,,3,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80211,Grass Department Royal Sanjia,,3,22,1,1,,,,,,1,,,,,,Grassy Terrain:,青草場地：,Grassy Terrain:,404,"풀 그라운드: ",Grass type Pokémon recovers a certain amount of HP every round,草系精靈每回合持續恢復一定生命值,Grass type Pokémon recovers a certain amount of HP every round,404,풀 타입 포켓몬은 턴마다 지속적으로 일정한 HP를 회복한다,<<<4>;1;0;6%>>,\n Ultimate Evolution,\n進化の奧義,\n Ultimate Evolution,404,\n진화의 오의
80212,,,3,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80213,6 Boom,,3,22,1,1,,,,,,3,,,,,,,,,,,,,,,,<<<1>;1;0;6%>;<<1>;13;0;6%>;<<1>;7;0;10%>;<<1>;8;0;10%>;<<1>;9;0;20%>;<<1>;10;0;20%>;<<1>;24;0;8000>>,\nAnger of all enemies are full and unlimited,\n敵方全體怒氣無限,\nAnger of all enemies are full and unlimited,404,\n적 전체 무한 분노
80214,,,3,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80215,,,3,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80216,,,3,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80221,Frog + Bay Leaf,,3,23,1,1,,,,,,1,,,,,,Grassy Terrain:,青草場地：,Grassy Terrain:,404,"풀 그라운드: ",Grass type Pokémon recovers a certain amount of HP every round,草系精靈每回合持續恢復一定生命值,Grass type Pokémon recovers a certain amount of HP every round,404,풀 타입 포켓몬은 턴마다 지속적으로 일정한 HP를 회복한다,<<<4>;1;0;7%>;<<4>;23;0;2500>>,,,,,
80222,Sonic Dragon + Praying Mantis,,3,23,1,1,,,,,,4,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",【亂流】（飛行系精靈速度提升，每個回合精靈有幾率被【吹飛】，非飛行系精靈落地時會損失一定生命值）,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",404,"[난류] (비행 타입 포켓몬 스피드 증가, 턴마다 포켓몬이 일정 확률로 [날려버리기]를 맞으며 비행 타입 아닌 포켓몬이 착지 시 일정한 HP를 손실한다 )",,,,,,,,,,,<<<10>;1;0;7%>;<<10>;95;0;2000>>,,,,,
80223,6 punches,,3,23,1,1,,,,,,2,,,,,,,,,,,,,,,,<<<1>;1;0;7%>;<<1>;24;0;5000>>,,,,,
80224,,,3,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80225,,,3,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80226,,,3,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80231,shemi,,3,24,2,1,,,,22,,6,,,,,,青草场地：,青草場地：,Grassy Terrain:,404,"풀 그라운드: ",Grass type Pokémon recovers a certain amount of HP every round,草系精靈每回合持續恢復一定生命值,Grass type Pokémon recovers a certain amount of HP every round,404,풀 타입 포켓몬은 턴마다 지속적으로 일정한 HP를 회복한다,<<<4>;1;0;8%>;<<4>;25;0;2000>;<<4>;23;0;2000>>,,,,,
80232,Kirby + Tree Owl,,3,24,1,1,,,,22,,1,,,,,,,,,,,,,,,,<<<4>;14;0;500>;<<1;4>;1;0;8%>;<<1>;25;0;1000>>,,,,,
80233,,,3,24,0,1,,,,22,,,,,,,,,,,,,,,,,,,,,,,
80234,,,3,24,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,,
80235,,,3,24,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,,
80236,,,3,24,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,,
80241,Three toilets,,3,25,1,1,,,,23,22,1,,,,,,,,,,,,,,,,,Maybe Ditto has a special ability?,百變怪或許有特殊的能力？,Maybe Ditto has a special ability?,404,메타몽이 특수한 능력이 있을 수도 있죠?
80242,three holy birds,,3,25,1,1,,,,23,22,2,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",【亂流】（飛行系精靈速度提升，每個回合精靈有幾率被【吹飛】，非飛行系精靈落地時會損失一定生命值）,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",404,"[난류] (비행 타입 포켓몬 스피드 증가, 턴마다 포켓몬이 일정 확률로 [날려버리기]를 맞으며 비행 타입 아닌 포켓몬이 착지 시 일정한 HP를 손실한다 )",,,,,,,,,,,,The Three Legendary Birds are immune to the damage of their corresponding type;\nThe type restrain damage of both sides is greatly increased,三聖鳥免疫各自屬性的傷害；\n雙方屬性克制傷害大幅提升,The Three Legendary Birds are immune to the damage of their corresponding type;\nThe type restrain damage of both sides is greatly increased,404,전설의 새가 자신의 타입 피해 면역; \n양측 포켓몬 타입 상성 피해 대푹 증가
80243,A hundred birds turn toward the phoenix,,3,25,1,1,,,,23,22,8,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",【亂流】（飛行系精靈速度提升，每個回合精靈有幾率被【吹飛】，非飛行系精靈落地時會損失一定生命值）,"[Strong Winds] (Increase Speed of Flying type Pokémon. Each round, Pokémon have a chance to be [Blow off], and non-Flying type Pokémon will lose a certain amount of HP when landing)",404,"[난류] (비행 타입 포켓몬 스피드 증가, 턴마다 포켓몬이 일정 확률로 [날려버리기]를 맞으며 비행 타입 아닌 포켓몬이 착지 시 일정한 HP를 손실한다 )",,,,,,,,,,,,"Leader of legend birds: Ho-Oh will protect all allies from the Strong Wind weather\nHo-Oh sacrifices 20% of its HP with each Ultimate Skill. Holy Bird Blessing will affect all its allies and the number of times is unlimited.\nAfter Ho-Oh being defeated , all the Pokémon flees away",百鳥朝鳳：鳳王會保護友方全體不受亂流天氣影響\n鳳王每次必殺技犧牲自身20%生命，神鳥祝福作用範圍會覆蓋全體，且不限次數\n鳳王死後，所有精靈作鳥獸散,"Leader of legend birds: Ho-Oh will protect all allies from the Strong Wind weather\nHo-Oh sacrifices 20% of its HP with each Ultimate Skill. Holy Bird Blessing will affect all its allies and the number of times is unlimited.\nAfter Ho-Oh being defeated , all the Pokémon flees away",404,불사조의 노래: 칠색조는 아군 전체 포켓몬이 날씨의 영향을 받지 않게 지켜준다\n칠색조는 필살기를 발동할 때마다 자신 HP 2%를 손실한다. 신조의 축복 적용 범위는 전체다\n칠색조가 죽은 후 모든 포켓몬도 황망히 도망갔다
80244,6 o'clock rabbi,,3,25,1,1,,,,23,22,11,,,,,,,,,,,,,,,,<<<4>;1;0;10%>>,"\n The past me, is also the future me",\n是曾經的我，也是未來的我,"\n The past me, is also the future me",,
80245,,,3,25,0,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,
80246,,,3,25,0,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,
80251,Master of Pucaofei Pavilion,TRUE,3,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80301,Fire points,,4,31,1,1,,,,,,3,,,,,,,,,,,,,,,,<<<2>;1;0;5%>;<<2>;14;0;500>>,,,,,
80302,Fighting points,,4,31,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<7>;1;0;5%>;<<7>;14;0;500>>,,,,,
80303,,,4,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80304,,,4,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80305,,,4,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80306,,,4,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80311,Fire Department Royal Family,,4,32,1,1,,,,,,1,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",【大日照】（火系精靈傷害提升，水系精靈傷害降低，全體獲得【太陽之力】（每回合損失一定生命，傷害提升，可疊加）,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",404,"[쾌청] 불꽃 타입 포켓몬 피해 증가, 물 타입 포켓몬 피해 감소, 전체 포켓몬 [태양의 힘] 획득 (턴마다 일정한 HP 손실, 피해 증가, 중첩 가능)",,,,,,,,,,,<<<2>;1;0;6%>>,\n Ultimate Evolution,\n進化の奧義,\n Ultimate Evolution,404,\n진화의 오의
80312,5 power,,4,32,1,1,,,,,,11,,,,,,,,,,,,,,,,<<<2;7>;1;0;6%>;<<2;7>;24;0;2000>>,Machamp laughed out loud,怪力笑了,Machamp laughed out loud,404,괴력몬 웃었다
80313,Charizard Family Bucket,,4,32,1,1,,,,,,8,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",【大日照】（火系精靈傷害提升，水系精靈傷害降低，全體獲得【太陽之力】（每回合損失一定生命，傷害提升，可疊加）,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",404,"[쾌청] 불꽃 타입 포켓몬 피해 증가, 물 타입 포켓몬 피해 감소, 전체 포켓몬 [태양의 힘] 획득 (턴마다 일정한 HP 손실, 피해 증가, 중첩 가능)",,,,,,,,,,,<<<2>;1;0;6%>;<<2>;14;0;10000>;<<2>;23;0;5000>>,,,,,
80314,,,4,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80315,,,4,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80316,,,4,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80321,Flame Lion Endgame King,,4,33,1,1,,,,,,2,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",【大日照】（火系精靈傷害提升，水系精靈傷害降低，全體獲得【太陽之力】（每回合損失一定生命，傷害提升，可疊加）,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",404,"[쾌청] 불꽃 타입 포켓몬 피해 증가, 물 타입 포켓몬 피해 감소, 전체 포켓몬 [태양의 힘] 획득 (턴마다 일정한 HP 손실, 피해 증가, 중첩 가능)",,,,,,,,,,,<<<2>;1;0;7%>;<<2>;15;0;2000>>,,,,,
80322,fighting three fools,,4,33,1,1,,3,,,,1,,,,,,,,,,,,,,,,<<<7>;1;0;7%>;<<7>;17;0;1500>;<<7>;95;0;1500>>,"\nLimited to use 3 Pokémon in the battle\nWhen any of the enemy Pokémon attacks, the rest of the enemies will use their skills to attack together\nWhen enemy is attacked, they will counterattack",\n我方限制上陣3個精靈\n敵方任一精靈攻擊時，其余隊友一起使用技能攻擊我方\n敵方受到攻擊時會進行反擊,"\nLimited to use 3 Pokémon in the battle\nWhen any of the enemy Pokémon attacks, the rest of the enemies will use their skills to attack together\nWhen enemy is attacked, they will counterattack",404,\n아군 포켓몬 최대 3마리 출전 가능\n적 포켓몬이 공격할 때 남은 적 포켓몬은 같이 스킬로 아군 포켓몬을 공격한다\n적 포켓몬은 공격을 받으면 반격할 수 있다
80323,,,4,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80324,,,4,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80325,,,4,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80326,,,4,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80331,6V6 heads-up attribute,,4,34,1,2,,6,,32,,1,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",【大日照】（火系精靈傷害提升，水系精靈傷害降低，全體獲得【太陽之力】（每回合損失一定生命，傷害提升，可疊加）,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",404,"[쾌청] 불꽃 타입 포켓몬 피해 증가, 물 타입 포켓몬 피해 감소, 전체 포켓몬 [태양의 힘] 획득 (턴마다 일정한 HP 손실, 피해 증가, 중첩 가능)",,,,,,,,,,,<<<7>;1;0;10%>;<<7>;14;0;2000>>,\nThe type restraint damage is greatly increased (the enemy's dual type Pokémon’s Fighting type will not be restrained),\n屬性克制傷害大幅提升（敵方雙屬性精靈格鬥屬性不會被克制）,\nThe type restraint damage is greatly increased (the enemy's dual type Pokémon’s Fighting type will not be restrained),404,
80332,6V6 single challenge,,4,34,1,2,,6,,32,,6,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",【大日照】（火系精靈傷害提升，水系精靈傷害降低，全體獲得【太陽之力】（每回合損失一定生命，傷害提升，可疊加）,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",404,"[쾌청] 불꽃 타입 포켓몬 피해 증가, 물 타입 포켓몬 피해 감소, 전체 포켓몬 [태양의 힘] 획득 (턴마다 일정한 HP 손실, 피해 증가, 중첩 가능)",,,,,,,,,,,<<<7>;1;0;10%>;<<7>;14;0;2000>;<<7>;5;0;10000>>,,,,,
80333,,,4,34,0,1,,,,32,,,,,,,,,,,,,,,,,,,,,,,
80334,,,4,34,0,1,,,,32,,,,,,,,,,,,,,,,,,,,,,,
80335,,,4,34,0,,,,,32,,,,,,,,,,,,,,,,,,,,,,,
80336,,,4,34,0,,,,,32,,,,,,,,,,,,,,,,,,,,,,,
80341,fire lineup,,4,35,1,1,,,,33,32,4,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",【大日照】（火系精靈傷害提升，水系精靈傷害降低，全體獲得【太陽之力】（每回合損失一定生命，傷害提升，可疊加）,"[Extremely Harsh Sunlight] (Increase damage of Fire type Pokémon, and reduce damage of Water type Pokémon, all Pokémon get [Power of the Sun] state (a certain amount of HP will be lost every round, can be stack, damage raises when stack)",404,"[쾌청] 불꽃 타입 포켓몬 피해 증가, 물 타입 포켓몬 피해 감소, 전체 포켓몬 [태양의 힘] 획득 (턴마다 일정한 HP 손실, 피해 증가, 중첩 가능)",,,,,,,,,,,<<<2>;1;0;10%>;<<2>;14;0;3000>;<<2>;15;0;4000>>,,,,,
80342,unlimited firepower,,4,35,1,1,,,,33,32,5,,,,,,,,,,,,,,,,<<<2;7>;1;0;30%>;<<2;7>;24;0;3000>>,"\nUltra Rapid Fire: Both sides recovers full anger each round, all are immune to control effect",\n無限火力：雙方每回合怒氣回滿；全體免疫控制,"\nUltra Rapid Fire: Both sides recovers full anger each round, all are immune to control effect",404,\n무한화력: 턴마다 양측 포켓몬의 분노치가 가득 찬 상태로 회복한다; 전체 제어 효과 면역
80343,hand to hand,,4,35,1,1,,,,33,32,1,,,,,,,,,,,,,,,,<<<2;7>;1;0;10%>;<<2;7>;15;0;3000>>,"\nMelee combat: both sides cannot use Ultimate Skill, damage of basic attacks and basic skills increas by 20%, the more anger, the higher the damage dealt",\n全員肉搏戰：雙方均無法使用必殺技，普攻和小技能傷害提升20%，怒氣越多造成傷害越高,"\nMelee combat: both sides cannot use Ultimate Skill, damage of basic attacks and basic skills increas by 20%, the more anger, the higher the damage dealt",404,"\n전원육탄전: 양측은 필살기 사용 불가, 일반 공격과 일반 스킬의 피해량 2% 증가, 분노치가 높을 수록 피해량이 크다"
80344,6 Phoenix King,,4,35,1,1,,,,33,32,12,,,,,,,,,,,,,,,,<<<2>;1;0;10%>;<<2>;15;0;3000>>,,,,,
80345,,,4,35,0,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,
80346,,,4,35,0,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,
80351,Firefighter,TRUE,4,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80401,Dragon points,,5,41,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<15>;1;0;5%>>,\nSomething strange seems to be mixed in,\n好像混入了什麽奇怪的東西,\nSomething strange seems to be mixed in,404,\n이상한 것은 섞인 것 같다
80402,Electric system to send points,,5,41,1,1,,,,,,2,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다)",,,,,,,,,,,<<<5>;1;0;5%>>,,,,,
80403,Longdian sends points,,5,41,1,1,,,,,,7,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다)",,,,,,,,,,,<<<5;15>;1;0;5%>>,,,,,
80404,Mini dragon points,,5,41,1,1,,,,,,12,,,,,,,,,,,,,,,,<<<15>;1;0;5%>>,\n Cute Dratini and Dragonair don't like to fight,\n可愛的迷你龍哈克龍生性不好鬥,\n Cute Dratini and Dragonair don't like to fight,,
80405,,,5,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80406,,,5,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80411,,,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80412,Electric shock + electric dragon,,5,42,100,1,,,,,,1,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다)",,,,,,,,,,,<<<5>;1;0;6%>;<<5>;5;0;1000>>,,,,,
80413,,,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80414,,,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80415,,,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80416,,,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80421,Sticky Meilong + X Spray,,5,43,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<15>;1;0;7%>;<<15>;8;0;10%>>,,,,,
80422,pikachu,,5,43,2,1,,,,,,5,"#L10#Eternal Thunderstorm Weather#L0#\n[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",#L10#永久雷雨天氣#L0#\n【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"#L10#Eternal Thunderstorm Weather#L0#\n[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"#L10#영구 뇌우#L0#\n[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다 )",,,,,,,,,,,,What do you think you are fighting with?,你以為你面對的是什麽？,What do you think you are fighting with?,404,상대는 누구인지 알아?
80423,,,5,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80424,,,5,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80425,,,5,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
