变量名,levelStart,levelEnd,group,res,boss,monsters,weight,backGround
1293,,,3,config/item/icon_3ttdc3.png,<333>,<1252;3413;791;2963;333;803>,,
1294,,,3,config/item/icon_3ttdc3.png,<302>,<1503;2591;2073;3502;302;2821>,,
1295,,,3,config/item/icon_3ttdc3.png,<1071>,<2723;1241;631;2923;1071;391>,,
1296,,,3,config/item/icon_3ttdc3.png,<601>,<2871;3353;271;1813;601;2612>,,
1297,,,3,config/item/icon_3ttdc3.png,<12>,<2;1172;3413;1812;12;1862>,,
1298,,,3,config/item/icon_3ttdc3.png,<1862>,<2924;3011;603;2301;1862;1861>,,
1299,,,3,config/item/icon_3ttdc3.png,<3292>,<2723;91;332;12;3292;3011>,,
1300,,,3,config/item/icon_3ttdc3.png,<882>,<3432;781;393;1171;882;783>,,
1301,,,3,config/item/icon_3ttdc3.png,<3342>,<91;2871;2012;3353;3342;2821>,,
1302,,,3,config/item/icon_3ttdc3.png,<464>,<2073;1422;1862;3291;464;3413>,,
1303,,,3,config/item/icon_3ttdc3.png,<464>,<721;2632;261;1862;464;2723>,,
1304,,,3,config/item/icon_3ttdc3.png,<281>,<3411;272;3412;1;281;2962>,,
1305,,,3,config/item/icon_3ttdc3.png,<3002>,<602;2;3542;3012;3002;2681>,,
1306,,,3,config/item/icon_3ttdc3.png,<2301>,<53;2072;281;593;2301;392>,,
1307,,,3,config/item/icon_3ttdc3.png,<1172>,<1394;881;3352;2631;1172;372>,,
1308,,,3,config/item/icon_3ttdc3.png,<2073>,<2821;472;1292;262;2073;3282>,,
1309,,,3,config/item/icon_3ttdc3.png,<731>,<272;2924;1813;3012;731;333>,,
1310,,,3,config/item/icon_3ttdc3.png,<2924>,<1241;393;2723;2073;2924;3342>,,
1311,,,3,config/item/icon_3ttdc3.png,<1241>,<1441;1312;283;731;1241;2722>,,
1312,,,3,config/item/icon_3ttdc3.png,<2593>,<1082;593;1811;464;2593;2>,,
1313,,,3,config/item/icon_3ttdc3.png,<464>,<3283;2821;3141;1502;464;2722>,,
1314,,,3,config/item/icon_3ttdc3.png,<23>,<2961;3292;2921;262;23;572>,,
1315,,,3,config/item/icon_3ttdc3.png,<3003>,<882;333;1393;1392;3003;281>,,
1316,,,3,config/item/icon_3ttdc3.png,<3501>,<3281;692;571;883;3501;2872>,,
1317,,,3,config/item/icon_3ttdc3.png,<11>,<3543;3631;2591;2073;11;272>,,
1318,,,3,config/item/icon_3ttdc3.png,<391>,<11;3413;1082;2822;391;461>,,
1319,,,3,config/item/icon_3ttdc3.png,<371>,<1423;371;691;801;371;601>,,
1320,,,3,config/item/icon_3ttdc3.png,<3502>,<93;2482;3021;2923;3502;3631>,,
1321,,,3,config/item/icon_3ttdc3.png,<2822>,<2071;91;301;2272;2822;461>,,
1322,,,3,config/item/icon_3ttdc3.png,<883>,<741;1394;571;601;883;464>,,
1323,,,3,config/item/icon_3ttdc3.png,<771>,<2923;882;2013;3302;771;1071>,,
1324,,,3,config/item/icon_3ttdc3.png,<1502>,<2271;3342;393;1392;1502;3431>,,
1325,,,3,config/item/icon_3ttdc3.png,<273>,<393;1291;2924;2482;273;2872>,,
1326,,,3,config/item/icon_3ttdc3.png,<1503>,<3301;3012;53;551;1503;1423>,,
1327,,,3,config/item/icon_3ttdc3.png,<1442>,<2482;2962;1082;1503;1442;791>,,
1328,,,3,config/item/icon_3ttdc3.png,<2271>,<1503;1;571;2073;2271;2483>,,
1329,,,3,config/item/icon_3ttdc3.png,<731>,<1503;692;2873;281;731;2301>,,
1330,,,3,config/item/icon_3ttdc3.png,<1862>,<1811;3472;603;3011;1862;3283>,,
1331,,,3,config/item/icon_3ttdc3.png,<2681>,<333;771;2961;2921;2681;1442>,,
1332,,,3,config/item/icon_3ttdc3.png,<1253>,<551;2301;1422;13;1253;791>,,
1333,,,3,config/item/icon_3ttdc3.png,<2871>,<593;741;2072;2271;2871;12>,,
1334,,,3,config/item/icon_3ttdc3.png,<1442>,<461;1292;601;2873;1442;3011>,,
1335,,,3,config/item/icon_3ttdc3.png,<782>,<2822;23;1421;2922;782;753>,,
1336,,,3,config/item/icon_3ttdc3.png,<471>,<1393;782;791;1172;471;491>,,
1337,,,3,config/item/icon_3ttdc3.png,<1863>,<792;1;2922;1171;1863;2631>,,
1338,,,3,config/item/icon_3ttdc3.png,<2481>,<1313;371;3011;51;2481;1863>,,
1339,,,3,config/item/icon_3ttdc3.png,<3342>,<802;273;53;2922;3342;1862>,,
1340,,,3,config/item/icon_3ttdc3.png,<2722>,<1;592;731;803;2722;1443>,,
1341,,,3,config/item/icon_3ttdc3.png,<3543>,<1441;3303;302;753;3543;691>,,
1342,,,3,config/item/icon_3ttdc3.png,<272>,<2013;692;1611;551;272;2924>,,
1343,,,3,config/item/icon_3ttdc3.png,<2821>,<2721;393;22;2483;2821;1812>,,
1344,,,3,config/item/icon_3ttdc3.png,<3302>,<391;3631;2591;1081;3302;692>,,
1345,,,3,config/item/icon_3ttdc3.png,<3352>,<3351;753;53;793;3352;2611>,,
1346,,,3,config/item/icon_3ttdc3.png,<2>,<1501;2682;3001;492;2;3502>,,
1347,,,3,config/item/icon_3ttdc3.png,<791>,<1611;3302;2873;2483;791;881>,,
1348,,,3,config/item/icon_3ttdc3.png,<302>,<2871;1071;571;2923;302;1421>,,
1349,,,3,config/item/icon_3ttdc3.png,<1291>,<3502;593;1082;1071;1291;3003>,,
1350,,,3,config/item/icon_3ttdc3.png,<1171>,<1501;3142;261;781;1171;1863>,,
1351,,,3,config/item/icon_3ttdc3.png,<2073>,<1841;3142;2632;2683;2073;1291>,,
1352,,,3,config/item/icon_3ttdc3.png,<281>,<2271;1811;1394;3293;281;22>,,
1353,,,3,config/item/icon_3ttdc3.png,<881>,<301;3432;572;721;881;261>,,
1354,,,3,config/item/icon_3ttdc3.png,<492>,<2871;1252;1421;753;492;1252>,,
1355,,,3,config/item/icon_3ttdc3.png,<3342>,<331;332;591;2;3342;3292>,,
1356,,,3,config/item/icon_3ttdc3.png,<741>,<551;391;3301;783;741;801>,,
1357,,,3,config/item/icon_3ttdc3.png,<1501>,<1501;2721;2723;3541;1501;3021>,,
1358,,,3,config/item/icon_3ttdc3.png,<262>,<551;2723;53;2;262;1311>,,
1359,,,3,config/item/icon_3ttdc3.png,<51>,<3542;2871;1293;2872;51;3302>,,
1360,,,3,config/item/icon_3ttdc3.png,<1312>,<783;331;333;3502;1312;371>,,
1361,,,4,config/item/icon_4jydg1.png,<3631>,<332;3543;1293;3303;3631;1421>,,
1362,,,4,config/item/icon_4jydg1.png,<591>,<761;1893;731;1071;591;3142>,,
1363,,,4,config/item/icon_4jydg1.png,<333>,<3353;3542;3543;1902;333;771>,,
1364,,,4,config/item/icon_4jydg1.png,<1903>,<3543;393;1891;1393;1903;602>,,
1365,,,4,config/item/icon_4jydg1.png,<2232>,<1501;3543;1221;593;2232;1312>,,
1366,,,4,config/item/icon_4jydg1.png,<1293>,<2232;1902;331;1892;1293;1903>,,
1367,,,4,config/item/icon_4jydg1.png,<2721>,<1892;1393;1312;1811;2721;1811>,,
1368,,,4,config/item/icon_4jydg1.png,<2721>,<2722;1421;882;1253;2721;3003>,,
1369,,,4,config/item/icon_4jydg1.png,<883>,<3352;1903;1391;3351;883;1892>,,
1370,,,4,config/item/icon_4jydg1.png,<1392>,<1082;1971;883;1241;1392;1241>,,
1371,,,4,config/item/icon_4jydg1.png,<3631>,<3303;1421;3002;1293;3631;1971>,,
1372,,,4,config/item/icon_4jydg1.png,<2233>,<771;741;721;603;2233;2231>,,
1373,,,4,config/item/icon_4jydg1.png,<1394>,<1812;3631;3301;1891;1394;2722>,,
1374,,,4,config/item/icon_4jydg1.png,<1071>,<883;2723;1312;601;1071;753>,,
1375,,,4,config/item/icon_4jydg1.png,<881>,<1241;1394;1253;1813;881;1903>,,
1376,,,4,config/item/icon_4jydg1.png,<592>,<331;1394;1892;1313;592;1221>,,
1377,,,4,config/item/icon_4jydg1.png,<1903>,<493;1071;1292;1253;1903;3001>,,
1378,,,4,config/item/icon_4jydg1.png,<1391>,<1292;333;761;3351;1391;3631>,,
1379,,,4,config/item/icon_4jydg1.png,<592>,<592;262;2721;1313;592;602>,,
1380,,,4,config/item/icon_4jydg1.png,<1253>,<3302;2721;1312;1893;1253;1971>,,
1381,,,4,config/item/icon_4jydg1.png,<1971>,<2231;1813;493;3301;1971;593>,,
1382,,,4,config/item/icon_4jydg1.png,<263>,<1971;262;572;1812;263;3631>,,
1383,,,4,config/item/icon_4jydg1.png,<1422>,<3351;3541;753;333;1422;592>,,
1384,,,4,config/item/icon_4jydg1.png,<1892>,<3351;1423;3001;1394;1892;771>,,
1385,,,4,config/item/icon_4jydg1.png,<3002>,<1812;721;1253;262;3002;741>,,
1386,,,4,config/item/icon_4jydg1.png,<1071>,<1081;1503;601;1293;1071;493>,,
1387,,,4,config/item/icon_4jydg1.png,<1423>,<3303;1422;1071;1241;1423;2721>,,
1388,,,4,config/item/icon_4jydg1.png,<1502>,<333;1903;761;882;1502;721>,,
1389,,,4,config/item/icon_4jydg1.png,<3631>,<393;3003;1251;2722;3631;332>,,
1390,,,4,config/item/icon_4jydg1.png,<1901>,<1082;2721;1971;1251;1901;3301>,,
1391,,,4,config/item/icon_4jydg1.png,<3302>,<721;1422;1812;1393;3302;393>,,
1392,,,4,config/item/icon_4jydg1.png,<1293>,<3631;3001;881;1891;1293;881>,,
1393,,,4,config/item/icon_4jydg1.png,<3631>,<1251;3352;493;1501;3631;3143>,,
1394,,,4,config/item/icon_4jydg1.png,<391>,<1893;1901;1891;592;391;1813>,,
1395,,,4,config/item/icon_4jydg1.png,<1971>,<3001;1081;393;3143;1971;262>,,
1396,,,4,config/item/icon_4jydg1.png,<2722>,<261;3352;881;1393;2722;333>,,
1397,,,4,config/item/icon_4jydg1.png,<882>,<592;262;601;1893;882;883>,,
1398,,,4,config/item/icon_4jydg1.png,<593>,<883;1501;1891;761;593;3142>,,
1399,,,4,config/item/icon_4jydg1.png,<3631>,<1391;1394;1901;263;3631;332>,,
1400,,,4,config/item/icon_4jydg1.png,<601>,<1892;393;882;591;601;1312>,,
1401,,,4,config/item/icon_4jydg1.png,<593>,<3002;1241;333;1221;593;592>,,
1402,,,4,config/item/icon_4jydg1.png,<1893>,<1391;721;603;1903;1893;2232>,,
1403,,,4,config/item/icon_4jydg1.png,<741>,<881;3353;771;392;741;263>,,
1404,,,4,config/item/icon_4jydg1.png,<1392>,<1971;731;1812;3303;1392;3301>,,
1405,,,4,config/item/icon_4jydg1.png,<1293>,<721;1393;1812;331;1293;1291>,,
1406,,,4,config/item/icon_4jydg1.png,<1311>,<3542;771;3003;1291;1311;1811>,,
1407,,,4,config/item/icon_4jydg1.png,<3352>,<1811;263;493;2232;3352;3302>,,
1408,,,4,config/item/icon_4jydg1.png,<1812>,<1312;1291;3631;3543;1812;1313>,,
1409,,,4,config/item/icon_4jydg1.png,<601>,<3142;1902;881;881;601;761>,,
1410,,,4,config/item/icon_4jydg1.png,<1902>,<333;3303;771;2721;1902;2723>,,
1411,,,4,config/item/icon_4jydg1.png,<593>,<261;1902;883;2722;593;3352>,,
1412,,,4,config/item/icon_4jydg1.png,<571>,<1503;2233;3542;1392;571;571>,,
1413,,,4,config/item/icon_4jydg1.png,<3302>,<1082;1292;603;1221;3302;1221>,,
1414,,,4,config/item/icon_4jydg1.png,<591>,<1081;1503;3003;331;591;1891>,,
1415,,,4,config/item/icon_4jydg1.png,<601>,<2721;3303;1813;1892;601;1082>,,
1416,,,4,config/item/icon_4jydg1.png,<602>,<753;1901;332;393;602;1812>,,
1417,,,4,config/item/icon_4jydg1.png,<1291>,<3541;572;1071;1811;1291;761>,,
1418,,,4,config/item/icon_4jydg1.png,<3352>,<631;2232;3351;1971;3352;3351>,,
1419,,,4,config/item/icon_4jydg1.png,<261>,<1421;1901;2721;881;261;731>,,
1420,,,4,config/item/icon_4jydg1.png,<262>,<592;1813;603;601;262;721>,,
1421,,,4,config/item/icon_4jydg1.png,<601>,<331;1971;1893;1394;601;392>,,
1422,,,4,config/item/icon_4jydg1.png,<1311>,<3542;1813;3143;1291;1311;603>,,
1423,,,4,config/item/icon_4jydg1.png,<1902>,<1902;3302;1391;2722;1902;3003>,,
1424,,,4,config/item/icon_4jydg1.png,<1902>,<1392;2722;1421;771;1902;1891>,,
1425,,,4,config/item/icon_4jydg1.png,<593>,<731;3542;1893;1394;593;3303>,,
1426,,,4,config/item/icon_4jydg1.png,<3302>,<3351;1901;721;3301;3302;2722>,,
1427,,,4,config/item/icon_4jydg1.png,<883>,<3351;1071;3002;1902;883;2231>,,
1428,,,4,config/item/icon_4jydg1.png,<741>,<1251;591;631;593;741;1811>,,
1429,,,4,config/item/icon_4jydg1.png,<3303>,<1423;3302;2233;631;3303;602>,,
1430,,,4,config/item/icon_4jydg1.png,<881>,<753;1392;1081;3301;881;1813>,,
1431,,,4,config/item/icon_4jydg1.png,<1891>,<721;1231;493;761;1891;602>,,
1432,,,4,config/item/icon_4jydg1.png,<1291>,<1812;1221;2721;2721;1291;1231>,,
1433,,,4,config/item/icon_4jydg1.png,<1423>,<391;1422;1892;761;1423;1893>,,
1434,,,4,config/item/icon_4jydg1.png,<1901>,<1503;1502;882;603;1901;3351>,,
1435,,,4,config/item/icon_4jydg1.png,<761>,<631;3353;1391;3351;761;731>,,
1436,,,4,config/item/icon_4jydg1.png,<1812>,<603;1811;1501;881;1812;1903>,,
1437,,,4,config/item/icon_4jydg1.png,<593>,<2722;3631;2721;1082;593;1253>,,
1438,,,4,config/item/icon_4jydg1.png,<1393>,<1392;3351;1891;2232;1393;571>,,
1439,,,4,config/item/icon_4jydg1.png,<1252>,<572;261;1901;1252;1252;3301>,,
1440,,,4,config/item/icon_4jydg1.png,<593>,<262;1082;3142;1251;593;3543>,,
1441,,,4,config/item/icon_4jydg1.png,<3542>,<1311;3352;1293;3003;3542;2722>,,
1442,,,4,config/item/icon_4jydg1.png,<493>,<753;1291;263;1251;493;333>,,
1443,,,4,config/item/icon_4jydg1.png,<761>,<1502;741;2722;1891;761;1391>,,
1444,,,4,config/item/icon_4jydg1.png,<3001>,<1902;1893;881;393;3001;1892>,,
1445,,,4,config/item/icon_4jydg1.png,<1901>,<3351;1423;1293;1422;1901;1291>,,
1446,,,4,config/item/icon_4jydg1.png,<1253>,<1812;2232;333;1221;1253;771>,,
1447,,,4,config/item/icon_4jydg1.png,<1393>,<3302;1422;1312;3543;1393;1422>,,
1448,,,4,config/item/icon_4jydg1.png,<1891>,<603;1291;393;331;1891;333>,,
1449,,,4,config/item/icon_4jydg1.png,<392>,<1902;3002;391;1312;392;3541>,,
1450,,,4,config/item/icon_4jydg1.png,<2723>,<3002;3003;3142;1292;2723;1293>,,
1451,,,4,config/item/icon_4jydg1.png,<1293>,<1813;392;1292;741;1293;2721>,,
1452,,,4,config/item/icon_4jydg1.png,<602>,<593;2232;3302;881;602;1082>,,
1453,,,4,config/item/icon_4jydg1.png,<1231>,<1893;2232;1313;1221;1231;1231>,,
1454,,,4,config/item/icon_4jydg1.png,<3301>,<1292;3142;1313;1292;3301;3143>,,
1455,,,4,config/item/icon_4jydg1.png,<1394>,<882;601;392;771;1394;771>,,
1456,,,4,config/item/icon_4jydg1.png,<3353>,<262;2231;1393;1813;3353;3002>,,
1457,,,4,config/item/icon_4jydg1.png,<1423>,<1082;392;1392;391;1423;393>,,
1458,,,4,config/item/icon_4jydg1.png,<1501>,<332;3002;393;2231;1501;1423>,,
1459,,,4,config/item/icon_4jydg1.png,<1892>,<3351;761;753;3002;1892;1081>,,
1460,,,4,config/item/icon_4jydg1.png,<591>,<1221;332;1893;261;591;603>,,
1461,,,4,config/item/icon_4jydg1.png,<1312>,<741;571;601;1293;1312;392>,,
1462,,,4,config/item/icon_4jydg1.png,<1422>,<3631;1312;731;1293;1422;3352>,,
1463,,,4,config/item/icon_4jydg1.png,<3542>,<631;1221;1313;1391;3542;1501>,,
1464,,,4,config/item/icon_4jydg1.png,<753>,<493;263;3631;393;753;261>,,
1465,,,4,config/item/icon_4jydg1.png,<3302>,<3541;332;771;1082;3302;332>,,
1466,,,4,config/item/icon_4jydg1.png,<881>,<3352;2723;2721;3141;881;393>,,
1467,,,4,config/item/icon_4jydg1.png,<1421>,<1902;602;1311;883;1421;3001>,,
1468,,,4,config/item/icon_4jydg1.png,<1311>,<3351;1311;331;391;1311;1253>,,
1469,,,4,config/item/icon_4jydg1.png,<1811>,<1394;3302;1812;1241;1811;493>,,
1470,,,4,config/item/icon_4jydg1.png,<1292>,<2723;1251;881;1813;1292;1812>,,
1471,,,4,config/item/icon_4jydg1.png,<3301>,<572;731;393;1253;3301;1071>,,
1472,,,4,config/item/icon_4jydg1.png,<1423>,<2232;3303;1292;1291;1423;1812>,,
1473,,,4,config/item/icon_4jydg1.png,<3002>,<1891;1252;1291;3352;3002;3353>,,
1474,,,4,config/item/icon_4jydg1.png,<1311>,<1903;571;771;882;1311;393>,,
1475,,,4,config/item/icon_4jydg1.png,<393>,<3353;771;1081;3302;393;1391>,,
1476,,,4,config/item/icon_4jydg1.png,<3351>,<1391;753;1392;741;3351;602>,,
1477,,,4,config/item/icon_4jydg1.png,<1313>,<1292;2232;391;333;1313;2721>,,
1478,,,4,config/item/icon_4jydg1.png,<1391>,<1891;761;1293;592;1391;331>,,
1479,,,4,config/item/icon_4jydg1.png,<1231>,<261;1231;3542;1293;1231;1312>,,
1480,,,4,config/item/icon_4jydg1.png,<571>,<3631;1501;393;3002;571;593>,,
