变量名,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
601604,501,6,4,{gold=1830000;50501=12;59002=12;502=3;501=2},188,1,0,1,1318,7,261,8,261,9,184,10,184,<13>,{22=800;23=800},,,
601605,501,6,5,{gold=2100000;50501=13;59002=13;502=3;501=3},188,1,0,1,1331,7,264,8,264,9,186,10,186,,,,,
601606,501,6,6,{gold=2300000;50501=13;59002=13;502=3;501=3},188,1,0,1,1343,7,266,8,266,9,187,10,187,,,,,
601607,501,6,7,{gold=2550000;50501=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1356,7,269,8,269,9,189,10,189,,,,,
601608,501,6,8,{gold=2750000;50501=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1369,7,271,8,271,9,191,10,191,,,79003,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508}
601701,501,7,1,{gold=1800000;50501=12;59002=12},225,1,0,1,1365,7,270,8,270,9,190,10,190,,,,,
601702,501,7,2,{gold=2100000;50501=12;59002=12},225,1,0,1,1378,7,273,8,273,9,192,10,192,,,,,
601703,501,7,3,{gold=2430000;50501=13;59002=13},225,1,0,1,1392,7,276,8,276,9,194,10,194,,,,,
601704,501,7,4,{gold=2750000;50501=13;59002=13},225,1,0,1,1406,7,279,8,279,9,196,10,196,,,,,
601705,501,7,5,{gold=3150000;50501=14;59002=14},225,1,0,1,1419,7,281,8,281,9,198,10,198,,,,,
601706,501,7,6,{gold=3450000;50501=14;59002=14},225,1,0,1,1433,7,284,8,284,9,200,10,200,,,,,
601707,501,7,7,{gold=3830000;50501=15;59002=15},225,1,0,1,1447,7,287,8,287,9,202,10,202,,,,,
601708,501,7,8,{gold=4130000;50501=15;59002=15},225,1,0,1,1460,7,289,8,289,9,204,10,204,,,,,
601801,501,8,1,{gold=2700000;50501=13;59002=13},300,1,0,1,1450,7,287,8,287,9,202,10,202,,,,,
601802,501,8,2,{gold=3150000;50501=13;59002=13},300,1,0,1,1465,7,290,8,290,9,204,10,204,,,,,
601803,501,8,3,{gold=3650000;50501=14;59002=14},300,1,0,1,1479,7,293,8,293,9,206,10,206,,,,,
601804,501,8,4,{gold=4130000;50501=14;59002=14},300,1,0,1,1494,7,296,8,296,9,208,10,208,,,,,
601805,501,8,5,{gold=4730000;50501=15;59002=15},300,1,0,1,1508,7,299,8,299,9,210,10,210,,,,,
601806,501,8,6,{gold=5180000;50501=15;59002=15},300,1,0,1,1523,7,302,8,302,9,212,10,212,,,,,
601807,501,8,7,{gold=5750000;50501=16;59002=16},300,1,0,1,1537,7,305,8,305,9,214,10,214,,,,,
601808,501,8,8,{gold=6200000;50501=16;59002=16},300,1,0,1,1552,7,307,8,307,9,216,10,216,,,,,
641101,541,1,1,{gold=100000;50541=3;59000=3},50,1,0,1,554,7,110,8,110,9,77,10,77,,,,,
641102,541,1,2,{gold=120000;50541=3;59000=3},50,1,0,1,560,7,111,8,111,9,78,10,78,,,,,
641103,541,1,3,{gold=140000;50541=4;59000=4},50,1,0,1,565,7,112,8,112,9,79,10,79,,,,,
641104,541,1,4,{gold=160000;50541=4;59000=4},50,1,0,1,571,7,113,8,113,9,79,10,79,,,,,
641105,541,1,5,{gold=180000;50541=5;59000=5},50,1,0,1,576,7,114,8,114,9,80,10,80,,,,,
641106,541,1,6,{gold=200000;50541=5;59000=5},50,1,0,1,582,7,116,8,116,9,81,10,81,,,,,
641107,541,1,7,{gold=220000;50541=6;59000=6},50,1,0,1,587,7,117,8,117,9,82,10,82,,,,,
641108,541,1,8,{gold=240000;50541=6;59000=6;501=1},50,1,0,1,593,7,118,8,118,9,82,10,82,<0>,{24=300;25=300},,,
641201,541,2,1,{gold=150000;50541=5;59000=5},60,1,0,1,609,7,121,8,121,9,85,10,85,,,,,
641202,541,2,2,{gold=180000;50541=5;59000=5},60,1,0,1,615,7,122,8,122,9,86,10,86,,,,,
641203,541,2,3,{gold=210000;50541=6;59000=6},60,1,0,1,622,7,123,8,123,9,86,10,86,,,,,
641204,541,2,4,{gold=240000;50541=6;59000=6},60,1,0,1,628,7,125,8,125,9,87,10,87,,,,,
641205,541,2,5,{gold=270000;50541=7;59000=7},60,1,0,1,634,7,126,8,126,9,88,10,88,,,,,
641206,541,2,6,{gold=300000;50541=7;59000=7},60,1,0,1,640,7,127,8,127,9,89,10,89,,,,,
641207,541,2,7,{gold=330000;50541=8;59000=8;501=1},60,1,0,1,646,7,128,8,128,9,90,10,90,,,,,
641208,541,2,8,{gold=360000;50541=8;59000=8;501=1},60,1,0,1,652,7,129,8,129,9,91,10,91,,,79001,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108}
641301,541,3,1,{gold=230000;50541=6;59000=6},70,1,0,1,665,7,132,8,132,9,92,10,92,,,,,
641302,541,3,2,{gold=270000;50541=6;59000=6},70,1,0,1,671,7,133,8,133,9,93,10,93,,,,,
641303,541,3,3,{gold=320000;50541=7;59000=7},70,1,0,1,678,7,135,8,135,9,94,10,94,,,,,
641304,541,3,4,{gold=360000;50541=7;59000=7},70,1,0,1,685,7,136,8,136,9,95,10,95,<2;12>,{24=500;25=500},,,
641305,541,3,5,{gold=410000;50541=8;59000=8},70,1,0,1,691,7,137,8,137,9,96,10,96,,,,,
641306,541,3,6,{gold=450000;50541=8;59000=8;501=1},70,1,0,1,698,7,139,8,139,9,97,10,97,,,,,
641307,541,3,7,{gold=500000;50541=9;59000=9;501=1},70,1,0,1,705,7,140,8,140,9,98,10,98,,,,,
641308,541,3,8,{gold=540000;50541=9;59000=9;501=1;222=1},70,1,0,1,711,7,141,8,141,9,99,10,99,,,79002,,{advance=14;goodFeel=150;star=9;zawakeStage=208}
641401,541,4,1,{gold=350000;50541=8;59000=8},80,1,0,1,720,7,143,8,143,9,100,10,100,,,,,
641402,541,4,2,{gold=410000;50541=8;59000=8},80,1,0,1,727,7,144,8,144,9,101,10,101,,,,,
641403,541,4,3,{gold=480000;50541=9;59000=9},80,1,0,1,735,7,146,8,146,9,102,10,102,,,,,
641404,541,4,4,{gold=540000;50541=9;59000=9},80,1,0,1,742,7,147,8,147,9,103,10,103,<0>,{14=300;16=300},,,
641405,541,4,5,{gold=620000;50541=10;59000=10},80,1,0,1,749,7,149,8,149,9,104,10,104,,,,,
641406,541,4,6,{gold=680000;50541=10;59000=10;501=1},80,1,0,1,756,7,150,8,150,9,105,10,105,,,,,
641407,541,4,7,{gold=750000;50541=11;59000=11;501=1},80,1,0,1,763,7,152,8,152,9,106,10,106,,,,,
641408,541,4,8,{gold=810000;50541=11;59000=11;501=1;232=1},80,1,0,1,771,7,153,8,153,9,107,10,107,,,79004,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308}
641501,541,5,1,{gold=530000;50541=9;59000=9},100,1,0,1,776,7,154,8,154,9,108,10,108,,,,,
641502,541,5,2,{gold=620000;50541=9;59000=9},100,1,0,1,783,7,156,8,156,9,109,10,109,,,,,
641503,541,5,3,{gold=720000;50541=10;59000=10},100,1,0,1,791,7,157,8,157,9,110,10,110,,,,,
641504,541,5,4,{gold=810000;50541=10;59000=10},100,1,0,1,799,7,159,8,159,9,111,10,111,<6;10>,{14=500;16=500},,,
641505,541,5,5,{gold=930000;50541=11;59000=11;502=1;501=1},100,1,0,1,807,7,160,8,160,9,112,10,112,,,,,
641506,541,5,6,{gold=1020000;50541=11;59000=11;502=1;501=1},100,1,0,1,814,7,162,8,162,9,113,10,113,,,,,
641507,541,5,7,{gold=1130000;50541=12;59000=12;502=1;501=1},100,1,0,1,822,7,163,8,163,9,114,10,114,,,,,
641508,541,5,8,{gold=1220000;50541=12;59000=12;502=1;501=1;202=1},100,1,0,1,830,7,165,8,165,9,115,10,115,<0>,{22=300;23=300},,,
641601,541,6,1,{gold=800000;50541=10;59000=10},125,1,0,1,831,7,165,8,165,9,116,10,116,,,,,
641602,541,6,2,{gold=930000;50541=10;59000=10},125,1,0,1,839,7,167,8,167,9,117,10,117,,,,,
641603,541,6,3,{gold=1080000;50541=11;59000=11;502=1;501=1},125,1,0,1,848,7,168,8,168,9,118,10,118,,,,,
641604,541,6,4,{gold=1220000;50541=11;59000=11;502=1;501=1},125,1,0,1,856,7,170,8,170,9,119,10,119,<13>,{22=800;23=800},,,
641605,541,6,5,{gold=1400000;50541=12;59000=12;502=1;501=1},125,1,0,1,864,7,172,8,172,9,120,10,120,,,,,
641606,541,6,6,{gold=1530000;50541=12;59000=12;502=1;501=1},125,1,0,1,873,7,173,8,173,9,121,10,121,,,,,
641607,541,6,7,{gold=1700000;50541=13;59000=13;502=2;501=2;202=1},125,1,0,1,881,7,175,8,175,9,122,10,122,,,,,
641608,541,6,8,{gold=1830000;50541=13;59000=13;502=2;501=2;2152=1},125,1,0,1,889,7,177,8,177,9,124,10,124,,,79003,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508}
641701,541,7,1,{gold=1200000;50541=11;59000=11},150,1,0,1,886,7,176,8,176,9,123,10,123,,,,,
641702,541,7,2,{gold=1400000;50541=11;59000=11},150,1,0,1,895,7,178,8,178,9,124,10,124,,,,,
641703,541,7,3,{gold=1620000;50541=12;59000=12},150,1,0,1,904,7,180,8,180,9,126,10,126,,,,,
641704,541,7,4,{gold=1830000;50541=12;59000=12},150,1,0,1,913,7,181,8,181,9,127,10,127,,,,,
641705,541,7,5,{gold=2100000;50541=13;59000=13},150,1,0,1,922,7,183,8,183,9,128,10,128,,,,,
641706,541,7,6,{gold=2300000;50541=13;59000=13},150,1,0,1,931,7,185,8,185,9,129,10,129,,,,,
641707,541,7,7,{gold=2550000;50541=14;59000=14},150,1,0,1,940,7,187,8,187,9,131,10,131,,,,,
641708,541,7,8,{gold=2750000;50541=14;59000=14},150,1,0,1,948,7,188,8,188,9,132,10,132,,,,,
641801,541,8,1,{gold=1800000;50541=12;59000=12},200,1,0,1,942,7,187,8,187,9,131,10,131,,,,,
641802,541,8,2,{gold=2100000;50541=12;59000=12},200,1,0,1,951,7,189,8,189,9,132,10,132,,,,,
641803,541,8,3,{gold=2430000;50541=13;59000=13},200,1,0,1,961,7,191,8,191,9,134,10,134,,,,,
641804,541,8,4,{gold=2750000;50541=13;59000=13},200,1,0,1,970,7,193,8,193,9,135,10,135,,,,,
641805,541,8,5,{gold=3150000;50541=14;59000=14},200,1,0,1,979,7,194,8,194,9,136,10,136,,,,,
641806,541,8,6,{gold=3450000;50541=14;59000=14},200,1,0,1,989,7,196,8,196,9,137,10,137,,,,,
641807,541,8,7,{gold=3830000;50541=15;59000=15},200,1,0,1,998,7,198,8,198,9,139,10,139,,,,,
641808,541,8,8,{gold=4130000;50541=15;59000=15},200,1,0,1,1008,7,200,8,200,9,140,10,140,,,,,
651101,551,1,1,{gold=100000;50551=3;59001=3},50,1,0,1,731,7,145,8,145,9,102,10,102,,,,,
651102,551,1,2,{gold=120000;50551=3;59001=3},50,1,0,1,738,7,146,8,146,9,103,10,103,,,,,
651103,551,1,3,{gold=140000;50551=4;59001=4},50,1,0,1,746,7,148,8,148,9,104,10,104,,,,,
651104,551,1,4,{gold=160000;50551=4;59001=4},50,1,0,1,753,7,149,8,149,9,105,10,105,,,,,
651105,551,1,5,{gold=180000;50551=5;59001=5},50,1,0,1,760,7,151,8,151,9,106,10,106,,,,,
651106,551,1,6,{gold=200000;50551=5;59001=5},50,1,0,1,768,7,152,8,152,9,107,10,107,,,,,
651107,551,1,7,{gold=220000;50551=6;59001=6},50,1,0,1,775,7,154,8,154,9,108,10,108,,,,,
651108,551,1,8,{gold=240000;50551=6;59001=6;501=1},50,1,0,1,782,7,155,8,155,9,109,10,109,<0>,{24=300;25=300},,,
651201,551,2,1,{gold=150000;50551=5;59001=5},60,1,0,1,804,7,160,8,160,9,112,10,112,,,,,
651202,551,2,2,{gold=180000;50551=5;59001=5},60,1,0,1,812,7,161,8,161,9,113,10,113,,,,,
651203,551,2,3,{gold=210000;50551=6;59001=6},60,1,0,1,820,7,163,8,163,9,114,10,114,,,,,
651204,551,2,4,{gold=240000;50551=6;59001=6},60,1,0,1,828,7,164,8,164,9,116,10,116,,,,,
651205,551,2,5,{gold=270000;50551=7;59001=7},60,1,0,1,836,7,166,8,166,9,117,10,117,,,,,
651206,551,2,6,{gold=300000;50551=7;59001=7},60,1,0,1,844,7,167,8,167,9,118,10,118,,,,,
651207,551,2,7,{gold=330000;50551=8;59001=8;501=1},60,1,0,1,852,7,169,8,169,9,119,10,119,,,,,
651208,551,2,8,{gold=360000;50551=8;59001=8;501=1},60,1,0,1,860,7,171,8,171,9,120,10,120,,,79001,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108}
651301,551,3,1,{gold=230000;50551=6;59001=6},70,1,0,1,877,7,174,8,174,9,122,10,122,,,,,
651302,551,3,2,{gold=270000;50551=6;59001=6},70,1,0,1,886,7,176,8,176,9,124,10,124,,,,,
651303,551,3,3,{gold=320000;50551=7;59001=7},70,1,0,1,895,7,177,8,177,9,125,10,125,,,,,
651304,551,3,4,{gold=360000;50551=7;59001=7},70,1,0,1,904,7,179,8,179,9,126,10,126,<2;12>,{24=500;25=500},,,
651305,551,3,5,{gold=410000;50551=8;59001=8},70,1,0,1,912,7,181,8,181,9,127,10,127,,,,,
651306,551,3,6,{gold=450000;50551=8;59001=8;501=1},70,1,0,1,921,7,183,8,183,9,129,10,129,,,,,
651307,551,3,7,{gold=500000;50551=9;59001=9;501=1},70,1,0,1,930,7,184,8,184,9,130,10,130,,,,,
651308,551,3,8,{gold=540000;50551=9;59001=9;501=1;222=1},70,1,0,1,939,7,186,8,186,9,131,10,131,,,79002,,{advance=14;goodFeel=150;star=9;zawakeStage=208}
651401,551,4,1,{gold=350000;50551=8;59001=8},80,1,0,1,950,7,189,8,189,9,133,10,133,,,,,
651402,551,4,2,{gold=410000;50551=8;59001=8},80,1,0,1,960,7,190,8,190,9,134,10,134,,,,,
651403,551,4,3,{gold=480000;50551=9;59001=9},80,1,0,1,969,7,192,8,192,9,135,10,135,,,,,
651404,551,4,4,{gold=540000;50551=9;59001=9},80,1,0,1,979,7,194,8,194,9,137,10,137,<0>,{14=300;16=300},,,
651405,551,4,5,{gold=620000;50551=10;59001=10},80,1,0,1,988,7,196,8,196,9,138,10,138,,,,,
651406,551,4,6,{gold=680000;50551=10;59001=10;501=1},80,1,0,1,998,7,198,8,198,9,139,10,139,,,,,
651407,551,4,7,{gold=750000;50551=11;59001=11;501=1},80,1,0,1,1007,7,200,8,200,9,141,10,141,,,,,
651408,551,4,8,{gold=810000;50551=11;59001=11;501=1;232=1},80,1,0,1,1017,7,202,8,202,9,142,10,142,,,79004,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308}
651501,551,5,1,{gold=530000;50551=9;59001=9},100,1,0,1,1023,7,203,8,203,9,143,10,143,,,,,
651502,551,5,2,{gold=620000;50551=9;59001=9},100,1,0,1,1034,7,205,8,205,9,144,10,144,,,,,
651503,551,5,3,{gold=720000;50551=10;59001=10},100,1,0,1,1044,7,207,8,207,9,146,10,146,,,,,
651504,551,5,4,{gold=810000;50551=10;59001=10},100,1,0,1,1054,7,209,8,209,9,147,10,147,<6;10>,{14=500;16=500},,,
651505,551,5,5,{gold=930000;50551=11;59001=11;502=1;501=1},100,1,0,1,1064,7,211,8,211,9,149,10,149,,,,,
651506,551,5,6,{gold=1020000;50551=11;59001=11;502=1;501=1},100,1,0,1,1075,7,213,8,213,9,150,10,150,,,,,
651507,551,5,7,{gold=1130000;50551=12;59001=12;502=1;501=1},100,1,0,1,1085,7,215,8,215,9,151,10,151,,,,,
651508,551,5,8,{gold=1220000;50551=12;59001=12;502=1;501=1;202=1},100,1,0,1,1095,7,217,8,217,9,153,10,153,<0>,{22=300;23=300},,,
651601,551,6,1,{gold=800000;50551=10;59001=10},125,1,0,1,1097,7,218,8,218,9,153,10,153,,,,,
651602,551,6,2,{gold=930000;50551=10;59001=10},125,1,0,1,1107,7,220,8,220,9,155,10,155,,,,,
651603,551,6,3,{gold=1080000;50551=11;59001=11;502=1;501=1},125,1,0,1,1118,7,222,8,222,9,156,10,156,,,,,
651604,551,6,4,{gold=1220000;50551=11;59001=11;502=1;501=1},125,1,0,1,1129,7,224,8,224,9,158,10,158,<13>,{22=800;23=800},,,
651605,551,6,5,{gold=1400000;50551=12;59001=12;502=1;501=1},125,1,0,1,1140,7,226,8,226,9,159,10,159,,,,,
651606,551,6,6,{gold=1530000;50551=12;59001=12;502=1;501=1},125,1,0,1,1151,7,228,8,228,9,161,10,161,,,,,
651607,551,6,7,{gold=1700000;50551=13;59001=13;502=2;501=2;202=1},125,1,0,1,1162,7,231,8,231,9,162,10,162,,,,,
651608,551,6,8,{gold=1830000;50551=13;59001=13;502=2;501=2;2152=1},125,1,0,1,1173,7,233,8,233,9,164,10,164,,,79003,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508}
651701,551,7,1,{gold=1200000;50551=11;59001=11},150,1,0,1,1170,7,232,8,232,9,163,10,163,,,,,
651702,551,7,2,{gold=1400000;50551=11;59001=11},150,1,0,1,1181,7,234,8,234,9,165,10,165,,,,,
651703,551,7,3,{gold=1620000;50551=12;59001=12},150,1,0,1,1193,7,237,8,237,9,166,10,166,,,,,
651704,551,7,4,{gold=1830000;50551=12;59001=12},150,1,0,1,1205,7,239,8,239,9,168,10,168,,,,,
651705,551,7,5,{gold=2100000;50551=13;59001=13},150,1,0,1,1216,7,241,8,241,9,170,10,170,,,,,
651706,551,7,6,{gold=2300000;50551=13;59001=13},150,1,0,1,1228,7,244,8,244,9,171,10,171,,,,,
651707,551,7,7,{gold=2550000;50551=14;59001=14},150,1,0,1,1240,7,246,8,246,9,173,10,173,,,,,
651708,551,7,8,{gold=2750000;50551=14;59001=14},150,1,0,1,1251,7,248,8,248,9,175,10,175,,,,,
651801,551,8,1,{gold=1800000;50551=12;59001=12},200,1,0,1,1243,7,247,8,247,9,173,10,173,,,,,
651802,551,8,2,{gold=2100000;50551=12;59001=12},200,1,0,1,1255,7,249,8,249,9,175,10,175,,,,,
651803,551,8,3,{gold=2430000;50551=13;59001=13},200,1,0,1,1268,7,251,8,251,9,177,10,177,,,,,
651804,551,8,4,{gold=2750000;50551=13;59001=13},200,1,0,1,1280,7,254,8,254,9,179,10,179,,,,,
651805,551,8,5,{gold=3150000;50551=14;59001=14},200,1,0,1,1292,7,256,8,256,9,180,10,180,,,,,
651806,551,8,6,{gold=3450000;50551=14;59001=14},200,1,0,1,1305,7,259,8,259,9,182,10,182,,,,,
651807,551,8,7,{gold=3830000;50551=15;59001=15},200,1,0,1,1317,7,261,8,261,9,184,10,184,,,,,
651808,551,8,8,{gold=4130000;50551=15;59001=15},200,1,0,1,1330,7,264,8,264,9,186,10,186,,,,,
671101,571,1,1,{gold=150000;50571=4;59002=4},75,1,0,1,853,7,169,8,169,9,119,10,119,,,,,
671102,571,1,2,{gold=180000;50571=4;59002=4},75,1,0,1,862,7,171,8,171,9,120,10,120,,,,,
671103,571,1,3,{gold=210000;50571=5;59002=5},75,1,0,1,870,7,172,8,172,9,121,10,121,,,,,
671104,571,1,4,{gold=240000;50571=5;59002=5},75,1,0,1,879,7,174,8,174,9,123,10,123,,,,,
671105,571,1,5,{gold=270000;50571=6;59002=6},75,1,0,1,887,7,176,8,176,9,124,10,124,,,,,
671106,571,1,6,{gold=300000;50571=6;59002=6},75,1,0,1,896,7,177,8,177,9,125,10,125,,,,,
671107,571,1,7,{gold=330000;50571=7;59002=7;501=1},75,1,0,1,904,7,179,8,179,9,126,10,126,,,,,
671108,571,1,8,{gold=360000;50571=7;59002=7;501=1},75,1,0,1,913,7,181,8,181,9,127,10,127,<0>,{24=300;25=300},,,
671201,571,2,1,{gold=230000;50571=6;59002=6},90,1,0,1,938,7,186,8,186,9,131,10,131,,,,,
671202,571,2,2,{gold=270000;50571=6;59002=6},90,1,0,1,948,7,188,8,188,9,132,10,132,,,,,
671203,571,2,3,{gold=320000;50571=7;59002=7},90,1,0,1,957,7,190,8,190,9,134,10,134,,,,,
671204,571,2,4,{gold=360000;50571=7;59002=7},90,1,0,1,966,7,191,8,191,9,135,10,135,,,,,
671205,571,2,5,{gold=410000;50571=8;59002=8;501=1},90,1,0,1,976,7,193,8,193,9,136,10,136,,,,,
671206,571,2,6,{gold=450000;50571=8;59002=8;501=1},90,1,0,1,985,7,195,8,195,9,137,10,137,,,,,
671207,571,2,7,{gold=500000;50571=9;59002=9;501=1},90,1,0,1,995,7,197,8,197,9,139,10,139,,,,,
671208,571,2,8,{gold=540000;50571=9;59002=9;501=1},90,1,0,1,1004,7,199,8,199,9,140,10,140,,,79001,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108}
671301,571,3,1,{gold=350000;50571=7;59002=7},105,1,0,1,1024,7,203,8,203,9,143,10,143,,,,,
671302,571,3,2,{gold=410000;50571=7;59002=7},105,1,0,1,1034,7,205,8,205,9,144,10,144,,,,,
671303,571,3,3,{gold=480000;50571=8;59002=8;501=1},105,1,0,1,1044,7,207,8,207,9,146,10,146,,,,,
671304,571,3,4,{gold=540000;50571=8;59002=8;501=1},105,1,0,1,1054,7,209,8,209,9,147,10,147,<2;12>,{24=500;25=500},,,
671305,571,3,5,{gold=620000;50571=9;59002=9;501=1},105,1,0,1,1065,7,211,8,211,9,149,10,149,,,,,
671306,571,3,6,{gold=680000;50571=9;59002=9;501=1},105,1,0,1,1075,7,213,8,213,9,150,10,150,,,,,
671307,571,3,7,{gold=750000;50571=10;59002=10;501=1},105,1,0,1,1085,7,215,8,215,9,151,10,151,,,,,
671308,571,3,8,{gold=810000;50571=10;59002=10;501=1;220=1},105,1,0,1,1095,7,217,8,217,9,153,10,153,,,79002,,{advance=15;goodFeel=160;star=9;zawakeStage=208}
671401,571,4,1,{gold=530000;50571=9;59002=9},120,1,0,1,1109,7,220,8,220,9,155,10,155,,,,,
671402,571,4,2,{gold=620000;50571=9;59002=9},120,1,0,1,1120,7,222,8,222,9,156,10,156,,,,,
671403,571,4,3,{gold=720000;50571=10;59002=10;501=1},120,1,0,1,1131,7,224,8,224,9,158,10,158,,,,,
671404,571,4,4,{gold=810000;50571=10;59002=10;501=1},120,1,0,1,1142,7,226,8,226,9,159,10,159,<0>,{14=300;16=300},,,
671405,571,4,5,{gold=930000;50571=11;59002=11;501=2},120,1,0,1,1153,7,228,8,228,9,161,10,161,,,,,
671406,571,4,6,{gold=1020000;50571=11;59002=11;501=2},120,1,0,1,1164,7,231,8,231,9,162,10,162,,,,,
671407,571,4,7,{gold=1130000;50571=12;59002=12;501=2;230=1},120,1,0,1,1175,7,233,8,233,9,164,10,164,,,,,
671408,571,4,8,{gold=1220000;50571=12;59002=12;501=2;2152=1},120,1,0,1,1187,7,235,8,235,9,166,10,166,,,79004,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308}
671501,571,5,1,{gold=800000;50571=10;59002=10;502=2},150,1,0,1,1194,7,237,8,237,9,167,10,167,,,,,
671502,571,5,2,{gold=930000;50571=10;59002=10;502=2},150,1,0,1,1206,7,239,8,239,9,168,10,168,,,,,
671503,571,5,3,{gold=1080000;50571=11;59002=11;502=2;501=1},150,1,0,1,1218,7,241,8,241,9,170,10,170,,,,,
671504,571,5,4,{gold=1220000;50571=11;59002=11;502=2;501=2},150,1,0,1,1230,7,244,8,244,9,172,10,172,<6;10>,{14=500;16=500},,,
671505,571,5,5,{gold=1400000;50571=12;59002=12;502=2;501=2},150,1,0,1,1242,7,246,8,246,9,173,10,173,,,,,
671506,571,5,6,{gold=1530000;50571=12;59002=12;502=3;501=2},150,1,0,1,1254,7,248,8,248,9,175,10,175,,,,,
671507,571,5,7,{gold=1700000;50571=13;59002=13;502=3;501=2},150,1,0,1,1266,7,251,8,251,9,177,10,177,,,,,
671508,571,5,8,{gold=1830000;50571=13;59002=13;200=1;210=1},150,1,0,1,1278,7,253,8,253,9,178,10,178,<0>,{22=300;23=300},,,
671601,571,6,1,{gold=1200000;50571=11;59002=11;502=2},188,1,0,1,1280,7,254,8,254,9,179,10,179,,,,,
671602,571,6,2,{gold=1400000;50571=11;59002=11;502=2},188,1,0,1,1292,7,256,8,256,9,180,10,180,,,,,
671603,571,6,3,{gold=1620000;50571=12;59002=12;502=3;501=2},188,1,0,1,1305,7,259,8,259,9,182,10,182,,,,,
671604,571,6,4,{gold=1830000;50571=12;59002=12;502=3;501=2},188,1,0,1,1318,7,261,8,261,9,184,10,184,<13>,{22=800;23=800},,,
671605,571,6,5,{gold=2100000;50571=13;59002=13;502=3;501=3},188,1,0,1,1331,7,264,8,264,9,186,10,186,,,,,
671606,571,6,6,{gold=2300000;50571=13;59002=13;502=3;501=3},188,1,0,1,1343,7,266,8,266,9,187,10,187,,,,,
671607,571,6,7,{gold=2550000;50571=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1356,7,269,8,269,9,189,10,189,,,,,
671608,571,6,8,{gold=2750000;50571=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1369,7,271,8,271,9,191,10,191,,,79003,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508}
671701,571,7,1,{gold=1800000;50571=12;59002=12},225,1,0,1,1365,7,270,8,270,9,190,10,190,,,,,
671702,571,7,2,{gold=2100000;50571=12;59002=12},225,1,0,1,1378,7,273,8,273,9,192,10,192,,,,,
671703,571,7,3,{gold=2430000;50571=13;59002=13},225,1,0,1,1392,7,276,8,276,9,194,10,194,,,,,
671704,571,7,4,{gold=2750000;50571=13;59002=13},225,1,0,1,1406,7,279,8,279,9,196,10,196,,,,,
671705,571,7,5,{gold=3150000;50571=14;59002=14},225,1,0,1,1419,7,281,8,281,9,198,10,198,,,,,
671706,571,7,6,{gold=3450000;50571=14;59002=14},225,1,0,1,1433,7,284,8,284,9,200,10,200,,,,,
671707,571,7,7,{gold=3830000;50571=15;59002=15},225,1,0,1,1447,7,287,8,287,9,202,10,202,,,,,
671708,571,7,8,{gold=4130000;50571=15;59002=15},225,1,0,1,1460,7,289,8,289,9,204,10,204,,,,,
671801,571,8,1,{gold=2700000;50571=13;59002=13},300,1,0,1,1450,7,287,8,287,9,202,10,202,,,,,
671802,571,8,2,{gold=3150000;50571=13;59002=13},300,1,0,1,1465,7,290,8,290,9,204,10,204,,,,,
671803,571,8,3,{gold=3650000;50571=14;59002=14},300,1,0,1,1479,7,293,8,293,9,206,10,206,,,,,
671804,571,8,4,{gold=4130000;50571=14;59002=14},300,1,0,1,1494,7,296,8,296,9,208,10,208,,,,,
671805,571,8,5,{gold=4730000;50571=15;59002=15},300,1,0,1,1508,7,299,8,299,9,210,10,210,,,,,
671806,571,8,6,{gold=5180000;50571=15;59002=15},300,1,0,1,1523,7,302,8,302,9,212,10,212,,,,,
671807,571,8,7,{gold=5750000;50571=16;59002=16},300,1,0,1,1537,7,305,8,305,9,214,10,214,,,,,
671808,571,8,8,{gold=6200000;50571=16;59002=16},300,1,0,1,1552,7,307,8,307,9,216,10,216,,,,,
672101,572,1,1,{gold=150000;50571=4;59002=4},75,1,0,1,853,7,169,8,169,9,119,10,119,,,,,
672102,572,1,2,{gold=180000;50571=4;59002=4},75,1,0,1,862,7,171,8,171,9,120,10,120,,,,,
672103,572,1,3,{gold=210000;50571=5;59002=5},75,1,0,1,870,7,172,8,172,9,121,10,121,,,,,
672104,572,1,4,{gold=240000;50571=5;59002=5},75,1,0,1,879,7,174,8,174,9,123,10,123,,,,,
672105,572,1,5,{gold=270000;50571=6;59002=6},75,1,0,1,887,7,176,8,176,9,124,10,124,,,,,
