变量名,gateID,extraVersion,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight,weightMin_tw,weightMax_tw,firstWeight_tw
8581,21803,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 18-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8582,21804,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 18-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8583,21805,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 18-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8584,21901,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 19-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8585,21902,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 19-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8586,21903,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 19-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8587,21904,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 19-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8588,21905,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 19-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8589,22001,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 20-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8590,22002,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 20-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8591,22003,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 20-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8592,22004,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 20-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8593,22005,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 20-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8594,22101,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 21-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8595,22102,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 21-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8596,22103,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 21-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8597,22104,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 21-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8598,22105,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 21-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8599,22201,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 22-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8600,22202,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 22-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8601,22203,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 22-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8602,22204,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 22-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8603,22205,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 22-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8604,22301,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 23-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8605,22302,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 23-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8606,22303,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 23-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8607,22304,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 23-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8608,22305,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 23-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8609,22401,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 24-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8610,22402,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 24-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8611,22403,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 24-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8612,22404,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 24-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8613,22405,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 24-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8614,22501,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 25-1) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8615,22502,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 25-2) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8616,22503,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 25-3) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8617,22504,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 25-4) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
8618,22505,1,( The mobile game elite level will drop an extra blue shopping coupon ) ( Elite Enemy Road Narrow 25-5) ( Elite level ),6301,1,0.7,0.9,0,0.7,0.9,0
,,,,,,,,,,,
9000,10101,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( On the Journey 1-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9001,10102,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( On the Journey 1-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9002,10103,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Start the Journey 1-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9003,10104,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( On the Journey 1-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9004,10105,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Start the Journey 1-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9005,10201,11,( Drop item 1 additionally drops blue shopping coupon ) ( Crisis Overture 2-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9006,10202,11,( Drop item 1 additionally drops blue shopping coupon ) ( Crisis Overture 2-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9007,10203,11,( Drop item 1 additionally drops blue shopping coupon ) ( Crisis Overture 2-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9008,10204,11,( Drop item 1 additionally drops blue shopping coupon ) ( Crisis Overture 2-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9009,10205,11,( Drop item 1 additionally drops blue shopping coupon ) ( Crisis Overture 2-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9010,10206,11,( Drop item 1 additionally drops blue shopping coupon ) ( Crisis Overture 2-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9011,10301,11,( Drop item 1 will additionally drop blue shopping coupons ) ( Overcoming Thorns 3-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9012,10302,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thunderstorm 3-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9013,10303,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thunderstorm 3-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9014,10304,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thunderstorm 3-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9015,10305,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Break through thorns 3-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9016,10306,11,( Drop item 1 will additionally drop blue shopping coupons ) ( Overcoming Thorns 3-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9017,10307,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thunderstorm 3-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9018,10308,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thunderstorm 3-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9019,10401,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9020,10402,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9021,10403,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9022,10404,11,( Drop item 1 additionally drops blue shopping coupon ) ( Indomitable 4-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9023,10405,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9024,10406,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9025,10407,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9026,10408,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Indomitable 4-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9027,10501,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9028,10502,11,( Drop item 1 additionally drops blue shopping coupon ) ( Turn 5-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9029,10503,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9030,10504,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9031,10505,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9032,10506,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9033,10507,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9034,10508,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9035,10509,11,( Drop item 1 additionally drops blue shopping coupon ) ( Turn 5-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9036,10510,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Turn 5-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9037,10601,11,( Drop item 1 additionally drops blue shopping coupon ) ( Longtan Tiger Cave 6-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9038,10602,11,( Drop item 1 additionally drops blue shopping coupon ) ( Longtan Tiger Cave 6-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9039,10603,11,( Drop item 1 additionally drops blue shopping coupon ) ( Longtan Tiger Cave 6-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9040,10604,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Longtan Tiger Cave 6-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9041,10605,11,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9042,10606,11,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9043,10607,11,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9044,10608,11,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9045,10609,11,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9046,10610,11,( Drop item 1 additionally drops blue shopping coupon ) ( Longtan Tiger Cave 6-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9047,10701,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thousands of troops 7-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9048,10702,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9049,10703,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9050,10704,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9051,10705,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thousands of troops 7-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9052,10706,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9053,10707,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9054,10708,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9055,10709,11,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9056,10710,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thousands of troops 7-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9057,10801,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9058,10802,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9059,10803,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9060,10804,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9061,10805,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9062,10806,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9063,10807,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9064,10808,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9065,10809,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9066,10810,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9067,10901,11,( Drop item 1 additional drop blue shopping coupon ) ( victory is in sight 9-1) ( normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9068,10902,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9069,10903,11,( Drop item 1 additional drop blue shopping coupon ) ( Victory is in sight 9-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9070,10904,11,( Drop item 1 additional drop blue shopping coupon ) ( victory is in sight 9-4) ( normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9071,10905,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9072,10906,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9073,10907,11,( Drop item 1 additional drop blue shopping coupon ) ( victory is in sight 9-7) ( normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9074,10908,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9075,10909,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9076,10910,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9077,11001,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9078,11002,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9079,11003,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9080,11004,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9081,11005,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9082,11006,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9083,11007,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9084,11008,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9085,11009,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9086,11010,11,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9087,11101,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9088,11102,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9089,11103,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9090,11104,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9091,11105,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9092,11106,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9093,11107,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( declaration of decisive battle 11-7) ( normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9094,11108,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9095,11109,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( declaration of decisive battle 11-9) ( normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9096,11110,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( declaration of decisive battle 11-10) ( normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9097,11201,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9098,11202,11,( Drop item 1 additionally drops blue shopping coupon ) ( Bai Mi Yi Shu 12-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9099,11203,11,( Drop item 1 additionally drops blue shopping coupon ) ( Bai Mi Yi Shu 12-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9100,11204,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9101,11205,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9102,11206,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9103,11207,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9104,11208,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9105,11209,11,( Drop item 1 additionally drops blue shopping coupon ) ( Bai Mi Yi Shu 12-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9106,11210,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9107,11301,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9108,11302,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9109,11303,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9110,11304,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9111,11305,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9112,11306,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9113,11307,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9114,11308,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9115,11309,11,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9116,11310,11,( Drop item 1 additionally drops blue shopping coupon ) ( Regroup 13-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9117,11401,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-1) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9118,11402,11,( Drop item 1 additionally drops blue shopping coupon ) ( Bones 14-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9119,11403,11,( Drop item 1 additionally drops blue shopping coupon ) ( Bones 14-3) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9120,11404,11,( Drop item 1 additionally drops blue shopping coupon ) ( Bones 14-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9121,11405,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-5) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9122,11406,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9123,11407,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-7) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9124,11408,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-8) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9125,11409,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-9) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9126,11410,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-10) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9127,11501,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-1 Yuanjia Road Narrow) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9128,11502,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Yuanjialuzhai 15-2) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9129,11503,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-3 Yuanjia Road Narrow) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9130,11504,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Yuanjialuzhai 15-4) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9131,11505,11,"( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-5 , Yuanjia Road Narrow) ( Normal level )",6301,1,0.175,0.275,0,0.175,0.275,0
9132,11506,11,( Drop item 1 will additionally drop a blue shopping coupon ) ( Yuanjialuzhai 15-6) ( Normal level ),6301,1,0.175,0.275,0,0.175,0.275,0
9133,11507,11,"( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-7 , Yuanjia Road Narrow) ( Normal level )",6301,1,0.175,0.275,0,0.175,0.275,0
