变量名,gateID,extraVersion,_beizhu,itemMap,count,probability,probability_tw,probability_kr,itemCount
1087,11010,3,( Random drop from common levels in mobile games ) ( Normal 10-10) ( Normal levels ),{6323=100},1,13,13,13,
1088,11101,3,( Random drop from common levels in mobile games ) ( Normal 11-01) ( Normal levels ),{6323=100},1,13,13,13,
1089,11102,3,( Random drop from common levels in mobile games ) ( Normal 11-02) ( Normal levels ),{6323=100},1,13,13,13,
1090,11103,3,( Random drop from common levels in mobile games ) ( Normal 11-03) ( Normal levels ),{6323=100},1,13,13,13,
1091,11104,3,( Random drop from common levels in mobile games ) ( Normal 11-04) ( Normal levels ),{6323=100},1,13,13,13,
1092,11105,3,( Random drop from normal levels in mobile games ) ( Normal 11-05) ( Normal levels ),{6323=100},1,13,13,13,
1093,11106,3,( Random drop from common levels in mobile games ) ( Normal 11-06) ( Normal levels ),{6323=100},1,13,13,13,
1094,11107,3,( Random drop from common levels in mobile games ) ( Normal 11-07) ( Normal levels ),{6323=100},1,13,13,13,
1095,11108,3,( Normal levels of mobile games drop randomly ) ( Normal 11-08) ( Normal levels ),{6323=100},1,13,13,13,
1096,11109,3,( Random drop from common levels in mobile games ) ( Normal 11-09) ( Normal levels ),{6323=100},1,13,13,13,
1097,11110,3,( Random drop from normal levels in mobile games ) ( Normal 11-10) ( Normal levels ),{6323=100},1,13,13,13,
1098,11201,3,( Normal levels of mobile games drop randomly ) ( Normal 12-01) ( Normal levels ),{6323=100},1,13,13,13,
1099,11202,3,( Random drop from normal levels in mobile games ) ( Normal 12-02) ( Normal levels ),{6323=100},1,13,13,13,
1100,11203,3,( Random drop from ordinary levels in mobile games ) ( Normal 12-03) ( Normal levels ),{6323=100},1,13,13,13,
1101,11204,3,( Random drop from normal levels in mobile games ) ( Normal 12-04) ( Normal levels ),{6323=100},1,13,13,13,
1102,11205,3,( Random drop from normal levels in mobile games ) ( Normal 12-05) ( Normal levels ),{6323=100},1,13,13,13,
1103,11206,3,( Random drop from common levels in mobile games ) ( Normal 12-06) ( Normal levels ),{6323=100},1,13,13,13,
1104,11207,3,( Random drop from common levels in mobile games ) ( Normal 12-07) ( Normal levels ),{6323=100},1,13,13,13,
1105,11208,3,( Random drop from common levels in mobile games ) ( Normal 12-08) ( Normal levels ),{6323=100},1,13,13,13,
1106,11209,3,( Random drop from common levels in mobile games ) ( Normal 12-09) ( Normal levels ),{6323=100},1,13,13,13,
1107,11210,3,( Normal levels of mobile games drop randomly ) ( Normal 12-10) ( Normal levels ),{6323=100},1,13,13,13,
1108,11301,3,( Random drop from common levels in mobile games ) ( Normal 13-01) ( Normal levels ),{6323=100},1,13,13,13,
1109,11302,3,( Random drop from ordinary levels in mobile games ) ( Normal 13-02) ( Normal levels ),{6323=100},1,13,13,13,
1110,11303,3,( Random drop from ordinary levels in mobile games ) ( Normal 13-03) ( Normal levels ),{6323=100},1,13,13,13,
1111,11304,3,( Random drop from common levels in mobile games ) ( Normal 13-04) ( Normal levels ),{6323=100},1,13,13,13,
1112,11305,3,( Random drop from common levels in mobile games ) ( Normal 13-05) ( Normal levels ),{6323=100},1,13,13,13,
1113,11306,3,( Random drop from common levels in mobile games ) ( Normal 13-06) ( Normal levels ),{6323=100},1,13,13,13,
1114,11307,3,( Random drop from common levels in mobile games ) ( Normal 13-07) ( Normal levels ),{6323=100},1,13,13,13,
1115,11308,3,( Random drop from ordinary levels in mobile games ) ( Normal 13-08) ( Normal levels ),{6323=100},1,13,13,13,
1116,11309,3,( Random drop from normal levels in mobile games ) ( Normal 13-09) ( Normal levels ),{6323=100},1,13,13,13,
1117,11310,3,( Random drop from ordinary levels in mobile games ) ( Normal 13-10) ( Normal levels ),{6323=100},1,13,13,13,
1118,11401,3,( Random drop from common levels in mobile games ) ( Normal 14-01) ( Normal levels ),{6323=100},1,13,13,13,
1119,11402,3,( Random drop from normal levels in mobile games ) ( Normal 14-02) ( Normal levels ),{6323=100},1,13,13,13,
1120,11403,3,( Random drop from ordinary levels in mobile games ) ( Normal 14-03) ( Normal levels ),{6323=100},1,13,13,13,
1121,11404,3,( Random drop from common levels in mobile games ) ( Normal 14-04) ( Normal levels ),{6323=100},1,13,13,13,
1122,11405,3,( Random drop from normal levels in mobile games ) ( Normal 14-05) ( Normal levels ),{6323=100},1,13,13,13,
1123,11406,3,( Random drop from common levels in mobile games ) ( Normal 14-06) ( Normal levels ),{6323=100},1,13,13,13,
1124,11407,3,( Random drop from common levels in mobile games ) ( Normal 14-07) ( Normal levels ),{6323=100},1,13,13,13,
1125,11408,3,( Random drop from common levels in mobile games ) ( Normal 14-08) ( Normal levels ),{6323=100},1,13,13,13,
1126,11409,3,( Random drop from normal levels in mobile games ) ( Normal 14-09) ( Normal levels ),{6323=100},1,13,13,13,
1127,11410,3,( Random drop from ordinary levels in mobile games ) ( Normal 14-10) ( Normal levels ),{6323=100},1,13,13,13,
1128,11501,3,( Random drop from normal levels in mobile games ) ( Normal 15-01) ( Normal levels ),{6323=100},1,13,13,13,
1129,11502,3,( Random drop from common levels in mobile games ) ( Normal 15-02) ( Normal levels ),{6323=100},1,13,13,13,
1130,11503,3,( Random drop from common levels in mobile games ) ( Normal 15-03) ( Normal levels ),{6323=100},1,13,13,13,
1131,11504,3,( Random drop from common levels in mobile games ) ( Normal 15-04) ( Normal levels ),{6323=100},1,13,13,13,
1132,11505,3,( Random drop from normal levels in mobile games ) ( Normal 15-05) ( Normal levels ),{6323=100},1,13,13,13,
1133,11506,3,( Random drop from common levels in mobile games ) ( Normal 15-06) ( Normal levels ),{6323=100},1,13,13,13,
1134,11507,3,( Random drop from normal levels in mobile games ) ( Normal 15-07) ( Normal levels ),{6323=100},1,13,13,13,
1135,11508,3,( Random drop from ordinary levels in mobile games ) ( Normal 15-08) ( Normal levels ),{6323=100},1,13,13,13,
1136,11509,3,( Random drop from normal levels in mobile games ) ( Normal 15-09) ( Normal levels ),{6323=100},1,13,13,13,
1137,11510,3,( Random drop from normal levels in mobile games ) ( Normal 15-10) ( Normal levels ),{6323=100},1,13,13,13,
1138,11601,3,( Random drop from common levels in mobile games ) ( Normal 16-01) ( Normal levels ),{6323=100},1,13,13,13,
1139,11602,3,( Random drop from common levels in mobile games ) ( Normal 16-02) ( Normal levels ),{6323=100},1,13,13,13,
1140,11603,3,( Random drop from common levels in mobile games ) ( Normal 16-03) ( Normal levels ),{6323=100},1,13,13,13,
1141,11604,3,( Random drop from normal levels in mobile games ) ( Normal 16-04) ( Normal levels ),{6323=100},1,13,13,13,
1142,11605,3,( Random drop from normal levels in mobile games ) ( Normal 16-05) ( Normal levels ),{6323=100},1,13,13,13,
1143,11606,3,( Random drop from common levels in mobile games ) ( Normal 16-06) ( Normal levels ),{6323=100},1,13,13,13,
1144,11607,3,( Random drop from ordinary levels in mobile games ) ( Normal 16-07) ( Normal levels ),{6323=100},1,13,13,13,
1145,11608,3,( Random drop from normal levels in mobile games ) ( Normal 16-08) ( Normal levels ),{6323=100},1,13,13,13,
1146,11609,3,( Random drop from common levels in mobile games ) ( Normal 16-09) ( Normal levels ),{6323=100},1,13,13,13,
1147,11610,3,( Random drop from ordinary levels in mobile games ) ( Normal 16-10) ( Normal levels ),{6323=100},1,13,13,13,
1148,11701,3,( Normal level of mobile game drops randomly ) ( Normal 17-01) ( Normal level ),{6323=100},1,13,13,13,
1149,11702,3,( Random drop from normal levels in mobile games ) ( Normal 17-02) ( Normal levels ),{6323=100},1,13,13,13,
1150,11703,3,( Random drop from normal levels in mobile games ) ( Normal 17-03) ( Normal levels ),{6323=100},1,13,13,13,
1151,11704,3,( Random drop from ordinary levels in mobile games ) ( Normal 17-04) ( Normal levels ),{6323=100},1,13,13,13,
1152,11705,3,( Random drop from ordinary levels in mobile games ) ( Normal 17-05) ( Normal levels ),{6323=100},1,13,13,13,
1153,11706,3,( Random drop from normal levels in mobile games ) ( Normal 17-06) ( Normal levels ),{6323=100},1,13,13,13,
1154,11707,3,( Random drop from common levels in mobile games ) ( Normal 17-07) ( Normal levels ),{6323=100},1,13,13,13,
1155,11708,3,( Random drop from common levels in mobile games ) ( Normal 17-08) ( Normal levels ),{6323=100},1,13,13,13,
1156,11709,3,( Random drop from common levels in mobile games ) ( Normal 17-09) ( Normal levels ),{6323=100},1,13,13,13,
1157,11710,3,( Random drop from normal levels in mobile games ) ( Normal 17-10) ( Normal levels ),{6323=100},1,13,13,13,
1158,11801,3,( Random drop from normal levels in mobile games ) ( Normal 18-01) ( Normal levels ),{6323=100},1,13,13,13,
1159,11802,3,( Random drop from normal levels in mobile games ) ( Normal 18-02) ( Normal levels ),{6323=100},1,13,13,13,
1160,11803,3,( Random drop from common levels in mobile games ) ( Normal 18-03) ( Normal levels ),{6323=100},1,13,13,13,
1161,11804,3,( Random drop from normal levels in mobile games ) ( Normal 18-04) ( Normal levels ),{6323=100},1,13,13,13,
1162,11805,3,( Random drop from common levels in mobile games ) ( Normal 18-05) ( Normal levels ),{6323=100},1,13,13,13,
1163,11806,3,( Random drop from ordinary levels in mobile games ) ( Normal 18-06) ( Normal levels ),{6323=100},1,13,13,13,
1164,11807,3,( Random drop from normal levels in mobile games ) ( Normal 18-07) ( Normal levels ),{6323=100},1,13,13,13,
1165,11808,3,( Random drop from common levels in mobile games ) ( Normal 18-08) ( Normal levels ),{6323=100},1,13,13,13,
1166,11809,3,( Random drop from ordinary levels in mobile games ) ( Normal 18-09) ( Normal levels ),{6323=100},1,13,13,13,
1167,11810,3,( Random drop from ordinary levels in mobile games ) ( Normal 18-10) ( Normal levels ),{6323=100},1,13,13,13,
1168,11901,3,( Random drop from common levels in mobile games ) ( Normal 19-01) ( Normal levels ),{6323=100},1,13,13,13,
1169,11902,3,( Random drop from normal levels in mobile games ) ( Normal 19-02) ( Normal levels ),{6323=100},1,13,13,13,
1170,11903,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-03) ( Normal levels ),{6323=100},1,13,13,13,
1171,11904,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-04) ( Normal levels ),{6323=100},1,13,13,13,
1172,11905,3,( Random drop from common levels in mobile games ) ( Normal 19-05) ( Normal levels ),{6323=100},1,13,13,13,
1173,11906,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-06) ( Normal levels ),{6323=100},1,13,13,13,
1174,11907,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-07) ( Normal levels ),{6323=100},1,13,13,13,
1175,11908,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-08) ( Normal levels ),{6323=100},1,13,13,13,
1176,11909,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-09) ( Normal levels ),{6323=100},1,13,13,13,
1177,11910,3,( Random drop from ordinary levels in mobile games ) ( Normal 19-10) ( Normal levels ),{6323=100},1,13,13,13,
1178,12001,3,( Random drop from normal levels in mobile games ) ( Normal 20-01) ( Normal levels ),{6323=100},1,13,13,13,
1179,12002,3,( Normal levels of mobile games drop randomly ) ( Normal 20-02) ( Normal levels ),{6323=100},1,13,13,13,
1180,12003,3,( Random drop from normal levels in mobile games ) ( Normal 20-03) ( Normal levels ),{6323=100},1,13,13,13,
1181,12004,3,( Random drop from ordinary levels in mobile games ) ( Normal 20-04) ( Normal levels ),{6323=100},1,13,13,13,
1182,12005,3,( Random drop from ordinary levels in mobile games ) ( Normal 20-05) ( Normal levels ),{6323=100},1,13,13,13,
1183,12006,3,( Normal levels of mobile games drop randomly ) ( Normal 20-06) ( Normal levels ),{6323=100},1,13,13,13,
1184,12007,3,( Random drop from normal levels in mobile games ) ( Normal 20-07) ( Normal levels ),{6323=100},1,13,13,13,
1185,12008,3,( Random drop from ordinary levels in mobile games ) ( Normal 20-08) ( Normal levels ),{6323=100},1,13,13,13,
1186,12009,3,( Random drop from normal levels in mobile games ) ( Normal 20-09) ( Normal levels ),{6323=100},1,13,13,13,
1187,12010,3,( Random drop from ordinary levels in mobile games ) ( Normal 20-10) ( Normal levels ),{6323=100},1,13,13,13,
1188,12101,3,( Normal level of mobile game drops randomly ) ( Normal 21-01) ( Normal level ),{6323=100},1,13,13,13,
1189,12102,3,( Random drop from normal levels in mobile games ) ( Normal 21-02) ( Normal levels ),{6323=100},1,13,13,13,
1190,12103,3,( Normal levels of mobile games drop randomly ) ( Normal 21-03) ( Normal levels ),{6323=100},1,13,13,13,
1191,12104,3,( Random drop from normal levels in mobile games ) ( Normal 21-04) ( Normal levels ),{6323=100},1,13,13,13,
1192,12105,3,( Random drop from ordinary levels in mobile games ) ( Normal 21-05) ( Normal levels ),{6323=100},1,13,13,13,
1193,12106,3,( Random drop from ordinary levels in mobile games ) ( Normal 21-06) ( Normal levels ),{6323=100},1,13,13,13,
1194,12107,3,( Random drop from normal levels in mobile games ) ( Normal 21-07) ( Normal levels ),{6323=100},1,13,13,13,
1195,12108,3,( Random drop from common levels in mobile games ) ( Normal 21-08) ( Normal levels ),{6323=100},1,13,13,13,
1196,12109,3,( Random drop from normal levels in mobile games ) ( Normal 21-09) ( Normal levels ),{6323=100},1,13,13,13,
1197,12110,3,( Random drop from ordinary levels in mobile games ) ( Normal 21-10) ( Normal levels ),{6323=100},1,13,13,13,
1198,12201,3,( Random drop from common levels in mobile games ) ( Normal 22-01) ( Normal levels ),{6323=100},1,13,13,13,
1199,12202,3,( Random drop from normal levels in mobile games ) ( Normal 22-02) ( Normal levels ),{6323=100},1,13,13,13,
1200,12203,3,( Random drop from common levels in mobile games ) ( Normal 22-03) ( Normal levels ),{6323=100},1,13,13,13,
1201,12204,3,( Random drop from common levels in mobile games ) ( Normal 22-04) ( Normal levels ),{6323=100},1,13,13,13,
1202,12205,3,( Random drop from ordinary levels in mobile games ) ( Normal 22-05) ( Normal levels ),{6323=100},1,13,13,13,
1203,12206,3,( Random drop from common levels in mobile games ) ( Normal 22-06) ( Normal levels ),{6323=100},1,13,13,13,
1204,12207,3,( Random drop from common levels in mobile games ) ( Normal 22-07) ( Normal levels ),{6323=100},1,13,13,13,
1205,12208,3,( Random drop from normal levels in mobile games ) ( Normal 22-08) ( Normal levels ),{6323=100},1,13,13,13,
1206,12209,3,( Random drop from common levels in mobile games ) ( Normal 22-09) ( Normal levels ),{6323=100},1,13,13,13,
1207,12210,3,( Random drop from normal levels in mobile games ) ( Normal 22-10) ( Normal levels ),{6323=100},1,13,13,13,
1208,12301,3,( Normal level of mobile game drops randomly ) ( Normal 23-01) ( Normal level ),{6323=100},1,13,13,13,
1209,12302,3,( Random drop from common levels in mobile games ) ( Normal 23-02) ( Normal levels ),{6323=100},1,13,13,13,
1210,12303,3,( Random drop from common levels in mobile games ) ( Normal 23-03) ( Normal levels ),{6323=100},1,13,13,13,
1211,12304,3,( Random drop from normal levels in mobile games ) ( Normal 23-04) ( Normal levels ),{6323=100},1,13,13,13,
1212,12305,3,( Random drop from ordinary levels in mobile games ) ( Normal 23-05) ( Normal levels ),{6323=100},1,13,13,13,
1213,12306,3,( Random drop from common levels in mobile games ) ( Normal 23-06) ( Normal levels ),{6323=100},1,13,13,13,
1214,12307,3,( Random drop from ordinary levels in mobile games ) ( Normal 23-07) ( Normal levels ),{6323=100},1,13,13,13,
1215,12308,3,( Random drop from normal levels in mobile games ) ( Normal 23-08) ( Normal levels ),{6323=100},1,13,13,13,
1216,12309,3,( Random drop from ordinary levels in mobile games ) ( Normal 23-09) ( Normal levels ),{6323=100},1,13,13,13,
1217,12310,3,( Random drop from ordinary levels in mobile games ) ( Normal 23-10) ( Normal levels ),{6323=100},1,13,13,13,
1218,12401,3,( Random drop from common levels in mobile games ) ( Normal 24-01) ( Normal levels ),{6323=100},1,13,13,13,
1219,12402,3,( Random drop from ordinary levels in mobile games ) ( Normal 24-02) ( Normal levels ),{6323=100},1,13,13,13,
1220,12403,3,( Random drop from normal levels in mobile games ) ( Normal 24-03) ( Normal levels ),{6323=100},1,13,13,13,
1221,12404,3,( Random drop from normal levels in mobile games ) ( Normal 24-04) ( Normal levels ),{6323=100},1,13,13,13,
1222,12405,3,( Random drop from ordinary levels in mobile games ) ( Normal 24-05) ( Normal levels ),{6323=100},1,13,13,13,
1223,12406,3,( Random drop from normal levels in mobile games ) ( Normal 24-06) ( Normal levels ),{6323=100},1,13,13,13,
1224,12407,3,( Random drop from ordinary levels in mobile games ) ( Normal 24-07) ( Normal levels ),{6323=100},1,13,13,13,
1225,12408,3,( Random drop from ordinary levels in mobile games ) ( Normal 24-08) ( Normal levels ),{6323=100},1,13,13,13,
1226,12409,3,( Random drop from common levels in mobile games ) ( Normal 24-09) ( Normal levels ),{6323=100},1,13,13,13,
1227,12410,3,( Random drop from ordinary levels in mobile games ) ( Normal 24-10) ( Normal levels ),{6323=100},1,13,13,13,
1228,12501,3,( Random drop from normal levels in mobile games ) ( Normal 25-01) ( Normal levels ),{6323=100},1,13,13,13,
1229,12502,3,( Random drop from ordinary levels in mobile games ) ( Normal 25-02) ( Normal levels ),{6323=100},1,13,13,13,
1230,12503,3,( Random drop from ordinary levels in mobile games ) ( Normal 25-03) ( Normal levels ),{6323=100},1,13,13,13,
1231,12504,3,( Random drop from common levels in mobile games ) ( Normal 25-04) ( Normal levels ),{6323=100},1,13,13,13,
1232,12505,3,( Random drop from ordinary levels in mobile games ) ( Normal 25-05) ( Normal levels ),{6323=100},1,13,13,13,
1233,12506,3,( Random drop from normal levels in mobile games ) ( Normal 25-06) ( Normal levels ),{6323=100},1,13,13,13,
1234,12507,3,( Random drop from ordinary levels in mobile games ) ( Normal 25-07) ( Normal levels ),{6323=100},1,13,13,13,
1235,12508,3,( Random drop from common levels in mobile games ) ( Normal 25-08) ( Normal levels ),{6323=100},1,13,13,13,
1236,12509,3,( Random drop from ordinary levels in mobile games ) ( Normal 25-09) ( Normal levels ),{6323=100},1,13,13,13,
1237,12510,3,( Random drop from ordinary levels in mobile games ) ( Normal 25-10) ( Normal levels ),{6323=100},1,13,13,13,
1238,20101,3,( Random drops from mobile game elite level ) ( Elite 1-01) ( Elite level ),{6323=100},1,25,25,25,
1239,20102,3,( Random drops from mobile game elite level ) ( Elite 1-02) ( Elite level ),{6323=100},1,25,25,25,
1240,20103,3,( Random drops from mobile game elite level ) ( Elite 1-03) ( Elite level ),{6323=100},1,25,25,25,
1241,20201,3,( Random drops from mobile game elite level ) ( Elite 2-01) ( Elite level ),{6323=100},1,25,25,25,
1242,20202,3,( Random drops from mobile game elite level ) ( Elite 2-02) ( Elite level ),{6323=100},1,25,25,25,
1243,20203,3,( Random drops from mobile game elite level ) ( Elite 2-03) ( Elite level ),{6323=100},1,25,25,25,
1244,20301,3,( Random drops from mobile game elite level ) ( Elite 3-01) ( Elite level ),{6323=100},1,25,25,25,
1245,20302,3,( Random drops from mobile game elite level ) ( Elite 3-02) ( Elite level ),{6323=100},1,25,25,25,
1246,20303,3,( Random drops from mobile game elite level ) ( Elite 3-03) ( Elite level ),{6323=100},1,25,25,25,
1247,20304,3,( Random drops from mobile game elite level ) ( Elite 3-04) ( Elite level ),{6323=100},1,25,25,25,
1248,20401,3,( Random drops from mobile game elite level ) ( Elite 4-01) ( Elite level ),{6323=100},1,25,25,25,
1249,20402,3,( Random drops from mobile game elite level ) ( Elite 4-02) ( Elite level ),{6323=100},1,25,25,25,
1250,20403,3,( Random drops from mobile game elite level ) ( Elite 4-03) ( Elite level ),{6323=100},1,25,25,25,
1251,20404,3,( Random drops from mobile game elite level ) ( Elite 4-04) ( Elite level ),{6323=100},1,25,25,25,
1252,20501,3,( Random drops from mobile game elite level ) ( Elite 5-01) ( Elite level ),{6323=100},1,25,25,25,
1253,20502,3,( Random drops from mobile game elite level ) ( Elite 5-02) ( Elite level ),{6323=100},1,25,25,25,
1254,20503,3,( Random drops from mobile game elite level ) ( Elite 5-03) ( Elite level ),{6323=100},1,25,25,25,
1255,20504,3,( Random drops from mobile game elite level ) ( Elite 5-04) ( Elite level ),{6323=100},1,25,25,25,
1256,20505,3,( Random drops from mobile game elite level ) ( Elite 5-05) ( Elite level ),{6323=100},1,25,25,25,
1257,20601,3,( Random drops from mobile game elite level ) ( Elite 6-01) ( Elite level ),{6323=100},1,25,25,25,
1258,20602,3,( Random drops from mobile game elite level ) ( Elite 6-02) ( Elite level ),{6323=100},1,25,25,25,
1259,20603,3,( Random drops from mobile game elite level ) ( Elite 6-03) ( Elite level ),{6323=100},1,25,25,25,
1260,20604,3,( Random drops from mobile game elite level ) ( Elite 6-04) ( Elite level ),{6323=100},1,25,25,25,
1261,20605,3,( Random drops from mobile game elite level ) ( Elite 6-05) ( Elite level ),{6323=100},1,25,25,25,
1262,20701,3,( Random drops from mobile game elite level ) ( Elite 7-01) ( Elite level ),{6323=100},1,25,25,25,
1263,20702,3,( Random drops from mobile game elite level ) ( Elite 7-02) ( Elite level ),{6323=100},1,25,25,25,
1264,20703,3,( Random drops from mobile game elite level ) ( Elite 7-03) ( Elite level ),{6323=100},1,25,25,25,
1265,20704,3,( Random drops from mobile game elite level ) ( Elite 7-04) ( Elite level ),{6323=100},1,25,25,25,
1266,20705,3,( Random drops from mobile game elite level ) ( Elite 7-05) ( Elite level ),{6323=100},1,25,25,25,
1267,20801,3,( Random drops from mobile game elite level ) ( Elite 8-01) ( Elite level ),{6323=100},1,25,25,25,
1268,20802,3,( Random drops from mobile game elite level ) ( Elite 8-02) ( Elite level ),{6323=100},1,25,25,25,
1269,20803,3,( Random drops from mobile game elite level ) ( Elite 8-03) ( Elite level ),{6323=100},1,25,25,25,
1270,20804,3,( Random drops from mobile game elite level ) ( Elite 8-04) ( Elite level ),{6323=100},1,25,25,25,
1271,20805,3,( Random drops from mobile game elite level ) ( Elite 8-05) ( Elite level ),{6323=100},1,25,25,25,
1272,20901,3,( Random drops from mobile game elite level ) ( Elite 9-01) ( Elite level ),{6323=100},1,25,25,25,
1273,20902,3,( Random drops from mobile game elite level ) ( Elite 9-02) ( Elite level ),{6323=100},1,25,25,25,
1274,20903,3,( Random drops from mobile game elite level ) ( Elite 9-03) ( Elite level ),{6323=100},1,25,25,25,
1275,20904,3,( Random drops from mobile game elite level ) ( Elite 9-04) ( Elite level ),{6323=100},1,25,25,25,
1276,20905,3,( Random drops from mobile game elite level ) ( Elite 9-05) ( Elite level ),{6323=100},1,25,25,25,
1277,21001,3,( Random drops from mobile game elite level ) ( Elite 10-01) ( Elite level ),{6323=100},1,25,25,25,
1278,21002,3,( Random drops from mobile game elite level ) ( Elite 10-02) ( Elite level ),{6323=100},1,25,25,25,
1279,21003,3,( Random drops from mobile game elite level ) ( Elite 10-03) ( Elite level ),{6323=100},1,25,25,25,
1280,21004,3,( Random drops from mobile game elite level ) ( Elite 10-04) ( Elite level ),{6323=100},1,25,25,25,
1281,21005,3,( Random drops from mobile game elite level ) ( Elite 10-05) ( Elite level ),{6323=100},1,25,25,25,
1282,21101,3,( Random drops from mobile game elite level ) ( Elite 11-01) ( Elite level ),{6323=100},1,25,25,25,
1283,21102,3,( Random drops from mobile game elite level ) ( Elite 11-02) ( Elite level ),{6323=100},1,25,25,25,
1284,21103,3,( Random drops from mobile game elite level ) ( Elite 11-03) ( Elite level ),{6323=100},1,25,25,25,
1285,21104,3,( Random drops from mobile game elite level ) ( Elite 11-04) ( Elite level ),{6323=100},1,25,25,25,
1286,21105,3,( Random drops from mobile game elite level ) ( Elite 11-05) ( Elite level ),{6323=100},1,25,25,25,
1287,21201,3,( Random drops from mobile game elite level ) ( Elite 12-01) ( Elite level ),{6323=100},1,25,25,25,
1288,21202,3,( Random drops from mobile game elite level ) ( Elite 12-02) ( Elite level ),{6323=100},1,25,25,25,
1289,21203,3,( Random drops from mobile game elite level ) ( Elite 12-03) ( Elite level ),{6323=100},1,25,25,25,
1290,21204,3,( Random drops from mobile game elite level ) ( Elite 12-04) ( Elite level ),{6323=100},1,25,25,25,
1291,21205,3,( Random drops from mobile game elite level ) ( Elite 12-05) ( Elite level ),{6323=100},1,25,25,25,
1292,21301,3,( Random drops from mobile game elite level ) ( Elite 13-01) ( Elite level ),{6323=100},1,25,25,25,
1293,21302,3,( Random drops from mobile game elite level ) ( Elite 13-02) ( Elite level ),{6323=100},1,25,25,25,
1294,21303,3,( Random drops from mobile game elite level ) ( Elite 13-03) ( Elite level ),{6323=100},1,25,25,25,
1295,21304,3,( Random drops from mobile game elite level ) ( Elite 13-04) ( Elite level ),{6323=100},1,25,25,25,
1296,21305,3,( Random drops from mobile game elite level ) ( Elite 13-05) ( Elite level ),{6323=100},1,25,25,25,
1297,21401,3,( Random drops from mobile game elite level ) ( Elite 14-01) ( Elite level ),{6323=100},1,25,25,25,
1298,21402,3,( Random drops from mobile game elite level ) ( Elite 14-02) ( Elite level ),{6323=100},1,25,25,25,
1299,21403,3,( Random drops from mobile game elite level ) ( Elite 14-03) ( Elite level ),{6323=100},1,25,25,25,
1300,21404,3,( Random drops from mobile game elite level ) ( Elite 14-04) ( Elite level ),{6323=100},1,25,25,25,
1301,21405,3,( Random drops from mobile game elite level ) ( Elite 14-05) ( Elite level ),{6323=100},1,25,25,25,
1302,21501,3,( Random drops from mobile game elite level ) ( Elite 15-01) ( Elite level ),{6323=100},1,25,25,25,
1303,21502,3,( Random drops from mobile game elite level ) ( Elite 15-02) ( Elite level ),{6323=100},1,25,25,25,
1304,21503,3,( Random drops from mobile game elite level ) ( Elite 15-03) ( Elite level ),{6323=100},1,25,25,25,
1305,21504,3,( Random drops from mobile game elite level ) ( Elite 15-04) ( Elite level ),{6323=100},1,25,25,25,
1306,21505,3,( Random drops from mobile game elite level ) ( Elite 15-05) ( Elite level ),{6323=100},1,25,25,25,
1307,21601,3,( Random drops from mobile game elite level ) ( Elite 16-01) ( Elite level ),{6323=100},1,25,25,25,
1308,21602,3,( Random drops from mobile game elite level ) ( Elite 16-02) ( Elite level ),{6323=100},1,25,25,25,
1309,21603,3,( Random drops from mobile game elite level ) ( Elite 16-03) ( Elite level ),{6323=100},1,25,25,25,
1310,21604,3,( Random drops from mobile game elite level ) ( Elite 16-04) ( Elite level ),{6323=100},1,25,25,25,
1311,21605,3,( Random drops from mobile game elite level ) ( Elite 16-05) ( Elite level ),{6323=100},1,25,25,25,
1312,21701,3,( Random drops from mobile game elite level ) ( Elite 17-01) ( Elite level ),{6323=100},1,25,25,25,
1313,21702,3,( Random drops from mobile game elite level ) ( Elite 17-02) ( Elite level ),{6323=100},1,25,25,25,
1314,21703,3,( Random drops from mobile game elite level ) ( Elite 17-03) ( Elite level ),{6323=100},1,25,25,25,
1315,21704,3,( Random drops from mobile game elite level ) ( Elite 17-04) ( Elite level ),{6323=100},1,25,25,25,
1316,21705,3,( Random drops from mobile game elite level ) ( Elite 17-05) ( Elite level ),{6323=100},1,25,25,25,
1317,21801,3,( Random drops from mobile game elite level ) ( Elite 18-01) ( Elite level ),{6323=100},1,25,25,25,
1318,21802,3,( Random drops from mobile game elite level ) ( Elite 18-02) ( Elite level ),{6323=100},1,25,25,25,
1319,21803,3,( Random drops from mobile game elite level ) ( Elite 18-03) ( Elite level ),{6323=100},1,25,25,25,
1320,21804,3,( Random drops from mobile game elite level ) ( Elite 18-04) ( Elite level ),{6323=100},1,25,25,25,
1321,21805,3,( Random drops from mobile game elite level ) ( Elite 18-05) ( Elite level ),{6323=100},1,25,25,25,
1322,21901,3,( Random drops from mobile game elite level ) ( Elite 19-01) ( Elite level ),{6323=100},1,25,25,25,
1323,21902,3,( Random drops from mobile game elite level ) ( Elite 19-02) ( Elite level ),{6323=100},1,25,25,25,
1324,21903,3,( Random drops from mobile game elite level ) ( Elite 19-03) ( Elite level ),{6323=100},1,25,25,25,
1325,21904,3,( Random drops from mobile game elite level ) ( Elite 19-04) ( Elite level ),{6323=100},1,25,25,25,
1326,21905,3,( Random drops from mobile game elite level ) ( Elite 19-05) ( Elite level ),{6323=100},1,25,25,25,
