变量名,levelMax,card1,levelC1,star1,advance1,damageC1,specialDamageC1,defenceC1,specialDefenceC1,hpC1,card2,levelC2,star2,advance2,damageC2,specialDamageC2,defenceC2,specialDefenceC2,hpC2,card3,levelC3,star3,advance3,damageC3,specialDamageC3,defenceC3,specialDefenceC3,hpC3,card4,levelC4,star4,advance4,damageC4,specialDamageC4,defenceC4,specialDefenceC4,hpC4,card5,levelC5,star5,advance5,damageC5,specialDamageC5,defenceC5,specialDefenceC5,hpC5,card6,levelC6,star6,advance6,damageC6,specialDamageC6,defenceC6,specialDefenceC6,hpC6,card7,levelC7,star7,advance7,damageC7,specialDamageC7,defenceC7,specialDefenceC7,hpC7,card8,levelC8,star8,advance8,damageC8,specialDamageC8,defenceC8,specialDefenceC8,hpC8,card9,levelC9,star9,advance9,damageC9,specialDamageC9,defenceC9,specialDefenceC9,hpC9,card10,levelC10,star10,advance10,damageC10,specialDamageC10,defenceC10,specialDefenceC10,hpC10
默认值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,角色等级,卡牌id1,卡牌等级修正区间1,星级区间1,进阶区间1,物攻修正区间1,特攻修正区间1,物防修正区间1,特防修正区间1,血量修正区间1,卡牌id2,卡牌等级修正区间2,星级区间2,进阶区间2,物攻修正区间2,特攻修正区间2,物防修正区间2,特防修正区间2,血量修正区间2,卡牌id3,卡牌等级修正区间3,星级区间3,进阶区间3,物攻修正区间3,特攻修正区间3,物防修正区间3,特防修正区间3,血量修正区间3,卡牌id4,卡牌等级修正区间4,星级区间4,进阶区间4,物攻修正区间4,特攻修正区间4,物防修正区间4,特防修正区间4,血量修正区间4,卡牌id5,卡牌等级修正区间5,星级区间5,进阶区间5,物攻修正区间5,特攻修正区间5,物防修正区间5,特防修正区间5,血量修正区间5,卡牌id6,卡牌等级修正区间6,星级区间6,进阶区间6,物攻修正区间6,特攻修正区间6,物防修正区间6,特防修正区间6,血量修正区间6,卡牌id7,卡牌等级修正区间7,星级区间7,进阶区间7,物攻修正区间7,特攻修正区间7,物防修正区间7,特防修正区间7,血量修正区间7,卡牌id8,卡牌等级修正区间8,星级区间8,进阶区间8,物攻修正区间8,特攻修正区间8,物防修正区间8,特防修正区间8,血量修正区间8,卡牌id9,卡牌等级修正区间9,星级区间9,进阶区间9,物攻修正区间9,特攻修正区间9,物防修正区间9,特防修正区间9,血量修正区间9,卡牌id10,卡牌等级修正区间10,星级区间10,进阶区间10,物攻修正区间10,特攻修正区间10,物防修正区间10,特防修正区间10,血量修正区间10
144,70,463,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,271,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,62,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,72,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,892,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,231,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,52,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2683,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,2592,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,781,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
145,70,102,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,271,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,71,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,192,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,173,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,33,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1861,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,22,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,331,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3351,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
146,70,3562,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,542,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,893,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,81,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,171,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,192,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,793,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,3011,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3282,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,883,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
147,70,111,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,1351,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,191,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,132,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,3562,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,41,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,3283,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2681,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,261,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1612,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
148,70,101,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,462,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,123,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,191,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,893,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,41,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,472,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2683,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3352,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,721,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
149,70,3562,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,2891,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,231,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,893,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,101,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,82,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,472,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2923,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3472,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1394,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
150,70,62,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,173,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,301,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,463,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,231,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,121,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,802,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2631,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,731,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3011,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
151,70,61,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,121,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,33,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,892,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,173,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,542,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,2923,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,271,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3413,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1812,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
152,70,1441,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,541,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,113,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1352,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,452,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,463,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,273,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2962,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1172,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1231,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
153,70,452,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,351,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,132,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,791,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1611,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,102,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,271,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,3011,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,262,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1082,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
154,70,131,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,123,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1353,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,171,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,71,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,192,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,2591,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,781,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1442,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3352,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
155,70,31,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,232,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,301,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,41,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,171,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,463,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,3432,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,3011,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1253,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,492,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
156,70,462,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,271,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,82,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,171,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,132,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,891,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1841,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,1863,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,602,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3511,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
157,70,192,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,82,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,61,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,551,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1351,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,121,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,3412,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,3501,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,1841,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,802,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
158,70,132,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,61,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,192,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1352,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,542,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,452,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,2593,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,2682,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,3282,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,802,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
159,70,2891,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,271,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,3561,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,132,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,232,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,192,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,1441,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,3011,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,263,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,21,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
160,70,893,<0.8;1>,<4;5>,<7;10>,<1.8;2.5>,<1.2;1.8>,<1.3;1.6>,<1;1.3>,<1.8;2.5>,33,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,41,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,171,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,191,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,112,<0.7;0.9>,<4;5>,<7;9>,<1.5;2.2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.5;2.2>,53,<0.6;0.8>,<3;4>,<6;8>,<1.2;2>,<1.2;1.8>,<1.2;1.5>,<1;1.3>,<1.2;2>,691,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,2632,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>,2073,<0.6;0.8>,<3;4>,<6;8>,<1.2;1.8>,<1.2;1.8>,<1;1.3>,<1;1.3>,<1.2;1.8>
