变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
812,9,12,9,629,10,629,,
813,9,13,9,638,10,638,,
814,9,14,9,648,10,648,,
815,9,15,9,657,10,657,,
816,9,16,9,667,10,667,,
817,9,17,9,676,10,676,,
818,9,18,9,686,10,686,,
819,9,19,9,695,10,695,,
820,9,20,9,705,10,705,,
821,9,21,9,735,10,735,,
822,9,22,9,746,10,746,,
823,9,23,9,756,10,756,,
824,9,24,9,767,10,767,,
825,9,25,9,777,10,777,,
826,9,26,9,788,10,788,,
827,9,27,9,798,10,798,,
828,9,28,9,809,10,809,,
829,9,29,9,819,10,819,,
830,9,30,9,830,10,830,,
831,9,31,9,872,10,872,,
832,9,32,9,883,10,883,,
833,9,33,9,895,10,895,,
834,9,34,9,906,10,906,,
835,9,35,9,918,10,918,,
836,9,36,9,929,10,929,,
837,9,37,9,941,10,941,,
838,9,38,9,952,10,952,,
839,9,39,9,964,10,964,,
840,9,40,9,975,10,975,,
841,9,41,9,1029,10,1029,,
842,9,42,9,1042,10,1042,,
843,9,43,9,1054,10,1054,,
844,9,44,9,1067,10,1067,,
845,9,45,9,1079,10,1079,,
846,9,46,9,1092,10,1092,,
847,9,47,9,1105,10,1105,,
848,9,48,9,1117,10,1117,,
849,9,49,9,1130,10,1130,,
850,9,50,9,1142,10,1142,,
851,9,51,9,1208,10,1208,,
852,9,52,9,1221,10,1221,,
853,9,53,9,1235,10,1235,,
854,9,54,9,1248,10,1248,,
855,9,55,9,1262,10,1262,,
856,9,56,9,1276,10,1276,,
857,9,57,9,1289,10,1289,,
858,9,58,9,1303,10,1303,,
859,9,59,9,1317,10,1317,,
860,9,60,9,1330,10,1330,,
861,9,61,9,1407,10,1407,,
862,9,62,9,1422,10,1422,,
863,9,63,9,1436,10,1436,,
864,9,64,9,1451,10,1451,,
865,9,65,9,1466,10,1466,,
866,9,66,9,1481,10,1481,,
867,9,67,9,1495,10,1495,,
868,9,68,9,1510,10,1510,,
869,9,69,9,1525,10,1525,,
870,9,70,9,1539,10,1539,,
871,9,71,9,1628,10,1628,,
872,9,72,9,1643,10,1643,,
873,9,73,9,1659,10,1659,,
874,9,74,9,1675,10,1675,,
875,9,75,9,1691,10,1691,,
876,9,76,9,1706,10,1706,,
877,9,77,9,1722,10,1722,,
878,9,78,9,1738,10,1738,,
879,9,79,9,1754,10,1754,,
880,9,80,9,1769,10,1769,,
881,9,81,9,1869,10,1869,,
882,9,82,9,1886,10,1886,,
883,9,83,9,1903,10,1903,,
884,9,84,9,1919,10,1919,,
885,9,85,9,1936,10,1936,,
886,9,86,9,1953,10,1953,,
887,9,87,9,1970,10,1970,,
888,9,88,9,1987,10,1987,,
889,9,89,9,2003,10,2003,,
890,9,90,9,2020,10,2020,,
891,9,91,9,2132,10,2132,,
892,9,92,9,2149,10,2149,,
893,9,93,9,2167,10,2167,,
894,9,94,9,2185,10,2185,,
895,9,95,9,2203,10,2203,,
896,9,96,9,2221,10,2221,,
897,9,97,9,2239,10,2239,,
898,9,98,9,2256,10,2256,,
899,9,99,9,2274,10,2274,,
900,9,100,9,2292,10,2292,,
901,10,1,1,1890,7,375,8,375
902,10,2,1,1920,7,381,8,381
903,10,3,1,1951,7,387,8,387
904,10,4,1,1981,7,393,8,393
905,10,5,1,2011,7,399,8,399
906,10,6,1,2041,7,405,8,405
907,10,7,1,2072,7,411,8,411
908,10,8,1,2102,7,417,8,417
909,10,9,1,2132,7,423,8,423
910,10,10,1,2162,7,429,8,429
911,10,11,1,2230,7,443,8,443
912,10,12,1,2264,7,450,8,450
913,10,13,1,2298,7,456,8,456
914,10,14,1,2333,7,463,8,463
915,10,15,1,2367,7,470,8,470
916,10,16,1,2401,7,477,8,477
917,10,17,1,2435,7,483,8,483
918,10,18,1,2469,7,490,8,490
919,10,19,1,2503,7,497,8,497
920,10,20,1,2537,7,504,8,504
921,10,21,1,2646,7,525,8,525
922,10,22,1,2684,7,533,8,533
923,10,23,1,2722,7,540,8,540
924,10,24,1,2760,7,548,8,548
925,10,25,1,2797,7,555,8,555
926,10,26,1,2835,7,563,8,563
927,10,27,1,2873,7,570,8,570
928,10,28,1,2911,7,578,8,578
929,10,29,1,2949,7,585,8,585
930,10,30,1,2986,7,593,8,593
931,10,31,1,3138,7,623,8,623
932,10,32,1,3179,7,631,8,631
933,10,33,1,3221,7,639,8,639
934,10,34,1,3262,7,648,8,648
935,10,35,1,3304,7,656,8,656
936,10,36,1,3346,7,664,8,664
937,10,37,1,3387,7,672,8,672
938,10,38,1,3429,7,681,8,681
939,10,39,1,3470,7,689,8,689
940,10,40,1,3512,7,697,8,697
941,10,41,1,3705,7,735,8,735
942,10,42,1,3750,7,744,8,744
943,10,43,1,3795,7,753,8,753
944,10,44,1,3841,7,762,8,762
945,10,45,1,3886,7,771,8,771
946,10,46,1,3931,7,780,8,780
947,10,47,1,3977,7,789,8,789
948,10,48,1,4022,7,798,8,798
949,10,49,1,4068,7,807,8,807
950,10,50,1,4113,7,816,8,816
951,10,51,1,4347,7,863,8,863
952,10,52,1,4396,7,873,8,873
953,10,53,1,4446,7,882,8,882
954,10,54,1,4495,7,892,8,892
955,10,55,1,4544,7,902,8,902
956,10,56,1,4593,7,912,8,912
957,10,57,1,4642,7,921,8,921
958,10,58,1,4691,7,931,8,931
959,10,59,1,4740,7,941,8,941
960,10,60,1,4790,7,951,8,951
961,10,61,1,5065,7,1005,8,1005
962,10,62,1,5118,7,1016,8,1016
963,10,63,1,5171,7,1026,8,1026
964,10,64,1,5224,7,1037,8,1037
965,10,65,1,5277,7,1047,8,1047
966,10,66,1,5330,7,1058,8,1058
967,10,67,1,5383,7,1068,8,1068
968,10,68,1,5436,7,1079,8,1079
969,10,69,1,5489,7,1089,8,1089
970,10,70,1,5542,7,1100,8,1100
971,10,71,1,5859,7,1163,8,1163
972,10,72,1,5916,7,1174,8,1174
973,10,73,1,5973,7,1185,8,1185
974,10,74,1,6029,7,1197,8,1197
975,10,75,1,6086,7,1208,8,1208
976,10,76,1,6143,7,1219,8,1219
977,10,77,1,6199,7,1230,8,1230
978,10,78,1,6256,7,1242,8,1242
979,10,79,1,6313,7,1253,8,1253
980,10,80,1,6370,7,1264,8,1264
981,10,81,1,6729,7,1335,8,1335
982,10,82,1,6789,7,1347,8,1347
983,10,83,1,6850,7,1359,8,1359
984,10,84,1,6910,7,1371,8,1371
985,10,85,1,6971,7,1383,8,1383
986,10,86,1,7031,7,1395,8,1395
987,10,87,1,7092,7,1407,8,1407
988,10,88,1,7152,7,1419,8,1419
989,10,89,1,7212,7,1431,8,1431
990,10,90,1,7273,7,1443,8,1443
991,10,91,1,7674,7,1523,8,1523
992,10,92,1,7738,7,1536,8,1536
993,10,93,1,7802,7,1548,8,1548
994,10,94,1,7866,7,1561,8,1561
995,10,95,1,7931,7,1574,8,1574
996,10,96,1,7995,7,1587,8,1587
997,10,97,1,8059,7,1599,8,1599
998,10,98,1,8123,7,1612,8,1612
999,10,99,1,8188,7,1625,8,1625
1000,10,100,1,8252,7,1638,8,1638
1001,11,1,9,525,10,525,,
1002,11,2,9,533,10,533,,
1003,11,3,9,542,10,542,,
1004,11,4,9,550,10,550,,
1005,11,5,9,559,10,559,,
1006,11,6,9,567,10,567,,
1007,11,7,9,575,10,575,,
1008,11,8,9,584,10,584,,
1009,11,9,9,592,10,592,,
1010,11,10,9,601,10,601,,
1011,11,11,9,620,10,620,,
1012,11,12,9,629,10,629,,
1013,11,13,9,638,10,638,,
1014,11,14,9,648,10,648,,
1015,11,15,9,657,10,657,,
1016,11,16,9,667,10,667,,
1017,11,17,9,676,10,676,,
1018,11,18,9,686,10,686,,
1019,11,19,9,695,10,695,,
1020,11,20,9,705,10,705,,
1021,11,21,9,735,10,735,,
1022,11,22,9,746,10,746,,
1023,11,23,9,756,10,756,,
1024,11,24,9,767,10,767,,
1025,11,25,9,777,10,777,,
1026,11,26,9,788,10,788,,
1027,11,27,9,798,10,798,,
1028,11,28,9,809,10,809,,
1029,11,29,9,819,10,819,,
1030,11,30,9,830,10,830,,
1031,11,31,9,872,10,872,,
1032,11,32,9,883,10,883,,
1033,11,33,9,895,10,895,,
1034,11,34,9,906,10,906,,
1035,11,35,9,918,10,918,,
1036,11,36,9,929,10,929,,
1037,11,37,9,941,10,941,,
1038,11,38,9,952,10,952,,
1039,11,39,9,964,10,964,,
1040,11,40,9,975,10,975,,
1041,11,41,9,1029,10,1029,,
1042,11,42,9,1042,10,1042,,
1043,11,43,9,1054,10,1054,,
1044,11,44,9,1067,10,1067,,
1045,11,45,9,1079,10,1079,,
1046,11,46,9,1092,10,1092,,
1047,11,47,9,1105,10,1105,,
1048,11,48,9,1117,10,1117,,
1049,11,49,9,1130,10,1130,,
1050,11,50,9,1142,10,1142,,
1051,11,51,9,1208,10,1208,,
1052,11,52,9,1221,10,1221,,
1053,11,53,9,1235,10,1235,,
1054,11,54,9,1248,10,1248,,
1055,11,55,9,1262,10,1262,,
1056,11,56,9,1276,10,1276,,
1057,11,57,9,1289,10,1289,,
1058,11,58,9,1303,10,1303,,
1059,11,59,9,1317,10,1317,,
1060,11,60,9,1330,10,1330,,
1061,11,61,9,1407,10,1407,,
1062,11,62,9,1422,10,1422,,
1063,11,63,9,1436,10,1436,,
1064,11,64,9,1451,10,1451,,
1065,11,65,9,1466,10,1466,,
1066,11,66,9,1481,10,1481,,
1067,11,67,9,1495,10,1495,,
1068,11,68,9,1510,10,1510,,
1069,11,69,9,1525,10,1525,,
1070,11,70,9,1539,10,1539,,
1071,11,71,9,1628,10,1628,,
1072,11,72,9,1643,10,1643,,
1073,11,73,9,1659,10,1659,,
1074,11,74,9,1675,10,1675,,
1075,11,75,9,1691,10,1691,,
1076,11,76,9,1706,10,1706,,
1077,11,77,9,1722,10,1722,,
1078,11,78,9,1738,10,1738,,
1079,11,79,9,1754,10,1754,,
1080,11,80,9,1769,10,1769,,
1081,11,81,9,1869,10,1869,,
1082,11,82,9,1886,10,1886,,
1083,11,83,9,1903,10,1903,,
1084,11,84,9,1919,10,1919,,
1085,11,85,9,1936,10,1936,,
1086,11,86,9,1953,10,1953,,
1087,11,87,9,1970,10,1970,,
1088,11,88,9,1987,10,1987,,
1089,11,89,9,2003,10,2003,,
1090,11,90,9,2020,10,2020,,
1091,11,91,9,2132,10,2132,,
1092,11,92,9,2149,10,2149,,
1093,11,93,9,2167,10,2167,,
1094,11,94,9,2185,10,2185,,
1095,11,95,9,2203,10,2203,,
1096,11,96,9,2221,10,2221,,
1097,11,97,9,2239,10,2239,,
1098,11,98,9,2256,10,2256,,
1099,11,99,9,2274,10,2274,,
1100,11,100,9,2292,10,2292,,
1101,12,1,1,1890,7,375,8,375
1102,12,2,1,1920,7,381,8,381
1103,12,3,1,1951,7,387,8,387
1104,12,4,1,1981,7,393,8,393
1105,12,5,1,2011,7,399,8,399
1106,12,6,1,2041,7,405,8,405
1107,12,7,1,2072,7,411,8,411
1108,12,8,1,2102,7,417,8,417
1109,12,9,1,2132,7,423,8,423
1110,12,10,1,2162,7,429,8,429
1111,12,11,1,2230,7,443,8,443
1112,12,12,1,2264,7,450,8,450
1113,12,13,1,2298,7,456,8,456
1114,12,14,1,2333,7,463,8,463
1115,12,15,1,2367,7,470,8,470
1116,12,16,1,2401,7,477,8,477
1117,12,17,1,2435,7,483,8,483
1118,12,18,1,2469,7,490,8,490
1119,12,19,1,2503,7,497,8,497
1120,12,20,1,2537,7,504,8,504
1121,12,21,1,2646,7,525,8,525
1122,12,22,1,2684,7,533,8,533
1123,12,23,1,2722,7,540,8,540
1124,12,24,1,2760,7,548,8,548
1125,12,25,1,2797,7,555,8,555
1126,12,26,1,2835,7,563,8,563
1127,12,27,1,2873,7,570,8,570
1128,12,28,1,2911,7,578,8,578
1129,12,29,1,2949,7,585,8,585
1130,12,30,1,2986,7,593,8,593
1131,12,31,1,3138,7,623,8,623
1132,12,32,1,3179,7,631,8,631
1133,12,33,1,3221,7,639,8,639
1134,12,34,1,3262,7,648,8,648
1135,12,35,1,3304,7,656,8,656
1136,12,36,1,3346,7,664,8,664
1137,12,37,1,3387,7,672,8,672
1138,12,38,1,3429,7,681,8,681
1139,12,39,1,3470,7,689,8,689
1140,12,40,1,3512,7,697,8,697
1141,12,41,1,3705,7,735,8,735
1142,12,42,1,3750,7,744,8,744
1143,12,43,1,3795,7,753,8,753
1144,12,44,1,3841,7,762,8,762
1145,12,45,1,3886,7,771,8,771
1146,12,46,1,3931,7,780,8,780
1147,12,47,1,3977,7,789,8,789
1148,12,48,1,4022,7,798,8,798
1149,12,49,1,4068,7,807,8,807
1150,12,50,1,4113,7,816,8,816
1151,12,51,1,4347,7,863,8,863
1152,12,52,1,4396,7,873,8,873
1153,12,53,1,4446,7,882,8,882
1154,12,54,1,4495,7,892,8,892
1155,12,55,1,4544,7,902,8,902
1156,12,56,1,4593,7,912,8,912
1157,12,57,1,4642,7,921,8,921
1158,12,58,1,4691,7,931,8,931
1159,12,59,1,4740,7,941,8,941
1160,12,60,1,4790,7,951,8,951
1161,12,61,1,5065,7,1005,8,1005
1162,12,62,1,5118,7,1016,8,1016
1163,12,63,1,5171,7,1026,8,1026
1164,12,64,1,5224,7,1037,8,1037
1165,12,65,1,5277,7,1047,8,1047
1166,12,66,1,5330,7,1058,8,1058
1167,12,67,1,5383,7,1068,8,1068
1168,12,68,1,5436,7,1079,8,1079
1169,12,69,1,5489,7,1089,8,1089
1170,12,70,1,5542,7,1100,8,1100
1171,12,71,1,5859,7,1163,8,1163
1172,12,72,1,5916,7,1174,8,1174
1173,12,73,1,5973,7,1185,8,1185
1174,12,74,1,6029,7,1197,8,1197
1175,12,75,1,6086,7,1208,8,1208
1176,12,76,1,6143,7,1219,8,1219
1177,12,77,1,6199,7,1230,8,1230
1178,12,78,1,6256,7,1242,8,1242
1179,12,79,1,6313,7,1253,8,1253
1180,12,80,1,6370,7,1264,8,1264
1181,12,81,1,6729,7,1335,8,1335
1182,12,82,1,6789,7,1347,8,1347
1183,12,83,1,6850,7,1359,8,1359
1184,12,84,1,6910,7,1371,8,1371
1185,12,85,1,6971,7,1383,8,1383
1186,12,86,1,7031,7,1395,8,1395
1187,12,87,1,7092,7,1407,8,1407
1188,12,88,1,7152,7,1419,8,1419
1189,12,89,1,7212,7,1431,8,1431
1190,12,90,1,7273,7,1443,8,1443
1191,12,91,1,7674,7,1523,8,1523
1192,12,92,1,7738,7,1536,8,1536
1193,12,93,1,7802,7,1548,8,1548
1194,12,94,1,7866,7,1561,8,1561
1195,12,95,1,7931,7,1574,8,1574
1196,12,96,1,7995,7,1587,8,1587
1197,12,97,1,8059,7,1599,8,1599
1198,12,98,1,8123,7,1612,8,1612
1199,12,99,1,8188,7,1625,8,1625
1200,12,100,1,8252,7,1638,8,1638
1201,13,1,1,5545,,,,
1202,13,2,1,5634,,,,
1203,13,3,1,5722,,,,
1204,13,4,1,5811,,,,
1205,13,5,1,5900,,,,
1206,13,6,1,5989,,,,
1207,13,7,1,6077,,,,
1208,13,8,1,6166,,,,
1209,13,9,1,6255,,,,
1210,13,10,1,6343,,,,
1211,13,11,1,6543,,,,
1212,13,12,1,6643,,,,
1213,13,13,1,6743,,,,
1214,13,14,1,6843,,,,
1215,13,15,1,6942,,,,
1216,13,16,1,7042,,,,
1217,13,17,1,7142,,,,
1218,13,18,1,7242,,,,
1219,13,19,1,7342,,,,
1220,13,20,1,7441,,,,
1221,13,21,1,7763,,,,
1222,13,22,1,7874,,,,
1223,13,23,1,7985,,,,
1224,13,24,1,8096,,,,
1225,13,25,1,8207,,,,
1226,13,26,1,8318,,,,
1227,13,27,1,8428,,,,
1228,13,28,1,8539,,,,
1229,13,29,1,8650,,,,
1230,13,30,1,8761,,,,
1231,13,31,1,9205,,,,
1232,13,32,1,9327,,,,
1233,13,33,1,9449,,,,
1234,13,34,1,9571,,,,
1235,13,35,1,9693,,,,
1236,13,36,1,9815,,,,
1237,13,37,1,9937,,,,
1238,13,38,1,10059,,,,
1239,13,39,1,10181,,,,
1240,13,40,1,10303,,,,
1241,13,41,1,10868,,,,
1242,13,42,1,11001,,,,
1243,13,43,1,11134,,,,
1244,13,44,1,11267,,,,
1245,13,45,1,11401,,,,
1246,13,46,1,11534,,,,
1247,13,47,1,11667,,,,
1248,13,48,1,11800,,,,
1249,13,49,1,11933,,,,
1250,13,50,1,12066,,,,
1251,13,51,1,12754,,,,
1252,13,52,1,12898,,,,
1253,13,53,1,13042,,,,
1254,13,54,1,13186,,,,
1255,13,55,1,13330,,,,
1256,13,56,1,13474,,,,
1257,13,57,1,13619,,,,
1258,13,58,1,13763,,,,
1259,13,59,1,13907,,,,
1260,13,60,1,14051,,,,
1261,13,61,1,14861,,,,
1262,13,62,1,15016,,,,
1263,13,63,1,15171,,,,
1264,13,64,1,15326,,,,
1265,13,65,1,15482,,,,
1266,13,66,1,15637,,,,
1267,13,67,1,15792,,,,
1268,13,68,1,15947,,,,
1269,13,69,1,16103,,,,
1270,13,70,1,16258,,,,
1271,13,71,1,17190,,,,
1272,13,72,1,17356,,,,
1273,13,73,1,17522,,,,
1274,13,74,1,17689,,,,
1275,13,75,1,17855,,,,
1276,13,76,1,18021,,,,
1277,13,77,1,18188,,,,
1278,13,78,1,18354,,,,
1279,13,79,1,18520,,,,
1280,13,80,1,18687,,,,
1281,13,81,1,19740,,,,
1282,13,82,1,19918,,,,
1283,13,83,1,20095,,,,
1284,13,84,1,20273,,,,
1285,13,85,1,20450,,,,
1286,13,86,1,20627,,,,
1287,13,87,1,20805,,,,
1288,13,88,1,20982,,,,
1289,13,89,1,21160,,,,
1290,13,90,1,21337,,,,
1291,13,91,1,22513,,,,
1292,13,92,1,22701,,,,
1293,13,93,1,22890,,,,
1294,13,94,1,23078,,,,
1295,13,95,1,23267,,,,
1296,13,96,1,23455,,,,
1297,13,97,1,23644,,,,
1298,13,98,1,23832,,,,
1299,13,99,1,24021,,,,
1300,13,100,1,24209,,,,
1301,14,1,7,1100,8,1100,,
1302,14,2,7,1118,8,1118,,
1303,14,3,7,1135,8,1135,,
1304,14,4,7,1153,8,1153,,
1305,14,5,7,1170,8,1170,,
1306,14,6,7,1188,8,1188,,
1307,14,7,7,1206,8,1206,,
1308,14,8,7,1223,8,1223,,
1309,14,9,7,1241,8,1241,,
1310,14,10,7,1258,8,1258,,
1311,14,11,7,1298,8,1298,,
1312,14,12,7,1318,8,1318,,
1313,14,13,7,1338,8,1338,,
1314,14,14,7,1357,8,1357,,
1315,14,15,7,1377,8,1377,,
1316,14,16,7,1397,8,1397,,
1317,14,17,7,1417,8,1417,,
1318,14,18,7,1437,8,1437,,
1319,14,19,7,1456,8,1456,,
1320,14,20,7,1476,8,1476,,
1321,14,21,7,1540,8,1540,,
1322,14,22,7,1562,8,1562,,
1323,14,23,7,1584,8,1584,,
1324,14,24,7,1606,8,1606,,
1325,14,25,7,1628,8,1628,,
1326,14,26,7,1650,8,1650,,
1327,14,27,7,1672,8,1672,,
1328,14,28,7,1694,8,1694,,
1329,14,29,7,1716,8,1716,,
1330,14,30,7,1738,8,1738,,
1331,14,31,7,1826,8,1826,,
1332,14,32,7,1850,8,1850,,
1333,14,33,7,1874,8,1874,,
1334,14,34,7,1899,8,1899,,
1335,14,35,7,1923,8,1923,,
1336,14,36,7,1947,8,1947,,
1337,14,37,7,1971,8,1971,,
1338,14,38,7,1995,8,1995,,
1339,14,39,7,2020,8,2020,,
1340,14,40,7,2044,8,2044,,
1341,14,41,7,2156,8,2156,,
1342,14,42,7,2182,8,2182,,
1343,14,43,7,2209,8,2209,,
1344,14,44,7,2235,8,2235,,
1345,14,45,7,2262,8,2262,,
1346,14,46,7,2288,8,2288,,
1347,14,47,7,2314,8,2314,,
1348,14,48,7,2341,8,2341,,
1349,14,49,7,2367,8,2367,,
1350,14,50,7,2394,8,2394,,
1351,14,51,7,2530,8,2530,,
1352,14,52,7,2559,8,2559,,
1353,14,53,7,2587,8,2587,,
1354,14,54,7,2616,8,2616,,
1355,14,55,7,2644,8,2644,,
1356,14,56,7,2673,8,2673,,
1357,14,57,7,2702,8,2702,,
1358,14,58,7,2730,8,2730,,
1359,14,59,7,2759,8,2759,,
1360,14,60,7,2787,8,2787,,
1361,14,61,7,2948,8,2948,,
1362,14,62,7,2979,8,2979,,
1363,14,63,7,3010,8,3010,,
1364,14,64,7,3040,8,3040,,
1365,14,65,7,3071,8,3071,,
1366,14,66,7,3102,8,3102,,
1367,14,67,7,3133,8,3133,,
1368,14,68,7,3164,8,3164,,
1369,14,69,7,3194,8,3194,,
1370,14,70,7,3225,8,3225,,
1371,14,71,7,3410,8,3410,,
1372,14,72,7,3443,8,3443,,
1373,14,73,7,3476,8,3476,,
1374,14,74,7,3509,8,3509,,
1375,14,75,7,3542,8,3542,,
1376,14,76,7,3575,8,3575,,
1377,14,77,7,3608,8,3608,,
1378,14,78,7,3641,8,3641,,
1379,14,79,7,3674,8,3674,,
1380,14,80,7,3707,8,3707,,
1381,14,81,7,3916,8,3916,,
1382,14,82,7,3951,8,3951,,
1383,14,83,7,3986,8,3986,,
1384,14,84,7,4022,8,4022,,
1385,14,85,7,4057,8,4057,,
1386,14,86,7,4092,8,4092,,
1387,14,87,7,4127,8,4127,,
1388,14,88,7,4162,8,4162,,
1389,14,89,7,4198,8,4198,,
1390,14,90,7,4233,8,4233,,
1391,14,91,7,4466,8,4466,,
1392,14,92,7,4503,8,4503,,
1393,14,93,7,4541,8,4541,,
1394,14,94,7,4578,8,4578,,
1395,14,95,7,4616,8,4616,,
1396,14,96,7,4653,8,4653,,
1397,14,97,7,4690,8,4690,,
1398,14,98,7,4728,8,4728,,
1399,14,99,7,4765,8,4765,,
1400,14,100,7,4803,8,4803,,
1401,15,1,9,770,10,770,,
1402,15,2,9,782,10,782,,
1403,15,3,9,795,10,795,,
1404,15,4,9,807,10,807,,
1405,15,5,9,819,10,819,,
1406,15,6,9,832,10,832,,
1407,15,7,9,844,10,844,,
1408,15,8,9,856,10,856,,
1409,15,9,9,869,10,869,,
1410,15,10,9,881,10,881,,
1411,15,11,9,909,10,909,,
1412,15,12,9,922,10,922,,
1413,15,13,9,936,10,936,,
1414,15,14,9,950,10,950,,
1415,15,15,9,964,10,964,,
1416,15,16,9,978,10,978,,
1417,15,17,9,992,10,992,,
1418,15,18,9,1006,10,1006,,
1419,15,19,9,1019,10,1019,,
1420,15,20,9,1033,10,1033,,
1421,15,21,9,1078,10,1078,,
1422,15,22,9,1093,10,1093,,
1423,15,23,9,1109,10,1109,,
1424,15,24,9,1124,10,1124,,
1425,15,25,9,1140,10,1140,,
1426,15,26,9,1155,10,1155,,
1427,15,27,9,1170,10,1170,,
1428,15,28,9,1186,10,1186,,
1429,15,29,9,1201,10,1201,,
1430,15,30,9,1217,10,1217,,
1431,15,31,9,1278,10,1278,,
1432,15,32,9,1295,10,1295,,
1433,15,33,9,1312,10,1312,,
1434,15,34,9,1329,10,1329,,
1435,15,35,9,1346,10,1346,,
1436,15,36,9,1363,10,1363,,
1437,15,37,9,1380,10,1380,,
1438,15,38,9,1397,10,1397,,
1439,15,39,9,1414,10,1414,,
1440,15,40,9,1431,10,1431,,
1441,15,41,9,1509,10,1509,,
1442,15,42,9,1528,10,1528,,
1443,15,43,9,1546,10,1546,,
1444,15,44,9,1565,10,1565,,
1445,15,45,9,1583,10,1583,,
1446,15,46,9,1602,10,1602,,
1447,15,47,9,1620,10,1620,,
1448,15,48,9,1639,10,1639,,
1449,15,49,9,1657,10,1657,,
1450,15,50,9,1676,10,1676,,
1451,15,51,9,1771,10,1771,,
1452,15,52,9,1791,10,1791,,
1453,15,53,9,1811,10,1811,,
1454,15,54,9,1831,10,1831,,
1455,15,55,9,1851,10,1851,,
1456,15,56,9,1871,10,1871,,
1457,15,57,9,1891,10,1891,,
1458,15,58,9,1911,10,1911,,
1459,15,59,9,1931,10,1931,,
1460,15,60,9,1951,10,1951,,
1461,15,61,9,2064,10,2064,,
1462,15,62,9,2085,10,2085,,
1463,15,63,9,2107,10,2107,,
1464,15,64,9,2128,10,2128,,
1465,15,65,9,2150,10,2150,,
1466,15,66,9,2171,10,2171,,
1467,15,67,9,2193,10,2193,,
1468,15,68,9,2215,10,2215,,
1469,15,69,9,2236,10,2236,,
1470,15,70,9,2258,10,2258,,
1471,15,71,9,2387,10,2387,,
1472,15,72,9,2410,10,2410,,
1473,15,73,9,2433,10,2433,,
1474,15,74,9,2456,10,2456,,
1475,15,75,9,2479,10,2479,,
1476,15,76,9,2503,10,2503,,
1477,15,77,9,2526,10,2526,,
1478,15,78,9,2549,10,2549,,
1479,15,79,9,2572,10,2572,,
1480,15,80,9,2595,10,2595,,
1481,15,81,9,2741,10,2741,,
1482,15,82,9,2766,10,2766,,
1483,15,83,9,2790,10,2790,,
1484,15,84,9,2815,10,2815,,
1485,15,85,9,2840,10,2840,,
1486,15,86,9,2864,10,2864,,
1487,15,87,9,2889,10,2889,,
1488,15,88,9,2914,10,2914,,
1489,15,89,9,2938,10,2938,,
1490,15,90,9,2963,10,2963,,
1491,15,91,9,3126,10,3126,,
1492,15,92,9,3152,10,3152,,
1493,15,93,9,3179,10,3179,,
1494,15,94,9,3205,10,3205,,
1495,15,95,9,3231,10,3231,,
1496,15,96,9,3257,10,3257,,
1497,15,97,9,3283,10,3283,,
1498,15,98,9,3309,10,3309,,
1499,15,99,9,3336,10,3336,,
1500,15,100,9,3362,10,3362,,
1501,16,1,1,2773,7,550,8,550
1502,16,2,1,2817,7,559,8,559
1503,16,3,1,2861,7,568,8,568
1504,16,4,1,2906,7,577,8,577
1505,16,5,1,2950,7,585,8,585
1506,16,6,1,2995,7,594,8,594
1507,16,7,1,3039,7,603,8,603
1508,16,8,1,3083,7,612,8,612
1509,16,9,1,3128,7,621,8,621
1510,16,10,1,3172,7,629,8,629
1511,16,11,1,3272,7,649,8,649
1512,16,12,1,3322,7,659,8,659
1513,16,13,1,3372,7,669,8,669
1514,16,14,1,3422,7,679,8,679
1515,16,15,1,3471,7,689,8,689
1516,16,16,1,3521,7,699,8,699
1517,16,17,1,3571,7,709,8,709
1518,16,18,1,3621,7,719,8,719
1519,16,19,1,3671,7,728,8,728
1520,16,20,1,3721,7,738,8,738
1521,16,21,1,3882,7,770,8,770
1522,16,22,1,3937,7,781,8,781
1523,16,23,1,3993,7,792,8,792
1524,16,24,1,4048,7,803,8,803
1525,16,25,1,4104,7,814,8,814
1526,16,26,1,4159,7,825,8,825
1527,16,27,1,4214,7,836,8,836
1528,16,28,1,4270,7,847,8,847
1529,16,29,1,4325,7,858,8,858
1530,16,30,1,4381,7,869,8,869
1531,16,31,1,4603,7,913,8,913
1532,16,32,1,4664,7,925,8,925
1533,16,33,1,4725,7,937,8,937
1534,16,34,1,4786,7,950,8,950
1535,16,35,1,4847,7,962,8,962
1536,16,36,1,4908,7,974,8,974
1537,16,37,1,4969,7,986,8,986
1538,16,38,1,5030,7,998,8,998
1539,16,39,1,5091,7,1010,8,1010
1540,16,40,1,5152,7,1022,8,1022
1541,16,41,1,5434,7,1078,8,1078
1542,16,42,1,5501,7,1091,8,1091
1543,16,43,1,5567,7,1105,8,1105
1544,16,44,1,5634,7,1118,8,1118
1545,16,45,1,5701,7,1131,8,1131
1546,16,46,1,5767,7,1144,8,1144
1547,16,47,1,5834,7,1157,8,1157
1548,16,48,1,5900,7,1171,8,1171
1549,16,49,1,5967,7,1184,8,1184
1550,16,50,1,6033,7,1197,8,1197
1551,16,51,1,6377,7,1265,8,1265
1552,16,52,1,6449,7,1280,8,1280
1553,16,53,1,6521,7,1294,8,1294
1554,16,54,1,6593,7,1308,8,1308
1555,16,55,1,6665,7,1322,8,1322
1556,16,56,1,6737,7,1337,8,1337
