"﻿变量名",_beizhu,cardID,unitID,desc,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
2471,vine snake,2471,2471,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,ivy snake,2472,2472,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,monarch snake,2473,2473,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,warm pig,2481,2481,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,fried pork,2482,2482,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,King Yanwu,2483,2483,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,stone balls,2591,2591,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,mantle rock,2592,2592,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,Pangyan monster,2593,2593,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,screw gopher,2611,2611,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,Gopher,2612,2612,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,porter,2631,2631,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Ironbone,2632,2632,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,construction veteran,2633,2633,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,Centipede,2681,2681,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,wheel ball,2682,2682,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,centipede king,2683,2683,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,black eyed crocodile,2721,2721,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,rogue crocodile,2722,2722,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,rogue crocodile,2723,2723,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,soroya,2821,2821,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,Zoroak,2822,2822,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,goth baby,2841,2841,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,goth kid,2842,2842,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,Miss Goth,2843,2843,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,mini ice,2871,2871,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,lots of ice,2872,2872,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,double as much ice,2873,2873,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,Electric flying squirrel,2891,2891,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,Floating·female,2921,2921,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,fluffy male,2922,2922,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,chubby female,2923,2923,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,chubby male,2924,2924,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,gears,2961,2961,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,gear set,2962,2962,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,Gear Monster,2963,2963,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,Candle Spirit,2991,2991,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,ghost lights,2992,2992,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,Crystal Lantern,2993,2993,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,Teeth,3001,3001,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,Axodont,3002,3002,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,Double Ax War Dragon,3003,3003,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,sneezing bear,3011,3011,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,Tundra Bear,3012,3012,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,geometric snowflake,3021,3021,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,Single headed dragon,3141,3141,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,Two-headed Tyrannosaurus,3142,3142,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,three dragons,3143,3143,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,burning bug,3151,3151,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,Vulcan Moth,3152,3152,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,Coppaluong,3161,3161,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,Delakion,3171,3171,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,Billigion,3181,3181,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,Rashiram,3211,3211,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,czech rom,3221,3221,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,Kyurem,3241,3241,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,Keldeo,3251,3251,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,Meloetta Song,3261,3261,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,Meloetta Dance Step,3262,3262,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,Harley Chestnut,3281,3281,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,Chubby Harry,3282,3282,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,Bricaron,3283,3283,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,Firefox,3291,3291,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,long tail firefox,3292,3292,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,demon fire red fox,3293,3293,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,croaking frog,3301,3301,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,Croaking frog,3302,3302,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,Koga Ninja Frog,3303,3303,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,little lion,3341,3341,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,Flame Lion,3342,3342,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,Hua Beibei,3351,3351,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,Mosaic,3352,3352,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,Mrs. Huajie,3353,3353,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,Single scabbard,3411,3411,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,double scabbard,3412,3412,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,Shield Sword Monster Shield,3413,3413,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,Soft Puffs,3431,3431,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,fat sweetie,3432,3432,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,Arm gun shrimp,3471,3471,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,Steel cannon arm shrimp,3472,3472,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,ice dragon,3501,3501,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,ice dragon,3502,3502,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,Wrestling Hawkman,3511,3511,spare card,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,sticky treasure,3541,3541,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,Sticky Mel,3542,3542,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,sticky dragon,3543,3543,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,Little wood spirit,3561,3561,spare card,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,dead wood demon,3562,3562,spare card,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,buzzing bat,3591,3591,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,Sonic Dragon,3592,3592,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,Cernias,3601,3601,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,Yveltal,3611,3611,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,Tianxi,3631,3631,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,Punish Hoopa,3641,3641,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,Liberate Hoopa,3642,3642,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,wood owl,3661,3661,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,cast feather owl,3662,3662,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,sniper tree owl,3663,3663,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,good and bad stars,3771,3771,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,super bad star,3772,3772,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,sweet bamboo,3841,3841,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,sweet dancer,3842,3842,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,sweet after,3843,3843,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solgaleo,4023,4023,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,Dumbie,4131,4131,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,Tetragnathus,4132,4132,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,Meltan,4171,4171,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,Melmetta,4172,4172,spare card,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,Ash version of Pikachu,7001,7001,spare card,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,Ditto purple,9001,9001,spare card,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,Ditto orange,9002,9002,spare card,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,Ditto Red,9003,9003,spare card,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,fast dragon,753,,copy 1_player card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100002,Koga Ninja Frog,3303,,copy 1_player card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100003,Bangeras,1253,,copy 1_player card 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100004,flame chicken,1303,,copy 1_player card 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100005,Boss Cordora,1503,,copy 1_player card 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100006,Gyarados,631,,Copy 1_Player Card 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100007,Magneto,333,,Copy 1_Player Card 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100008,Super Blastoise,24,,Copy 1_Player Card 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100009,Laplace,641,,Copy 1_Player Card 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100010,Regis Chilloo,1931,,Copy 1_Player Card 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100011,Sonic Dragon,3592,,copy 1_player card 11,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100012,sticky dragon,3543,,copy 1_player card 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100013,Shield Sword Monster Shield,3413,,copy 1_player card 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400001,lizard king,1293,400001,copy 1_monster 1,3,,,,,{12931=80;12932=80;12933=80;40000016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400002,sniper tree owl,3663,400002,copy 1_monster 2,3,,,,,{36631=80;40000022=80;36633=80;40000026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400003,Super Frog Flower,4,400003,copy 1_monster 3,3,,,,,{41=80;42=80;43=80;44=80;40000036=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400004,shemi,2441,400004,copy 1_monster 4,4,,,,,{24411=80;24412=80;24413=80;40000046=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400005,Mrs. Hua Jie,3353,400005,Copy 1_Monster 5,3,,,,,{33531=80;33532=80;33533=80;40000056=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100101,Electric Shock Monster,593,,copy 2_player card 1,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100102,Suicune,1241,,copy 2_player card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100103,Laplace,641,,copy 2_player card 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100104,Koga Ninja Frog,3303,,copy 2_player card 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100105,Super Gengar,394,,Copy 2_Player Card 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100106,Magneto,333,,Copy 2_Player Card 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100107,lucario,2242,,Copy 2_Player Card 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100108,Cresselia,2401,,Copy 2_Player Card 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100109,Crystal Lantern,2993,,Copy 2_Player Card 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100110,lightning bird,731,,Copy 2_Player Card 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100113,fire camel,1612,,Copy 2_Player Card 11,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100115,flame chicken,1303,,Copy 2_Player Card 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100118,marsh monster,1313,,Copy 2_Player Card 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100119,jewel starfish,552,,Copy 2_Player Card 14,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400101,frozen bird,721,400101,copy 2_monster 1,3,,,,,{7211=80;40001012=80;40001013=80;7215=80;7216=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400102,geometric snowflake,3021,400102,copy 2_monster 2,3,,,,,{30211=80;40001022=80;40001023=80;30214=80;40001026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400103,Mala,1082,400103,copy 2_monster 3,3,,,,,{10821=80;10822=80;40001033=80;40001036=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100201,Mew-two,761,,Copy 3_Player Card 1,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100202,Phoenix King,1271,,copy 3_player card 2,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100203,Gayoka,1961,,copy 3_player card 3,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100204,Rashiram,3211,,copy 3_player card 4,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100205,Gulardo,1971,,Copy 3_Player Card 5,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100206,Palkia,2361,,Copy 3_Player Card 6,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100207,Kyurem,3241,,Copy 3_Player Card 7,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100208,Tianxi,3631,,Copy 3_Player Card 8,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100209,Melmetta,4172,,Copy 3_Player Card 9,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100210,czech rom,3221,,Copy 3_Player Card 10,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100211,Rogia,1261,,Copy 3_Player Card 11,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100212,Rift seat,1981,,Copy 3_Player Card 12,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400201,Dittomon·Purple,9001,400201,copy 3_monster 1,2,,2,,,{90011=80;90012=80;90013=80;40002016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400202,Dittomon·Purple,9001,400202,copy 3_monster 2,2,,2,,,{90011=80;90012=80;90013=80;40002026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400203,Dittomon·Purple,9001,400203,copy 3_monster 3,2,,2,,,{90011=80;90012=80;90013=80;40002036=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100301,Laplace,641,,Copy 4_Player Card 1,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100302,Mrs. Hua Jie,3353,,Copy 4_Player Card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100303,Cresselia,2401,,Copy 4_Player Card 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100304,flame chicken,1303,,Copy 4_Player Card 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100305,Platypus,603,,Copy 4_Player Card 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100306,Crystal Lantern,2993,,Copy 4_Player Card 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100307,Giant Pincer Mantis,572,,Copy 4_Player Card 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100308,Fossil pterosaur,701,,Copy 4_Player Card 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100309,night genie,1813,,Copy 4_Player Card 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100310,fast dragon,753,,Copy 4_Player Card 10,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
