"﻿变量名",name,name_tw,name_en,name_kr,suitID,suitNo,icon,quality,gemDescribe,gemDescribe_tw,gemDescribe_en,gemDescribe_kr,heapLimit,decomposeReturn,strengthMax,strengthCostSeq,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,desc,effect
40455,Defend,守禦,Defend,방어,4,5,config/item/gem/icon_4_hu_5.png,5,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=400},100,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605>,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700>,91,<91;91;91;91;91;101;101;101;101;101;111;111;111;111;111;121;121;121;121;121;131;131;131;131;131;140;140;140;140;140;150;150;150;150;150;160;160;160;160;160;170;170;170;170;170;180;180;180;180;180;189;189;189;189;189;199;199;199;199;199;209;209;209;209;209;219;219;219;219;219;228;228;228;228;228;238;238;238;238;238;248;248;248;248;248;258;258;258;258;258;268;268;268;268;268;277;277;277;277;277>,,,,{drawcard=huang_effect_loop}
40456,Defend,守禦,Defend,방어,4,6,config/item/gem/icon_4_hu_6.png,5,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=400},100,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605>,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700>,16,<76;76;76;76;76;84;84;84;84;84;92;92;92;92;92;101;101;101;101;101;109;109;109;109;109;117;117;117;117;117;125;125;125;125;125;133;133;133;133;133;141;141;141;141;141;150;150;150;150;150;158;158;158;158;158;166;166;166;166;166;174;174;174;174;174;182;182;182;182;182;190;190;190;190;190;199;199;199;199;199;207;207;207;207;207;215;215;215;215;215;223;223;223;223;223;231;231;231;231;231>,,,,{drawcard=huang_effect_loop}
40461,Defend,守禦,Defend,방어,4,1,config/item/gem/icon_4_h_1.png,6,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=2000},100,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;19555;19716;19878;20039;20200;20362;20523;20684;20845;21007>,9,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2716;2738;2761;2783;2806;2828;2850;2873;2895;2918>,17,<134;134;134;134;134;149;149;149;149;149;163;163;163;163;163;178;178;178;178;178;192;192;192;192;192;206;206;206;206;206;221;221;221;221;221;235;235;235;235;235;250;250;250;250;250;264;264;264;264;264;278;278;278;278;278;293;293;293;293;293;307;307;307;307;307;322;322;322;322;322;336;336;336;336;336;350;350;350;350;350;365;365;365;365;365;379;379;379;379;379;394;394;394;394;394;408;408;408;408;408>,,,,,,{drawcard=hong_effect_loop}
40462,Defend,守禦,Defend,방어,4,2,config/item/gem/icon_4_h_2.png,6,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=2000},100,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;19555;19716;19878;20039;20200;20362;20523;20684;20845;21007>,10,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2716;2738;2761;2783;2806;2828;2850;2873;2895;2918>,19,<134;134;134;134;134;149;149;149;149;149;163;163;163;163;163;178;178;178;178;178;192;192;192;192;192;206;206;206;206;206;221;221;221;221;221;235;235;235;235;235;250;250;250;250;250;264;264;264;264;264;278;278;278;278;278;293;293;293;293;293;307;307;307;307;307;322;322;322;322;322;336;336;336;336;336;350;350;350;350;350;365;365;365;365;365;379;379;379;379;379;394;394;394;394;394;408;408;408;408;408>,,,,,,{drawcard=hong_effect_loop}
40463,Defend,守禦,Defend,방어,4,3,config/item/gem/icon_4_h_3.png,6,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=2000},100,6,9,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2716;2738;2761;2783;2806;2828;2850;2873;2895;2918>,10,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2716;2738;2761;2783;2806;2828;2850;2873;2895;2918>,22,<67;67;67;67;67;74;74;74;74;74;82;82;82;82;82;89;89;89;89;89;96;96;96;96;96;103;103;103;103;103;110;110;110;110;110;118;118;118;118;118;125;125;125;125;125;132;132;132;132;132;139;139;139;139;139;146;146;146;146;146;154;154;154;154;154;161;161;161;161;161;168;168;168;168;168;175;175;175;175;175;182;182;182;182;182;190;190;190;190;190;197;197;197;197;197;204;204;204;204;204>,,,,,,{drawcard=hong_effect_loop}
40464,Defend,守禦,Defend,방어,4,4,config/item/gem/icon_4_h_4.png,6,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=2000},100,6,9,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2716;2738;2761;2783;2806;2828;2850;2873;2895;2918>,10,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2716;2738;2761;2783;2806;2828;2850;2873;2895;2918>,23,<67;67;67;67;67;74;74;74;74;74;82;82;82;82;82;89;89;89;89;89;96;96;96;96;96;103;103;103;103;103;110;110;110;110;110;118;118;118;118;118;125;125;125;125;125;132;132;132;132;132;139;139;139;139;139;146;146;146;146;146;154;154;154;154;154;161;161;161;161;161;168;168;168;168;168;175;175;175;175;175;182;182;182;182;182;190;190;190;190;190;197;197;197;197;197;204;204;204;204;204>,,,,,,{drawcard=hong_effect_loop}
40465,Defend,守禦,Defend,방어,4,5,config/item/gem/icon_4_h_5.png,6,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=2000},100,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;19555;19716;19878;20039;20200;20362;20523;20684;20845;21007>,7,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;3880;3912;3944;3976;4008;4040;4072;4104;4136;4168>,8,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;3880;3912;3944;3976;4008;4040;4072;4104;4136;4168>,91,<134;134;134;134;134;149;149;149;149;149;163;163;163;163;163;178;178;178;178;178;192;192;192;192;192;206;206;206;206;206;221;221;221;221;221;235;235;235;235;235;250;250;250;250;250;264;264;264;264;264;278;278;278;278;278;293;293;293;293;293;307;307;307;307;307;322;322;322;322;322;336;336;336;336;336;350;350;350;350;350;365;365;365;365;365;379;379;379;379;379;394;394;394;394;394;408;408;408;408;408>,,,,{drawcard=hong_effect_loop}
40466,Defend,守禦,Defend,방어,4,6,config/item/gem/icon_4_h_6.png,6,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=2000},100,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;19555;19716;19878;20039;20200;20362;20523;20684;20845;21007>,7,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;3880;3912;3944;3976;4008;4040;4072;4104;4136;4168>,8,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;3880;3912;3944;3976;4008;4040;4072;4104;4136;4168>,16,<112;112;112;112;112;124;124;124;124;124;136;136;136;136;136;148;148;148;148;148;160;160;160;160;160;172;172;172;172;172;184;184;184;184;184;196;196;196;196;196;208;208;208;208;208;220;220;220;220;220;232;232;232;232;232;244;244;244;244;244;256;256;256;256;256;268;268;268;268;268;280;280;280;280;280;292;292;292;292;292;304;304;304;304;304;316;316;316;316;316;328;328;328;328;328;340;340;340;340;340>,,,,{drawcard=hong_effect_loop}
40521,Shield,盾甲,Shield,실드,5,1,config/item/gem/icon_7_lv_1.png,2,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=20},100,2,1,<1008;1023;1038;1053;1068;1084;1099;1114;1129;1144;1169;1185;1202;1218;1234;1250;1266;1282;1298;1314;1351;1368;1385;1402;1419;1436;1454;1471;1488;1505;1552;1570;1589;1607;1625;1643;1661;1679;1697;1716;1814;1835;1855;1875;1895;1915;1935;1956;1976;1996;2117;2139;2161;2183;2206;2228;2250;2272;2294;2316;2460;2484;2508;2532;2556;2580;2605;2629;2653;2677;2843;2869;2895;2921;2947;2974;3000;3026;3052;3078;3266;3294;3322;3351;3379;3407;3435;3463;3492;3520;3730;3760;3790;3820;3851;3881;3911;3941;3972;4002>,9,<140;142;144;146;148;151;153;155;157;159;162;165;167;169;171;174;176;178;180;183;188;190;192;195;197;200;202;204;207;209;216;218;221;223;226;228;231;233;236;238;252;255;258;260;263;266;269;272;274;277;294;297;300;303;306;309;312;316;319;322;342;345;348;352;355;358;362;365;368;372;395;398;402;406;409;413;417;420;424;428;454;458;461;465;469;473;477;481;485;489;518;522;526;531;535;539;543;547;552;556>,17,<27;27;27;27;27;30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;38;38;38;38;38;41;41;41;41;41;44;44;44;44;44;47;47;47;47;47;50;50;50;50;50;53;53;53;53;53;56;56;56;56;56;59;59;59;59;59;61;61;61;61;61;64;64;64;64;64;67;67;67;67;67;70;70;70;70;70;73;73;73;73;73;76;76;76;76;76;79;79;79;79;79;82;82;82;82;82>,,,,,,
40522,Shield,盾甲,Shield,실드,5,2,config/item/gem/icon_7_lv_2.png,2,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=20},100,2,1,<1008;1023;1038;1053;1068;1084;1099;1114;1129;1144;1169;1185;1202;1218;1234;1250;1266;1282;1298;1314;1351;1368;1385;1402;1419;1436;1454;1471;1488;1505;1552;1570;1589;1607;1625;1643;1661;1679;1697;1716;1814;1835;1855;1875;1895;1915;1935;1956;1976;1996;2117;2139;2161;2183;2206;2228;2250;2272;2294;2316;2460;2484;2508;2532;2556;2580;2605;2629;2653;2677;2843;2869;2895;2921;2947;2974;3000;3026;3052;3078;3266;3294;3322;3351;3379;3407;3435;3463;3492;3520;3730;3760;3790;3820;3851;3881;3911;3941;3972;4002>,10,<140;142;144;146;148;151;153;155;157;159;162;165;167;169;171;174;176;178;180;183;188;190;192;195;197;200;202;204;207;209;216;218;221;223;226;228;231;233;236;238;252;255;258;260;263;266;269;272;274;277;294;297;300;303;306;309;312;316;319;322;342;345;348;352;355;358;362;365;368;372;395;398;402;406;409;413;417;420;424;428;454;458;461;465;469;473;477;481;485;489;518;522;526;531;535;539;543;547;552;556>,19,<27;27;27;27;27;30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;38;38;38;38;38;41;41;41;41;41;44;44;44;44;44;47;47;47;47;47;50;50;50;50;50;53;53;53;53;53;56;56;56;56;56;59;59;59;59;59;61;61;61;61;61;64;64;64;64;64;67;67;67;67;67;70;70;70;70;70;73;73;73;73;73;76;76;76;76;76;79;79;79;79;79;82;82;82;82;82>,,,,,,
40523,Shield,盾甲,Shield,실드,5,3,config/item/gem/icon_7_lv_3.png,2,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=20},100,2,9,<140;142;144;146;148;151;153;155;157;159;162;165;167;169;171;174;176;178;180;183;188;190;192;195;197;200;202;204;207;209;216;218;221;223;226;228;231;233;236;238;252;255;258;260;263;266;269;272;274;277;294;297;300;303;306;309;312;316;319;322;342;345;348;352;355;358;362;365;368;372;395;398;402;406;409;413;417;420;424;428;454;458;461;465;469;473;477;481;485;489;518;522;526;531;535;539;543;547;552;556>,10,<140;142;144;146;148;151;153;155;157;159;162;165;167;169;171;174;176;178;180;183;188;190;192;195;197;200;202;204;207;209;216;218;221;223;226;228;231;233;236;238;252;255;258;260;263;266;269;272;274;277;294;297;300;303;306;309;312;316;319;322;342;345;348;352;355;358;362;365;368;372;395;398;402;406;409;413;417;420;424;428;454;458;461;465;469;473;477;481;485;489;518;522;526;531;535;539;543;547;552;556>,22,<13;13;13;13;13;15;15;15;15;15;16;16;16;16;16;18;18;18;18;18;19;19;19;19;19;21;21;21;21;21;22;22;22;22;22;24;24;24;24;24;25;25;25;25;25;26;26;26;26;26;28;28;28;28;28;29;29;29;29;29;31;31;31;31;31;32;32;32;32;32;34;34;34;34;34;35;35;35;35;35;36;36;36;36;36;38;38;38;38;38;39;39;39;39;39;41;41;41;41;41>,,,,,,
40524,Shield,盾甲,Shield,실드,5,4,config/item/gem/icon_7_lv_4.png,2,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=20},100,2,9,<140;142;144;146;148;151;153;155;157;159;162;165;167;169;171;174;176;178;180;183;188;190;192;195;197;200;202;204;207;209;216;218;221;223;226;228;231;233;236;238;252;255;258;260;263;266;269;272;274;277;294;297;300;303;306;309;312;316;319;322;342;345;348;352;355;358;362;365;368;372;395;398;402;406;409;413;417;420;424;428;454;458;461;465;469;473;477;481;485;489;518;522;526;531;535;539;543;547;552;556>,10,<140;142;144;146;148;151;153;155;157;159;162;165;167;169;171;174;176;178;180;183;188;190;192;195;197;200;202;204;207;209;216;218;221;223;226;228;231;233;236;238;252;255;258;260;263;266;269;272;274;277;294;297;300;303;306;309;312;316;319;322;342;345;348;352;355;358;362;365;368;372;395;398;402;406;409;413;417;420;424;428;454;458;461;465;469;473;477;481;485;489;518;522;526;531;535;539;543;547;552;556>,23,<13;13;13;13;13;15;15;15;15;15;16;16;16;16;16;18;18;18;18;18;19;19;19;19;19;21;21;21;21;21;22;22;22;22;22;24;24;24;24;24;25;25;25;25;25;26;26;26;26;26;28;28;28;28;28;29;29;29;29;29;31;31;31;31;31;32;32;32;32;32;34;34;34;34;34;35;35;35;35;35;36;36;36;36;36;38;38;38;38;38;39;39;39;39;39;41;41;41;41;41>,,,,,,
40525,Shield,盾甲,Shield,실드,5,5,config/item/gem/icon_7_lv_5.png,2,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=20},100,2,1,<1008;1023;1038;1053;1068;1084;1099;1114;1129;1144;1169;1185;1202;1218;1234;1250;1266;1282;1298;1314;1351;1368;1385;1402;1419;1436;1454;1471;1488;1505;1552;1570;1589;1607;1625;1643;1661;1679;1697;1716;1814;1835;1855;1875;1895;1915;1935;1956;1976;1996;2117;2139;2161;2183;2206;2228;2250;2272;2294;2316;2460;2484;2508;2532;2556;2580;2605;2629;2653;2677;2843;2869;2895;2921;2947;2974;3000;3026;3052;3078;3266;3294;3322;3351;3379;3407;3435;3463;3492;3520;3730;3760;3790;3820;3851;3881;3911;3941;3972;4002>,7,<200;203;206;209;212;215;218;221;224;227;232;235;238;242;245;248;251;254;258;261;268;271;275;278;282;285;288;292;295;299;308;312;315;319;322;326;330;333;337;340;360;364;368;372;376;380;384;388;392;396;420;424;429;433;438;442;446;451;455;460;488;493;498;502;507;512;517;522;526;531;564;569;574;580;585;590;595;600;606;611;648;654;659;665;670;676;682;687;693;698;740;746;752;758;764;770;776;782;788;794>,8,<200;203;206;209;212;215;218;221;224;227;232;235;238;242;245;248;251;254;258;261;268;271;275;278;282;285;288;292;295;299;308;312;315;319;322;326;330;333;337;340;360;364;368;372;376;380;384;388;392;396;420;424;429;433;438;442;446;451;455;460;488;493;498;502;507;512;517;522;526;531;564;569;574;580;585;590;595;600;606;611;648;654;659;665;670;676;682;687;693;698;740;746;752;758;764;770;776;782;788;794>,91,<27;27;27;27;27;30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;38;38;38;38;38;41;41;41;41;41;44;44;44;44;44;47;47;47;47;47;50;50;50;50;50;53;53;53;53;53;56;56;56;56;56;59;59;59;59;59;61;61;61;61;61;64;64;64;64;64;67;67;67;67;67;70;70;70;70;70;73;73;73;73;73;76;76;76;76;76;79;79;79;79;79;82;82;82;82;82>,,,,
40526,Shield,盾甲,Shield,실드,5,6,config/item/gem/icon_7_lv_6.png,2,"Defensive-type ",防禦向符石,"Defensive-type ",방어 룬스톤,9999,{529=20},100,2,1,<1008;1023;1038;1053;1068;1084;1099;1114;1129;1144;1169;1185;1202;1218;1234;1250;1266;1282;1298;1314;1351;1368;1385;1402;1419;1436;1454;1471;1488;1505;1552;1570;1589;1607;1625;1643;1661;1679;1697;1716;1814;1835;1855;1875;1895;1915;1935;1956;1976;1996;2117;2139;2161;2183;2206;2228;2250;2272;2294;2316;2460;2484;2508;2532;2556;2580;2605;2629;2653;2677;2843;2869;2895;2921;2947;2974;3000;3026;3052;3078;3266;3294;3322;3351;3379;3407;3435;3463;3492;3520;3730;3760;3790;3820;3851;3881;3911;3941;3972;4002>,7,<200;203;206;209;212;215;218;221;224;227;232;235;238;242;245;248;251;254;258;261;268;271;275;278;282;285;288;292;295;299;308;312;315;319;322;326;330;333;337;340;360;364;368;372;376;380;384;388;392;396;420;424;429;433;438;442;446;451;455;460;488;493;498;502;507;512;517;522;526;531;564;569;574;580;585;590;595;600;606;611;648;654;659;665;670;676;682;687;693;698;740;746;752;758;764;770;776;782;788;794>,8,<200;203;206;209;212;215;218;221;224;227;232;235;238;242;245;248;251;254;258;261;268;271;275;278;282;285;288;292;295;299;308;312;315;319;322;326;330;333;337;340;360;364;368;372;376;380;384;388;392;396;420;424;429;433;438;442;446;451;455;460;488;493;498;502;507;512;517;522;526;531;564;569;574;580;585;590;595;600;606;611;648;654;659;665;670;676;682;687;693;698;740;746;752;758;764;770;776;782;788;794>,16,<22;22;22;22;22;25;25;25;25;25;27;27;27;27;27;30;30;30;30;30;32;32;32;32;32;34;34;34;34;34;37;37;37;37;37;39;39;39;39;39;42;42;42;42;42;44;44;44;44;44;46;46;46;46;46;49;49;49;49;49;51;51;51;51;51;54;54;54;54;54;56;56;56;56;56;58;58;58;58;58;61;61;61;61;61;63;63;63;63;63;66;66;66;66;66;68;68;68;68;68>,,,,
