变量名,feelType,level,needExp,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
392,1,391,312,7,4998,8,4998,1,15994,9,1666,10,1666,13,495
393,1,392,312,7,4998,8,4998,1,15994,9,1666,10,1666,13,500
394,1,393,312,7,5049,8,5049,1,15994,9,1666,10,1666,13,500
395,1,394,312,7,5049,8,5049,1,16157,9,1666,10,1666,13,500
396,1,395,312,7,5049,8,5049,1,16157,9,1683,10,1683,13,500
397,1,396,312,7,5049,8,5049,1,16157,9,1683,10,1683,13,505
398,1,397,312,7,5100,8,5100,1,16157,9,1683,10,1683,13,505
399,1,398,312,7,5100,8,5100,1,16320,9,1683,10,1683,13,505
400,1,399,312,7,5100,8,5100,1,16320,9,1700,10,1700,13,505
401,1,400,320,7,5100,8,5100,1,16320,9,1700,10,1700,13,510
402,1,401,320,7,5151,8,5151,1,16320,9,1700,10,1700,13,510
403,1,402,320,7,5151,8,5151,1,16483,9,1700,10,1700,13,510
404,1,403,320,7,5151,8,5151,1,16483,9,1717,10,1717,13,510
405,1,404,320,7,5151,8,5151,1,16483,9,1717,10,1717,13,515
406,1,405,320,7,5202,8,5202,1,16483,9,1717,10,1717,13,515
407,1,406,320,7,5202,8,5202,1,16646,9,1717,10,1717,13,515
408,1,407,320,7,5202,8,5202,1,16646,9,1734,10,1734,13,515
409,1,408,320,7,5202,8,5202,1,16646,9,1734,10,1734,13,520
410,1,409,320,7,5253,8,5253,1,16646,9,1734,10,1734,13,520
411,1,410,320,7,5253,8,5253,1,16810,9,1734,10,1734,13,520
412,1,411,328,7,5253,8,5253,1,16810,9,1751,10,1751,13,520
413,1,412,328,7,5253,8,5253,1,16810,9,1751,10,1751,13,525
414,1,413,328,7,5304,8,5304,1,16810,9,1751,10,1751,13,525
415,1,414,328,7,5304,8,5304,1,16973,9,1751,10,1751,13,525
416,1,415,328,7,5304,8,5304,1,16973,9,1768,10,1768,13,525
417,1,416,328,7,5304,8,5304,1,16973,9,1768,10,1768,13,530
418,1,417,328,7,5355,8,5355,1,16973,9,1768,10,1768,13,530
419,1,418,328,7,5355,8,5355,1,17136,9,1768,10,1768,13,530
420,1,419,328,7,5355,8,5355,1,17136,9,1785,10,1785,13,530
421,1,420,328,7,5670,8,5670,1,18144,9,1890,10,1890,13,567
422,1,421,328,7,5724,8,5724,1,18144,9,1890,10,1890,13,567
423,1,422,336,7,5724,8,5724,1,18317,9,1890,10,1890,13,567
424,1,423,336,7,5724,8,5724,1,18317,9,1908,10,1908,13,567
425,1,424,336,7,5724,8,5724,1,18317,9,1908,10,1908,13,572
426,1,425,336,7,5778,8,5778,1,18317,9,1908,10,1908,13,572
427,1,426,336,7,5778,8,5778,1,18490,9,1908,10,1908,13,572
428,1,427,336,7,5778,8,5778,1,18490,9,1926,10,1926,13,572
429,1,428,336,7,5778,8,5778,1,18490,9,1926,10,1926,13,578
430,1,429,336,7,5832,8,5832,1,18490,9,1926,10,1926,13,578
431,1,430,336,7,5832,8,5832,1,18662,9,1926,10,1926,13,578
432,1,431,336,7,5832,8,5832,1,18662,9,1944,10,1944,13,578
433,1,432,336,7,5832,8,5832,1,18662,9,1944,10,1944,13,583
434,1,433,344,7,5886,8,5886,1,18662,9,1944,10,1944,13,583
435,1,434,344,7,5886,8,5886,1,18835,9,1944,10,1944,13,583
436,1,435,344,7,5886,8,5886,1,18835,9,1962,10,1962,13,583
437,1,436,344,7,5886,8,5886,1,18835,9,1962,10,1962,13,589
438,1,437,344,7,5940,8,5940,1,18835,9,1962,10,1962,13,589
439,1,438,344,7,5940,8,5940,1,19008,9,1962,10,1962,13,589
440,1,439,344,7,5940,8,5940,1,19008,9,1980,10,1980,13,589
441,1,440,344,7,5940,8,5940,1,19008,9,1980,10,1980,13,594
442,1,441,344,7,5994,8,5994,1,19008,9,1980,10,1980,13,594
443,1,442,344,7,5994,8,5994,1,19181,9,1980,10,1980,13,594
444,1,443,344,7,5994,8,5994,1,19181,9,1998,10,1998,13,594
445,1,444,352,7,5994,8,5994,1,19181,9,1998,10,1998,13,599
446,1,445,352,7,6048,8,6048,1,19181,9,1998,10,1998,13,599
447,1,446,352,7,6048,8,6048,1,19354,9,1998,10,1998,13,599
448,1,447,352,7,6048,8,6048,1,19354,9,2016,10,2016,13,599
449,1,448,352,7,6048,8,6048,1,19354,9,2016,10,2016,13,605
450,1,449,352,7,6102,8,6102,1,19354,9,2016,10,2016,13,605
451,1,450,352,7,6102,8,6102,1,19526,9,2016,10,2016,13,605
452,1,451,352,7,6102,8,6102,1,19526,9,2034,10,2034,13,605
453,1,452,352,7,6102,8,6102,1,19526,9,2034,10,2034,13,610
454,1,453,352,7,6156,8,6156,1,19526,9,2034,10,2034,13,610
455,1,454,352,7,6156,8,6156,1,19699,9,2034,10,2034,13,610
456,1,455,360,7,6156,8,6156,1,19699,9,2052,10,2052,13,610
457,1,456,360,7,6156,8,6156,1,19699,9,2052,10,2052,13,616
458,1,457,360,7,6210,8,6210,1,19699,9,2052,10,2052,13,616
459,1,458,360,7,6210,8,6210,1,19872,9,2052,10,2052,13,616
460,1,459,360,7,6210,8,6210,1,19872,9,2070,10,2070,13,616
461,1,460,360,7,6210,8,6210,1,19872,9,2070,10,2070,13,621
462,1,461,360,7,6264,8,6264,1,19872,9,2070,10,2070,13,621
463,1,462,360,7,6264,8,6264,1,20045,9,2070,10,2070,13,621
464,1,463,360,7,6264,8,6264,1,20045,9,2088,10,2088,13,621
465,1,464,360,7,6264,8,6264,1,20045,9,2088,10,2088,13,626
466,1,465,360,7,6318,8,6318,1,20045,9,2088,10,2088,13,626
467,1,466,368,7,6318,8,6318,1,20218,9,2088,10,2088,13,626
468,1,467,368,7,6318,8,6318,1,20218,9,2106,10,2106,13,626
469,1,468,368,7,6318,8,6318,1,20218,9,2106,10,2106,13,632
470,1,469,368,7,6372,8,6372,1,20218,9,2106,10,2106,13,632
471,1,470,368,7,6372,8,6372,1,20390,9,2106,10,2106,13,632
472,1,471,368,7,6372,8,6372,1,20390,9,2124,10,2124,13,632
473,1,472,368,7,6372,8,6372,1,20390,9,2124,10,2124,13,637
474,1,473,368,7,6426,8,6426,1,20390,9,2124,10,2124,13,637
475,1,474,368,7,6426,8,6426,1,20563,9,2124,10,2124,13,637
476,1,475,368,7,6426,8,6426,1,20563,9,2142,10,2142,13,637
477,1,476,368,7,6426,8,6426,1,20563,9,2142,10,2142,13,643
478,1,477,376,7,6480,8,6480,1,20563,9,2142,10,2142,13,643
479,1,478,376,7,6480,8,6480,1,20736,9,2142,10,2142,13,643
480,1,479,376,7,6480,8,6480,1,20736,9,2160,10,2160,13,643
481,1,480,376,7,6840,8,6840,1,21888,9,2280,10,2280,13,684
482,1,481,376,7,6897,8,6897,1,21888,9,2280,10,2280,13,684
483,1,482,376,7,6897,8,6897,1,22070,9,2280,10,2280,13,684
484,1,483,376,7,6897,8,6897,1,22070,9,2299,10,2299,13,684
485,1,484,376,7,6897,8,6897,1,22070,9,2299,10,2299,13,690
486,1,485,376,7,6954,8,6954,1,22070,9,2299,10,2299,13,690
487,1,486,376,7,6954,8,6954,1,22253,9,2299,10,2299,13,690
488,1,487,376,7,6954,8,6954,1,22253,9,2318,10,2318,13,690
489,1,488,384,7,6954,8,6954,1,22253,9,2318,10,2318,13,695
490,1,489,384,7,7011,8,7011,1,22253,9,2318,10,2318,13,695
491,1,490,384,7,7011,8,7011,1,22435,9,2318,10,2318,13,695
492,1,491,384,7,7011,8,7011,1,22435,9,2337,10,2337,13,695
493,1,492,384,7,7011,8,7011,1,22435,9,2337,10,2337,13,701
494,1,493,384,7,7068,8,7068,1,22435,9,2337,10,2337,13,701
495,1,494,384,7,7068,8,7068,1,22618,9,2337,10,2337,13,701
496,1,495,384,7,7068,8,7068,1,22618,9,2356,10,2356,13,701
497,1,496,384,7,7068,8,7068,1,22618,9,2356,10,2356,13,707
498,1,497,384,7,7125,8,7125,1,22618,9,2356,10,2356,13,707
499,1,498,384,7,7125,8,7125,1,22800,9,2356,10,2356,13,707
500,1,499,392,7,7125,8,7125,1,22800,9,2375,10,2375,13,707
501,1,500,392,7,7125,8,7125,1,22800,9,2375,10,2375,13,713
2001,2,0,20,7,0,8,0,1,0,9,0,10,0,13,0
2002,2,1,20,7,36,8,36,1,0,9,0,10,0,13,0
2003,2,2,20,7,36,8,36,1,120,9,0,10,0,13,0
2004,2,3,20,7,36,8,36,1,120,9,12,10,12,13,0
2005,2,4,20,7,36,8,36,1,120,9,12,10,12,13,4
2006,2,5,30,7,72,8,72,1,120,9,12,10,12,13,4
2007,2,6,30,7,72,8,72,1,240,9,12,10,12,13,4
2008,2,7,30,7,72,8,72,1,240,9,24,10,24,13,4
2009,2,8,30,7,72,8,72,1,240,9,24,10,24,13,8
2010,2,9,30,7,108,8,108,1,240,9,24,10,24,13,8
2011,2,10,40,7,108,8,108,1,360,9,24,10,24,13,8
2012,2,11,40,7,108,8,108,1,360,9,36,10,36,13,8
2013,2,12,40,7,108,8,108,1,360,9,36,10,36,13,12
2014,2,13,40,7,144,8,144,1,360,9,36,10,36,13,12
2015,2,14,40,7,144,8,144,1,480,9,36,10,36,13,12
2016,2,15,50,7,144,8,144,1,480,9,48,10,48,13,12
2017,2,16,50,7,144,8,144,1,480,9,48,10,48,13,16
2018,2,17,50,7,180,8,180,1,480,9,48,10,48,13,16
2019,2,18,50,7,180,8,180,1,600,9,48,10,48,13,16
2020,2,19,50,7,180,8,180,1,600,9,60,10,60,13,16
2021,2,20,60,7,198,8,198,1,660,9,66,10,66,13,22
2022,2,21,60,7,238,8,238,1,660,9,66,10,66,13,22
2023,2,22,60,7,238,8,238,1,792,9,66,10,66,13,22
2024,2,23,60,7,238,8,238,1,792,9,79,10,79,13,22
2025,2,24,60,7,238,8,238,1,792,9,79,10,79,13,26
2026,2,25,70,7,277,8,277,1,792,9,79,10,79,13,26
2027,2,26,70,7,277,8,277,1,924,9,79,10,79,13,26
2028,2,27,70,7,277,8,277,1,924,9,92,10,92,13,26
2029,2,28,70,7,277,8,277,1,924,9,92,10,92,13,31
2030,2,29,70,7,317,8,317,1,924,9,92,10,92,13,31
2031,2,30,80,7,317,8,317,1,1056,9,92,10,92,13,31
2032,2,31,80,7,317,8,317,1,1056,9,106,10,106,13,31
2033,2,32,80,7,317,8,317,1,1056,9,106,10,106,13,35
2034,2,33,80,7,356,8,356,1,1056,9,106,10,106,13,35
2035,2,34,80,7,356,8,356,1,1188,9,106,10,106,13,35
2036,2,35,90,7,356,8,356,1,1188,9,119,10,119,13,35
2037,2,36,90,7,356,8,356,1,1188,9,119,10,119,13,40
2038,2,37,90,7,396,8,396,1,1188,9,119,10,119,13,40
2039,2,38,90,7,396,8,396,1,1320,9,119,10,119,13,40
2040,2,39,90,7,396,8,396,1,1320,9,132,10,132,13,40
2041,2,40,100,7,396,8,396,1,1320,9,132,10,132,13,44
2042,2,41,100,7,436,8,436,1,1320,9,132,10,132,13,44
2043,2,42,100,7,436,8,436,1,1452,9,132,10,132,13,44
2044,2,43,100,7,436,8,436,1,1452,9,145,10,145,13,44
2045,2,44,100,7,436,8,436,1,1452,9,145,10,145,13,48
2046,2,45,100,7,475,8,475,1,1452,9,145,10,145,13,48
2047,2,46,100,7,475,8,475,1,1584,9,145,10,145,13,48
2048,2,47,100,7,475,8,475,1,1584,9,158,10,158,13,48
2049,2,48,100,7,475,8,475,1,1584,9,158,10,158,13,53
2050,2,49,100,7,515,8,515,1,1584,9,158,10,158,13,53
2051,2,50,110,7,515,8,515,1,1716,9,158,10,158,13,53
2052,2,51,110,7,515,8,515,1,1716,9,172,10,172,13,53
2053,2,52,110,7,515,8,515,1,1716,9,172,10,172,13,57
2054,2,53,110,7,554,8,554,1,1716,9,172,10,172,13,57
2055,2,54,110,7,554,8,554,1,1848,9,172,10,172,13,57
2056,2,55,110,7,554,8,554,1,1848,9,185,10,185,13,57
2057,2,56,110,7,554,8,554,1,1848,9,185,10,185,13,62
2058,2,57,110,7,594,8,594,1,1848,9,185,10,185,13,62
2059,2,58,110,7,594,8,594,1,1980,9,185,10,185,13,62
2060,2,59,110,7,594,8,594,1,1980,9,198,10,198,13,62
2061,2,60,120,7,648,8,648,1,2160,9,216,10,216,13,72
2062,2,61,120,7,691,8,691,1,2160,9,216,10,216,13,72
2063,2,62,120,7,691,8,691,1,2304,9,216,10,216,13,72
2064,2,63,120,7,691,8,691,1,2304,9,230,10,230,13,72
2065,2,64,120,7,691,8,691,1,2304,9,230,10,230,13,77
2066,2,65,120,7,734,8,734,1,2304,9,230,10,230,13,77
2067,2,66,120,7,734,8,734,1,2448,9,230,10,230,13,77
2068,2,67,120,7,734,8,734,1,2448,9,245,10,245,13,77
2069,2,68,120,7,734,8,734,1,2448,9,245,10,245,13,82
2070,2,69,120,7,778,8,778,1,2448,9,245,10,245,13,82
2071,2,70,130,7,778,8,778,1,2592,9,245,10,245,13,82
2072,2,71,130,7,778,8,778,1,2592,9,259,10,259,13,82
2073,2,72,130,7,778,8,778,1,2592,9,259,10,259,13,86
2074,2,73,130,7,821,8,821,1,2592,9,259,10,259,13,86
2075,2,74,130,7,821,8,821,1,2736,9,259,10,259,13,86
2076,2,75,130,7,821,8,821,1,2736,9,274,10,274,13,86
2077,2,76,130,7,821,8,821,1,2736,9,274,10,274,13,91
2078,2,77,130,7,864,8,864,1,2736,9,274,10,274,13,91
2079,2,78,130,7,864,8,864,1,2880,9,274,10,274,13,91
2080,2,79,130,7,864,8,864,1,2880,9,288,10,288,13,91
2081,2,80,140,7,864,8,864,1,2880,9,288,10,288,13,96
2082,2,81,140,7,907,8,907,1,2880,9,288,10,288,13,96
2083,2,82,140,7,907,8,907,1,3024,9,288,10,288,13,96
2084,2,83,140,7,907,8,907,1,3024,9,302,10,302,13,96
2085,2,84,140,7,907,8,907,1,3024,9,302,10,302,13,101
2086,2,85,140,7,950,8,950,1,3024,9,302,10,302,13,101
2087,2,86,140,7,950,8,950,1,3168,9,302,10,302,13,101
2088,2,87,140,7,950,8,950,1,3168,9,317,10,317,13,101
2089,2,88,140,7,950,8,950,1,3168,9,317,10,317,13,106
2090,2,89,140,7,994,8,994,1,3168,9,317,10,317,13,106
2091,2,90,150,7,994,8,994,1,3312,9,317,10,317,13,106
2092,2,91,150,7,994,8,994,1,3312,9,331,10,331,13,106
2093,2,92,150,7,994,8,994,1,3312,9,331,10,331,13,110
2094,2,93,150,7,1037,8,1037,1,3312,9,331,10,331,13,110
2095,2,94,150,7,1037,8,1037,1,3456,9,331,10,331,13,110
2096,2,95,150,7,1037,8,1037,1,3456,9,346,10,346,13,110
2097,2,96,150,7,1037,8,1037,1,3456,9,346,10,346,13,115
2098,2,97,150,7,1080,8,1080,1,3456,9,346,10,346,13,115
2099,2,98,150,7,1080,8,1080,1,3600,9,346,10,346,13,115
2100,2,99,150,7,1080,8,1080,1,3600,9,360,10,360,13,115
2101,2,100,160,7,1080,8,1080,1,3600,9,360,10,360,13,120
2102,2,101,160,7,1123,8,1123,1,3600,9,360,10,360,13,120
2103,2,102,160,7,1123,8,1123,1,3744,9,360,10,360,13,120
2104,2,103,160,7,1123,8,1123,1,3744,9,374,10,374,13,120
2105,2,104,160,7,1123,8,1123,1,3744,9,374,10,374,13,125
2106,2,105,160,7,1166,8,1166,1,3744,9,374,10,374,13,125
2107,2,106,160,7,1166,8,1166,1,3888,9,374,10,374,13,125
2108,2,107,160,7,1166,8,1166,1,3888,9,389,10,389,13,125
2109,2,108,160,7,1166,8,1166,1,3888,9,389,10,389,13,130
2110,2,109,160,7,1210,8,1210,1,3888,9,389,10,389,13,130
2111,2,110,170,7,1210,8,1210,1,4032,9,389,10,389,13,130
2112,2,111,170,7,1210,8,1210,1,4032,9,403,10,403,13,130
2113,2,112,170,7,1210,8,1210,1,4032,9,403,10,403,13,134
2114,2,113,170,7,1253,8,1253,1,4032,9,403,10,403,13,134
2115,2,114,170,7,1253,8,1253,1,4176,9,403,10,403,13,134
2116,2,115,170,7,1253,8,1253,1,4176,9,418,10,418,13,134
2117,2,116,170,7,1253,8,1253,1,4176,9,418,10,418,13,139
2118,2,117,170,7,1296,8,1296,1,4176,9,418,10,418,13,139
2119,2,118,170,7,1296,8,1296,1,4320,9,418,10,418,13,139
2120,2,119,170,7,1296,8,1296,1,4320,9,432,10,432,13,139
2121,2,120,180,7,1404,8,1404,1,4680,9,468,10,468,13,156
2122,2,121,180,7,1451,8,1451,1,4680,9,468,10,468,13,156
2123,2,122,180,7,1451,8,1451,1,4836,9,468,10,468,13,156
2124,2,123,180,7,1451,8,1451,1,4836,9,484,10,484,13,156
2125,2,124,180,7,1451,8,1451,1,4836,9,484,10,484,13,161
2126,2,125,180,7,1498,8,1498,1,4836,9,484,10,484,13,161
2127,2,126,180,7,1498,8,1498,1,4992,9,484,10,484,13,161
2128,2,127,180,7,1498,8,1498,1,4992,9,499,10,499,13,161
2129,2,128,180,7,1498,8,1498,1,4992,9,499,10,499,13,166
2130,2,129,180,7,1544,8,1544,1,4992,9,499,10,499,13,166
2131,2,130,190,7,1544,8,1544,1,5148,9,499,10,499,13,166
2132,2,131,190,7,1544,8,1544,1,5148,9,515,10,515,13,166
2133,2,132,190,7,1544,8,1544,1,5148,9,515,10,515,13,172
2134,2,133,190,7,1591,8,1591,1,5148,9,515,10,515,13,172
2135,2,134,190,7,1591,8,1591,1,5304,9,515,10,515,13,172
2136,2,135,190,7,1591,8,1591,1,5304,9,530,10,530,13,172
2137,2,136,190,7,1591,8,1591,1,5304,9,530,10,530,13,177
2138,2,137,190,7,1638,8,1638,1,5304,9,530,10,530,13,177
2139,2,138,190,7,1638,8,1638,1,5460,9,530,10,530,13,177
2140,2,139,190,7,1638,8,1638,1,5460,9,546,10,546,13,177
2141,2,140,200,7,1638,8,1638,1,5460,9,546,10,546,13,182
2142,2,141,200,7,1685,8,1685,1,5460,9,546,10,546,13,182
2143,2,142,200,7,1685,8,1685,1,5616,9,546,10,546,13,182
2144,2,143,200,7,1685,8,1685,1,5616,9,562,10,562,13,182
2145,2,144,200,7,1685,8,1685,1,5616,9,562,10,562,13,187
2146,2,145,200,7,1732,8,1732,1,5616,9,562,10,562,13,187
2147,2,146,200,7,1732,8,1732,1,5772,9,562,10,562,13,187
2148,2,147,200,7,1732,8,1732,1,5772,9,577,10,577,13,187
2149,2,148,200,7,1732,8,1732,1,5772,9,577,10,577,13,192
2150,2,149,200,7,1778,8,1778,1,5772,9,577,10,577,13,192
2151,2,150,200,7,1778,8,1778,1,5928,9,577,10,577,13,192
2152,2,151,200,7,1778,8,1778,1,5928,9,593,10,593,13,192
2153,2,152,200,7,1778,8,1778,1,5928,9,593,10,593,13,198
2154,2,153,200,7,1825,8,1825,1,5928,9,593,10,593,13,198
2155,2,154,200,7,1825,8,1825,1,6084,9,593,10,593,13,198
2156,2,155,210,7,1825,8,1825,1,6084,9,608,10,608,13,198
2157,2,156,210,7,1825,8,1825,1,6084,9,608,10,608,13,203
2158,2,157,210,7,1872,8,1872,1,6084,9,608,10,608,13,203
2159,2,158,210,7,1872,8,1872,1,6240,9,608,10,608,13,203
2160,2,159,210,7,1872,8,1872,1,6240,9,624,10,624,13,203
2161,2,160,210,7,1872,8,1872,1,6240,9,624,10,624,13,208
2162,2,161,210,7,1919,8,1919,1,6240,9,624,10,624,13,208
2163,2,162,210,7,1919,8,1919,1,6396,9,624,10,624,13,208
2164,2,163,210,7,1919,8,1919,1,6396,9,640,10,640,13,208
2165,2,164,210,7,1919,8,1919,1,6396,9,640,10,640,13,213
2166,2,165,210,7,1966,8,1966,1,6396,9,640,10,640,13,213
2167,2,166,210,7,1966,8,1966,1,6552,9,640,10,640,13,213
2168,2,167,210,7,1966,8,1966,1,6552,9,655,10,655,13,213
2169,2,168,210,7,1966,8,1966,1,6552,9,655,10,655,13,218
2170,2,169,210,7,2012,8,2012,1,6552,9,655,10,655,13,218
2171,2,170,220,7,2012,8,2012,1,6708,9,655,10,655,13,218
2172,2,171,220,7,2012,8,2012,1,6708,9,671,10,671,13,218
2173,2,172,220,7,2012,8,2012,1,6708,9,671,10,671,13,224
2174,2,173,220,7,2059,8,2059,1,6708,9,671,10,671,13,224
2175,2,174,220,7,2059,8,2059,1,6864,9,671,10,671,13,224
2176,2,175,220,7,2059,8,2059,1,6864,9,686,10,686,13,224
2177,2,176,220,7,2059,8,2059,1,6864,9,686,10,686,13,229
2178,2,177,220,7,2106,8,2106,1,6864,9,686,10,686,13,229
2179,2,178,220,7,2106,8,2106,1,7020,9,686,10,686,13,229
2180,2,179,220,7,2106,8,2106,1,7020,9,702,10,702,13,229
2181,2,180,220,7,2268,8,2268,1,7560,9,756,10,756,13,252
2182,2,181,220,7,2318,8,2318,1,7560,9,756,10,756,13,252
2183,2,182,220,7,2318,8,2318,1,7728,9,756,10,756,13,252
2184,2,183,220,7,2318,8,2318,1,7728,9,773,10,773,13,252
2185,2,184,220,7,2318,8,2318,1,7728,9,773,10,773,13,258
2186,2,185,230,7,2369,8,2369,1,7728,9,773,10,773,13,258
2187,2,186,230,7,2369,8,2369,1,7896,9,773,10,773,13,258
2188,2,187,230,7,2369,8,2369,1,7896,9,790,10,790,13,258
2189,2,188,230,7,2369,8,2369,1,7896,9,790,10,790,13,263
2190,2,189,230,7,2419,8,2419,1,7896,9,790,10,790,13,263
2191,2,190,230,7,2419,8,2419,1,8064,9,790,10,790,13,263
2192,2,191,230,7,2419,8,2419,1,8064,9,806,10,806,13,263
2193,2,192,230,7,2419,8,2419,1,8064,9,806,10,806,13,269
2194,2,193,230,7,2470,8,2470,1,8064,9,806,10,806,13,269
2195,2,194,230,7,2470,8,2470,1,8232,9,806,10,806,13,269
2196,2,195,230,7,2470,8,2470,1,8232,9,823,10,823,13,269
2197,2,196,230,7,2470,8,2470,1,8232,9,823,10,823,13,274
2198,2,197,230,7,2520,8,2520,1,8232,9,823,10,823,13,274
2199,2,198,230,7,2520,8,2520,1,8400,9,823,10,823,13,274
2200,2,199,230,7,2520,8,2520,1,8400,9,840,10,840,13,274
2201,2,200,240,7,2520,8,2520,1,8400,9,840,10,840,13,280
2202,2,201,240,7,2570,8,2570,1,8400,9,840,10,840,13,280
2203,2,202,240,7,2570,8,2570,1,8568,9,840,10,840,13,280
2204,2,203,240,7,2570,8,2570,1,8568,9,857,10,857,13,280
2205,2,204,240,7,2570,8,2570,1,8568,9,857,10,857,13,286
2206,2,205,240,7,2621,8,2621,1,8568,9,857,10,857,13,286
2207,2,206,240,7,2621,8,2621,1,8736,9,857,10,857,13,286
2208,2,207,240,7,2621,8,2621,1,8736,9,874,10,874,13,286
2209,2,208,240,7,2621,8,2621,1,8736,9,874,10,874,13,291
2210,2,209,240,7,2671,8,2671,1,8736,9,874,10,874,13,291
2211,2,210,240,7,2671,8,2671,1,8904,9,874,10,874,13,291
2212,2,211,240,7,2671,8,2671,1,8904,9,890,10,890,13,291
2213,2,212,240,7,2671,8,2671,1,8904,9,890,10,890,13,297
2214,2,213,240,7,2722,8,2722,1,8904,9,890,10,890,13,297
2215,2,214,240,7,2722,8,2722,1,9072,9,890,10,890,13,297
2216,2,215,250,7,2722,8,2722,1,9072,9,907,10,907,13,297
2217,2,216,250,7,2722,8,2722,1,9072,9,907,10,907,13,302
2218,2,217,250,7,2772,8,2772,1,9072,9,907,10,907,13,302
2219,2,218,250,7,2772,8,2772,1,9240,9,907,10,907,13,302
2220,2,219,250,7,2772,8,2772,1,9240,9,924,10,924,13,302
2221,2,220,250,7,2772,8,2772,1,9240,9,924,10,924,13,308
2222,2,221,250,7,2822,8,2822,1,9240,9,924,10,924,13,308
2223,2,222,250,7,2822,8,2822,1,9408,9,924,10,924,13,308
2224,2,223,250,7,2822,8,2822,1,9408,9,941,10,941,13,308
2225,2,224,250,7,2822,8,2822,1,9408,9,941,10,941,13,314
2226,2,225,250,7,2873,8,2873,1,9408,9,941,10,941,13,314
2227,2,226,250,7,2873,8,2873,1,9576,9,941,10,941,13,314
2228,2,227,250,7,2873,8,2873,1,9576,9,958,10,958,13,314
2229,2,228,250,7,2873,8,2873,1,9576,9,958,10,958,13,319
2230,2,229,250,7,2923,8,2923,1,9576,9,958,10,958,13,319
2231,2,230,260,7,2923,8,2923,1,9744,9,958,10,958,13,319
2232,2,231,260,7,2923,8,2923,1,9744,9,974,10,974,13,319
2233,2,232,260,7,2923,8,2923,1,9744,9,974,10,974,13,325
2234,2,233,260,7,2974,8,2974,1,9744,9,974,10,974,13,325
2235,2,234,260,7,2974,8,2974,1,9912,9,974,10,974,13,325
2236,2,235,260,7,2974,8,2974,1,9912,9,991,10,991,13,325
2237,2,236,260,7,2974,8,2974,1,9912,9,991,10,991,13,330
2238,2,237,260,7,3024,8,3024,1,9912,9,991,10,991,13,330
2239,2,238,260,7,3024,8,3024,1,10080,9,991,10,991,13,330
2240,2,239,260,7,3024,8,3024,1,10080,9,1008,10,1008,13,330
2241,2,240,260,7,3240,8,3240,1,10800,9,1080,10,1080,13,360
2242,2,241,260,7,3294,8,3294,1,10800,9,1080,10,1080,13,360
2243,2,242,260,7,3294,8,3294,1,10980,9,1080,10,1080,13,360
2244,2,243,260,7,3294,8,3294,1,10980,9,1098,10,1098,13,360
2245,2,244,260,7,3294,8,3294,1,10980,9,1098,10,1098,13,366
2246,2,245,270,7,3348,8,3348,1,10980,9,1098,10,1098,13,366
2247,2,246,270,7,3348,8,3348,1,11160,9,1098,10,1098,13,366
2248,2,247,270,7,3348,8,3348,1,11160,9,1116,10,1116,13,366
2249,2,248,270,7,3348,8,3348,1,11160,9,1116,10,1116,13,372
2250,2,249,270,7,3402,8,3402,1,11160,9,1116,10,1116,13,372
2251,2,250,270,7,3402,8,3402,1,11340,9,1116,10,1116,13,372
2252,2,251,270,7,3402,8,3402,1,11340,9,1134,10,1134,13,372
2253,2,252,270,7,3402,8,3402,1,11340,9,1134,10,1134,13,378
2254,2,253,270,7,3456,8,3456,1,11340,9,1134,10,1134,13,378
2255,2,254,270,7,3456,8,3456,1,11520,9,1134,10,1134,13,378
2256,2,255,270,7,3456,8,3456,1,11520,9,1152,10,1152,13,378
2257,2,256,270,7,3456,8,3456,1,11520,9,1152,10,1152,13,384
2258,2,257,270,7,3510,8,3510,1,11520,9,1152,10,1152,13,384
2259,2,258,270,7,3510,8,3510,1,11700,9,1152,10,1152,13,384
2260,2,259,270,7,3510,8,3510,1,11700,9,1170,10,1170,13,384
2261,2,260,280,7,3510,8,3510,1,11700,9,1170,10,1170,13,390
2262,2,261,280,7,3564,8,3564,1,11700,9,1170,10,1170,13,390
2263,2,262,280,7,3564,8,3564,1,11880,9,1170,10,1170,13,390
2264,2,263,280,7,3564,8,3564,1,11880,9,1188,10,1188,13,390
2265,2,264,280,7,3564,8,3564,1,11880,9,1188,10,1188,13,396
2266,2,265,280,7,3618,8,3618,1,11880,9,1188,10,1188,13,396
2267,2,266,280,7,3618,8,3618,1,12060,9,1188,10,1188,13,396
2268,2,267,280,7,3618,8,3618,1,12060,9,1206,10,1206,13,396
2269,2,268,280,7,3618,8,3618,1,12060,9,1206,10,1206,13,402
2270,2,269,280,7,3672,8,3672,1,12060,9,1206,10,1206,13,402
2271,2,270,280,7,3672,8,3672,1,12240,9,1206,10,1206,13,402
2272,2,271,280,7,3672,8,3672,1,12240,9,1224,10,1224,13,402
2273,2,272,280,7,3672,8,3672,1,12240,9,1224,10,1224,13,408
2274,2,273,280,7,3726,8,3726,1,12240,9,1224,10,1224,13,408
2275,2,274,280,7,3726,8,3726,1,12420,9,1224,10,1224,13,408
2276,2,275,290,7,3726,8,3726,1,12420,9,1242,10,1242,13,408
2277,2,276,290,7,3726,8,3726,1,12420,9,1242,10,1242,13,414
