﻿"﻿变量名",roleId,level,_beizhu,skills,fight_soul,roleForce,star,activeSkill,classify,hp,mp1,mp2,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,dodge,hit,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint
1071,891,25,Lu Lili,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1072,892,25,Mary Lou,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1073,893,25,Mary Luli,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1074,1081,25,Huanla,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1075,1082,25,Mala,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1076,1171,25,Dai Ruby,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1077,1172,25,Heluga,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1078,1221,25,Thunder God,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1079,1231,25,Yandi,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1080,1241,25,Suicune,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1081,1291,25,Mu Shou Gong,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1082,1292,25,forest lizard,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1083,1351,25,Lotus leaf boy,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1084,1352,25,lotus hat boy,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1085,1353,25,Lotte Kappa,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1086,1421,25,lazy otter,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1087,1422,25,hyperactive ape,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1088,1423,25,leave king,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1089,1441,25,goo niu niu,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1090,1442,25,roar bomb,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1091,1443,25,Boom,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1092,1501,25,cocoa dora,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1093,1502,25,Cordora,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1094,1503,25,Boss Cordora,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1095,1611,25,dumbfounded,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1096,1612,25,fire camel,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1097,1813,25,night genie,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1098,1861,25,seal ball,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1099,1862,25,sea magic lion,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1100,1863,25,Diya sea lion,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1101,2011,25,Turtle,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1102,2012,25,wood turtle,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1103,2071,25,kitty monster,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1104,2072,25,luke cat,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1105,2073,25,roentgen cat,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1106,2232,25,Fangtooth Shark,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1107,2233,25,biting land shark,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1108,2271,25,bad frog,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1109,2272,25,Poison Skeleton Frog,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1110,2303,25,super blizzard king,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1111,2481,25,warm pig,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1112,2631,25,porter,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1113,2632,25,Ironbone,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1114,2633,25,construction veteran,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1115,2681,25,Centipede,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1116,2682,25,wheel ball,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1117,2683,25,centipede king,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1118,2871,25,mini ice,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1119,2872,25,lots of ice,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1120,2873,25,double as much ice,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1121,2961,25,gears,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1122,2962,25,gear set,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1123,2963,25,Gear Monster,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1124,3002,25,Axodont,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1125,3003,25,Double Ax War Dragon,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1126,3011,25,sneezing bear,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1127,3012,25,tundra bear,,,2,,,3,2117,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1128,3411,25,Single scabbard,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1129,3412,25,double scabbard,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1130,3471,25,Arm gun shrimp,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1131,3472,25,Steel cannon arm shrimp,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1132,3541,25,sticky treasure,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1133,3542,25,Sticky Mel,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
1134,3543,25,sticky dragon,,,2,,,3,5000,,,,,,546,546,154,154,39,39,90,500,,,,,,500,,,,,,,,,,,
