"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
11604,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<{unitId=60392;level=89;advance=11};{unitId=60392;level=89;advance=11};{unitId=60262;level=89;advance=11};{unitId=60262;level=89;advance=11};>,<{unitId=70393;level=89;advance=12}>,config/portrait/simple/img_94_gg@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_94_gg@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,89,461,461,,,,9999,6,120,6,{5000=0;5022=0;5014=0},2730,,,,,,{14=1;},{14=1;12=3},,,,,{talent_point=1;rmb=10;gold=10000},{x=1229;y=413},{x=1404;y=506},<<929;490>;<1101;506>;<1229;413>>,,,,,
11605,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<{unitId=60392;level=90;advance=11};{unitId=60092;level=90;advance=11};{unitId=60392;level=90;advance=11};>,<{unitId=71863;level=90;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_365_dyhs@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,90,465,465,,,,9999,6,120,6,{5000=0;5023=0;5015=0},2730,,,,,,{14=1;},{14=1;12=3},,,,1,,{x=1481;y=642},,<<1229;413>;<1404;506>;<1481;642>>,,,,1,
11606,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<{unitId=50101;level=91;advance=11};{unitId=60571;level=91;advance=11};{unitId=50101;level=91;advance=11};{unitId=60133;level=91;advance=11};{unitId=60133;level=91;advance=11};>,<{unitId=181082;level=91;advance=12}>,config/portrait/simple/img_461_mnl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_461_mnl@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,91,469,469,,,,9999,6,120,6,{5000=0;5023=0;5015=0},2730,,,,,,{14=1;},{14=1;12=3},,,,,{talent_point=1;rmb=10;gold=10000},{x=1302;y=921},{x=1512;y=982},<<1481;642>;<1481;776>;<1302;921>>,,,,,
11607,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<{unitId=60272;level=92;advance=11};{unitId=60392;level=92;advance=11};{unitId=60272;level=92;advance=11};{unitId=60392;level=92;advance=11};>,<{unitId=72873;level=92;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_584_sbddb@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,92,473,473,,,,9999,6,120,6,{5000=0;5023=0;5015=0},2730,,,,,,{14=1;},{14=1;12=3},,,,,,{x=1762;y=891},,<<1302;921>;<1512;982>;<1600;975>;<1762;891>>,,,,,
11608,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<{unitId=60552;level=93;advance=11};{unitId=60552;level=93;advance=11};{unitId=61612;level=93;advance=11};{unitId=61612;level=93;advance=11};>,<{unitId=73012;level=93;advance=12}>,config/portrait/simple/img_614_dyx@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_614_dyx@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,93,477,477,,,,9999,6,120,6,{5000=0;5024=0;5013=0},2730,,,,,,{14=1;},{14=1;12=3},,,,1,{talent_point=1;rmb=10;gold=10000},{x=2019;y=745},{x=2108;y=535},<<1762;891>;<2019;745>>,,,,1,
11609,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<{unitId=62482;level=94;advance=11};{unitId=60572;level=94;advance=11};{unitId=62482;level=94;advance=11};>,<{unitId=183021;level=94;advance=13}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_615_jhxh@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,94,481,481,,,,9999,6,120,6,{5000=0;5024=0;5013=0},2730,,,,,,{14=1;},{14=1;12=3},,,,,,{x=1901;y=577},,<<2019;745>;<2125;656>;<2108;535>;<1901;577>>,,,,,
11610,Icy Cold Plains,凜冽凍原,Icy Cold Plains,404404,서리의 광야,,<>,<{unitId=180721;level=95;advance=13}>,config/portrait/simple/img_144_jdn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_144_jdn@.png,,26,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,95,485,485,,,,9999,6,120,6,{5000=0;5024=0;5013=0},2730,,,,,,{14=1;},{14=1;12=3},,,,,,{x=1708;y=301},,<<1901;577>;<1883;431>;<1708;301>>,,,,,
11701,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=63302;level=96;advance=12};{unitId=63302;level=96;advance=12};{unitId=63302;level=96;advance=12};>,<{unitId=70013;level=96;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_6_phl@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,96,490,490,,,,9999,6,120,6,{5000=0;5022=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,1,,{x=638;y=301},,<<638;301>>,,,,1,
11702,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=52271;level=97;advance=12};{unitId=60272;level=97;advance=12};{unitId=52271;level=97;advance=12};{unitId=60002;level=97;advance=12};{unitId=60002;level=97;advance=12};>,<{unitId=70053;level=97;advance=12}>,config/portrait/simple/img_18_dbn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_18_dbn@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,97,495,495,,,,9999,6,120,6,{5000=0;5022=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=892;y=305},{x=1041;y=380},<<638;301>;<892;305>>,,,,,
11703,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=60092;level=98;advance=12};{unitId=63542;level=98;advance=12};{unitId=60092;level=98;advance=12};{unitId=63542;level=98;advance=12};>,<{unitId=71394;level=98;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_475_alld@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,98,500,500,,,,9999,6,120,6,{5000=0;5022=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,,{x=715;y=642},,<<892;305>;<1041;380>;<1023;487>;<715;642>>,,,,,
11704,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=60792;level=99;advance=12};{unitId=60792;level=99;advance=12};{unitId=60571;level=99;advance=12};{unitId=60571;level=99;advance=12};>,<{unitId=72013;level=99;advance=12}>,config/portrait/simple/img_389_ttg@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_389_ttg@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,99,505,505,,,,9999,6,120,6,{5000=0;5022=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1119;y=582},{x=1298;y=459},<<715;642>;<805;675>;<1083;538>;<1119;582>>,,,,,
11705,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=63302;level=100;advance=12};{unitId=60262;level=100;advance=12};{unitId=63302;level=100;advance=12};>,<{unitId=70552;level=100;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_121_bshx@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,100,510,510,,,,9999,6,120,6,{5000=0;5023=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,1,,{x=1452;y=489},,<<1119;582>;<1298;459>;<1452;489>>,,,,1,
11706,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=51421;level=101;advance=12};{unitId=60262;level=101;advance=12};{unitId=51421;level=101;advance=12};{unitId=60593;level=101;advance=12};{unitId=60593;level=101;advance=12};>,<{unitId=180333;level=101;advance=12}>,config/portrait/simple/img_462_zbcg@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_462_zbcg@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,101,515,515,,,,9999,6,120,6,{5000=0;5023=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1751;y=470},{x=1947;y=403},<<1452;489>;<1626;523>;<1751;470>>,,,,,
11707,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=61422;level=102;advance=12};{unitId=60002;level=102;advance=12};{unitId=61422;level=102;advance=12};{unitId=60002;level=102;advance=12};>,<{unitId=70464;level=102;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_237_zwl@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,102,520,520,,,,9999,6,120,6,{5000=0;5023=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,,{x=2055;y=538},,<<1751;470>;<1947;403>;<1958;487>;<2055;538>>,,,,,
11708,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=60072;level=103;advance=12};{unitId=60072;level=103;advance=12};{unitId=60692;level=103;advance=12};{unitId=60692;level=103;advance=12};>,<{unitId=70793;level=103;advance=12}>,config/portrait/simple/img_157_hbs@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_157_hbs@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,103,525,525,,,,9999,6,120,6,{5000=0;5024=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,1,{talent_point=1;rmb=10;gold=10000},{x=1783;y=793},{x=1581;y=811},<<2055;538>;<2022;675>;<1783;793>>,,,,1,
11709,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<{unitId=63302;level=104;advance=12};{unitId=60333;level=104;advance=12};{unitId=63302;level=104;advance=12};>,<{unitId=181303;level=104;advance=13}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_257_hyj@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,104,530,530,,,,9999,6,120,6,{5000=0;5024=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,,{x=1371;y=857},,<<1783;793>;<1697;781>;<1581;811>;<1371;857>>,,,,,
11710,Amusement Park,遊樂園,Amusement Park,404404,놀이공원,,<>,<{unitId=180753;level=105;advance=13}>,config/portrait/simple/img_149_kl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_149_kl@.png,,27,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,105,535,535,,,,9999,6,120,6,{5000=0;5024=0},2940,,,,,,{14=1;13=1},{14=1;13=2},,,,,,{x=1390;y=1089},,<<1371;857>;<1352;953>;<1435;1023>;<1390;1089>>,,,,,
11801,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60472;level=106;advance=12};{unitId=60132;level=106;advance=12};{unitId=60472;level=106;advance=12};>,<{unitId=72073;level=106;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_405_lqm@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,106,540,540,,,,9999,6,120,6,{5000=0;5025=0;5017=0},3150,,,,,,{14=1;13=2},{14=2},,,,1,,{x=1822;y=246},,<<1822;246>>,,,,1,
11802,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=53301;level=107;advance=12};{unitId=61252;level=107;advance=12};{unitId=53301;level=107;advance=12};{unitId=60022;level=107;advance=12};{unitId=60022;level=107;advance=12};>,<{unitId=72683;level=107;advance=12}>,config/portrait/simple/img_545_wgw@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_545_wgw@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,107,545,545,,,,9999,6,120,6,{5000=0;5025=0;5017=0},3150,,,,,,{14=1;13=2},{14=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1290;y=279},{x=1456;y=358},<<1822;246>;<1290;279>>,,,,,
11803,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60472;level=108;advance=12};{unitId=60262;level=108;advance=12};{unitId=60472;level=108;advance=12};{unitId=60262;level=108;advance=12};>,<{unitId=71423;level=108;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_289_qjw@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,108,550,550,,,,9999,6,120,6,{5000=0;5025=0;5017=0},3150,,,,,,{14=1;13=2},{14=2},,,,,,{x=1551;y=519},,<<1290;279>;<1456;358>;<1551;519>>,,,,,
11804,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60552;level=109;advance=12};{unitId=60552;level=109;advance=12};{unitId=61172;level=109;advance=12};{unitId=61172;level=109;advance=12};>,<{unitId=70463;level=109;advance=12}>,config/portrait/simple/img_107_kql@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_107_kql@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,109,555,555,,,,9999,6,120,6,{5000=0;5025=0;5017=0},3150,,,,,,{14=1;13=2},{14=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=2019;y=599},{x=1918;y=867},<<1551;519>;<1674;462>;<2019;599>>,,,,,
11805,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60552;level=110;advance=12};{unitId=60792;level=110;advance=12};{unitId=60552;level=110;advance=12};>,<{unitId=73293;level=110;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_655_yhhh@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,110,560,560,,,,9999,6,120,6,{5000=0;5026=0;5018=0},3150,,,,,,{14=1;13=2},{14=2},,,,1,,{x=1733;y=960},,<<2019;599>;<2119;709>;<1918;867>;<1733;960>>,,,,1,
11806,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=50021;level=111;advance=12};{unitId=60392;level=111;advance=12};{unitId=50021;level=111;advance=12};{unitId=62012;level=111;advance=12};{unitId=62012;level=111;advance=12};>,<{unitId=180771;level=111;advance=12}>,config/portrait/simple/img_151_mh@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_151_mh@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,111,565,565,,,,9999,6,120,6,{5000=0;5026=0;5018=0},3150,,,,,,{14=1;13=2},{14=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1440;y=960},{x=1302;y=852},<<1733;960>;<1529;906>;<1440;960>>,,,,,
11807,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60092;level=112;advance=12};{unitId=60592;level=112;advance=12};{unitId=60092;level=112;advance=12};{unitId=60592;level=112;advance=12};>,<{unitId=70273;level=112;advance=12}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_68_gl@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,112,570,570,,,,9999,6,120,6,{5000=0;5026=0;5018=0},3150,,,,,,{14=1;13=2},{14=2},,,,,,{x=1060;y=762},,<<1440;960>;<1302;852>;<1060;762>>,,,,,
11808,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60572;level=113;advance=12};{unitId=60572;level=113;advance=12};{unitId=60603;level=113;advance=12};{unitId=60603;level=113;advance=12};>,<{unitId=71172;level=113;advance=12}>,config/portrait/simple/img_229_hlj@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_229_hlj@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,113,575,575,,,,9999,6,120,6,{5000=0;5027=0;5016=0},3150,,,,,,{14=1;13=2},{14=2},,,,1,{talent_point=1;rmb=10;gold=10000},{x=842;y=569},{x=631;y=598},<<1060;762>;<974;599>;<842;569>>,,,,1,
11809,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<{unitId=60793;level=114;advance=12};{unitId=63472;level=114;advance=12};{unitId=60793;level=114;advance=12};>,<{unitId=181903;level=114;advance=13}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_376_jjg@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,114,580,580,,,,9999,6,120,6,{5000=0;5027=0;5016=0},3150,,,,,,{14=1;13=2},{14=2},,,,,,{x=590;y=788},,<<842;569>;<631;598>;<537;670>;<590;788>>,,,,,
11810,Breeder Academy,飼育家學校,Breeder Academy,404404,브리더 아카데미,,<>,<{unitId=180264;level=115;advance=13}>,config/portrait/simple/img_65_cjhd@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_65_cjhd@.png,,28,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,115,585,585,,,,9999,6,120,6,{5000=0;5027=0;5016=0},3150,,,,,,{14=1;13=2},{14=2},,,,,,{x=680;y=1051},,<<590;788>;<646;878>;<590;1004>;<680;1051>>,,,,,
11901,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60571;level=116;advance=13};{unitId=62822;level=116;advance=13};{unitId=60461;level=116;advance=13};>,<{unitId=70463;level=116;advance=15}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_107_kql@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,116,590,590,,,,9999,6,120,6,{5000=0;5028=0},3360,,,,,,{14=2},{14=2;13=2},,,,1,,{x=2071;y=747},,<<2071;747>>,,,,1,
11902,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=53293;level=117;advance=13};{unitId=53301;level=117;advance=13};{unitId=60092;level=117;advance=13};{unitId=60302;level=117;advance=13};>,<{unitId=70053;level=117;advance=15}>,config/portrait/simple/img_18_dbn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_18_dbn@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,117,595,595,,,,9999,6,120,6,{5000=0;5028=0},3360,,,,,,{14=2},{14=2;13=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1782;y=540},{x=1747;y=331},<<2071;747>;<1914;683>;<1914;581>;<1782;540>>,,,,,
11903,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60302;level=118;advance=13};{unitId=60891;level=118;advance=13};{unitId=60001;level=118;advance=13};{unitId=62891;level=118;advance=13};>,<{unitId=71841;level=118;advance=15}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_359_absl@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,118,600,600,,,,9999,6,120,6,{5000=0;5028=0},3360,,,,,,{14=2},{14=2;13=2},,,,,,{x=1417;y=349},,<<1782;540>;<1687;478>;<1838;359>;<1747;331>;<1561;289>;<1417;349>>,,,,,
11904,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60022;level=119;advance=13};{unitId=60172;level=119;advance=13};{unitId=62681;level=119;advance=13};{unitId=63292;level=119;advance=13};>,<{unitId=70003;level=119;advance=15}>,config/portrait/simple/img_3_mwh@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_3_mwh@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,119,605,605,,,,9999,6,120,6,{5000=0;5028=0},3360,,,,,,{14=2},{14=2;13=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1034;y=345},{x=776;y=444},<<1417;349>;<1302;262>;<1034;345>>,,,,,
11905,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60031;level=120;advance=13};{unitId=60372;level=120;advance=13};{unitId=60231;level=120;advance=13};>,<{unitId=70793;level=120;advance=15}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_157_hbs@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,120,610,610,,,,9999,6,120,6,{5000=0;5029=0},3360,,,,,,{14=2},{14=2;13=2},,,,1,,{x=625;y=549},,<<1034;345>;<923;420>;<776;444>;<759;518>;<625;549>>,,,,1,
11906,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=50721;level=121;advance=13};{unitId=60031;level=121;advance=13};{unitId=50133;level=121;advance=13};{unitId=61893;level=121;advance=13};{unitId=60263;level=121;advance=13};>,<{unitId=70593;level=121;advance=15}>,config/portrait/simple/img_466_djms@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_466_djms@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,121,615,615,,,,9999,6,120,6,{5000=0;5029=0},3360,,,,,,{14=2},{14=2;13=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=856;y=631},{x=1015;y=663},<<625;549>;<770;629>;<856;631>>,,,,,
11907,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60023;level=122;advance=13};{unitId=60033;level=122;advance=13};{unitId=63001;level=122;advance=13};{unitId=62271;level=122;advance=13};>,<{unitId=70303;level=122;advance=15}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_75_lls@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,122,620,620,,,,9999,6,120,6,{5000=0;5029=0},3360,,,,,,{14=2},{14=2;13=2},,,,,,{x=971;y=942},,<<856;631>;<1015;663>;<971;942>>,,,,,
11908,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60792;level=123;advance=13};{unitId=62303;level=123;advance=13};{unitId=62612;level=123;advance=13};{unitId=63021;level=123;advance=13};>,<{unitId=70133;level=123;advance=15}>,config/portrait/simple/img_36_pkx@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_36_pkx@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,123,625,625,,,,9999,6,120,6,{5000=0;5030=0},3360,,,,,,{14=2},{14=2;13=2},,,,1,{talent_point=1;rmb=10;gold=10000},{x=1204;y=774},{x=1402;y=788},<<971;942>;<1204;774>>,,,,1,
11909,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60332;level=124;advance=13};{unitId=61171;level=124;advance=13};{unitId=63543;level=124;advance=13};>,<{unitId=70173;level=124;advance=17}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_45_bwh@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,124,630,630,,,,9999,6,120,6,{5000=0;5030=0},3360,,,,,,{14=2},{14=2;13=2},,,,,,{x=1484;y=950},,<<1204;774>;<1402;788>;<1484;950>>,,,,,
11910,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=50882;level=125;advance=13};{unitId=60491;level=125;advance=13};{unitId=51423;level=125;advance=13};{unitId=60463;level=125;advance=13};{unitId=60352;level=125;advance=13};>,<{unitId=73631;level=125;advance=17}>,config/portrait/simple/img_719_dax@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_719_dax@.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,125,635,635,,,,9999,6,120,6,{5000=0;5030=0},3360,,,,,,{14=2},{14=2;13=2},,,,,,{x=1302;y=1066},,<<1484;950>;<1458;1036>;<1302;1066>>,,,,,
12001,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=60731;level=126;advance=14};{unitId=62873;level=126;advance=14};{unitId=61901;level=126;advance=14};>,<{unitId=71253;level=126;advance=16}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_248_bjls@.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,126,640,640,,,,9999,6,120,6,{5000=0;5031=0;5020=0},3570,,,,,,{14=2;13=1},{14=3},,,,1,,{x=1365;y=267},,<<1365;267>>,,,,1,
12002,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=51612;level=127;advance=14};{unitId=51231;level=127;advance=14};{unitId=61611;level=127;advance=14};{unitId=60301;level=127;advance=14};>,<{unitId=72963;level=127;advance=16}>,config/portrait/simple/img_601_clg@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_601_clg@.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,127,645,645,,,,9999,6,120,6,{5000=0;5031=0;5020=0},3570,,,,,,{14=2;13=1},{14=3},,,,,{talent_point=1;rmb=10;gold=10000},{x=1121;y=419},{x=854;y=373},<<1365;267>;<1234;385>;<1121;419>>,,,,,
12003,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=62962;level=128;advance=14};{unitId=62682;level=128;advance=14};{unitId=61443;level=128;advance=14};{unitId=61353;level=128;advance=14};>,<{unitId=70402;level=128;advance=16}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_208_dgs@.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,128,650,650,,,,9999,6,120,6,{5000=0;5031=0;5020=0},3570,,,,,,{14=2;13=1},{14=3},,,,,,{x=661;y=426},,<<1121;419>;<1009;323>;<854;373>;<661;426>>,,,,,
12004,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=60102;level=129;advance=14};{unitId=62872;level=129;advance=14};{unitId=62682;level=129;advance=14};{unitId=62873;level=129;advance=14};>,<{unitId=70493;level=129;advance=16}>,config/portrait/simple/img_464_cjkx@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_464_cjkx@.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,129,655,655,,,,9999,6,120,6,{5000=0;5031=0;5020=0},3570,,,,,,{14=2;13=1},{14=3},,,,,{talent_point=1;rmb=10;gold=10000},{x=418;y=824},{x=713;y=747},<<661;426>;<529;533>;<511;662>;<418;824>>,,,,,
