﻿"﻿变量名",type,desc,desc_tw,desc_en,desc_vn,desc_kr,icon,title,title_tw,title_en,title_vn,title_kr,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,任务描述,任务描述_越南,任务描述_韩,任务图标,任务标题,任务标题,任务标题,任务标题_越南,任务标题_韩,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1079,0,Trainer level reaches level 80,主角等級達到80級,Trainer level reaches level 80,Đẳng cấp đến 80 Cấp,주인공 80레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,80,,80,1,,,,,,10,1000,80,,{gold=10000;rmb=30},10000
1080,0,Trainer level reaches level 81,主角等級達到81級,Trainer level reaches level 81,Đẳng cấp đến 81 Cấp,주인공 81레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,81,,81,1,,,,,,11,1000,81,,{gold=10000;rmb=30},10000
1081,0,Trainer level reaches level 82,主角等級達到82級,Trainer level reaches level 82,Đẳng cấp đến 82 Cấp,주인공 82레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,82,,82,1,,,,,,12,1000,82,,{gold=10000;rmb=30},10000
1082,0,Trainer level reaches level 83,主角等級達到83級,Trainer level reaches level 83,Đẳng cấp đến 83 Cấp,주인공 83레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,83,,83,1,,,,,,13,1000,83,,{gold=10000;rmb=30},10000
1083,0,Trainer level reaches level 84,主角等級達到84級,Trainer level reaches level 84,Đẳng cấp đến 84 Cấp,주인공 84레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,84,,84,1,,,,,,14,1000,84,,{gold=10000;rmb=30},10000
1084,0,Trainer level reaches level 85,主角等級達到85級,Trainer level reaches level 85,Đẳng cấp đến 85 Cấp,주인공 85레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,85,,85,1,,,,,,15,1000,85,,{gold=10000;rmb=30},10000
1085,0,Trainer level reaches level 86,主角等級達到86級,Trainer level reaches level 86,Đẳng cấp đến 86 Cấp,주인공 86레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,86,,86,1,,,,,,16,1000,86,,{gold=10000;rmb=30},10000
1086,0,Trainer level reaches level 87,主角等級達到87級,Trainer level reaches level 87,Đẳng cấp đến 87 Cấp,주인공 87레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,87,,87,1,,,,,,17,1000,87,,{gold=10000;rmb=30},10000
1087,0,Trainer level reaches level 88,主角等級達到88級,Trainer level reaches level 88,Đẳng cấp đến 88 Cấp,주인공 88레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,88,,88,1,,,,,,18,1000,88,,{gold=10000;rmb=30},10000
1088,0,Trainer level reaches level 89,主角等級達到89級,Trainer level reaches level 89,Đẳng cấp đến 89 Cấp,주인공 89레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,89,,89,1,,,,,,19,1000,89,,{gold=10000;rmb=30},10000
1089,0,Trainer level reaches level 90,主角等級達到90級,Trainer level reaches level 90,Đẳng cấp đến 90 Cấp,주인공 90레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,90,,90,1,,,,,,20,1000,90,,{gold=10000;rmb=30},10000
1090,0,Trainer level reaches level 91,主角等級達到91級,Trainer level reaches level 91,Đẳng cấp đến 91 Cấp,주인공 91레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,91,,91,1,,,,,,0,1000,91,,{gold=10000;rmb=30},10000
1091,0,Trainer level reaches level 92,主角等級達到92級,Trainer level reaches level 92,Đẳng cấp đến 92 Cấp,주인공 92레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,92,,92,1,,,,,,1,1000,92,,{gold=10000;rmb=30},10000
1092,0,Trainer level reaches level 93,主角等級達到93級,Trainer level reaches level 93,Đẳng cấp đến 93 Cấp,주인공 93레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,93,,93,1,,,,,,2,1000,93,,{gold=10000;rmb=30},10000
1093,0,Trainer level reaches level 94,主角等級達到94級,Trainer level reaches level 94,Đẳng cấp đến 94 Cấp,주인공 94레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,94,,94,1,,,,,,3,1000,94,,{gold=10000;rmb=30},10000
1094,0,Trainer level reaches level 95,主角等級達到95級,Trainer level reaches level 95,Đẳng cấp đến 95 Cấp,주인공 95레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,95,,95,1,,,,,,4,1000,95,,{gold=10000;rmb=30},10000
1095,0,Trainer level reaches level 96,主角等級達到96級,Trainer level reaches level 96,Đẳng cấp đến 96 Cấp,주인공 96레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,96,,96,1,,,,,,5,1000,96,,{gold=10000;rmb=30},10000
1096,0,Trainer level reaches level 97,主角等級達到97級,Trainer level reaches level 97,Đẳng cấp đến 97 Cấp,주인공 97레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,97,,97,1,,,,,,6,1000,97,,{gold=10000;rmb=30},10000
1097,0,Trainer level reaches level 98,主角等級達到98級,Trainer level reaches level 98,Đẳng cấp đến 98 Cấp,주인공 98레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,98,,98,1,,,,,,7,1000,98,,{gold=10000;rmb=30},10000
1098,0,Trainer level reaches level 99,主角等級達到99級,Trainer level reaches level 99,Đẳng cấp đến 99 Cấp,주인공 99레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,99,,99,1,,,,,,8,1000,99,,{gold=10000;rmb=30},10000
1099,0,Trainer level reaches level 100,主角等級達到100級,Trainer level reaches level 100,Đẳng cấp đến 100 Cấp,주인공 100레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,100,,100,1,,,,,,9,1000,100,,{gold=10000;rmb=30},10000
1100,0,Trainer level reaches level 101,主角等級達到101級,Trainer level reaches level 101,Đẳng cấp đến 101 Cấp,주인공 101레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,101,,101,1,,,,,,10,1000,101,,{gold=10000;rmb=30},10000
11001,0,Trainer level reaches level 102,主角等級達到102級,Trainer level reaches level 102,Đẳng cấp đến 102 Cấp,주인공 102레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,102,,102,1,,,,,,13,1000,102,,{gold=10000;rmb=30},10000
11002,0,Trainer level reaches level 103,主角等級達到103級,Trainer level reaches level 103,Đẳng cấp đến 103 Cấp,주인공 103레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,103,,103,1,,,,,,14,1000,103,,{gold=10000;rmb=30},10000
11003,0,Trainer level reaches level 104,主角等級達到104級,Trainer level reaches level 104,Đẳng cấp đến 104 Cấp,주인공 104레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,104,,104,1,,,,,,15,1000,104,,{gold=10000;rmb=30},10000
11004,0,Trainer level reaches level 105,主角等級達到105級,Trainer level reaches level 105,Đẳng cấp đến 105 Cấp,주인공 105레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,105,,105,1,,,,,,16,1000,105,,{gold=10000;rmb=30},10000
11005,0,Trainer level reaches level 106,主角等級達到106級,Trainer level reaches level 106,Đẳng cấp đến 106 Cấp,주인공 106레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,106,,106,1,,,,,,17,1000,106,,{gold=10000;rmb=30},10000
11006,0,Trainer level reaches level 107,主角等級達到107級,Trainer level reaches level 107,Đẳng cấp đến 107 Cấp,주인공 107레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,107,,107,1,,,,,,18,1000,107,,{gold=10000;rmb=30},10000
11007,0,Trainer level reaches level 108,主角等級達到108級,Trainer level reaches level 108,Đẳng cấp đến 108 Cấp,주인공 108레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,108,,108,1,,,,,,19,1000,108,,{gold=10000;rmb=30},10000
11008,0,Trainer level reaches level 109,主角等級達到109級,Trainer level reaches level 109,Đẳng cấp đến 109 Cấp,주인공 109레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,109,,109,1,,,,,,20,1000,109,,{gold=10000;rmb=30},10000
11009,0,Trainer level reaches level 110,主角等級達到110級,Trainer level reaches level 110,Đẳng cấp đến 110 Cấp,주인공 110레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,110,,110,1,,,,,,0,1000,110,,{gold=10000;rmb=30},10000
11010,0,Trainer level reaches level 111,主角等級達到111級,Trainer level reaches level 111,Đẳng cấp đến 111 Cấp,주인공 111레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,111,,111,1,,,,,,1,1000,111,,{gold=10000;rmb=30},10000
11011,0,Trainer level reaches level 112,主角等級達到112級,Trainer level reaches level 112,Đẳng cấp đến 112 Cấp,주인공 112레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,112,,112,1,,,,,,2,1000,112,,{gold=10000;rmb=30},10000
11012,0,Trainer level reaches level 113,主角等級達到113級,Trainer level reaches level 113,Đẳng cấp đến 113 Cấp,주인공 113레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,113,,113,1,,,,,,3,1000,113,,{gold=10000;rmb=30},10000
11013,0,Trainer level reaches level 114,主角等級達到114級,Trainer level reaches level 114,Đẳng cấp đến 114 Cấp,주인공 114레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,114,,114,1,,,,,,4,1000,114,,{gold=10000;rmb=30},10000
11014,0,Trainer level reaches level 115,主角等級達到115級,Trainer level reaches level 115,Đẳng cấp đến 115 Cấp,주인공 115레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,115,,115,1,,,,,,5,1000,115,,{gold=10000;rmb=30},10000
11015,0,Trainer level reaches level 116,主角等級達到116級,Trainer level reaches level 116,Đẳng cấp đến 116 Cấp,주인공 116레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,116,,116,1,,,,,,6,1000,116,,{gold=10000;rmb=30},10000
11016,0,Trainer level reaches level 117,主角等級達到117級,Trainer level reaches level 117,Đẳng cấp đến 117 Cấp,주인공 117레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,117,,117,1,,,,,,7,1000,117,,{gold=10000;rmb=30},10000
11017,0,Trainer level reaches level 118,主角等級達到118級,Trainer level reaches level 118,Đẳng cấp đến 118 Cấp,주인공 118레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,118,,118,1,,,,,,8,1000,118,,{gold=10000;rmb=30},10000
11018,0,Trainer level reaches level 119,主角等級達到119級,Trainer level reaches level 119,Đẳng cấp đến 119 Cấp,주인공 119레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,119,,119,1,,,,,,9,1000,119,,{gold=10000;rmb=30},10000
11019,0,Trainer level reaches level 120,主角等級達到120級,Trainer level reaches level 120,Đẳng cấp đến 120 Cấp,주인공 120레벨 달성,city/task/icon_actionup.png,Growth Rewards,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,1,120,,120,1,,,,,,10,1000,120,,{gold=10000;rmb=30},10000
,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
1101,0,"Clear Chapter 1-3 of Normal level ",通關第一章普通關卡3,"Clear Chapter 1-3 of Normal level ",Xóa Chương 1 Bình thường Cấp 3,챕터1 일반 스테이지3 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10103,,1,1,,,,,,12,1100,1,,{gold=2000;11=5},10103
1102,0,Pass Instance  Chapter 2 (Normal) Stage2,通關第二章普通關卡2,Pass Instance  Chapter 2 (Normal) Stage2,Xóa Chương 2 Bình thường Cấp 2,챕터2 일반 스테이지2 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10202,,1,1,,,,,,13,1100,2,,{gold=2000;11=5},10202
1103,0,Pass Instance  Chapter 2 (Normal) Stage5,通關第二章普通關卡5,Pass Instance  Chapter 2 (Normal) Stage5,Xóa Chương 2 Bình thường Cấp 5,챕터2 일반 스테이지5 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10205,,1,1,,,,,,14,1100,3,,{gold=2000;11=5},10205
1104,0,Pass Instance  Chapter 3 (Normal) Stage2,通關第三章普通關卡2,Pass Instance  Chapter 3 (Normal) Stage2,Xóa Chương 3 Bình thường Cấp 2,챕터3 일반 스테이지2 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10302,,1,1,,,,,,15,1100,4,,{gold=2500;11=5},10302
1105,0,Pass Instance  Chapter 3 (Normal) Stage5,通關第三章普通關卡5,Pass Instance  Chapter 3 (Normal) Stage5,Xóa Chương 3 Bình thường Cấp 5,챕터3 일반 스테이지5 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10305,,1,1,,,,,,16,1100,5,,{gold=2500;11=5},10305
1106,0,Pass Instance  Chapter 3 (Normal) Stage8,通關第三章普通關卡8,Pass Instance  Chapter 3 (Normal) Stage8,Xóa Chương 3 Bình thường Cấp 8,챕터3 일반 스테이지8 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10308,,1,1,,,,,,17,1100,6,,{gold=2500;11=5},10308
1107,0,Pass Instance  Chapter 4 (Normal) Stage2,通關第四章普通關卡2,Pass Instance  Chapter 4 (Normal) Stage2,Xóa Chương 4 Bình thường Cấp 2,챕터4 일반 스테이지2 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10402,,1,1,,,,,,18,1100,7,,{gold=3000;11=5},10402
1108,0,Pass Instance  Chapter 4 (Normal) Stage5,通關第四章普通關卡5,Pass Instance  Chapter 4 (Normal) Stage5,Xóa Chương 4 Bình thường Cấp 5,챕터4 일반 스테이지5 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10405,,1,1,,,,,,19,1100,8,,{gold=3000;11=5},10405
1109,0,Pass Instance  Chapter 4 (Normal) Stage8,通關第四章普通關卡8,Pass Instance  Chapter 4 (Normal) Stage8,Xóa Chương 4 Bình thường Cấp 8,챕터4 일반 스테이지8 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10408,,1,1,,,,,,20,1100,9,,{gold=3000;11=5},10408
1110,0,Pass Instance  Chapter 5 (Normal) Stage4,通關第五章普通關卡4,Pass Instance  Chapter 5 (Normal) Stage4,404404,챕터5 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10504,,1,1,,,,,,21,1100,10,,{gold=3500;11=5},10504
1111,0,Pass Instance  Chapter 5 (Normal) Stage7,通關第五章普通關卡7,Pass Instance  Chapter 5 (Normal) Stage7,404404,챕터5 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10507,,1,1,,,,,,2,1100,11,,{gold=3500;11=5},10507
1112,0,Pass Instance  Chapter 5 (Normal) Stage10,通關第五章普通關卡10,Pass Instance  Chapter 5 (Normal) Stage10,404404,챕터5 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10510,,1,1,,,,,,3,1100,12,,{gold=3500;11=5},10510
1113,0,Pass Instance  Chapter 6 (Normal) Stage4,通關第六章普通關卡4,Pass Instance  Chapter 6 (Normal) Stage4,404404,챕터6 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10604,,1,1,,,,,,4,1100,13,,{gold=4000;11=5},10604
1114,0,Pass Instance  Chapter 6 (Normal) Stage7,通關第六章普通關卡7,Pass Instance  Chapter 6 (Normal) Stage7,404404,챕터6 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10607,,1,1,,,,,,5,1100,14,,{gold=4000;11=5},10607
1115,0,Pass Instance  Chapter 6 (Normal) Stage10,通關第六章普通關卡10,Pass Instance  Chapter 6 (Normal) Stage10,404404,챕터6 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10610,,1,1,,,,,,6,1100,15,,{gold=4000;11=5},10610
1116,0,Pass Instance  Chapter 7 (Normal) Stage4,通關第七章普通關卡4,Pass Instance  Chapter 7 (Normal) Stage4,404404,챕터7 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10704,,1,1,,,,,,2,1100,16,,{gold=5000;12=5},10704
1117,0,Pass Instance  Chapter 7 (Normal) Stage7,通關第七章普通關卡7,Pass Instance  Chapter 7 (Normal) Stage7,404404,챕터7 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10707,,1,1,,,,,,3,1100,17,,{gold=5000;12=5},10707
1118,0,Pass Instance  Chapter 7 (Normal) Stage10,通關第七章普通關卡10,Pass Instance  Chapter 7 (Normal) Stage10,404404,챕터7 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10710,,1,1,,,,,,4,1100,18,,{gold=5000;12=5},10710
1119,0,Pass Instance  Chapter 8 (Normal) Stage4,通關第八章普通關卡4,Pass Instance  Chapter 8 (Normal) Stage4,404404,챕터8 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10804,,1,1,,,,,,5,1100,19,,{gold=7000;12=5},10804
1120,0,Pass Instance  Chapter 8 (Normal) Stage7,通關第八章普通關卡7,Pass Instance  Chapter 8 (Normal) Stage7,404404,챕터8 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10807,,1,1,,,,,,6,1100,20,,{gold=7000;12=5},10807
1121,0,Pass Instance  Chapter 8 (Normal) Stage10,通關第八章普通關卡10,Pass Instance  Chapter 8 (Normal) Stage10,404404,챕터8 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10810,,1,1,,,,,,7,1100,21,,{gold=7000;12=5},10810
1122,0,Pass Instance  Chapter 9 (Normal) Stage4,通關第九章普通關卡4,Pass Instance  Chapter 9 (Normal) Stage4,404404,챕터9 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10904,,1,1,,,,,,8,1100,22,,{gold=9000;12=5},10904
1123,0,Pass Instance  Chapter 9 (Normal) Stage7,通關第九章普通關卡7,Pass Instance  Chapter 9 (Normal) Stage7,404404,챕터9 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10907,,1,1,,,,,,9,1100,23,,{gold=9000;12=5},10907
1124,0,Pass Instance  Chapter 9 (Normal) Stage10,通關第九章普通關卡10,Pass Instance  Chapter 9 (Normal) Stage10,404404,챕터9 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,10910,,1,1,,,,,,10,1100,24,,{gold=9000;12=5},10910
1125,0,Pass Instance  Chapter 10 (Normal) Stage4,通關第十章普通關卡4,Pass Instance  Chapter 10 (Normal) Stage4,404404,챕터10 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11004,,1,1,,,,,,11,1100,25,,{gold=11000;12=5},11004
1126,0,Pass Instance  Chapter 10 (Normal) Stage7,通關第十章普通關卡7,Pass Instance  Chapter 10 (Normal) Stage7,404404,챕터10 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11007,,1,1,,,,,,12,1100,26,,{gold=11000;12=5},11007
1127,0,Pass Instance  Chapter 10 (Normal) Stage10,通關第十章普通關卡10,Pass Instance  Chapter 10 (Normal) Stage10,404404,챕터10 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11010,,1,1,,,,,,13,1100,27,,{gold=11000;12=5},11010
1128,0,Pass Instance  Chapter 11 (Normal) Stage4,通關第十一章普通關卡4,Pass Instance  Chapter 11 (Normal) Stage4,404404,챕터11 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11104,,1,1,,,,,,14,1100,28,,{gold=13000;12=5},11104
1129,0,Pass Instance  Chapter 11 (Normal) Stage7,通關第十一章普通關卡7,Pass Instance  Chapter 11 (Normal) Stage7,404404,챕터11 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11107,,1,1,,,,,,15,1100,29,,{gold=13000;12=5},11107
1130,0,Pass Instance  Chapter 11 (Normal) Stage10,通關第十一章普通關卡10,Pass Instance  Chapter 11 (Normal) Stage10,404404,챕터11 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11110,,1,1,,,,,,16,1100,30,,{gold=13000;12=5},11110
1131,0,Pass Instance  Chapter 12 (Normal) Stage4,通關第十二章普通關卡4,Pass Instance  Chapter 12 (Normal) Stage4,404404,챕터12 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11204,,1,1,,,,,,17,1100,31,,{gold=15000;13=5},11204
1132,0,Pass Instance  Chapter 12 (Normal) Stage7,通關第十二章普通關卡7,Pass Instance  Chapter 12 (Normal) Stage7,404404,챕터12 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11207,,1,1,,,,,,18,1100,32,,{gold=15000;13=5},11207
1133,0,Pass Instance  Chapter 12 (Normal) Stage10,通關第十二章普通關卡10,Pass Instance  Chapter 12 (Normal) Stage10,404404,챕터12 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11210,,1,1,,,,,,3,1100,33,,{gold=15000;13=5},11210
1134,0,Pass Instance  Chapter 13 (Normal) Stage4,通關第十三章普通關卡4,Pass Instance  Chapter 13 (Normal) Stage4,404404,챕터13 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11304,,1,1,,,,,,,1100,34,,{gold=17000;13=5},11304
1135,0,Pass Instance  Chapter 13 (Normal) Stage7,通關第十三章普通關卡7,Pass Instance  Chapter 13 (Normal) Stage7,404404,챕터13 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11307,,1,1,,,,,,,1100,35,,{gold=17000;13=5},11307
1136,0,Pass Instance  Chapter 13 (Normal) Stage10,通關第十三章普通關卡10,Pass Instance  Chapter 13 (Normal) Stage10,404404,챕터13 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11310,,1,1,,,,,,,1100,36,,{gold=17000;13=5},11310
1137,0,Pass Instance  Chapter 14 (Normal) Stage4,通關第十四章普通關卡4,Pass Instance  Chapter 14 (Normal) Stage4,404404,챕터14 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11404,,1,1,,,,,,,1100,37,,{gold=19000;13=5},11404
