变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,discountDesc,discountDesc_tw,discountDesc_en,discountDesc_kr,limitType,limitTimes,showUnable
1943,gem 65,{5049=100;5050=100;5051=100},30,{rmb=570},,100,,,12,<120;139>,,,,,,,
1944,gem 65,{5049=100;5050=100;5051=100},60,{rmb=1140},,100,,,12,<120;139>,,,,,,,
1945,gem 65,{5049=100;5050=100;5051=100},100,{rmb=1900},,100,,,12,<120;139>,,,,,,,
,,,,,,,,,,,,,,,,,
2001,Advanced Potential Stone Diamond,{850=10},100,{rmb=100},0,100,,,9,,,,,,,,
2002,Ordinary Potential Stone Diamond,{851=10},30,{rmb=100},0,100,,,9,,,,,,,,
,,,,,,,,,,,,,,,,,
2101,gem 21,{5001=100;5002=100;5003=100},30,{rmb=150},,150,,,13,<1;27>,,,,,,,
2102,gem 21,{5001=100;5002=100;5003=100},30,{rmb=150},,150,,,13,<1;27>,,,,,,,
2103,gem 22,{5004=100;5005=100;5006=100},30,{rmb=150},,150,,,13,<1;39>,,,,,,,
2104,gem 22,{5004=100;5005=100;5006=100},30,{rmb=150},,150,,,13,<1;39>,,,,,,,
2105,gem 31,{5007=100;5008=100;5009=100},30,{rmb=150},,150,,,13,<1;49>,,,,,,,
2106,gem 31,{5007=100;5008=100;5009=100},30,{rmb=150},,150,,,13,<1;49>,,,,,,,
2107,gem 32,{5010=100;5011=100;5012=100},30,{rmb=180},,150,,,13,<28;59>,,,,,,,
2108,gem 32,{5010=100;5011=100;5012=100},30,{rmb=180},,150,,,13,<28;59>,,,,,,,
2109,gem 33,{5013=100;5014=100;5015=100},30,{rmb=210},,150,,,13,<40;69>,,,,,,,
2110,gem 33,{5013=100;5014=100;5015=100},60,{rmb=420},,150,,,13,<40;69>,,,,,,,
2111,gem 41,{5016=100;5017=100;5018=100},30,{rmb=240},,150,,,13,<50;79>,,,,,,,
2112,gem 41,{5016=100;5017=100;5018=100},60,{rmb=480},,150,,,13,<50;79>,,,,,,,
2113,gem 42,{5019=100;5020=100;5021=100},30,{rmb=270},,100,,,13,<60;84>,,,,,,,
2114,gem 42,{5019=100;5020=100;5021=100},60,{rmb=540},,100,,,13,<60;84>,,,,,,,
2115,gem 42,{5019=100;5020=100;5021=100},100,{rmb=900},,100,,,13,<60;84>,,,,,,,
2116,gem 51,{5022=100;5023=100;5024=100},30,{rmb=300},,100,,,13,<70;99>,,,,,,,
2117,gem 51,{5022=100;5023=100;5024=100},60,{rmb=600},,100,,,13,<70;99>,,,,,,,
2118,gem 51,{5022=100;5023=100;5024=100},100,{rmb=1000},,100,,,13,<70;99>,,,,,,,
2119,gem 52,{5025=100;5026=100;5027=100},30,{rmb=330},,100,,,13,<80;99>,,,,,,,
2120,gem 52,{5025=100;5026=100;5027=100},60,{rmb=660},,100,,,13,<80;99>,,,,,,,
2121,gem 52,{5025=100;5026=100;5027=100},100,{rmb=1100},,100,,,13,<80;99>,,,,,,,
2122,gem 53,{5028=100;5029=100;5030=100},30,{rmb=360},,100,,,13,<85;104>,,,,,,,
2123,gem 53,{5028=100;5029=100;5030=100},60,{rmb=720},,100,,,13,<85;104>,,,,,,,
2124,gem 53,{5028=100;5029=100;5030=100},100,{rmb=1200},,100,,,13,<85;104>,,,,,,,
2125,gem 54,{5031=100;5032=100;5033=100},30,{rmb=390},,100,,,13,<90;109>,,,,,,,
2126,gem 54,{5031=100;5032=100;5033=100},60,{rmb=780},,100,,,13,<90;109>,,,,,,,
2127,gem 54,{5031=100;5032=100;5033=100},100,{rmb=1300},,100,,,13,<90;109>,,,,,,,
2128,gem 55,{5034=100;5035=100;5036=100},30,{rmb=420},,100,,,13,<95;114>,,,,,,,
2129,gem 55,{5034=100;5035=100;5036=100},60,{rmb=840},,100,,,13,<95;114>,,,,,,,
2130,gem 55,{5034=100;5035=100;5036=100},100,{rmb=1400},,100,,,13,<95;114>,,,,,,,
2131,gem 61,{5037=100;5038=100;5039=100},30,{rmb=450},,100,,,13,<100;119>,,,,,,,
2132,gem 61,{5037=100;5038=100;5039=100},60,{rmb=900},,100,,,13,<100;119>,,,,,,,
2133,gem 61,{5037=100;5038=100;5039=100},100,{rmb=1500},,100,,,13,<100;119>,,,,,,,
2134,gem 62,{5040=100;5041=100;5042=100},30,{rmb=480},,100,,,13,<105;124>,,,,,,,
2135,gem 62,{5040=100;5041=100;5042=100},60,{rmb=960},,100,,,13,<105;124>,,,,,,,
2136,gem 62,{5040=100;5041=100;5042=100},100,{rmb=1600},,100,,,13,<105;124>,,,,,,,
2137,gem 63,{5043=100;5044=100;5045=100},30,{rmb=510},,100,,,13,<110;129>,,,,,,,
2138,gem 63,{5043=100;5044=100;5045=100},60,{rmb=1020},,100,,,13,<110;129>,,,,,,,
2139,gem 63,{5043=100;5044=100;5045=100},100,{rmb=1700},,100,,,13,<110;129>,,,,,,,
2140,gem 64,{5046=100;5047=100;5048=100},30,{rmb=540},,100,,,13,<115;134>,,,,,,,
2141,gem 64,{5046=100;5047=100;5048=100},60,{rmb=1080},,100,,,13,<115;134>,,,,,,,
2142,gem 64,{5046=100;5047=100;5048=100},100,{rmb=1800},,100,,,13,<115;134>,,,,,,,
2143,gem 65,{5049=100;5050=100;5051=100},30,{rmb=570},,100,,,13,<120;139>,,,,,,,
2144,gem 65,{5049=100;5050=100;5051=100},60,{rmb=1140},,100,,,13,<120;139>,,,,,,,
2145,gem 65,{5049=100;5050=100;5051=100},100,{rmb=1900},,100,,,13,<120;139>,,,,,,,
,,,,,,,,,,,,,,,,,
2201,Blue Food - Diamond,{601=100},30,{rmb=300},0,0,,,10,,,,,,,,
2202,Purple Food - Diamond,{602=100},30,{rmb=600},0,600,,,10,,,,,,,,
2203,BOSS purple food - diamond,{604=100},30,{rmb=1200},0,300,,,10,,,,,,,,
,BOSS Blue Food - Diamond,{335=100;338=100;347=100;353=100;362=100;365=100;368=100;371=50;377=100;383=50;386=100;389=100;392=100;395=100},30,{rmb=300},0,120,,,10,,,,,,,,
,BOSS purple food - diamond,{336=100;339=100;348=100;354=100;363=100;366=100;369=100;372=50;378=100;384=50;387=100;390=100;393=100;396=100},20,{rmb=1200},0,120,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,
2301,gem 21,{5001=100;5002=100;5003=100},30,{rmb=150},,150,,,14,<1;27>,,,,,,,
2302,gem 21,{5001=100;5002=100;5003=100},30,{rmb=150},,150,,,14,<1;27>,,,,,,,
2303,gem 22,{5004=100;5005=100;5006=100},30,{rmb=150},,150,,,14,<1;39>,,,,,,,
2304,gem 22,{5004=100;5005=100;5006=100},30,{rmb=150},,150,,,14,<1;39>,,,,,,,
2305,gem 31,{5007=100;5008=100;5009=100},30,{rmb=150},,150,,,14,<1;49>,,,,,,,
2306,gem 31,{5007=100;5008=100;5009=100},30,{rmb=150},,150,,,14,<1;49>,,,,,,,
2307,gem 32,{5010=100;5011=100;5012=100},30,{rmb=180},,150,,,14,<28;59>,,,,,,,
2308,gem 32,{5010=100;5011=100;5012=100},30,{rmb=180},,150,,,14,<28;59>,,,,,,,
2309,gem 33,{5013=100;5014=100;5015=100},30,{rmb=210},,150,,,14,<40;69>,,,,,,,
2310,gem 33,{5013=100;5014=100;5015=100},60,{rmb=420},,150,,,14,<40;69>,,,,,,,
2311,gem 41,{5016=100;5017=100;5018=100},30,{rmb=240},,150,,,14,<50;79>,,,,,,,
2312,gem 41,{5016=100;5017=100;5018=100},60,{rmb=480},,150,,,14,<50;79>,,,,,,,
2313,gem 42,{5019=100;5020=100;5021=100},30,{rmb=270},,100,,,14,<60;84>,,,,,,,
2314,gem 42,{5019=100;5020=100;5021=100},60,{rmb=540},,100,,,14,<60;84>,,,,,,,
2315,gem 42,{5019=100;5020=100;5021=100},100,{rmb=900},,100,,,14,<60;84>,,,,,,,
2316,gem 51,{5022=100;5023=100;5024=100},30,{rmb=300},,100,,,14,<70;99>,,,,,,,
2317,gem 51,{5022=100;5023=100;5024=100},60,{rmb=600},,100,,,14,<70;99>,,,,,,,
2318,gem 51,{5022=100;5023=100;5024=100},100,{rmb=1000},,100,,,14,<70;99>,,,,,,,
2319,gem 52,{5025=100;5026=100;5027=100},30,{rmb=330},,100,,,14,<80;99>,,,,,,,
2320,gem 52,{5025=100;5026=100;5027=100},60,{rmb=660},,100,,,14,<80;99>,,,,,,,
2321,gem 52,{5025=100;5026=100;5027=100},100,{rmb=1100},,100,,,14,<80;99>,,,,,,,
2322,gem 53,{5028=100;5029=100;5030=100},30,{rmb=360},,100,,,14,<85;104>,,,,,,,
2323,gem 53,{5028=100;5029=100;5030=100},60,{rmb=720},,100,,,14,<85;104>,,,,,,,
2324,gem 53,{5028=100;5029=100;5030=100},100,{rmb=1200},,100,,,14,<85;104>,,,,,,,
2325,gem 54,{5031=100;5032=100;5033=100},30,{rmb=390},,100,,,14,<90;109>,,,,,,,
2326,gem 54,{5031=100;5032=100;5033=100},60,{rmb=780},,100,,,14,<90;109>,,,,,,,
2327,gem 54,{5031=100;5032=100;5033=100},100,{rmb=1300},,100,,,14,<90;109>,,,,,,,
2328,gem 55,{5034=100;5035=100;5036=100},30,{rmb=420},,100,,,14,<95;114>,,,,,,,
2329,gem 55,{5034=100;5035=100;5036=100},60,{rmb=840},,100,,,14,<95;114>,,,,,,,
2330,gem 55,{5034=100;5035=100;5036=100},100,{rmb=1400},,100,,,14,<95;114>,,,,,,,
2331,gem 61,{5037=100;5038=100;5039=100},30,{rmb=450},,100,,,14,<100;119>,,,,,,,
2332,gem 61,{5037=100;5038=100;5039=100},60,{rmb=900},,100,,,14,<100;119>,,,,,,,
2333,gem 61,{5037=100;5038=100;5039=100},100,{rmb=1500},,100,,,14,<100;119>,,,,,,,
2334,gem 62,{5040=100;5041=100;5042=100},30,{rmb=480},,100,,,14,<105;124>,,,,,,,
2335,gem 62,{5040=100;5041=100;5042=100},60,{rmb=960},,100,,,14,<105;124>,,,,,,,
2336,gem 62,{5040=100;5041=100;5042=100},100,{rmb=1600},,100,,,14,<105;124>,,,,,,,
2337,gem 63,{5043=100;5044=100;5045=100},30,{rmb=510},,100,,,14,<110;129>,,,,,,,
2338,gem 63,{5043=100;5044=100;5045=100},60,{rmb=1020},,100,,,14,<110;129>,,,,,,,
2339,gem 63,{5043=100;5044=100;5045=100},100,{rmb=1700},,100,,,14,<110;129>,,,,,,,
2340,gem 64,{5046=100;5047=100;5048=100},30,{rmb=540},,100,,,14,<115;134>,,,,,,,
2341,gem 64,{5046=100;5047=100;5048=100},60,{rmb=1080},,100,,,14,<115;134>,,,,,,,
2342,gem 64,{5046=100;5047=100;5048=100},100,{rmb=1800},,100,,,14,<115;134>,,,,,,,
2343,gem 65,{5049=100;5050=100;5051=100},30,{rmb=570},,100,,,14,<120;139>,,,,,,,
2344,gem 65,{5049=100;5050=100;5051=100},60,{rmb=1140},,100,,,14,<120;139>,,,,,,,
2345,gem 65,{5049=100;5050=100;5051=100},100,{rmb=1900},,100,,,14,<120;139>,,,,,,,
,,,,,,,,,,,,,,,,,
2401,Blue Food - Diamond,{601=100},30,{rmb=300},0,0,,,11,,,,,,,,
2402,Purple Food - Diamond,{602=100},30,{rmb=600},0,600,,,11,,,,,,,,
2403,BOSS purple food - diamond,{604=100},30,{rmb=1200},0,300,,,11,,,,,,,,
,BOSS Blue Food - Diamond,{335=100;338=100;347=100;353=100;362=100;365=100;368=100;371=50;377=100;383=50;386=100;389=100;392=100;395=100},30,{rmb=300},0,120,,,11,,,,,,,,
,BOSS purple food - diamond,{336=100;339=100;348=100;354=100;363=100;366=100;369=100;372=50;378=100;384=50;387=100;390=100;393=100;396=100},20,{rmb=1200},0,120,,,11,,,,,,,,
,,,,,,,,,,,,,,,,,
2501,gem 21,{5001=100;5002=100;5003=100},30,{rmb=150},,150,,,15,<1;27>,,,,,,,
2502,gem 21,{5001=100;5002=100;5003=100},30,{rmb=150},,150,,,15,<1;27>,,,,,,,
2503,gem 22,{5004=100;5005=100;5006=100},30,{rmb=150},,150,,,15,<1;39>,,,,,,,
2504,gem 22,{5004=100;5005=100;5006=100},30,{rmb=150},,150,,,15,<1;39>,,,,,,,
2505,gem 31,{5007=100;5008=100;5009=100},30,{rmb=150},,150,,,15,<1;49>,,,,,,,
2506,gem 31,{5007=100;5008=100;5009=100},30,{rmb=150},,150,,,15,<1;49>,,,,,,,
2507,gem 32,{5010=100;5011=100;5012=100},30,{rmb=180},,150,,,15,<28;59>,,,,,,,
2508,gem 32,{5010=100;5011=100;5012=100},30,{rmb=180},,150,,,15,<28;59>,,,,,,,
2509,gem 33,{5013=100;5014=100;5015=100},30,{rmb=210},,150,,,15,<40;69>,,,,,,,
2510,gem 33,{5013=100;5014=100;5015=100},60,{rmb=420},,150,,,15,<40;69>,,,,,,,
2511,gem 41,{5016=100;5017=100;5018=100},30,{rmb=240},,150,,,15,<50;79>,,,,,,,
2512,gem 41,{5016=100;5017=100;5018=100},60,{rmb=480},,150,,,15,<50;79>,,,,,,,
2513,gem 42,{5019=100;5020=100;5021=100},30,{rmb=270},,100,,,15,<60;84>,,,,,,,
2514,gem 42,{5019=100;5020=100;5021=100},60,{rmb=540},,100,,,15,<60;84>,,,,,,,
2515,gem 42,{5019=100;5020=100;5021=100},100,{rmb=900},,100,,,15,<60;84>,,,,,,,
2516,gem 51,{5022=100;5023=100;5024=100},30,{rmb=300},,100,,,15,<70;99>,,,,,,,
2517,gem 51,{5022=100;5023=100;5024=100},60,{rmb=600},,100,,,15,<70;99>,,,,,,,
2518,gem 51,{5022=100;5023=100;5024=100},100,{rmb=1000},,100,,,15,<70;99>,,,,,,,
2519,gem 52,{5025=100;5026=100;5027=100},30,{rmb=330},,100,,,15,<80;99>,,,,,,,
2520,gem 52,{5025=100;5026=100;5027=100},60,{rmb=660},,100,,,15,<80;99>,,,,,,,
2521,gem 52,{5025=100;5026=100;5027=100},100,{rmb=1100},,100,,,15,<80;99>,,,,,,,
2522,gem 53,{5028=100;5029=100;5030=100},30,{rmb=360},,100,,,15,<85;104>,,,,,,,
2523,gem 53,{5028=100;5029=100;5030=100},60,{rmb=720},,100,,,15,<85;104>,,,,,,,
2524,gem 53,{5028=100;5029=100;5030=100},100,{rmb=1200},,100,,,15,<85;104>,,,,,,,
2525,gem 54,{5031=100;5032=100;5033=100},30,{rmb=390},,100,,,15,<90;109>,,,,,,,
2526,gem 54,{5031=100;5032=100;5033=100},60,{rmb=780},,100,,,15,<90;109>,,,,,,,
2527,gem 54,{5031=100;5032=100;5033=100},100,{rmb=1300},,100,,,15,<90;109>,,,,,,,
2528,gem 55,{5034=100;5035=100;5036=100},30,{rmb=420},,100,,,15,<95;114>,,,,,,,
2529,gem 55,{5034=100;5035=100;5036=100},60,{rmb=840},,100,,,15,<95;114>,,,,,,,
2530,gem 55,{5034=100;5035=100;5036=100},100,{rmb=1400},,100,,,15,<95;114>,,,,,,,
2531,gem 61,{5037=100;5038=100;5039=100},30,{rmb=450},,100,,,15,<100;119>,,,,,,,
2532,gem 61,{5037=100;5038=100;5039=100},60,{rmb=900},,100,,,15,<100;119>,,,,,,,
2533,gem 61,{5037=100;5038=100;5039=100},100,{rmb=1500},,100,,,15,<100;119>,,,,,,,
2534,gem 62,{5040=100;5041=100;5042=100},30,{rmb=480},,100,,,15,<105;124>,,,,,,,
2535,gem 62,{5040=100;5041=100;5042=100},60,{rmb=960},,100,,,15,<105;124>,,,,,,,
2536,gem 62,{5040=100;5041=100;5042=100},100,{rmb=1600},,100,,,15,<105;124>,,,,,,,
2537,gem 63,{5043=100;5044=100;5045=100},30,{rmb=510},,100,,,15,<110;129>,,,,,,,
2538,gem 63,{5043=100;5044=100;5045=100},60,{rmb=1020},,100,,,15,<110;129>,,,,,,,
2539,gem 63,{5043=100;5044=100;5045=100},100,{rmb=1700},,100,,,15,<110;129>,,,,,,,
2540,gem 64,{5046=100;5047=100;5048=100},30,{rmb=540},,100,,,15,<115;134>,,,,,,,
2541,gem 64,{5046=100;5047=100;5048=100},60,{rmb=1080},,100,,,15,<115;134>,,,,,,,
2542,gem 64,{5046=100;5047=100;5048=100},100,{rmb=1800},,100,,,15,<115;134>,,,,,,,
2543,gem 65,{5049=100;5050=100;5051=100},30,{rmb=570},,100,,,15,<120;139>,,,,,,,
2544,gem 65,{5049=100;5050=100;5051=100},60,{rmb=1140},,100,,,15,<120;139>,,,,,,,
2545,gem 65,{5049=100;5050=100;5051=100},100,{rmb=1900},,100,,,15,<120;139>,,,,,,,
