变量名,eventID,"
  _name
  ",delay,sound,damageSeg,hpSeg,segInterval,shaker,music,"zOrder ",move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control
,,,,,,,,,,,,,,,,,,,,
59311,466001,"
  Electric Shock
  Monster
  ",,,<0.3;0.3;0.4>,,<0;233.3;533.3>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59321,466004,"
  Electric Shock
  Monster
  ",,,<0.5;0.5>,,<0;600>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
59331,466006,"
  Electric Shock
  Monster
  ",,,<0.1;0.15;0.15;0.15;0.15;0.15;0.15>,,<0;233.3;166.6;133.3;100;166.6;133.3>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
60111,240001,"
  Duckbill baby
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60121,240002,"
  Duckbill baby
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60131,240003,"
  Duckbill baby
  ",,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;266.6;266.6;266.6;266.6;266.6;266.6;266.6>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
60211,126001,"
  Duckbill
  Charmander
  ",,,<0.5;0.5>,,<0;500>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60221,126003,"
  Duckbill
  Charmander
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60231,126004,"
  Duckbill
  Charmander
  ",,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;266.67;266.67;266.67;266.67;266.67;266.67>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
60311,467001,"
  Platypus
  ",,,<0.15;0.15;0.15;0.15;0.2;0.2>,,<0;100;66.6;66.6;66.6;200>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60321,467007,"
  Platypus
  ",,,<0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625;0.0625>,,<0;133.3;133.3;433.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;166.6>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
60331,467023,"
  Platypus
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<0;133.3;133.3;133.3;133.3>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
60332,467091,,,,,,,,,,<{delay=5000;t=0;scale=0.75;rot=-13;absX=1300}>,<{delay=0;hide=true;lastTime=5333.3}>,,,,<90;467092;467093>,,TRUE,,
60333,467092,"
  moren_bj
  ",,,,,,,,,,,1,koudai_beijing/moren_bj.skel,"{delay=0;offsetX=0;offsetY=0;scale=1;addTolayer=-1;zorder=80;aniName=yazuiyanshou_skill2;aniLoop=false;lastTime=7566.6;screenPos=0} ",,,TRUE,,
60334,467093,"
  sudu_bj
  ",,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,"{delay=0;offsetX=0;offsetY=0;scale=1;addTolayer=-1;zorder=60;aniName=yazuiyanshou_skill2;aniLoop=false;lastTime=7566.6;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
61111,127001,"
  Kairos
  ",,,<0.5;0.5>,,<0;550>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
61121,127002,"
  Kairos
  ",,,<0.25;0.25;0.25;0.25>,,<0;300;800;200>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
61131,127005,"
  Kairos
  ",,,<0.4;0.6>,,<0;430>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
61132,1,,,,,,,,,,,,,,,<90;127091;127092>,{bones=<hitman_move>},TRUE,,
61133,127091,"
  senlin
  ",,,,,,,,,,,1,koudai_beijing/senlin.skel,"{delay=0;offsetX=0;offsetY=0;scale=0.6;addTolayer=-1;zorder=60;aniName=kailuosi_skill2;aniLoop=false;lastTime=7228;screenPos=0} ",,,TRUE,,
61134,127092,,,,,,,,,,,,1,koudai_kailuosi/hero_kailuosi.skel,"{delay=0;offsetX=0;offsetY=0;scale=0.6;addTolayer=-1;zorder=30;aniName=skill2_hou;aniLoop=false;lastTime=7228;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
63211,130001,"
  Gyarados _
  ",,,<0.4;0.6>,,<0;1400>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
63221,130004,"
  Gyarados _
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
63231,130005,"
  Gyarados _
  ",,,<0.5;0.5>,,<0;33.3>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
63232,1,"
  to move
  ",,,,,,,,,<{delay=5000;t=0;scale=1;x=100;absY=230}>,<{delay=0;hide=true;lastTime=7333.3}>,,,,<90;130092;130093>,,TRUE,,
63233,130092,"
  haian
  ",,,,,,,,,,,1,koudai_beijing/haian.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-50;zorder=5;scale=0.66;aniName=baolilong_skill2;aniLoop=false;lastTime=8700;screenPos=0} ",,,TRUE,,
63234,130093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=20;offsetY=20;zorder=1;scale=0.7;aniName=baolilong_skill2;aniLoop=false;lastTime=8700;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,<{delay=0;hide=true;lastTime=17333.3}>,,,,,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>;notback = TRUE},,,
64111,131001,"
  Laplace
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
64121,131002,"
  Laplace
  ",,,,<1>,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
64131,131003,"
  Laplace
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<300;800;800;800;1400>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
64132,1,"
  background
  ",,,,,,,,<{delay=0;zorder=99;lastTime=10000}>,,<{delay=0;hide=true;lastTime=3330}>,,,,<90;131091;131092>,,TRUE,,
64133,131011,"
  The rest of the targets
  move and hide
  ",,,,,,,,,,<{delay=0;hide=true;lastTime=3330}>,,,,,{bones=<hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},FALSE,,
64134,131012,"
  main target move
  ",,,,,,,,,,<{delay=0;hide=true;lastTime=3330}>,,,,,{bones=<hitman_move>;notback = TRUE},FALSE,,
64135,131013,"
  The rest of the targets
  move and hide
  ",,,,,,,,,,<{delay=0;hide=true;lastTime=3330}>,,,,,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},FALSE,,
64136,131091,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,{delay=0;addTolayer=1;offsetX=40;offsetY=70;zorder=99000;scale=0.83;aniName=lapulasi_skill2;aniLoop=false;lastTime=10000;screenPos=0;},,,,,
64137,131092,"
  shamo
  ",,,,,,,,,,,1,koudai_beijing/shamo.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=-99999;scale=0.85;aniName=lapulasi_skill2;aniLoop=false;lastTime=10000;screenPos=0},,,,,
,,,,,,,,,,,,,,,,,,,,
65111,132201,"
  Ditto Purple
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
65121,132201,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
65131,132201,,,,<1>,,<0>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
65211,132101,"
  Ditto orange
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
65221,132101,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
65231,132101,,,,<1>,,<0>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
65311,132001,"
  Ditto red
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
65321,132001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
65331,132001,,,,<1>,,<0>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
69111,140001,"
  fossil helmet
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69121,140002,"
  fossil helmet
  ",,,<0.3;0.3;0.4>,,<0;100;100>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69131,140005,"
  fossil helmet
  ",,,<0.5;0.5>,,<0;200>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
69211,141001,"
  sickle helmet
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69221,141002,"
  sickle helmet
  ",,,<0.5;0.1;0.1;0.1;0.1;0.1>,,<0;766.6;266.6;133.3;200;200>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
69231,141008,"
  sickle helmet
  ",,,<0.15;0.15;0.15;0.15;0.15;0.25>,,<0;200;200;233.33;233.33;533.33>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
70111,142001,"
  Fossil pterosaur
  ",,,<0.5;0.5>,,<0;566>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
70121,142003,"
  Fossil pterosaur
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
70131,142004,"
  Fossil pterosaur
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
70132,1,"
  target moving
  hide
  ",,,,,,,,<{delay=0;zorder=9999;lastTime=10000}>,,<{delay=0;hide=true;lastTime=5527}>,,,,<90;142091;142092;142093;142094>,{bones=<hitman_move1>},TRUE,,
70133,142091,"
  dizhen
  ",,,,,,,,,,,1,koudai_beijing/dizhen.skel,"{delay=0;addTolayer=1;offsetX=0;offsetY=0;zorder=100;scale=0.7;aniName=huashiyilong_skill2_qian;aniLoop=false;lastTime=8658;} ",,,,,
70134,142092,"
  dizhen
  ",,,,,,,,,,,1,koudai_beijing/dizhen.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=-1;scale=0.7;aniName=huashiyilong_skill2_hou;aniLoop=false;lastTime=8658;},,,,,
70135,142093,"
  shanlin
  ",,,,,,,,,,,1,koudai_beijing/shanlin.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=-2;scale=0.7;aniName=huashiyilong_skill2;aniLoop=false;lastTime=8658;},,,,,
70136,142094,"
  tiankong_x
  ",,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=-3;scale=0.7;aniName=huashiyilong_skill2;aniLoop=false;lastTime=8658;},,,,,
,,,,,,,,,,,,,,,,,,,,
71111,446001,"
  Snorkelling _
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71121,446002,"
  Snorkelling _
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71131,446003,"
  Snorkelling _
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200;>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
71211,143001,"
  Snorlax _
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71221,143002,"
  Snorlax _
  ",,,<0.5;0.5>,,<0;700>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
71231,143004,"
  Snorlax _
  ",,,<0.33;0.33;0.34>,,<0;200;200;>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
71232,1,,,,,,,,,,,<{delay=6468;hide=true;lastTime=1160}>,,,,<90;143091;143092>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},TRUE,,
71233,143091,"
  huangtu
  ",,,,,,,,,,,1,koudai_beijing/huangtu.skel,{delay=0;addTolayer=-1;offsetX=-100;offsetY=0;zorder=10;scale=0.75;aniName=kabishou_skill2;aniLoop=false;lastTime=7723;screenPos=0},,,TRUE,,
71234,143092,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=1;scale=0.75;aniName=kabishou_skill2;aniLoop=false;lastTime=7723;screenPos=0},,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
73111,145001,"
  lightning bird
  ",,,<0.3;0.3;0.4>,,<0;100;100>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
73121,145004,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;100;100;100>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
73131,145009,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;100;100;133.3;200;133.3;133.3;300>,,,,,,,,,,,TRUE,,
73132,145091,"
  to move
  ",,,,,,,,,<{delay=0;t=0;x=-500;absY=400;scale=0.8}>,<{delay=0;hide=true;lastTime=9266.6}>,,,,<90;145092;145093>,,TRUE,,
73133,145092,"
  dizhen
  ",,,,,,,,,,,1,koudai_beijing/dizhen.skel,{delay=0;addTolayer=-1;offsetX=-100;offsetY=0;zorder=10;scale=0.75;aniName=shandianniao_skill2;aniLoop=false;lastTime=10666.7;screenPos=0},,,TRUE,,
73134,145093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=1;scale=0.75;aniName=shandianniao_skill2;aniLoop=false;lastTime=10666.7;screenPos=0},,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
74111,146001,"
  flame bird
  ",,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;133.3;166.6;200;233.3;233.3;266.6>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
74121,146008,,,,<0.3;0.3;0.4>,,<0;133.3;233.3>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
74131,146011,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;166.6;133.3;166.6;166.6;166.6;1333.3;100;100;100;100;100;100;100>,,,,,,,,,,,TRUE,,
74132,146091,,,,,,,,,,<{delay=0;t=0;x=580;y=50;scale=0.5;teamClose=0.4};{delay=7590;t=120;x=230;y=50;scale=0.5;teamClose=0.4};{delay=8810;t=0;x=-680;y=-20;scale=0.3;teamClose=0.3};{delay=9232;t=280;x=-700;y=-830;scale=0.3;teamClose=0.3};{delay=9680;t=340;x=-700;y=-500;scale=0.3;teamClose=0.3}>,<{delay=0;hide=true;lastTime=7590};{delay=0;hide=false;lastTime=7920};{delay=0;hide=true;lastTime=8810}>,,,,<90;146092;146093>,,TRUE,,
74133,146092,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,{delay=0;offsetX=0;offsetY=-50;scale=0.75;addTolayer=-1;zorder=30;aniName=huoyanniao_skill2;aniLoop=false;lastTime=11166.6;screenPos=0},,,TRUE,,
74134,146093,"
  huangtu
  ",,,,,,,,,,,1,koudai_beijing/huangtu.skel,{delay=0;offsetX=0;offsetY=-110;addTolayer=-1;zorder=60;aniName=huoyanniao_skill2;aniLoop=false;lastTime=11166.6;screenPos=0;scale=0.75},,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
75311,149001,"
  fast dragon
  ",,,<0.5;0.5>,,<0;233.33>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
75321,149003,,,,<0.6;0.4>,,<0;100>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
75331,149005,,,,<0.3;0.3;0.4>,,<0;266.67;866.67>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
75341,149008,,,,<1>,,<0>,,,,,,,,,,,TRUE,,
75342,149091,,,,,,,,,,<{delay=0;t=0;absX=-200;absY=-200};{delay=4800;t=500;absX=1500;absY=1000};{delay=4800;t=500;scale=0.5};{delay=8233.33;t=0;absX=1500;absY=600}>,<{delay=0;hide=true;lastTime=4800};{delay=5333.33;hide=true;lastTime=2866.67}>,,,,<90;149092;149093;149094;149095>,,TRUE,,
75343,149092,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,{addTolayer=1;offsetX=0;offsetY=0;zorder=-1;aniName=kuailong_skill2_qian;aniLoop=false;lastTime=9833.33;screenPos=0;scale=0.75},,,TRUE,,
75344,149093,"
  huangtu
  ",,,,,,,,,,,1,koudai_beijing/huangtu.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=-100;aniName=kuailong_skill2;aniLoop=false;lastTime=9833.33;screenPos=0;scale=0.75},,,TRUE,,
75345,149094,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=-200;aniName=kuailong_skill2;aniLoop=false;lastTime=9833.33;screenPos=0;scale=0.75},,,TRUE,,
75346,149095,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=-300;aniName=kuailong_skill2_hou;aniLoop=false;lastTime=9833.33;screenPos=0;scale=0.75},,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
77111,151001,"
  dream
  ",,,<0.7;0.3>,,<0;66.6>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
77121,151003,"
  dream
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
77131,151004,"
  dream
  ",,,<0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.25>,,<0;200;200;1100;200;100;100;100;100;100;333.33;453.33>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
77132,151091,"
  target moving
  hide
  ",,,,,,,,,<{delay=0;t=0;x=-670;y=270;scale=0.02;teamClose=0.02};{delay=9400;t=350;x=-750;y=80;scale=1;teamClose=0.7}>,<{delay=0;hide=true;lastTime=9400}>,,,,<90;151092;151093;151094>,,TRUE,,
77133,151092,"
  yuzhou
  ",,,,,,,,,,,1,koudai_beijing/yuzhou.skel,"{addTolayer=1;offsetX=-350;offsetY=-550;zorder=999;aniName=menghuan_skill2_top;scale=0.66;aniLoop=false;lastTime=10333.3;screenPos=0} ",,,,,
77134,151093,"
  yuzhou
  ",,,,,,,,,,,1,koudai_beijing/yuzhou.skel,"{addTolayer=-1;offsetX=-300;offsetY=-400;zorder=5;aniName=menghuan_skill2_bottom;scale=0.66;aniLoop=false;lastTime=10333.3;screenPos=0} ",,,,,
77135,151094,"
  moren_bj
  ",,,,,,,,,,,1,koudai_beijing/moren_bj.skel,"{addTolayer=-1;offsetX=-230;offsetY=-400;zorder=1;aniName=menghuan_skill2;scale=0.66;aniLoop=false;lastTime=10333.3;screenPos=0} ",,,,,
,,,,,,,,,,,,,,,,,,,,
78111,152001,"
  Chrysanthemum leaves
  ",,,<0.5;0.5>,,<0;333>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
78121,152003,"
  Chrysanthemum leaves
  ",,,<0.5;0.5>,,<0;67>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
78131,152005,"
  Chrysanthemum leaves
  ",,,,<0.2;0.3;0.5>,<0;134;400>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
78211,153001,"
  bay leaf
  ",,,<0.5;0.5>,,<0;333>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
78221,153003,"
  bay leaf
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
78231,153004,"
  bay leaf
  ",,,,<0.25;0.25;0.25;0.25>,<0;1050;600;750>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
78311,154001,"
  Geranium
  ",,,<0.3;0.3;0.4>,,<0;166.6;166.6>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
78321,154004,,,,<0.3;0.3;0.4>,,<0;500;500>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
78331,154007,,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,<0;200;200;200;200;200;200>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
78332,1,,,,,,,,,,<{delay=0;t=0;scale=1.2;x=-200;y=-280};{delay=3100;t=1800;scale=1;x=0;y=-180}>,,,,,<90;154091;154092>,,TRUE,,
78333,154091,"
  huahai
  ",,,,,,,,,,,1,koudai_beijing/huahai.skel,"{delay=0;offsetX=-100;offsetY=-30;scale=0.7;addTolayer=-1;zorder=30;aniName=dazhukui_skill2;aniLoop=false;lastTime=6533.3;screenPos=0} ",,,TRUE,,
78334,154092,"
  sudu_bj
  ",,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,"{delay=0;offsetX=0;offsetY=0;scale=1;addTolayer=-1;zorder=60;aniName=dazhukui_skill2;aniLoop=false;lastTime=6533.3;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
79111,155001,"
  fireball mouse
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
79121,155002,,,,<0.25;0.25;0.25;0.25>,,<0;66.6;100;166.6>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
79131,155006,,,,<0.25;0.25;0.25;0.25>,,<0;700;966.6;300>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
79211,156001,"
  Fire Rock Rat
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
79221,156002,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;66.6;100;100;166.6;133.3;33.3>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
79231,156009,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;333.3;266.6;300;266.6;233.3>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
79311,157001,"
  fiery beast
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
79321,157002,,,,<0.3;0.3;0.4>,,<0;100;100>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
79331,157005,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;133.3;166.6;100;400>,,,,,,,,,,,TRUE,,
79332,157091,,,,,,,,,,<{delay=1000;t=0;scale=1;teamClose=0.5;absX=1250;y=-180}>,<{delay=0;hide=true;lastTime=5000};{delay=6000;hide=true;lastTime=1666.67}>,,,,<90;157092;157093>,,TRUE,,
79333,157092,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=1;aniName=huobaoshou_skill2;aniLoop=false;lastTime=7666.67;screenPos=0} ",,,TRUE,,
79334,157093,"
  dizhen
  ",,,,,,,,,,,1,koudai_beijing/dizhen.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=10;aniName=huobaoshou_skill2;aniLoop=false;lastTime=6366.67;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
80111,158001,"
  Little Saw Alligator
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
80121,158002,"
  Little Saw Alligator
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
80131,158003,"
  Little Saw Alligator
  ",,,<0.25;0.25;0.25;0.25>,,<0;80;80;80>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
80132,158091,"
  target moving
  hide
  ",,,,,,,,,<{delay=0;t=480;x=1300;y=0;rot=20}>,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
80211,159001,"
  blue crocodile
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
80221,159002,"
  blue crocodile
  ",,,<0.4;0.6>,,<0;90>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
80222,159091,"
  target moving
  hide
  ",,,,,,,,,<{delay=0;t=150;x=20;y=140;rot=30};{delay=150;t=300;x=0;y=0;rot=0}>,,,,,,,FALSE,,
