变量名,drawType,"
  _comment
  ",drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
11932,limit_up_rmb10_15661,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a Panka pool)
  - water and land system
  ",0,22,,,,,,,,,,{1207=1;205=3;206=6},150,{1207=1;205=4;206=5},100,{1207=1;205=5;206=4},50,{1207=2;205=3;206=5},30,{1207=2;205=4;206=4},20,{1207=2;205=5;206=3},10,{1207=3;205=2;206=5},0,{1207=3;205=3;206=4},0,{1207=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940,limit_up_rmb1_15671,"
  Diamond Paid
  Single Draw - Electric
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
11941,limit_up_rmb1_15671,"
  Diamond paid
  single draw - A -level card must be issued - electric system
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11942,limit_up_rmb1_15671,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - electric system
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1208=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11943,limit_up_rmb1_15671,"
  15 subsequent companies, you
  will get an additional S -level card (probability) UP - Electric
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1208=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11944,limit_up_rmb1_15671,"
  ( Universal card pool
  after 10 times ) After every 15 consecutive rounds, you will get an additional S -level card
  (probability) UP - Electric
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1208=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950,limit_up_rmb10_15671,"
  The first ten company - single S- electric series
  ",4,1,,,,,,,,,,{1208=1;205=3;206=6},100,{1208=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
11951,limit_up_rmb10_15671,"
  10 consecutive
  draws - regular output (up to 2 ) - electric system
  ",0,2,,,20,,,,,,,{1208=1;205=3;206=6},150,{1208=1;205=4;206=5},100,{1208=1;205=5;206=4},50,{1208=2;205=3;206=5},30,{1208=2;205=4;206=4},20,{1208=2;205=5;206=3},10,{1208=3;205=2;206=5},0,{1208=3;205=3;206=4},0,{1208=3;205=4;206=3},0,,0
11952,limit_up_rmb10_15671,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan - card pool)
  -electric system
  ",0,22,,,,,,,,,,{1209=1;205=3;206=6},150,{1209=1;205=4;206=5},100,{1209=1;205=5;206=4},50,{1209=2;205=3;206=5},30,{1209=2;205=4;206=4},20,{1209=2;205=5;206=3},10,{1209=3;205=2;206=5},0,{1209=3;205=3;206=4},0,{1209=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11960,limit_up_rmb1_15681,"
  Diamond Paid
  Single Draw - Ice Fairy
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
11961,limit_up_rmb1_15681,"
  Diamond Paid
  Single Draw - A -level card must be issued - Ice Fairy
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11962,limit_up_rmb1_15681,"
  Diamond Single
  Draw - 5th to 10th S Qualification Card UP - Ice Fairy
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1210=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11963,limit_up_rmb1_15681,"
  After every 15 consecutive
  rounds, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1210=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11964,limit_up_rmb1_15681,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1210=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11970,limit_up_rmb10_15681,"
  The first ten consecutive - single sheet S- Ice Fairy
  ",4,1,,,,,,,,,,{1210=1;205=3;206=6},100,{1210=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
11971,limit_up_rmb10_15681,"
  10 consecutive
  draws - regular output (up to 2 ) - ice goblin
  ",0,2,,,20,,,,,,,{1210=1;205=3;206=6},150,{1210=1;205=4;206=5},100,{1210=1;205=5;206=4},50,{1210=2;205=3;206=5},30,{1210=2;205=4;206=4},20,{1210=2;205=5;206=3},10,{1210=3;205=2;206=5},0,{1210=3;205=3;206=4},0,{1210=3;205=4;206=3},0,,0
11972,limit_up_rmb10_15681,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan-card
  pool) - Ice Fairy
  ",0,22,,,,,,,,,,{1211=1;205=3;206=6},150,{1211=1;205=4;206=5},100,{1211=1;205=5;206=4},50,{1211=2;205=3;206=5},30,{1211=2;205=4;206=4},20,{1211=2;205=5;206=3},10,{1211=3;205=2;206=5},0,{1211=3;205=3;206=4},0,{1211=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,limit_box_rmb1_1031,"
  Time -limited
  monsters - free card draw
  ",4,1,,,,,,,,,,{205=1},50,,0,,0,,0,,0,,0,,0,,0,,0,,0
1002,limit_box_rmb1_1031,"
  S
  -level card every 15 consecutive times (probability )
  ",2,2,,,,2,0.05,0.02,0.3,15,15,{201=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1003,limit_box_rmb1_1031,"
  Time -limited
  beast - single card draw
  ",0,2,,,,,,,,,,{201=1},0,{205=1},250,{1101=1},200,{1103=1},400,{1111=1},100,{1112=1},100,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,limit_box_rmb10_1031,"
  The first ten consecutive - single S
  ",4,1,,,,,,,,,,{207=1;205=3;206=6},100,{207=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
1012,limit_box_rmb10_1031,"
  Time -limited
  beast - ten consecutive draws - regular output (up to 2 )
  ",0,1,,,,,,,,,,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},150,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},100,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},50,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},30,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},20,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},10,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,limit_box_rmb1_1112,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1022,limit_box_rmb1_1112,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,limit_box_rmb10_1112,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1032,limit_box_rmb10_1112,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1033,limit_box_rmb10_1112,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1034,limit_box_rmb10_1112,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1035,limit_box_rmb10_1112,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1036,limit_box_rmb10_1112,"
  regular ten
  ",0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,limit_box_rmb1_1212,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1042,limit_box_rmb1_1212,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,limit_box_rmb10_1212,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1052,limit_box_rmb10_1212,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1053,limit_box_rmb10_1212,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1054,limit_box_rmb10_1212,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1055,limit_box_rmb10_1212,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1056,limit_box_rmb10_1212,"
  regular ten
  ",0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,limit_box_rmb1_1291,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1062,limit_box_rmb1_1291,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,limit_box_rmb10_1291,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1072,limit_box_rmb10_1291,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1073,limit_box_rmb10_1291,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1074,limit_box_rmb10_1291,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1075,limit_box_rmb10_1291,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1076,limit_box_rmb10_1291,"
  regular ten
  ",0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,limit_box_rmb1_1381,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1082,limit_box_rmb1_1381,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,limit_box_rmb10_1381,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1092,limit_box_rmb10_1381,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1093,limit_box_rmb10_1381,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1094,limit_box_rmb10_1381,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1095,limit_box_rmb10_1381,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1096,limit_box_rmb10_1381,"
  regular ten
  ",0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,limit_box_rmb1_1512,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1102,limit_box_rmb1_1512,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,limit_box_rmb10_1512,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1112,limit_box_rmb10_1512,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1113,limit_box_rmb10_1512,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1114,limit_box_rmb10_1512,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1115,limit_box_rmb10_1512,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1116,limit_box_rmb10_1512,"
  regular ten
  ",0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,limit_box_rmb1_1642,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1122,limit_box_rmb1_1642,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,limit_box_rmb10_1642,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1132,limit_box_rmb10_1642,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1133,limit_box_rmb10_1642,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1134,limit_box_rmb10_1642,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1135,limit_box_rmb10_1642,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1136,limit_box_rmb10_1642,"
  regular ten
  ",0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,limit_box_rmb1_1772,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1142,limit_box_rmb1_1772,"
  Regular single
  draw - base output
  ",0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,limit_box_rmb10_1772,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1152,limit_box_rmb10_1772,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1153,limit_box_rmb10_1772,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1154,limit_box_rmb10_1772,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1155,limit_box_rmb10_1772,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
