变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
id,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
432,Gym 2_Difficulty 1,80105,,12,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
433,Gym 2_Difficulty 1,80106,,1,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
434,Gym 2_Difficulty 1,80106,,2,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
435,Gym 2_Difficulty 1,80106,,3,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
436,Gym 2_Difficulty 1,80106,,4,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
437,Gym 2_Difficulty 1,80106,,5,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
438,Gym 2_Difficulty 1,80106,,6,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
439,Gym 2_Difficulty 1,80106,,7,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
440,Gym 2_Difficulty 1,80106,,8,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
441,Gym 2_Difficulty 1,80106,,9,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
442,Gym 2_Difficulty 1,80106,,10,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
443,Gym 2_Difficulty 1,80106,,11,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
444,Gym 2_Difficulty 1,80106,,12,<1.76;1.5>,<0.7;0.77>,<0.7;0.77>,<0.92;0.79>,<0.92;0.79>,<0.89;0.89>,,,,,,
445,Gym 2_difficulty 2,80111,{11=1.1},1,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
446,Gym 2_difficulty 2,80111,{11=1.1},2,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
447,Gym 2_difficulty 2,80111,{11=1.1},3,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
448,Gym 2_difficulty 2,80111,{11=1.1},4,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
449,Gym 2_difficulty 2,80111,{11=1.1},5,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
450,Gym 2_difficulty 2,80111,{11=1.1},6,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
451,Gym 2_difficulty 2,80111,{11=1.1},7,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
452,Gym 2_difficulty 2,80111,{11=1.1},8,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
453,Gym 2_difficulty 2,80111,{11=1.1},9,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
454,Gym 2_difficulty 2,80111,{11=1.1},10,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
455,Gym 2_difficulty 2,80111,{11=1.1},11,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
456,Gym 2_difficulty 2,80111,{11=1.1},12,<2.42;2.05>,<0.95;1.06>,<0.95;1.06>,<1.27;1.09>,<1.27;1.09>,<0.92;0.92>,,,,,,
457,Gym 2_difficulty 2,80112,{11=1.1},1,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
458,Gym 2_difficulty 2,80112,{11=1.1},2,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
459,Gym 2_difficulty 2,80112,{11=1.1},3,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
460,Gym 2_difficulty 2,80112,{11=1.1},4,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
461,Gym 2_Difficulty 2,80112,{11=1.1},5,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
462,Gym 2_Difficulty 2,80112,{11=1.1},6,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
463,Gym 2_Difficulty 2,80112,{11=1.1},7,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
464,Gym 2_Difficulty 2,80112,{11=1.1},8,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
465,Gym 2_Difficulty 2,80112,{11=1.1},9,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
466,Gym 2_Difficulty 2,80112,{11=1.1},10,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
467,Gym 2_difficulty 2,80112,{11=1.1},11,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
468,Gym 2_difficulty 2,80112,{11=1.1},12,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
469,Gym 2_difficulty 2,80113,{11=3.3},1,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
470,Gym 2_difficulty 2,80113,{11=3.3},2,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
471,Gym 2_difficulty 2,80113,{11=3.3},3,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
472,Gym 2_difficulty 2,80113,{11=3.3},4,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
473,Gym 2_difficulty 2,80113,{11=3.3},5,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
474,Gym 2_difficulty 2,80113,{11=3.3},6,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
475,Gym 2_difficulty 2,80113,{11=3.3},7,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
476,Gym 2_difficulty 2,80113,{11=3.3},8,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
477,Gym 2_difficulty 2,80113,{11=3.3},9,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
478,Gym 2_difficulty 2,80113,{11=3.3},10,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
479,Gym 2_difficulty 2,80113,{11=3.3},11,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
480,Gym 2_Difficulty 2,80113,{11=3.3},12,<8.9;7.57>,<3.52;3.92>,<3.52;3.92>,<4.67;4.01>,<4.67;4.01>,<1.25;1.25>,,,,,,
481,Gym 2_difficulty 2,80114,,1,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
482,Gym 2_Difficulty 2,80114,,2,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
483,Gym 2_Difficulty 2,80114,,3,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
484,Gym 2_Difficulty 2,80114,,4,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
485,Gym 2_Difficulty 2,80114,,5,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
486,Gym 2_Difficulty 2,80114,,6,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
487,Gym 2_Difficulty 2,80114,,7,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
488,Gym 2_Difficulty 2,80114,,8,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
489,Gym 2_Difficulty 2,80114,,9,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
490,Gym 2_Difficulty 2,80114,,10,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
491,Gym 2_Difficulty 2,80114,,11,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
492,Gym 2_Difficulty 2,80114,,12,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
493,Gym 2_Difficulty 2,80115,,1,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
494,Gym 2_difficulty 2,80115,,2,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
495,Gym 2_difficulty 2,80115,,3,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
496,Gym 2_Difficulty 2,80115,,4,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
497,Gym 2_Difficulty 2,80115,,5,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
498,Gym 2_difficulty 2,80115,,6,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
499,Gym 2_Difficulty 2,80115,,7,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
500,Gym 2_difficulty 2,80115,,8,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
501,Gym 2_difficulty 2,80115,,9,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
502,Gym 2_Difficulty 2,80115,,10,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
503,Gym 2_Difficulty 2,80115,,11,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
504,Gym 2_Difficulty 2,80115,,12,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
505,Gym 2_Difficulty 2,80116,,1,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
506,Gym 2_Difficulty 2,80116,,2,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
507,Gym 2_Difficulty 2,80116,,3,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
508,Gym 2_Difficulty 2,80116,,4,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
509,Gym 2_difficulty 2,80116,,5,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
510,Gym 2_difficulty 2,80116,,6,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
511,Gym 2_difficulty 2,80116,,7,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
512,Gym 2_difficulty 2,80116,,8,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
513,Gym 2_difficulty 2,80116,,9,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
514,Gym 2_difficulty 2,80116,,10,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
515,Gym 2_difficulty 2,80116,,11,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
516,Gym 2_difficulty 2,80116,,12,<2.12;1.8>,<0.84;0.93>,<0.84;0.93>,<1.11;0.95>,<1.11;0.95>,<0.91;0.91>,,,,,,
517,Gym 2_Difficulty 3,80121,,1,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
518,Gym 2_Difficulty 3,80121,,2,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
519,Gym 2_Difficulty 3,80121,,3,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
520,Gym 2_Difficulty 3,80121,,4,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
521,Gym 2_Difficulty 3,80121,,5,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
522,Gym 2_Difficulty 3,80121,,6,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
523,Gym 2_Difficulty 3,80121,,7,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
524,Gym 2_Difficulty 3,80121,,8,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
525,Gym 2_Difficulty 3,80121,,9,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
526,Gym 2_Difficulty 3,80121,,10,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
527,Gym 2_Difficulty 3,80121,,11,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
528,Gym 2_Difficulty 3,80121,,12,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
529,Gym 2_Difficulty 3,80122,{11=1.1},1,<1.02;0.86>,<0.4;0.45>,<0.4;0.45>,<0.53;0.46>,<0.53;0.46>,<0.37;0.37>,,,,,,
530,Gym 2_Difficulty 3,80122,{11=1.1},2,<0.51;0.43>,<0.2;0.22>,<0.2;0.22>,<0.27;0.23>,<0.27;0.23>,<0.19;0.19>,,,,,,
531,Gym 2_Difficulty 3,80122,{11=1.1},3,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
532,Gym 2_Difficulty 3,80122,{11=1.1},4,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
533,Gym 2_Difficulty 3,80122,{11=1.1},5,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
534,Gym 2_Difficulty 3,80122,{11=1.1},6,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
535,Gym 2_Difficulty 3,80122,{11=1.1},7,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
536,Gym 2_Difficulty 3,80122,{11=1.1},8,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
537,Gym 2_Difficulty 3,80122,{11=1.1},9,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
538,Gym 2_Difficulty 3,80122,{11=1.1},10,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
539,Gym 2_Difficulty 3,80122,{11=1.1},11,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
540,Gym 2_Difficulty 3,80122,{11=1.1},12,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
541,Gym 2_Difficulty 3,80123,{11=2.8},1,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
542,Gym 2_Difficulty 3,80123,{11=2.8},2,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
543,Gym 2_Difficulty 3,80123,{11=2.8},3,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
544,Gym 2_Difficulty 3,80123,{11=2.8},4,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
545,Gym 2_Difficulty 3,80123,{11=2.8},5,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
546,Gym 2_Difficulty 3,80123,{11=2.8},6,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
547,Gym 2_Difficulty 3,80123,{11=2.8},7,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
548,Gym 2_Difficulty 3,80123,{11=2.8},8,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
549,Gym 2_Difficulty 3,80123,{11=2.8},9,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
550,Gym 2_Difficulty 3,80123,{11=2.8},10,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
551,Gym 2_Difficulty 3,80123,{11=2.8},11,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
552,Gym 2_Difficulty 3,80123,{11=2.8},12,<1.3;1.1>,<0.51;0.57>,<0.51;0.57>,<0.68;0.58>,<0.68;0.58>,<1.02;1.02>,,,,,,
553,Gym 2_Difficulty 3,80124,{11=1.1},1,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
554,Gym 2_Difficulty 3,80124,{11=1.1},2,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
555,Gym 2_Difficulty 3,80124,{11=1.1},3,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
556,Gym 2_Difficulty 3,80124,{11=1.1},4,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
557,Gym 2_Difficulty 3,80124,{11=1.1},5,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
558,Gym 2_Difficulty 3,80124,{11=1.1},6,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
559,Gym 2_Difficulty 3,80124,{11=1.1},7,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
560,Gym 2_Difficulty 3,80124,{11=1.1},8,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
561,Gym 2_Difficulty 3,80124,{11=1.1},9,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
562,Gym 2_Difficulty 3,80124,{11=1.1},10,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
563,Gym 2_Difficulty 3,80124,{11=1.1},11,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
564,Gym 2_Difficulty 3,80124,{11=1.1},12,<6.1;5.18>,<2.41;2.68>,<2.41;2.68>,<3.2;2.74>,<3.2;2.74>,<1.1;1.1>,,,,,,
565,Gym 2_Difficulty 3,80125,,1,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
566,Gym 2_Difficulty 3,80125,,2,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
567,Gym 2_Difficulty 3,80125,,3,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
568,Gym 2_Difficulty 3,80125,,4,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
569,Gym 2_Difficulty 3,80125,,5,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
570,Gym 2_Difficulty 3,80125,,6,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
571,Gym 2_Difficulty 3,80125,,7,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
572,Gym 2_Difficulty 3,80125,,8,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
573,Gym 2_Difficulty 3,80125,,9,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
574,Gym 2_Difficulty 3,80125,,10,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
575,Gym 2_Difficulty 3,80125,,11,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
576,Gym 2_Difficulty 3,80125,,12,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
577,Gym 2_Difficulty 3,80126,,1,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
578,Gym 2_Difficulty 3,80126,,2,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
579,Gym 2_Difficulty 3,80126,,3,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
580,Gym 2_Difficulty 3,80126,,4,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
581,Gym 2_Difficulty 3,80126,,5,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
582,Gym 2_Difficulty 3,80126,,6,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
583,Gym 2_Difficulty 3,80126,,7,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
584,Gym 2_Difficulty 3,80126,,8,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
