"﻿变量名",name,name_tw,name_en,name_vn,name_kr,icon,headIcon,treeID,attrDesc,attrDesc_tw,attrDesc_en,attrDesc_vn,attrDesc_kr,attrAddDesc1,attrAddDesc1_tw,attrAddDesc1_en,attrAddDesc1_vn,attrAddDesc1_kr,attrAddDesc2,attrAddDesc2_tw,attrAddDesc2_en,attrAddDesc2_vn,attrAddDesc2_kr,levelUp,preTalentID,preTalentLevel,roleLevel,costID,addType1,natureType1,damageRelation1,attrType1,attrNum1,addType2,natureType2,damageRelation2,attrType2,attrNum2
338,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_shjm.png,city/develop/talent/txt_ys1.png,3,Boosts the damage reduction of Rock-type moves of all Pokémons,提升所有精靈岩石系技能傷害減免,Boosts the damage reduction of Rock-type moves of all Pokémons,404404,모든 포켓몬의 바위 타입 스킬의 피해 감소를 증가시킨다,Rock-type damage reduction increases,岩石系技能傷害減免增加,Rock-type damage reduction increases,404404,바위 타입 스킬 피해 감소 증가,,,,,,10,337,7,65,7,3,,,66,100,,,,,
339,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_smz.png,city/develop/talent/txt_yl.png,3,Increase HP of all Ghost-type Pokémons,提升所有幽靈系精靈的生命,Increase HP of all Ghost-type Pokémons,404404,모든 고스트 타입 포켓몬의 HP를 증가시킨다,HP increases,生命增加,HP increases,404404,HP 증가,,,,,,10,,,65,5,4,14,,1,0.50%,,,,,
340,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_ysg.png,city/develop/talent/txt_yl.png,3,Boosts the damage bonus of Ghost-type moves of all Pokémons,提升所有精靈幽靈系技能傷害加成,Boosts the damage bonus of Ghost-type moves of all Pokémons,404404,모든 포켓몬의 고스트 타입 스킬 피해 보너스를 증가시킨다,Increase damage bonus of Ghost-type moves,幽靈系技能傷害加成增加,Increase damage bonus of Ghost-type moves,404404,고스트 타입 스킬 피해 보너스 증가,,,,,,10,339,7,65,6,3,,,49,100,,,,,
341,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_shjm.png,city/develop/talent/txt_yl.png,3,Boosts the damage of Ghost-type moves of all Pokémons,提升所有精靈幽靈系技能傷害減免,Boosts the damage of Ghost-type moves of all Pokémons,404404,모든 포켓몬의 고스트 타입 스킬의 피해 감소를 증가시킨다,Ghost-type damage reduction increases,幽靈系技能傷害減免增加,Ghost-type damage reduction increases,404404,고스트 타입 스킬 피해 감소 증가,,,,,,10,340,7,65,7,3,,,67,100,,,,,
342,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_smz.png,city/develop/talent/txt_lx.png,3,Increase HP of all Dragon-type Pokémons,提升所有龍系精靈的生命,Increase HP of all Dragon-type Pokémons,404404,모든 드래곤 타입 포켓몬의 HP를 증가시킨다,HP increases,生命增加,HP increases,404404,HP 증가,,,,,,10,,,65,5,4,15,,1,0.50%,,,,,
343,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_ysg.png,city/develop/talent/txt_lx.png,3,Boosts the damage bonus of Dragon-type moves of all Pokémons,提升所有精靈龍系技能傷害加成,Boosts the damage bonus of Dragon-type moves of all Pokémons,404404,모든 포켓몬의 드래곤 타입 스킬 피해 보너스를 증가시킨다,Increases damage bonus of Dragon-type moves,龍系技能傷害加成增加,Increases damage bonus of Dragon-type moves,404404,드래곤 타입 스킬 피해 보너스 증가,,,,,,10,342,7,65,6,3,,,50,100,,,,,
344,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_shjm.png,city/develop/talent/txt_lx.png,3,Boosts the damage of Dragon-type moves of all Pokémons,提升所有精靈龍系技能傷害減免,Boosts the damage of Dragon-type moves of all Pokémons,404404,모든 포켓몬의 드래곤 타입 스킬의 피해 감소를 증가시킨다,Dragon-type damage reduction increases,龍系技能傷害減免增加,Dragon-type damage reduction increases,404404,드래곤 타입 스킬 피해 감소 증가,,,,,,10,343,7,65,7,3,,,68,100,,,,,
345,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_smz.png,city/develop/talent/txt_ex.png,3,Increase HP of all Dark-type Pokémons,提升所有惡系精靈的生命,Increase HP of all Dark-type Pokémons,404404,모든 악 타입 포켓몬의 HP를 증가시킨다,HP increases,生命增加,HP increases,404404,HP 증가,,,,,,10,,,65,5,4,16,,1,0.50%,,,,,
346,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_ysg.png,city/develop/talent/txt_ex.png,3,Boosts the damage bonus of Dark-type moves of all Pokémons,提升所有精靈惡系技能傷害加成,Boosts the damage bonus of Dark-type moves of all Pokémons,404404,모든 포켓몬의 악 타입 스킬 피해 보너스를 증가시킨다,Increases damage bonus of Dark-type moves,惡系技能傷害加成增加,Increases damage bonus of Dark-type moves,404404,악 타입 스킬 피해 보너스 증가,,,,,,10,345,7,65,6,3,,,51,100,,,,,
347,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_shjm.png,city/develop/talent/txt_ex.png,3,Boosts the damage of Dark-type moves of all Pokémons,提升所有精靈惡系技能傷害減免,Boosts the damage of Dark-type moves of all Pokémons,404404,모든 포켓몬의 악 타입 스킬의 피해 감소를 증가시킨다,Dark-type damage reduction increases,惡系技能傷害減免增加,Dark-type damage reduction increases,404404,악 타입 스킬 피해 감소 증가,,,,,,10,346,7,65,7,3,,,69,100,,,,,
348,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_smz.png,city/develop/talent/txt_gx.png,3,Increase HP of all Metal-type Pokémons,提升所有鋼系精靈的生命,Increase HP of all Metal-type Pokémons,404404,모든 강철 타입 포켓몬의 HP를 증가시킨다,HP increases,生命增加,HP increases,404404,HP 증가,,,,,,10,,,65,5,4,17,,1,0.50%,,,,,
349,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_ysg.png,city/develop/talent/txt_gx.png,3,Boosts the damage bonus of Steel-type moves of all Pokémons,提升所有精靈鋼系技能傷害加成,Boosts the damage bonus of Steel-type moves of all Pokémons,404404,모든 포켓몬의 강철 타입 스킬 피해 보너스를 증가시킨다,Increases damage bonus of Steel-type moves,鋼系技能傷害加成增加,Increases damage bonus of Steel-type moves,404404,강철 타입 스킬 피해 보너스 증가,,,,,,10,348,7,65,6,3,,,52,100,,,,,
350,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_shjm.png,city/develop/talent/txt_gx.png,3,Boosts the damage of Steel-type moves of all Pokémons,提升所有精靈鋼系技能傷害減免,Boosts the damage of Steel-type moves of all Pokémons,404404,모든 포켓몬의 강철 타입 스킬의 피해 감소를 증가시킨다,Steel-type damage reduction increases,鋼系技能傷害減免增加,Steel-type damage reduction increases,404404,강철 타입 스킬 피해 감소 증가,,,,,,10,349,7,65,7,3,,,70,100,,,,,
351,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_smz.png,city/develop/talent/txt_yj.png,3,Increase HP of all Fairy-type Pokémons,提升所有妖精系精靈的生命,Increase HP of all Fairy-type Pokémons,404404,모든 페어리 타입 포켓몬의 HP를 증가시킨다,HP increases,生命增加,HP increases,404404,HP 증가,,,,,,10,,,65,5,4,18,,1,0.50%,,,,,
352,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_ysg.png,city/develop/talent/txt_yj.png,3,Boosts the damage bonus of Fairy-type moves of all Pokémons,提升所有精靈妖精系技能傷害加成,Boosts the damage bonus of Fairy-type moves of all Pokémons,404404,모든 포켓몬의 페어리 타입 스킬 피해 보너스를 증가시킨다,Increases damage bonus of Fairy-type moves,妖精系技能傷害加成增加,Increases damage bonus of Fairy-type moves,404404,페어리 타입 스킬 피해 보너스 증가,,,,,,10,351,7,65,6,3,,,53,100,,,,,
353,Element Talent,元素天賦,Element Talent,404404,원소 특성,city/develop/talent/icon_shjm.png,city/develop/talent/txt_yj.png,3,Boosts the damage of Fairy-type moves of all Pokémons,提升所有精靈妖精系技能傷害減免,Boosts the damage of Fairy-type moves of all Pokémons,404404,모든 포켓몬의 페어리 타입 스킬의 피해 감소를 증가시킨다,Fairy-type damage reduction increases,妖精系技能傷害減免增加,Fairy-type damage reduction increases,404404,페어리 타입 스킬 피해 감소 증가,,,,,,10,352,7,65,7,3,,,71,100,,,,,
400,Arena,競技場,Arena,Sân thi đấu,아레나,city/develop/talent/icon_smz.png,,4,Increase Pokémon's HP in the arena,提升精靈在競技場內的生命,Increase Pokémon's HP in the arena,404404,모든 포켓몬의 아레나에서의 HP를 증가시킨다,HP increases,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,2,,1,0.75%,,2,,,
401,Arena,競技場,Arena,Sân thi đấu,아레나,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of elves in the arena,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,400,7,75,10,6,2,,22,40,6,2,,23,40
402,Arena,競技場,Arena,Sân thi đấu,아레나,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of elves in the arena,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,401,7,75,11,6,2,,24,40,6,2,,25,40
,Event dungeon,活動副本,Event dungeon,404404,이벤트 던전,city/develop/talent/icon_smz.png,,4,Increase the life of the elf in the event instance,提升精靈在活動副本內的生命,Increase HP of the Pokémons in Event Dungeon,404404,모든 포켓몬의 이벤트 던전에서의 HP를 증가시킨다,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,3,,1,0.75%,,3,,,
,Event dungeon,活動副本,Event dungeon,404404,이벤트 던전,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of the elves in the event instance,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,403,7,75,10,6,3,,22,40,6,3,,23,40
,Event dungeon,活動副本,Event dungeon,404404,이벤트 던전,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of the elves in the event instance,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,404,7,75,11,6,3,,24,40,6,3,,25,40
,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,city/develop/talent/icon_smz.png,,4,Increase the life of the elf in the adventure path,提升精靈在冒險之路內的生命,Increase Pokémon's HP in Adventure Road,404404,모든 포켓몬의 모험의 길에서의 HP를 증가시킨다,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,4,,1,0.75%,,4,,,
,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of elves in the road of adventure,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,406,7,75,10,6,4,,22,40,6,4,,23,40
,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of elves in the road of adventure,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,407,7,75,11,6,4,,24,40,6,4,,25,40
,union Dungeon,公會副本,union Dungeon,Công hội phó bản,길드 던전,city/develop/talent/icon_smz.png,,4,Increase the life of elves in guild instances,提升精靈在公會副本內的生命,Increase HP of the Pokémons in union Dungeon,404404,모든 포켓몬의 길드 던전에서의 HP를 증가시킨다,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,5,,1,0.75%,,5,,,
,union Dungeon,公會副本,union Dungeon,Công hội phó bản,길드 던전,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of the elves in the guild instance,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,409,7,75,10,6,5,,22,40,6,5,,23,40
,union Dungeon,公會副本,union Dungeon,Công hội phó bản,길드 던전,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of the elves in the guild instance,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,410,7,75,11,6,5,,24,40,6,5,,25,40
412,Indigo Plateau Conference,石英大會,Indigo Plateau Conference,Thạch anh đại hội,석영 대회,city/develop/talent/icon_smz.png,,4,Raise the life of the elf in the Quartz Assembly,提升精靈在石英大會內的生命,Increase Pokémon's HP in Global Indigo Plateau Conference,404404,모든 포켓몬의 석영 대회에서의 HP를 증가시킨다,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,6,,1,0.75%,,6,,,
413,Indigo Plateau Conference,石英大會,Indigo Plateau Conference,Thạch anh đại hội,석영 대회,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of the elves in the Quartz Conference,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,412,7,75,10,6,6,,22,40,6,6,,23,40
414,Indigo Plateau Conference,石英大會,Indigo Plateau Conference,Thạch anh đại hội,석영 대회,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of the elves in the Quartz Conference,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,413,7,75,11,6,6,,24,40,6,6,,25,40
,Element Challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,city/develop/talent/icon_smz.png,,4,Increases the life of elves in elemental challenges,提升精靈在元素挑戰內的生命,Increase Pokémon's HP in Elemental Challenge,404404,모든 포켓몬의 엘리멘탈 챌린지에서의 HP를 증가시킨다,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,7,,1,0.75%,,7,,,
,Element Challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of elves in elemental challenges,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,415,7,75,10,6,7,,22,40,6,7,,23,40
,Element Challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of elves in elemental challenges,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,416,7,75,11,6,7,,24,40,6,7,,25,40
,Aether Paradise,乙太樂園,Aether Paradise,Aether nhạc viên,에테르파라다이스,city/develop/talent/icon_smz.png,,4,Raise the life of the elves in the etheric paradise,提升精靈在乙太樂園內的生命,Increase Pokémons' HP in Aether Paradise,404404,모든 포켓몬의 에테르 파라다이스에서의 HP를 증가시킨다,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,8,,1,0.75%,,8,,,
,Aether Paradise,乙太樂園,Aether Paradise,Aether nhạc viên,에테르파라다이스,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of elves in Ether Paradise,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,418,7,75,10,6,8,,22,40,6,8,,23,40
,Aether Paradise,乙太樂園,Aether Paradise,Aether nhạc viên,에테르파라다이스,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of elves in Ether Paradise,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,419,7,75,11,6,8,,24,40,6,8,,25,40
421,Guild Wars,404,404,404,404,city/develop/talent/icon_smz.png,,4,Increase the life of elves in guild battles,404,404,404,404,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,9,,1,0.75%,,9,,,
422,Guild Wars,404,404,404,404,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of elves in guild battles,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,421,7,75,10,6,9,,22,40,6,9,,23,40
423,Guild Wars,404,404,404,404,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of elves in guild battles,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,422,7,75,11,6,9,,24,40,6,9,,25,40
424,Cross-server Quartz Conference,404,404,404,404,city/develop/talent/icon_smz.png,,4,Increase the life of the elves in the cross-server Quartz Conference,404,404,404,404,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,10,,1,0.75%,,10,,,
425,Cross-server Quartz Conference,404,404,404,404,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of the elves in the cross-server Quartz Conference,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,424,7,75,10,6,10,,22,40,6,10,,23,40
426,Cross-server Quartz Conference,404,404,404,404,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of the elves in the cross-server Quartz Conference,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,425,7,75,11,6,10,,24,40,6,10,,25,40
427,Cross server arena,404,404,404,404,city/develop/talent/icon_smz.png,,4,Increase the life of elves in cross-server arenas,404,404,404,404,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,12,,1,0.75%,,12,,,
428,Cross server arena,404,404,404,404,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of the elves in the cross-server arena,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,427,7,75,10,6,12,,22,40,6,12,,23,40
429,Cross server arena,404,404,404,404,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of the elves in the cross-server arena,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,428,7,75,11,6,12,,24,40,6,12,,25,40
,battle arena,404,404,404,404,city/develop/talent/icon_smz.png,,4,Increase the life of elves in the battle arena,404,404,404,404,increase in life,生命增加,HP increases,404404,HP 증가,,,,,,10,,,75,9,6,13,,1,0.75%,,13,,,
,battle arena,404,404,404,404,city/develop/talent/icon_shjc.png,,4,Improve the fighting ability of elves in the battle arena,404,404,404,404,Damage bonus increased,404,404,404404,404,Damage reduction increased,404,404,404,404,10,430,7,75,10,6,13,,22,40,6,13,,23,40
,battle arena,404,404,404,404,city/develop/talent/icon_shjm.png,,4,Improve the fighting ability of elves in the battle arena,404,404,404,404,Critical damage bonus increased,404,404,404404,404,Critical damage reduction increased,404,404,404,404,10,431,7,75,11,6,13,,24,40,6,13,,25,40
