变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,effectDesc_tw,effectDesc_en,effectDesc_vn,effectDesc_kr
37011,371,11,0,0,{22=1000},,,,,
37012,371,12,0,0,{23=1000},,,,,
38002,381,2,0,0,{9=80;10=80},,,,,
38003,381,3,0,0,{25=200},,,,,
38004,381,4,0,0,{9=6%;10=6%},,,,,
38005,381,5,0,0,{1=6%},,,,,
38006,381,6,0,0,{9=6%;10=6%},,,,,
38007,381,7,0,0,{27=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
38008,381,8,0,0,{1=12%},,,,,
38009,381,9,0,0,{9=12%;10=12%},,,,,
38010,381,10,0,0,{27=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
38011,381,11,0,0,{22=1200},,,,,
38012,381,12,0,0,{23=1200},,,,,
39002,391,2,0,0,{7=80;8=80},,,,,
39003,391,3,0,0,{24=200},,,,,
39004,391,4,0,0,{7=6%;8=6%},,,,,
39005,391,5,0,0,{1=6%},,,,,
39006,391,6,0,0,{9=6%;10=6%},,,,,
39007,391,7,0,0,{5=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
39008,391,8,0,0,{1=12%},,,,,
39009,391,9,0,0,{7=12%;8=12%},,,,,
39010,391,10,0,0,{5=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
39011,391,11,0,0,{22=1200},,,,,
39012,391,12,0,0,{23=1200},,,,,
40002,401,2,0,0,{9=80;10=80},,,,,
40003,401,3,0,0,{25=200},,,,,
40004,401,4,0,0,{9=6%;10=6%},,,,,
40005,401,5,0,0,{1=6%},,,,,
40006,401,6,0,0,{9=6%;10=6%},,,,,
40007,401,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
40008,401,8,0,0,{1=12%},,,,,
40009,401,9,0,0,{9=12%;10=12%},,,,,
40010,401,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
40011,401,11,0,0,{22=1200},,,,,
40012,401,12,0,0,{23=1200},,,,,
41001,411,1,0,0,,,,,,
42001,421,1,0,0,,,,,,
43001,431,1,0,0,,,,,,
44001,441,1,0,0,,,,,,
45002,451,2,0,0,{7=80;8=80},,,,,
45003,451,3,0,0,{24=200},,,,,
45004,451,4,0,0,{7=5%;8=5%},,,,,
45005,451,5,0,0,{1=5%},,,,,
45006,451,6,0,0,{9=5%;10=5%},,,,,
45007,451,7,0,0,{90=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
45008,451,8,0,0,{1=10%},,,,,
45009,451,9,0,0,{7=10%;8=10%},,,,,
45010,451,10,0,0,{90=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
45011,451,11,0,0,{22=1000},,,,,
45012,451,12,0,0,{23=1000},,,,,
46002,461,2,0,0,{7=80;8=80},,,,,
46003,461,3,0,0,{24=200},,,,,
46004,461,4,0,0,{7=5%;8=5%},,,,,
46005,461,5,0,0,{1=5%},,,,,
46006,461,6,0,0,{7=5%;8=5%},,,,,
46007,461,7,0,0,{11=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
46008,461,8,0,0,{1=10%},,,,,
46009,461,9,0,0,{7=10%;8=10%},,,,,
46010,461,10,0,0,{11=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
46011,461,11,0,0,{22=1000},,,,,
46012,461,12,0,0,{23=1000},,,,,
47002,471,2,0,0,{9=80;10=80},,,,,
47003,471,3,0,0,{25=200},,,,,
47004,471,4,0,0,{9=5%;10=5%},,,,,
47005,471,5,0,0,{1=5%},,,,,
47006,471,6,0,0,{9=5%;10=5%},,,,,
47007,471,7,0,0,{27=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
47008,471,8,0,0,{1=10%},,,,,
47009,471,9,0,0,{9=10%;10=10%},,,,,
47010,471,10,0,0,{27=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
47011,471,11,0,0,{22=1000},,,,,
47012,471,12,0,0,{23=1000},,,,,
48002,481,2,0,0,{1=300},,,,,
48003,481,3,0,0,{25=200},,,,,
48004,481,4,0,0,{9=5%;10=5%},,,,,
48005,481,5,0,0,{1=5%},,,,,
48006,481,6,0,0,{7=5%;8=5%},,,,,
48007,481,7,0,0,{27=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
48008,481,8,0,0,{1=10%},,,,,
48009,481,9,0,0,{9=10%;10=10%},,,,,
48010,481,10,0,0,{27=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
48011,481,11,0,0,{22=1000},,,,,
48012,481,12,0,0,{23=1000},,,,,
49002,491,2,0,0,{9=80;10=80},,,,,
49003,491,3,0,0,{25=200},,,,,
49004,491,4,0,0,{9=6%;10=6%},,,,,
49005,491,5,0,0,{1=6%},,,,,
49006,491,6,0,0,{9=6%;10=6%},,,,,
49007,491,7,0,0,{16=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
49008,491,8,0,0,{1=12%},,,,,
49009,491,9,0,0,{9=12%;10=12%},,,,,
49010,491,10,0,0,{16=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
49011,491,11,0,0,{22=1200},,,,,
49012,491,12,0,0,{23=1200},,,,,
50002,501,2,0,0,{7=80;8=80},,,,,
50003,501,3,0,0,{25=200},,,,,
50004,501,4,0,0,{7=6%;8=6%},,,,,
50005,501,5,0,0,{1=6%},,,,,
50006,501,6,0,0,{9=6%;10=6%},,,,,
50007,501,7,0,0,{28=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
50008,501,8,0,0,{1=12%},,,,,
50009,501,9,0,0,{7=12%;8=12%},,,,,
50010,501,10,0,0,{28=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
50011,501,11,0,0,{22=1200},,,,,
50012,501,12,0,0,{23=1200},,,,,
51001,511,1,0,0,,,,,,
52001,521,1,0,0,,,,,,
53001,531,1,0,0,,,,,,
54002,541,2,0,0,{1=300},,,,,
54003,541,3,0,0,{25=200},,,,,
54004,541,4,0,0,{9=5%;10=5%},,,,,
54005,541,5,0,0,{1=5%},,,,,
54006,541,6,0,0,{7=5%;8=5%},,,,,
54007,541,7,0,0,{91=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
54008,541,8,0,0,{1=10%},,,,,
54009,541,9,0,0,{9=10%;10=10%},,,,,
54010,541,10,0,0,{91=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
54011,541,11,0,0,{22=1000},,,,,
54012,541,12,0,0,{23=1000},,,,,
55002,551,2,0,0,{1=300},,,,,
55003,551,3,0,0,{25=200},,,,,
55004,551,4,0,0,{9=5%;10=5%},,,,,
55005,551,5,0,0,{1=5%},,,,,
55006,551,6,0,0,{7=5%;8=5%},,,,,
55007,551,7,0,0,{91=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
55008,551,8,0,0,{1=10%},,,,,
55009,551,9,0,0,{9=10%;10=10%},,,,,
55010,551,10,0,0,{91=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
55011,551,11,0,0,{22=1000},,,,,
55012,551,12,0,0,{23=1000},,,,,
56001,561,1,0,0,,,,,,
57002,571,2,0,0,{7=80;8=80},,,,,
57003,571,3,0,0,{24=200},,,,,
57004,571,4,0,0,{7=6%;8=6%},,,,,
57005,571,5,0,0,{1=6%},,,,,
57006,571,6,0,0,{7=6%;8=6%},,,,,
57007,571,7,0,0,{24=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
57008,571,8,0,0,{1=12%},,,,,
57009,571,9,0,0,{7=12%;8=12%},,,,,
57010,571,10,0,0,{24=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
57011,571,11,0,0,{22=1200},,,,,
57012,571,12,0,0,{23=1200},,,,,
58001,581,1,0,0,,,,,,
59002,591,2,0,0,{7=80;8=80},,,,,
59003,591,3,0,0,{24=200},,,,,
59004,591,4,0,0,{7=6%;8=6%},,,,,
59005,591,5,0,0,{1=6%},,,,,
59006,591,6,0,0,{7=6%;8=6%},,,,,
59007,591,7,0,0,{24=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
59008,591,8,0,0,{1=12%},,,,,
59009,591,9,0,0,{7=12%;8=12%},,,,,
59010,591,10,0,0,{24=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
59011,591,11,0,0,{22=1200},,,,,
59012,591,12,0,0,{23=1200},,,,,
60002,601,2,0,0,{7=80;8=80},,,,,
60003,601,3,0,0,{24=200},,,,,
60004,601,4,0,0,{7=6%;8=6%},,,,,
60005,601,5,0,0,{1=6%},,,,,
60006,601,6,0,0,{7=6%;8=6%},,,,,
60007,601,7,0,0,{14=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
60008,601,8,0,0,{1=12%},,,,,
60009,601,9,0,0,{7=12%;8=12%},,,,,
60010,601,10,0,0,{14=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
60011,601,11,0,0,{22=1200},,,,,
60012,601,12,0,0,{23=1200},,,,,
61002,611,2,0,0,{7=80;8=80},,,,,
61003,611,3,0,0,{24=200},,,,,
61004,611,4,0,0,{7=6%;8=6%},,,,,
61005,611,5,0,0,{1=6%},,,,,
61006,611,6,0,0,{7=6%;8=6%},,,,,
61007,611,7,0,0,{24=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
61008,611,8,0,0,{1=12%},,,,,
61009,611,9,0,0,{7=12%;8=12%},,,,,
61010,611,10,0,0,{24=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
61011,611,11,0,0,{22=1200},,,,,
61012,611,12,0,0,{23=1200},,,,,
62001,621,1,0,0,,,,,,
63002,631,2,0,0,{7=80;8=80},,,,,
63003,631,3,0,0,{24=200},,,,,
63004,631,4,0,0,{7=6%;8=6%},,,,,
63005,631,5,0,0,{1=6%},,,,,
63006,631,6,0,0,{7=6%;8=6%},,,,,
63007,631,7,0,0,{15=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
63008,631,8,0,0,{1=12%},,,,,
63009,631,9,0,0,{7=12%;8=12%},,,,,
63010,631,10,0,0,{15=1200},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
63011,631,11,0,0,{22=1200},,,,,
63012,631,12,0,0,{23=1200},,,,,
64002,641,2,0,0,{9=80;10=80},,,,,
64003,641,3,0,0,{25=200},,,,,
64004,641,4,0,0,{9=6%;10=6%},,,,,
64005,641,5,0,0,{1=6%},,,,,
64006,641,6,0,0,{9=6%;10=6%},,,,,
64007,641,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
64008,641,8,0,0,{1=12%},,,,,
64009,641,9,0,0,{9=12%;10=12%},,,,,
64010,641,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
64011,641,11,0,0,{22=1200},,,,,
64012,641,12,0,0,{23=1200},,,,,
65001,651,1,0,0,,,,,,
66001,661,1,0,0,,,,,,
67001,671,1,0,0,,,,,,
68001,681,1,0,0,,,,,,
69002,691,2,0,0,{9=80;10=80},,,,,
69003,691,3,0,0,{25=200},,,,,
69004,691,4,0,0,{9=5%;10=5%},,,,,
69005,691,5,0,0,{1=5%},,,,,
69006,691,6,0,0,{9=5%;10=5%},,,,,
69007,691,7,0,0,{11=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
69008,691,8,0,0,{1=10%},,,,,
69009,691,9,0,0,{9=10%;10=10%},,,,,
69010,691,10,0,0,{11=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
69011,691,11,0,0,{22=1000},,,,,
69012,691,12,0,0,{23=1000},,,,,
70002,701,2,0,0,{7=80;8=80},,,,,
70003,701,3,0,0,{24=200},,,,,
70004,701,4,0,0,{7=6%;8=6%},,,,,
70005,701,5,0,0,{1=6%},,,,,
70006,701,6,0,0,{7=6%;8=6%},,,,,
70007,701,7,0,0,{11=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
70008,701,8,0,0,{1=12%},,,,,
70009,701,9,0,0,{7=12%;8=12%},,,,,
70010,701,10,0,0,{11=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
70011,701,11,0,0,{22=1200},,,,,
70012,701,12,0,0,{23=1200},,,,,
71002,711,2,0,0,{9=80;10=80},,,,,
71003,711,3,0,0,{25=200},,,,,
71004,711,4,0,0,{9=6%;10=6%},,,,,
71005,711,5,0,0,{1=6%},,,,,
71006,711,6,0,0,{9=6%;10=6%},,,,,
71007,711,7,0,0,{27=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
71008,711,8,0,0,{1=12%},,,,,
71009,711,9,0,0,{9=12%;10=12%},,,,,
71010,711,10,0,0,{27=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
71011,711,11,0,0,{22=1200},,,,,
71012,711,12,0,0,{23=1200},,,,,
72002,721,2,0,0,{7=80;8=80},,,,,
72003,721,3,0,0,{24=200},,,,,
72004,721,4,0,0,{7=6%;8=6%},,,,,
72005,721,5,0,0,{1=6%},,,,,
72006,721,6,0,0,{9=6%;10=6%},,,,,
72007,721,7,0,0,{90=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
72008,721,8,0,0,{1=12%},,,,,
72009,721,9,0,0,{7=12%;8=12%},,,,,
72010,721,10,0,0,{90=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
72011,721,11,0,0,{22=1200},,,,,
72012,721,12,0,0,{23=1200},,,,,
73002,731,2,0,0,{7=80;8=80},,,,,
73003,731,3,0,0,{24=200},,,,,
73004,731,4,0,0,{7=6%;8=6%},,,,,
73005,731,5,0,0,{1=6%},,,,,
73006,731,6,0,0,{7=6%;8=6%},,,,,
73007,731,7,0,0,{5=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
73008,731,8,0,0,{1=12%},,,,,
73009,731,9,0,0,{7=12%;8=12%},,,,,
73010,731,10,0,0,{5=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
73011,731,11,0,0,{22=1200},,,,,
73012,731,12,0,0,{23=1200},,,,,
74002,741,2,0,0,{7=80;8=80},,,,,
74003,741,3,0,0,{24=200},,,,,
74004,741,4,0,0,{7=6%;8=6%},,,,,
74005,741,5,0,0,{1=6%},,,,,
74006,741,6,0,0,{7=6%;8=6%},,,,,
74007,741,7,0,0,{14=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
74008,741,8,0,0,{1=12%},,,,,
74009,741,9,0,0,{7=12%;8=12%},,,,,
74010,741,10,0,0,{14=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
74011,741,11,0,0,{22=1200},,,,,
74012,741,12,0,0,{23=1200},,,,,
75002,751,2,0,0,{7=80;8=80},,,,,
75003,751,3,0,0,{24=200},,,,,
75004,751,4,0,0,{7=6%;8=6%},,,,,
75005,751,5,0,0,{1=6%},,,,,
75006,751,6,0,0,{7=6%;8=6%},,,,,
75007,751,7,0,0,{11=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
75008,751,8,0,0,{1=12%},,,,,
75009,751,9,0,0,{7=12%;8=12%},,,,,
75010,751,10,0,0,{11=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
75011,751,11,0,0,{22=1200},,,,,
75012,751,12,0,0,{23=1200},,,,,
76002,761,2,0,0,{7=120;8=120},,,,,
76003,761,3,0,0,{24=300},,,,,
76004,761,4,0,0,{7=8%;8=8%},,,,,
76005,761,5,0,0,{1=8%},,,,,
76006,761,6,0,0,{7=8%;8=8%},,,,,
76007,761,7,0,0,{14=500},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
76008,761,8,0,0,{1=15%},,,,,
76009,761,9,0,0,{7=15%;8=15%},,,,,
76010,761,10,0,0,{14=1000},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
76011,761,11,0,0,{22=1500},,,,,
76012,761,12,0,0,{23=1500},,,,,
77002,771,2,0,0,{7=80;8=80},,,,,
77003,771,3,0,0,{24=200},,,,,
77004,771,4,0,0,{7=6%;8=6%},,,,,
77005,771,5,0,0,{1=6%},,,,,
77006,771,6,0,0,{9=6%;10=6%},,,,,
77007,771,7,0,0,{90=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
77008,771,8,0,0,{1=12%},,,,,
77009,771,9,0,0,{7=12%;8=12%},,,,,
77010,771,10,0,0,{90=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
77011,771,11,0,0,{22=1200},,,,,
77012,771,12,0,0,{23=1200},,,,,
78002,781,2,0,0,{7=80;8=80},,,,,
78003,781,3,0,0,{25=200},,,,,
78004,781,4,0,0,{7=5%;8=5%},,,,,
78005,781,5,0,0,{1=5%},,,,,
78006,781,6,0,0,{9=5%;10=5%},,,,,
78007,781,7,0,0,{28=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
78008,781,8,0,0,{1=10%},,,,,
78009,781,9,0,0,{7=10%;8=10%},,,,,
78010,781,10,0,0,{28=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
78011,781,11,0,0,{22=1000},,,,,
78012,781,12,0,0,{23=1000},,,,,
79002,791,2,0,0,{7=80;8=80},,,,,
79003,791,3,0,0,{24=200},,,,,
79004,791,4,0,0,{7=5%;8=5%},,,,,
79005,791,5,0,0,{1=5%},,,,,
79006,791,6,0,0,{7=5%;8=5%},,,,,
79007,791,7,0,0,{14=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
79008,791,8,0,0,{1=10%},,,,,
79009,791,9,0,0,{7=10%;8=10%},,,,,
79010,791,10,0,0,{14=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
79011,791,11,0,0,{22=1000},,,,,
79012,791,12,0,0,{23=1000},,,,,
80002,801,2,0,0,{7=80;8=80},,,,,
80003,801,3,0,0,{24=200},,,,,
80004,801,4,0,0,{7=5%;8=5%},,,,,
80005,801,5,0,0,{1=5%},,,,,
80006,801,6,0,0,{7=5%;8=5%},,,,,
80007,801,7,0,0,{15=450},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
80008,801,8,0,0,{1=10%},,,,,
80009,801,9,0,0,{7=10%;8=10%},,,,,
80010,801,10,0,0,{15=900},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
80011,801,11,0,0,{22=1000},,,,,
80012,801,12,0,0,{23=1000},,,,,
81001,811,1,0,0,,,,,,
82001,821,1,0,0,,,,,,
83001,831,1,0,0,,,,,,
84001,841,1,0,0,,,,,,
85001,851,1,0,0,,,,,,
86002,861,2,0,0,{7=80;8=80},,,,,
86003,861,3,0,0,{24=200},,,,,
