变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
26231,_skill3,,11,,,,,,,,,,,,26231,
26232,_skill3_ petrochemical determination,,11,,,,,,,<261124>,<1>,"<0.3+0.05*(moreEqualThan(self:star(),11) and 1 or 0)+(self:flagZ3() and 0.05 or 0)*target:getBuffOverlayCount(261133)>",,<0>,,
26233,_skill3_ Reduce special defense,,11,,,,,,,<261127;261133>,<2;99>,<target:hasBuff(261124) and 0 or 1;target:hasBuff(261124) and 0 or 1>,,<-target:specialDefence()*0.3;0>,,
26261,_Passive_Improve control rate & attack petrification & acceleration,0,14,,,,,,,<261128;261130;261132>,<99;99;99>,"<1;1;moreEqualThan(self:star(),8) and (moreThan(self:hp()/self:hpMax(),0.3) and 1 or 0) or 0 >",,<0;500+skillLevel*10-10;self:speed()*0.2>,,
,,,,,,,,,,,,,,,,
26311,Hu Di,,,,,,,,,,,,,,26311,
26312,_skill1_ Reduce special attack,,,,,,,,,<261121>,<2>,<1>,,<-target:specialDamage()*(self:flagZ1() and 0.2 or 0.1)>,,
26321,_skill2,,,,,,,,,,,,,,26321,
26322,_skill2_ silence,,,,,,,,,<261122>,<1>,<self:flagZ2() and 0.4 or 0.3>,,<1>,,
26331,_skill3,,11,,,,,,,,,,,,26331,
26332,_skill3_spine,,11,,,,,,,,,,,,26332,
26333,_skill3_Petrochemical,,11,,,,,,,<261124>,<1>,"<0.3+0.05*(moreEqualThan(self:star(),11) and 1 or 0)+(self:flagZ3() and 0.05 or 0)*target:getBuffOverlayCount(261133)>",,<0>,,
26334,_skill3_ Reduce special defense,,11,,,,,,,<261127;261133>,<2;99>,<target:hasBuff(261124) and 0 or 1;target:hasBuff(261124) and 0 or 1>,,<-target:specialDefence()*0.3;0>,,
26361,_Passive_Improve control rate & attack petrification & acceleration,0,14,,,,,,,<261128;261130;261132>,<99;99;99>,"<1;1;moreEqualThan(self:star(),8) and (moreThan(self:hp()/self:hpMax(),0.3) and 1 or 0) or 0 >",,<0;500+skillLevel*10-10;self:speed()*0.2>,,
,,,,,,,,,,,,,,,,
,Hudi mega_skill1,,,,,,,,,,,,,,26411,
,_skill2,,,,,,,,,,,,,,26421,
,_skill3,1,11,,,,,,,,,,,,26431,
,_skill3_spine,1,11,,,,,,,,,,,,26432,
,Reduce all attack,,11,,,,,,,<2615;2616>,<99;3>,<1;1>,,<self:specialDamage()*0.15;self:hpMax()*0.1>,,
,Reduce all attack,,11,,,,,,,<2614>,<99>,<1>,,<-target:specialDamage()*(0.06+skillLevel*0.0006-0.0006)>,,
,,,,,,,,,,,,,,,,
26411,Super Hudi,,,,,,,,,,,,,,26411,
26412,_skill1_ Reduce special attack,,,,,,,,,<264111>,<self:flagZ1() and 3 or 2>,<1>,,<-target:specialDamage()*0.2>,,
26421,_skill2,,,,,,,,,,,,,,26421,
26422,_skill2_ Reduce special defense,,,,,,,,,<264113>,<2>,<1>,,<-target:specialDefence()*0.3>,,
26423,_skill3_ silence,,,,,,,,,<264114>,<1>,<self:flagZ2() and 0.8 or 0.5>,,<1>,,
26431,_skill3,,11,,,,,,,,,,,,26431,
26432,_skill3_spine,,11,,,,,,,,,,,,26432,
26433,_skill3_ petrochemical preview,,11,,,,,,,<264115>,<1>,"<0.35+self:getControlPerVal(20)*0.36+self:controlPer()*0.67+max(0.2-0.1*self:getBuffOverlayCount(264131),0)>",,<1>,,
26434,_skill3_Petrochemical,,11,,,,,,,<264116>,<1>,<target:hasBuff(264115) and 1 or 0>,,<1>,,
26435,_skill3_count,0,14,,,,,,,<264131>,<99>,<1>,,<1>,,
,_skill3_ Mindfulness,,,selfForce | nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('id',{264119})|random(1)",,,,,<264119>,<1>,<1>,,<1>,,
26461,_passive_entry trigger,0,14,,,,,,,<264128>,<1>,<1>,,<0>,,
26462,_Passive_ plus control rate,0,14,,,,,,,<264125;264122>,<99;99>,<1;1>,,<500+skillLevel*10-10;1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
27111,腕力,,,,,,,,,,,,,,27111,
27112,腕力,0,14,,,,,,,<271243>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
27113,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27121,_skill2,,,,,,,,,,,,,,27121,
27122,_skill2 hit rate,,,selfForce|nodead,"attr(""damage"",""max"",1)",,,,,<271239;271245>,<2;2>,<1;self:flagZ2() and 1 or 0>,,<(target:nature(1)==7 or target:nature(2)==7) and 2000 or 1000;target:damage()*((target:nature(1)==7 or target:nature(2)==7) and 0.4 or 0.2)>,,
27124,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27131,_skill3,,,,,,,,,,,,,,27131,
27132,_skill3_ defense reduction,0,14,,,,,,,<271234;271235;271236;271237;271238>,<2;2;2;2;2>,<self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1>,,<-self:defence();-self:specialDefence();-10000;-10000;10000>,,
27133,_ less dodge,1,1,,,,,,,<271242>,<2>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<-20000>,,
27134,_skill3_ defense reduction,0,14,,,,,,,<271234;271235;271236;271237;271238>,<1;1;1;1;1>,<self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<-self:defence();-self:specialDefence();-10000;-10000;10000>,,
27135,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27161,_Passive_ minus dodge plus hit,0,14,,,,,,,<271231;271241>,<99;99>,<1;1>,,<20000;-20000>,,
27162,Add physical defense and physical attack,0,11,,,,,,,<271232;271233>,<99;99>,<(target:nature(1)==7 or target:nature(2)==7) and 1 or 0;(target:nature(1)==7 or target:nature(2)==7) and 1 or 0>,,"<target:damage()*(0.05+skillLevel*0.0005-0.0005+(moreEqualThan(self:star(),11) and 1 or 0)*0.1);target:defence()*(0.05+skillLevel*0.0005-0.0005+(moreEqualThan(self:star(),11) and 1 or 0)*0.15)>",,
,,,,,,,,,,,,,,,,
27211,Hao Li,,,,,,,,,,,,,,27211,
27212,Hao Li,0,14,,,,,,,<271243>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
27213,Hao Li,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27221,_skill2,,,,,,,,,,,,,,27221,
27222,_skill2 hit rate,,,selfForce|nodead,"attr(""damage"",""max"",1)",,,,,<271239;271245>,<2;2>,<1;self:flagZ2() and 1 or 0>,,<(target:nature(1)==7 or target:nature(2)==7) and 2000 or 1000;target:damage()*((target:nature(1)==7 or target:nature(2)==7) and 0.4 or 0.2)>,,
27224,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27231,_skill3,,,,,,,,,,,,,,27231,
27232,_skill3_spine,,,,,,,,,,,,,,27232,
27233,_skill3_ defense reduction,0,14,,,,,,,<271234;271235;271236;271237;271238>,<2;2;2;2;2>,<self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1>,,<-self:defence();-self:specialDefence();-10000;-10000;10000>,,
27234,_ less dodge,1,1,,,,,,,<271242>,<2>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<-20000>,,
27235,_skill3_ defense reduction,0,14,,,,,,,<271234;271235;271236;271237;271238>,<1;1;1;1;1>,<self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<-self:defence();-self:specialDefence();-10000;-10000;10000>,,
27236,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27261,_Passive_ minus dodge plus hit,0,14,,,,,,,<271231;271241>,<99;99>,<1;1>,,<20000;-20000>,,
27262,Add physical defense and physical attack,0,11,,,,,,,<271232;271233>,<99;99>,<(target:nature(1)==7 or target:nature(2)==7) and 1 or 0;(target:nature(1)==7 or target:nature(2)==7) and 1 or 0>,,"<target:damage()*(0.05+skillLevel*0.0005-0.0005+(moreEqualThan(self:star(),11) and 1 or 0)*0.1);target:defence()*(0.05+skillLevel*0.0005-0.0005+(moreEqualThan(self:star(),11) and 1 or 0)*0.15)>",,
,,,,,,,,,,,,,,,,
27311,Strange power,,,,,,,,,,,,,,27311,
27312,Strange power,0,14,,,,,,,<271243>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
27313,Strange power,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27321,_skill2,,,,,,,,,,,,,,27321,
27322,_skill2 hit rate,,,selfForce|nodead,"attr(""damage"",""max"",1)",,,,,<271239;271245>,<2;2>,<1;self:flagZ2() and 1 or 0>,,<(target:nature(1)==7 or target:nature(2)==7) and 2000 or 1000;target:damage()*((target:nature(1)==7 or target:nature(2)==7) and 0.4 or 0.2)>,,
27324,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27331,_skill3,,,,,,,,,,,,,,27331,
27332,_skill3_spine,,,,,,,,,,,,,,27332,
27333,_skill3_ defense reduction,0,14,,,,,,,<271234;271235;271236;271237;271238>,<2;2;2;2;2>,<self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1;self:flagZ3() and 0 or 1>,,<-self:defence();-self:specialDefence();-10000;-10000;10000>,,
27334,_ less dodge,1,1,,,,,,,<271242>,<2>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<-20000>,,
27335,_skill3_ defense reduction,0,14,,,,,,,<271234;271235;271236;271237;271238>,<1;1;1;1;1>,<self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<-self:defence();-self:specialDefence();-10000;-10000;10000>,,
27336,Vulnerable _,,,,,,,,,<271244>,<1>,<self:flagZ4() and 0.3 or 0>,,<1000>,,
27361,_Passive_ minus dodge plus hit,0,14,,,,,,,<271231;271241>,<99;99>,<1;1>,,<20000;-20000>,,
27362,Add physical defense and physical attack,0,11,,,,,,,<271232;271233>,<99;99>,<(target:nature(1)==7 or target:nature(2)==7) and 1 or 0;(target:nature(1)==7 or target:nature(2)==7) and 1 or 0>,,"<target:damage()*(0.05+skillLevel*0.0005-0.0005+(moreEqualThan(self:star(),11) and 1 or 0)*0.1);target:defence()*(0.05+skillLevel*0.0005-0.0005+(moreEqualThan(self:star(),11) and 1 or 0)*0.15)>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
28111,trumpet buds,,,,,,,,,,,,,,28111,
28112,trumpet buds,0,14,,,,,,,<281221>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,
28121,_skill2,,,,,,,,,,,,,,28121,
28122,_skill2_ blood sucking,,,,,,,,,<281311>,<99>,<1>,,<-target:defence()*0.1>,,
28123,_skill2_ blood sucking,,,,,,,,,<281311>,<99>,<self:flagZ2() and 0.5 or 0>,,<-target:defence()*0.1>,,
28131,_skill3,,4,,,,,,,,,,,,28131,
28132,,0,14,,,,,,,,,,,,,
28133,_skill3_ steal attack,,4,,,,,,,<281222>,<1>,<1>,,<1>,,
28134,_skill3_ reduction therapy,,4,,,,,,,,,,,,,
28135,,0,14,,,,,,,<281228>,<1>,"<(moreEqualThan(self:star(),11) and 1 or 0) - (self:flagZ3() and 1 or 0)>",,<<1;0.003;1>>,,
28136,,0,14,,,,,,,<281229>,<1>,"<self:flagZ3() and moreEqualThan(self:star(),11) and 1 or 0>",,<<1;0.006;1>>,,
28161,_Passive_Drop Defense _ _,0,14,,,,,,,<281312>,<99>,<1>,,"<1000+skillLevel*10-10+(moreEqualThan(self:star(),8) and 1 or 0)*1000+(self:flagZ4() and 1 or 0)*(self:hpMax()-self:hp())/self:hpMax()*2000>",,
,,,,,,,,,,,,,,,,
28211,Mouth flower,,,,,,,,,,,,,,28211,
28212,Mouth flower,0,14,,,,,,,<281221>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,
28221,_skill2,,,,,,,,,,,,,,28221,
28222,_skill2_ blood sucking,,,,,,,,,<281311>,<99>,<1>,,<-target:defence()*0.1>,,
28223,_skill2_ blood sucking,,,,,,,,,<281311>,<99>,<self:flagZ2() and 0.5 or 0>,,<-target:defence()*0.1>,,
28231,_skill3,,4,,,,,,,,,,,,28231,
28232,,0,14,,,,,,,,,,,,,
28233,_skill3_ steal attack,,4,,,,,,,<281222>,<1>,<1>,,<1>,,
28234,_skill3_ reduction therapy,,4,,,,,,,,,,,,,
28235,,0,14,,,,,,,<281228>,<1>,"<(moreEqualThan(self:star(),11) and 1 or 0) - (self:flagZ3() and 1 or 0)>",,<<1;0.003;1>>,,
28236,,0,14,,,,,,,<281229>,<1>,"<self:flagZ3() and moreEqualThan(self:star(),11) and 1 or 0>",,<<1;0.006;1>>,,
28261,_Passive_Drop Defense _ _,0,14,,,,,,,<281312>,<99>,<1>,,"<1000+skillLevel*10-10+(moreEqualThan(self:star(),8) and 1 or 0)*1000+(self:flagZ4() and 1 or 0)*(self:hpMax()-self:hp())/self:hpMax()*2000>",,
,,,,,,,,,,,,,,,,
28311,big food flower,,,,,,,,,,,,,,28311,
28312,big food flower,0,14,,,,,,,<281221>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,
28321,_skill2,,,,,,,,,,,,,,28321,
28322,_skill2_ blood sucking,,,,,,,,,<281311>,<99>,<1>,,<-target:defence()*0.1>,,
28323,_skill2_ blood sucking,,,,,,,,,<281311>,<99>,<self:flagZ2() and 0.5 or 0>,,<-target:defence()*0.1>,,
28331,_skill3,,4,,,,,,,,,,,,28331,
28332,,0,14,,,,,,,,,,,,,
28333,_skill3_spine,,4,,,,,,,,,,,,28332,
28334,_skill3_ steal attack,,4,,,,,,,<281222>,<1>,<1>,,<1>,,
28335,_skill3_ reduction therapy,,4,,,,,,,,,,,,,
28336,,0,14,,,,,,,<281228>,<1>,"<(moreEqualThan(self:star(),11) and 1 or 0) - (self:flagZ3() and 1 or 0)>",,<<1;0.003;1>>,,
28337,,0,14,,,,,,,<281229>,<1>,"<self:flagZ3() and moreEqualThan(self:star(),11) and 1 or 0>",,<<1;0.006;1>>,,
28361,_Passive_Drop Defense _ _,0,14,,,,,,,<281312>,<99>,<1>,,"<1000+skillLevel*10-10+(moreEqualThan(self:star(),8) and 1 or 0)*1000+(self:flagZ4() and 1 or 0)*(self:hpMax()-self:hp())/self:hpMax()*2000>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
30111,Small fist stone,,,,,,,,,,,,,,30111,
30112,Small fist stone,0,14,,,,,,,<301227>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
30121,_skill2,,,,,,,,,,,,,,30121,
30122,_skill2_ Improve physical attack,0,14,,,,,,,<301221>,<2>,<1>,,<self:damage()*0.15>,,
30123,_skill2_ Improve physical defense,0,14,,,,,,,<301222>,<2>,<1>,,<self:defence()*0.15>,,
30124,_skill2_ Increased Rage Regeneration,0,14,,,,,,,<301228>,<2>,<self:flagZ2() and 1 or 0>,,<4000>,,
30131,_skill3,,11,,,,,,,,,,,,30131,
30132,_skill3_ taunt,,11,,,,,,,<301223>,<1>,"<moreEqualThan(self:star(),11) and 0.3 or 0.2>",,<1>,,
30161,Passive_Deathrattle _ _ _,0,14,,,,,,,<301224>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
30171,_castskill_ vertigo,1,11,,,,,,,<301226>,<1>,<1>,,<0>,,
,,,,,,,,,,,,"<moreEqualThan(self:star(),8) and 0.3 or 0.2>",,,,
30211,Rumble stone,,,,,,,,,,,,,,30211,
30212,Rumble stone,0,14,,,,,,,<301227>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
30221,_skill2,,,,,,,,,,,,,,30221,
30222,_skill2_ Improve physical attack,0,14,,,,,,,<301221>,<2>,<1>,,<self:damage()*0.15>,,
30223,_skill2_ Improve physical defense,0,14,,,,,,,<301222>,<2>,<1>,,<self:defence()*0.15>,,
30224,_skill2_ Increased Rage Regeneration,0,14,,,,,,,<301228>,<2>,<self:flagZ2() and 1 or 0>,,<4000>,,
30231,_skill3,,11,,,,,,,,,,,,30231,
30232,_skill3_ taunt,,11,,,,,,,<301223>,<1>,"<moreEqualThan(self:star(),11) and 0.3 or 0.2>",,<1>,,
30261,Passive_Deathrattle _ _ _,0,14,,,,,,,<301224>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
30311,Rumble Rock,,,,,,,,,,,,,,30311,
30312,Rumble Rock,0,14,,,,,,,<301227>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
30321,_skill2,,,,,,,,,,,,,,30321,
30322,_skill2_ Improve physical attack,0,14,,,,,,,<301221>,<2>,<1>,,<self:damage()*0.15>,,
30323,_skill2_ Improve physical defense,0,14,,,,,,,<301222>,<2>,<1>,,<self:defence()*0.15>,,
30324,_skill2_ Increased Rage Regeneration,0,14,,,,,,,<301228>,<2>,<self:flagZ2() and 1 or 0>,,<4000>,,
30331,_skill3,,11,,,,,,,,,,,,30331,
30332,_skill3_spine,,11,,,,,,,,,,,,30332,
30333,_skill3_ taunt,,11,,,,,,,<301223>,<1>,"<moreEqualThan(self:star(),11) and 0.3 or 0.2>",,<1>,,
30361,Passive_Deathrattle _ _ _,0,14,,,,,,,<301224>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
33111,Magneto,,,,,,,,,,,,,,33111,
33112,_skill1_ paralysis,0,14,,,,,,,<333111;333117>,<2;2>,<1;self:flagZ1() and 1 or 0>,,<2000;self:specialDamage()*0.1>,,
33121,_skill2,,,,,,,,,,,,,,33121,
33122,_skill2_ paralysis,,,,,,,,,,,,,,,
33123,_skill2_ absorb special attack,0,14,,,,,,,<333112;333119>,<2;1>,<1;self:flagZ2() and 1 or 0>,,<1500;100>,,
33131,_skill3,1,11,,,,,,,,,,,,33131,
33132,_skill3_ Reduce nirvana,,,,,,,,,,,,,,,
33133,_skill3_ Anger reduction,0,14,,,,,,,<333113;333113;333113;333118>,<99;99;99;99>,"<1;(moreEqualThan(self:star(),11) and 1 or 0);(moreEqualThan(self:star(),11) and 1 or 0);self:flagZ4() and 1 or 0>",,<0;0;0;-1000>,,
33161,Passive_Reduce special defense,0,14,,,,,,,<333114>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
33211,Three in One Magneto,,,,,,,,,,,,,,33211,
33212,_skill1_ paralysis,0,14,,,,,,,<333111;333117>,<2;2>,<1;self:flagZ1() and 1 or 0>,,<2000;self:specialDamage()*0.1>,,
33221,_skill2,,,,,,,,,,,,,,33221,
33222,_skill2_ paralysis,,,,,,,,,,,,,,,
33223,_skill2_ absorb special attack,0,14,,,,,,,<333112;333119>,<2;1>,<1;self:flagZ2() and 1 or 0>,,<1500;100>,,
33231,_skill3,1,11,,,,,,,,,,,,33231,
33232,_skill3_ Reduce nirvana,,,,,,,,,,,,,,,
33233,_skill3_ Anger reduction,0,14,,,,,,,<333113;333113;333113;333118>,<99;99;99;99>,"<1;(moreEqualThan(self:star(),11) and 1 or 0);(moreEqualThan(self:star(),11) and 1 or 0);self:flagZ4() and 1 or 0>",,<0;0;0;-1000>,,
33261,Passive_Reduce special defense,0,14,,,,,,,<333114>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
33311,Magneto,,,,,,,,,,,,,,33311,
33312,_skill1_ paralysis,0,14,,,,,,,<333111;333117>,<2;2>,<1;self:flagZ1() and 1 or 0>,,<2000;self:specialDamage()*0.1>,,
33321,_skill2,,,,,,,,,,,,,,33321,
33322,_skill2_ paralysis,,,,,,,,,,,,,,,
33323,_skill2_ absorb special attack,0,14,,,,,,,<333112;333119>,<2;1>,<1;self:flagZ2() and 1 or 0>,,<1500;100>,,
33331,_skill3,1,11,,,,,,,,,,,,33331,
33332,_skill3_ Reduce nirvana,,,,,,,,,,,,,,,
33333,_skill3_ Anger reduction,0,14,,,,,,,<333113;333113;333113;333118>,<99;99;99;99>,"<1;(moreEqualThan(self:star(),11) and 1 or 0);(moreEqualThan(self:star(),11) and 1 or 0);self:flagZ4() and 1 or 0>",,<0;0;0;-1000>,,
33361,Passive_Reduce special defense,0,14,,,,,,,<333114>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
34111,Scallion Duck,,,,,,,,,,,,,,34111,
34112,Scallion Duck,0,14,,,,,,,<341229>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
34121,_skill2,,,,,,,,,,,,,,34121,
34122,_skill2_ vertigo,,,,,,,,,<341221>,<1>,"<(lessE(target:damage(),self:damage()) and 0.8 or 0) + (self:flagZ2() and 0.2 or 0)>",,<0>,,
34131,_skill3,,1,,,,,,,,,,,,34131,
34132,_skill3_spine,,1,,,,,,,,,,,,34132,
34133,_skill3_ vertigo,,,,,,,,,<341221>,<1>,<0.5>,,<0>,,
34134,_skill3_ eat green onions,0,14,,,,,,,<341222;341223;341224>,"<1;(moreE(self:star(),11) and 1 or 2);1>","<1;1;moreE(self:star(),11) and 1 or 0>",,<self:hpMax()*0.8;0;0>,34134,"{needUpdateTarget=true;prob=lessE(self:hp()/self:hpMax(),0.3) and 1 or 0}"
34161,_Passive_additional attack _ _,0,14,,,,,,,<341225;341227;341231>,<99;99;99>,"<1;moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<0;0;0>,,
,,,,,,,,,,<341222;341223;341224>,"<1;(moreE(self:star(),11) and 2 or 99);1>","<lessE(self:hp()/self:hpMax(),0.93) and 1 or 0;self:hasBuff(341222) and 1 or 0;self:hasBuff(341222) and (moreE(self:star(),11) and 1 or 0) or 0>",,<self:hpMax()*0.8;0;0>,,
,,,,,,,,,,,,,,,,
35111,doodle,,,,,,,,,,,,,,35111,
35121,_skill2,,,,,,,,,,,,,,35121,
35122,_skill2_bleeding _,,,,,,,,,<351221>,<2>,<0.4>,,<self:damage()*0.3>,,
35131,_skill3,,2,,,,,,,,,,,,35131,
35132,_skill3_ plus damage,0,14,,,,,,,<351222>,<1>,<0.34>,,<0.8>,,
35133,_skill3_ injury reduction,0,14,,,,,,,<351223>,<1>,<target:hasBuff(351222) and 0 or 0.5>,,<-0.5>,,
35161,_Passive_additional attack _ _,0,14,,,,,,,<351224>,"<moreEqualThan(self:star(),8) and 10 or 2>",<1>,,"<math.min(getdamage((target:force() == 2 and 2 or 1),1)*(10+skillLevel*0.1-0.1)*0.01,self:damage()*0.5)>",,
,,,,,,,,,,,,,,,,
35211,Duduli _,,,,,,,,,,,,,,35211,
35221,_skill2,,,,,,,,,,,,,,35221,
35222,_skill2_bleeding _,,,,,,,,,<351221>,<2>,<0.4>,,<self:damage()*0.3>,,
35231,_skill3,,2,,,,,,,,,,,,35231,
35232,_skill3_spine,,2,,,,,,,,,,,,35232,
35233,_skill3_ plus damage,0,14,,,,,,,<351222>,<1>,<0.34>,,<0.8>,,
35234,_skill3_ injury reduction,0,14,,,,,,,<351223>,<1>,<target:hasBuff(351222) and 0 or 0.5>,,<-0.5>,,
35261,_Passive_additional attack _ _,0,14,,,,,,,<351224>,"<moreEqualThan(self:star(),8) and 10 or 2>",<1>,,"<math.min(getdamage((target:force() == 2 and 2 or 1),1)*(10+skillLevel*0.1-0.1)*0.01,self:damage()*0.5)>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
37111,smelly mud,,,,,,,,,,,,,,37111,
37112,smelly mud,0,14,,,,,,,<371228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
37121,_skill2,,,,,,,,,,,,,,37121,
37122,_skill2_ Extend small skill CD,,,,,,,,,<371221>,<1>,<1>,,<-1>,,
37123,_skill2,,,,,,,,,<371227>,<1>,<self:flagZ2() and 1 or 0>,,<-3000>,,
37131,_skill3,1,11,,,,,,,,,,,,37131,
37132,_skill3_ poisoning,1,11,,,,,,,<371222>,<3>,<1>,,<self:damage()*0.2>,,
37161,_Passive_Defense on attack _ _ _,0,14,,,,,,,<371224>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
37211,smelly mud,,,,,,,,,,,,,,37211,
37212,smelly mud,0,14,,,,,,,<371228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
37221,_skill2,,,,,,,,,,,,,,37221,
37222,_skill2_ Extend small skill CD,,,,,,,,,<371221>,<2>,<1>,,<-1>,,
37223,_skill2,,,,,,,,,<371227>,<1>,<self:flagZ2() and 1 or 0>,,<-3000>,,
37231,_skill3,1,11,,,,,,,,,,,,37231,
37232,_skill3_ poisoning,1,11,,,,,,,<371222>,<3>,<1>,,<self:damage()*0.2>,,
37261,_Passive_Defense on attack _ _ _,0,14,,,,,,,<371224>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
38111,Big tongue clam,,,,,,,,,,,,,,38111,
38112,_skill1_ Add physical defense,0,14,,,,,,,<381111>,<2>,<1>,,<self:defence()*0.5>,,
38121,_skill2,,,,,,,,,,,,,,38121,
38122,_skill2_ Ice Trap,,1,,,,,,,,,,,,,
38123,_skill2_ Ice Trap,,,enemyForce | nodead,otherProcessExcept(38122)|column,,,,,<381211>,<3>,<1>,,<0>,,
38131,_skill3,1,11,,,,,,,,,,,,38131,
38132,_skill3_ Ice Trap,1,3,,,,,,,<381213;381211>,<1;2>,<target:hasBuff(381211) and 1 or 0;0.8>,,<target:hpMax()*0.35;0>,,
38133,_skill3_shrink shell & add defense,0,14,,,,,,,<381221;381224>,<1;1>,"<self:hasBuff(381222) and (more(self:getBuff(381222):getValue(),0) and 1 or 0) or 1;1>",,<self:hasBuff(381222) and self:getBuff(381222):getValue() or self:Bdefence()*30;self:defence()*1>,,
38161,_Passive_Reverse injury when hit & 8 - star shrink shell,0,14,,,,,,,<381611;381221>,<99;1>,"<1;moreE(self:star(),8) and 1 or 0>",,<0;self:hasBuff(381222) and self:getBuff(381222):getValue() or self:Bdefence()*30>,,
,,,,,,,,,,,,,,,,
38211,Spiny clam,,,,,,,,,,,,,,38211,
38212,_skill1_ Add physical defense,0,14,,,,,,,<381111>,<2>,<1>,,<self:defence()*0.5>,,
38221,_skill2,,,,,,,,,,,,,,38221,
38222,_skill2_ Ice Trap,,1,,,,,,,,,,,,,
38223,_skill2_ Ice Trap,,,enemyForce | nodead,otherProcessExcept(38222)|column,,,,,<381211>,<3>,<1>,,<0>,,
38231,_skill3,1,11,,,,,,,,,,,,38231,
38232,_skill3_ Ice Trap,1,3,,,,,,,<381213;381211>,<1;2>,<target:hasBuff(381211) and 1 or 0;0.8>,,<target:hpMax()*0.35;0>,38232,
38233,_skill3_shrink shell & add defense,0,14,,,,,,,<381221;381224>,<1;1>,"<self:hasBuff(381222) and (more(self:getBuff(381222):getValue(),0) and 1 or 0) or 1;1>",,<self:hasBuff(381222) and self:getBuff(381222):getValue() or self:Bdefence()*30;self:defence()*1>,,
