变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
11406,limit_up_gem_rmb10_2292,Regular ten companies - regular output,0,2,,,,,,,,,,{8301=5;8302=2;8303=1;8017=2},100,{8301=6;8302=1;8303=1;8017=2},50,{8301=5;8302=3;8303=1;8017=1},50,{8301=4;8302=4;8303=1;8017=1},50,{8301=4;8302=2;8303=2;8017=2},100,{8301=5;8302=1;8303=2;8017=2},50,{8301=4;8302=3;8303=2;8017=1},50,{8301=5;8302=2;8303=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,limit_up_gem_rmb1_2372,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11502,limit_up_gem_rmb1_2372,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11503,limit_up_gem_rmb1_2372,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11504,limit_up_gem_rmb1_2372,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11505,limit_up_gem_rmb1_2372,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8103=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11506,limit_up_gem_rmb1_2372,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,limit_up_gem_rmb10_2372,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,{8101=4;8102=2;8103=1;8105=1;8017=2},50,{8101=4;8102=3;8103=1;8105=1;8017=1},50,{8101=3;8102=3;8103=1;8105=1;8017=2},50,,,,,,,,
11602,limit_up_gem_rmb10_2372,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
11603,limit_up_gem_rmb10_2372,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
11604,limit_up_gem_rmb10_2372,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,{8101=4;8102=2;8103=1;8104=1;8017=2},50,{8101=4;8102=3;8103=1;8104=1;8017=1},50,{8101=3;8102=3;8103=1;8104=1;8017=2},50,,0,,0,,,,
11605,limit_up_gem_rmb10_2372,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,,0,,0,,0,,0,,0,,,,
11606,limit_up_gem_rmb10_2372,Regular ten companies - regular output,0,2,,,,,,,,,,{8101=5;8102=2;8103=1;8017=2},100,{8101=6;8102=1;8103=1;8017=2},50,{8101=5;8102=3;8103=1;8017=1},50,{8101=4;8102=4;8103=1;8017=1},50,{8101=4;8102=2;8103=2;8017=2},100,{8101=5;8102=1;8103=2;8017=2},50,{8101=4;8102=3;8103=2;8017=1},50,{8101=5;8102=2;8103=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11701,limit_up_gem_rmb1_2472,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11702,limit_up_gem_rmb1_2472,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11703,limit_up_gem_rmb1_2472,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11704,limit_up_gem_rmb1_2472,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11705,limit_up_gem_rmb1_2472,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8203=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11706,limit_up_gem_rmb1_2472,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11801,limit_up_gem_rmb10_2472,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,{8201=4;8202=2;8203=1;8205=1;8017=2},50,{8201=4;8202=3;8203=1;8205=1;8017=1},50,{8201=3;8202=3;8203=1;8205=1;8017=2},50,,,,,,,,
11802,limit_up_gem_rmb10_2472,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
11803,limit_up_gem_rmb10_2472,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
11804,limit_up_gem_rmb10_2472,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,{8201=4;8202=2;8203=1;8204=1;8017=2},50,{8201=4;8202=3;8203=1;8204=1;8017=1},50,{8201=3;8202=3;8203=1;8204=1;8017=2},50,,0,,0,,,,
11805,limit_up_gem_rmb10_2472,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,,0,,0,,0,,0,,0,,,,
11806,limit_up_gem_rmb10_2472,Regular ten companies - regular output,0,2,,,,,,,,,,{8201=5;8202=2;8203=1;8017=2},100,{8201=6;8202=1;8203=1;8017=2},50,{8201=5;8202=3;8203=1;8017=1},50,{8201=4;8202=4;8203=1;8017=1},50,{8201=4;8202=2;8203=2;8017=2},100,{8201=5;8202=1;8203=2;8017=2},50,{8201=4;8202=3;8203=2;8017=1},50,{8201=5;8202=2;8203=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,limit_up_gem_rmb1_2572,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8305=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11902,limit_up_gem_rmb1_2572,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11903,limit_up_gem_rmb1_2572,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11904,limit_up_gem_rmb1_2572,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11905,limit_up_gem_rmb1_2572,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8303=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
11906,limit_up_gem_rmb1_2572,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12001,limit_up_gem_rmb10_2572,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,{8301=4;8302=2;8303=1;8305=1;8017=2},50,{8301=4;8302=3;8303=1;8305=1;8017=1},50,{8301=3;8302=3;8303=1;8305=1;8017=2},50,,,,,,,,
12002,limit_up_gem_rmb10_2572,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,,,,,,,,,,,,,,
12003,limit_up_gem_rmb10_2572,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,,,,,,,,,,,,,,
12004,limit_up_gem_rmb10_2572,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8304=1;8017=2},100,{8301=4;8302=3;8304=1;8017=2},100,{8301=5;8302=3;8304=1;8017=1},100,{8301=4;8302=2;8303=1;8304=1;8017=2},50,{8301=4;8302=3;8303=1;8304=1;8017=1},50,{8301=3;8302=3;8303=1;8304=1;8017=2},50,,0,,0,,,,
12005,limit_up_gem_rmb10_2572,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8301=5;8302=2;8304=1;8017=2},100,{8301=4;8302=3;8304=1;8017=2},100,{8301=5;8302=3;8304=1;8017=1},100,,0,,0,,0,,0,,0,,,,
12006,limit_up_gem_rmb10_2572,Regular ten companies - regular output,0,2,,,,,,,,,,{8301=5;8302=2;8303=1;8017=2},100,{8301=6;8302=1;8303=1;8017=2},50,{8301=5;8302=3;8303=1;8017=1},50,{8301=4;8302=4;8303=1;8017=1},50,{8301=4;8302=2;8303=2;8017=2},100,{8301=5;8302=1;8303=2;8017=2},50,{8301=4;8302=3;8303=2;8017=1},50,{8301=5;8302=2;8303=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12101,limit_up_gem_rmb1_2672,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12102,limit_up_gem_rmb1_2672,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12103,limit_up_gem_rmb1_2672,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12104,limit_up_gem_rmb1_2672,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12105,limit_up_gem_rmb1_2672,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8103=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12106,limit_up_gem_rmb1_2672,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12201,limit_up_gem_rmb10_2672,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,{8101=4;8102=2;8103=1;8105=1;8017=2},50,{8101=4;8102=3;8103=1;8105=1;8017=1},50,{8101=3;8102=3;8103=1;8105=1;8017=2},50,,,,,,,,
12202,limit_up_gem_rmb10_2672,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
12203,limit_up_gem_rmb10_2672,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
12204,limit_up_gem_rmb10_2672,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,{8101=4;8102=2;8103=1;8104=1;8017=2},50,{8101=4;8102=3;8103=1;8104=1;8017=1},50,{8101=3;8102=3;8103=1;8104=1;8017=2},50,,0,,0,,,,
12205,limit_up_gem_rmb10_2672,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,,0,,0,,0,,0,,0,,,,
12206,limit_up_gem_rmb10_2672,Regular ten companies - regular output,0,2,,,,,,,,,,{8101=5;8102=2;8103=1;8017=2},100,{8101=6;8102=1;8103=1;8017=2},50,{8101=5;8102=3;8103=1;8017=1},50,{8101=4;8102=4;8103=1;8017=1},50,{8101=4;8102=2;8103=2;8017=2},100,{8101=5;8102=1;8103=2;8017=2},50,{8101=4;8102=3;8103=2;8017=1},50,{8101=5;8102=2;8103=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12301,limit_up_gem_rmb1_2752,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12302,limit_up_gem_rmb1_2752,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12303,limit_up_gem_rmb1_2752,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12304,limit_up_gem_rmb1_2752,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12305,limit_up_gem_rmb1_2752,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8203=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12306,limit_up_gem_rmb1_2752,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12401,limit_up_gem_rmb10_2752,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,{8201=4;8202=2;8203=1;8205=1;8017=2},50,{8201=4;8202=3;8203=1;8205=1;8017=1},50,{8201=3;8202=3;8203=1;8205=1;8017=2},50,,,,,,,,
12402,limit_up_gem_rmb10_2752,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
12403,limit_up_gem_rmb10_2752,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
12404,limit_up_gem_rmb10_2752,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,{8201=4;8202=2;8203=1;8204=1;8017=2},50,{8201=4;8202=3;8203=1;8204=1;8017=1},50,{8201=3;8202=3;8203=1;8204=1;8017=2},50,,0,,0,,,,
12405,limit_up_gem_rmb10_2752,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,,0,,0,,0,,0,,0,,,,
12406,limit_up_gem_rmb10_2752,Regular ten companies - regular output,0,2,,,,,,,,,,{8201=5;8202=2;8203=1;8017=2},100,{8201=6;8202=1;8203=1;8017=2},50,{8201=5;8202=3;8203=1;8017=1},50,{8201=4;8202=4;8203=1;8017=1},50,{8201=4;8202=2;8203=2;8017=2},100,{8201=5;8202=1;8203=2;8017=2},50,{8201=4;8202=3;8203=2;8017=1},50,{8201=5;8202=2;8203=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501,limit_up_gem_rmb1_2852,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8305=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12502,limit_up_gem_rmb1_2852,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12503,limit_up_gem_rmb1_2852,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12504,limit_up_gem_rmb1_2852,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12505,limit_up_gem_rmb1_2852,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8303=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12506,limit_up_gem_rmb1_2852,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12601,limit_up_gem_rmb10_2852,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,{8301=4;8302=2;8303=1;8305=1;8017=2},50,{8301=4;8302=3;8303=1;8305=1;8017=1},50,{8301=3;8302=3;8303=1;8305=1;8017=2},50,,,,,,,,
12602,limit_up_gem_rmb10_2852,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,,,,,,,,,,,,,,
12603,limit_up_gem_rmb10_2852,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,,,,,,,,,,,,,,
12604,limit_up_gem_rmb10_2852,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8304=1;8017=2},100,{8301=4;8302=3;8304=1;8017=2},100,{8301=5;8302=3;8304=1;8017=1},100,{8301=4;8302=2;8303=1;8304=1;8017=2},50,{8301=4;8302=3;8303=1;8304=1;8017=1},50,{8301=3;8302=3;8303=1;8304=1;8017=2},50,,0,,0,,,,
12605,limit_up_gem_rmb10_2852,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8301=5;8302=2;8304=1;8017=2},100,{8301=4;8302=3;8304=1;8017=2},100,{8301=5;8302=3;8304=1;8017=1},100,,0,,0,,0,,0,,0,,,,
12606,limit_up_gem_rmb10_2852,Regular ten companies - regular output,0,2,,,,,,,,,,{8301=5;8302=2;8303=1;8017=2},100,{8301=6;8302=1;8303=1;8017=2},50,{8301=5;8302=3;8303=1;8017=1},50,{8301=4;8302=4;8303=1;8017=1},50,{8301=4;8302=2;8303=2;8017=2},100,{8301=5;8302=1;8303=2;8017=2},50,{8301=4;8302=3;8303=2;8017=1},50,{8301=5;8302=2;8303=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,limit_up_gem_rmb1_2942,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12702,limit_up_gem_rmb1_2942,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12703,limit_up_gem_rmb1_2942,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12704,limit_up_gem_rmb1_2942,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12705,limit_up_gem_rmb1_2942,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8103=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12706,limit_up_gem_rmb1_2942,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12801,limit_up_gem_rmb10_2942,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,{8101=4;8102=2;8103=1;8105=1;8017=2},50,{8101=4;8102=3;8103=1;8105=1;8017=1},50,{8101=3;8102=3;8103=1;8105=1;8017=2},50,,,,,,,,
12802,limit_up_gem_rmb10_2942,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
12803,limit_up_gem_rmb10_2942,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
12804,limit_up_gem_rmb10_2942,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,{8101=4;8102=2;8103=1;8104=1;8017=2},50,{8101=4;8102=3;8103=1;8104=1;8017=1},50,{8101=3;8102=3;8103=1;8104=1;8017=2},50,,0,,0,,,,
12805,limit_up_gem_rmb10_2942,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,,0,,0,,0,,0,,0,,,,
12806,limit_up_gem_rmb10_2942,Regular ten companies - regular output,0,2,,,,,,,,,,{8101=5;8102=2;8103=1;8017=2},100,{8101=6;8102=1;8103=1;8017=2},50,{8101=5;8102=3;8103=1;8017=1},50,{8101=4;8102=4;8103=1;8017=1},50,{8101=4;8102=2;8103=2;8017=2},100,{8101=5;8102=1;8103=2;8017=2},50,{8101=4;8102=3;8103=2;8017=1},50,{8101=5;8102=2;8103=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12901,limit_up_gem_rmb1_3022,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12902,limit_up_gem_rmb1_3022,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12903,limit_up_gem_rmb1_3022,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12904,limit_up_gem_rmb1_3022,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12905,limit_up_gem_rmb1_3022,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8203=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
12906,limit_up_gem_rmb1_3022,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13001,limit_up_gem_rmb10_3022,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,{8201=4;8202=2;8203=1;8205=1;8017=2},50,{8201=4;8202=3;8203=1;8205=1;8017=1},50,{8201=3;8202=3;8203=1;8205=1;8017=2},50,,,,,,,,
13002,limit_up_gem_rmb10_3022,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
13003,limit_up_gem_rmb10_3022,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
13004,limit_up_gem_rmb10_3022,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,{8201=4;8202=2;8203=1;8204=1;8017=2},50,{8201=4;8202=3;8203=1;8204=1;8017=1},50,{8201=3;8202=3;8203=1;8204=1;8017=2},50,,0,,0,,,,
