变量名,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
411,11006,( Drop item 1 enhanced potion ) ( Normal 10-06) ( Normal level ),5000,1,0.7,0.9,0.5
412,11006,( Drop item 2 Defense 33) ( Normal 10-06) ( Normal level ),5014,1,0.7,0.9,0.5
413,11006,( Drop item 3 skill 32) ( Normal 10-06) ( Normal level ),5012,1,0.1,0.3,0.5
414,11006,( Drop item 4 Attack 22) ( Normal 10-06) ( Normal level ),5004,1,0.1,0.3,0.5
416,11007,( Drop item 1 enhanced potion ) ( Normal 10-07) ( Normal level ),5000,1,0.7,0.9,0.5
417,11007,( Drop item 2 Defense 33) ( Normal 10-07) ( Normal level ),5014,1,0.7,0.9,0.5
418,11007,( Drop item 3 skill 32) ( Normal 10-07) ( Normal level ),5012,1,0.1,0.3,0.5
419,11007,( Drop item 4 Attack 22) ( Normal 10-07) ( Normal level ),5004,1,0.1,0.3,0.5
421,11008,( Drop item 1 enhanced potion ) ( Normal 10-08) ( Normal level ),5000,1,0.7,0.9,0.5
422,11008,( Drop item 2 skill 33) ( Normal 10-08) ( Normal level ),5015,1,0.7,0.9,0.5
423,11008,( drop item 3 attack 32) ( normal 10-08) ( normal level ),5010,1,0.1,0.3,0.5
424,11008,( Drop item 4 Defense 22) ( Normal 10-08) ( Normal level ),5005,1,0.1,0.3,0.5
426,11009,( Drop item 1 enhanced potion ) ( Normal 10-09) ( Normal level ),5000,1,0.7,0.9,0.5
427,11009,( Drop item 2 skill 33) ( Normal 10-09) ( Normal level ),5015,1,0.7,0.9,0.5
428,11009,( drop item 3 attack 32) ( normal 10-09) ( normal level ),5010,1,0.1,0.3,0.5
429,11009,( Drop item 4 Defense 22) ( Normal 10-09) ( Normal level ),5005,1,0.1,0.3,0.5
431,11010,( Drop item 1 enhanced potion ) ( Normal 10-10) ( Normal level ),5000,1,0.7,0.9,0.5
432,11010,( Drop item 2 skill 33) ( Normal 10-10) ( Normal level ),5015,1,0.7,0.9,0.5
433,11010,( drop item 3 attack 32) ( normal 10-10) ( normal level ),5010,1,0.1,0.3,0.5
434,11010,( Drop item 4 Defense 22) ( Normal 10-10) ( Normal level ),5005,1,0.1,0.3,0.5
436,11101,( Drop item 1 enhanced potion ) ( Normal 11-01) ( Normal level ),5000,1,0.7,0.9,0.5
437,11101,( drop item 2 attack 33) ( normal 11-01) ( normal level ),5013,1,0.7,0.9,0.5
438,11101,( Drop item 3 Defense 32) ( Normal 11-01) ( Normal level ),5011,1,0.1,0.3,0.5
441,11102,( Drop item 1 enhanced potion ) ( Normal 11-02) ( Normal level ),5000,1,0.7,0.9,0.5
442,11102,( Drop item 2 Attack 33) ( Normal 11-02) ( Normal level ),5013,1,0.7,0.9,0.5
443,11102,( Drop item 3 Defense 32) ( Normal 11-02) ( Normal level ),5011,1,0.1,0.3,0.5
446,11103,( Drop item 1 enhanced potion ) ( Normal 11-03) ( Normal level ),5000,1,0.7,0.9,0.5
447,11103,( Drop item 2 Attack 33) ( Normal 11-03) ( Normal level ),5013,1,0.7,0.9,0.5
448,11103,( Drop item 3 Defense 32) ( Normal 11-03) ( Normal level ),5011,1,0.1,0.3,0.5
451,11104,( Drop item 1 enhanced potion ) ( Normal 11-04) ( Normal level ),5000,1,0.7,0.9,0.5
452,11104,( Drop item 2 Attack 33) ( Normal 11-04) ( Normal level ),5013,1,0.7,0.9,0.5
453,11104,( Drop item 3 Defense 32) ( Normal 11-04) ( Normal level ),5011,1,0.1,0.3,0.5
456,11105,( Drop item 1 enhanced potion ) ( Normal 11-05) ( Normal level ),5000,1,0.7,0.9,0.5
457,11105,( Drop item 2 Defense 33) ( Normal 11-05) ( Normal level ),5014,1,0.7,0.9,0.5
458,11105,( Drop item 3 skill 32) ( Normal 11-05) ( Normal level ),5012,1,0.1,0.3,0.5
461,11106,( Drop item 1 enhanced potion ) ( Normal 11-06) ( Normal level ),5000,1,0.7,0.9,0.5
462,11106,( Drop item 2 Defense 33) ( Normal 11-06) ( Normal level ),5014,1,0.7,0.9,0.5
463,11106,( Drop item 3 skill 32) ( Normal 11-06) ( Normal level ),5012,1,0.1,0.3,0.5
466,11107,( Drop item 1 enhanced potion ) ( Normal 11-07) ( Normal level ),5000,1,0.7,0.9,0.5
467,11107,( Drop item 2 Defense 33) ( Normal 11-07) ( Normal level ),5014,1,0.7,0.9,0.5
468,11107,( Drop item 3 skill 32) ( Normal 11-07) ( Normal level ),5012,1,0.1,0.3,0.5
471,11108,( Drop item 1 enhanced potion ) ( Normal 11-08) ( Normal level ),5000,1,0.7,0.9,0.5
472,11108,( Drop item 2 skill 33) ( Normal 11-08) ( Normal level ),5015,1,0.7,0.9,0.5
473,11108,( drop item 3 attack 32) ( normal 11-08) ( normal level ),5010,1,0.1,0.3,0.5
476,11109,( Drop item 1 enhanced potion ) ( Normal 11-09) ( Normal level ),5000,1,0.7,0.9,0.5
477,11109,( Drop item 2 skill 33) ( Normal 11-09) ( Normal level ),5015,1,0.7,0.9,0.5
478,11109,( drop item 3 attack 32) ( normal 11-09) ( normal level ),5010,1,0.1,0.3,0.5
481,11110,( Drop item 1 enhanced potion ) ( Normal 11-10) ( Normal level ),5000,1,0.7,0.9,0.5
482,11110,( Drop item 2 skill 33) ( Normal 11-10) ( Normal level ),5015,1,0.7,0.9,0.5
483,11110,( drop item 3 attack 32) ( normal 11-10) ( normal level ),5010,1,0.1,0.3,0.5
486,11201,( Drop item 1 enhanced potion ) ( Normal 12-01) ( Normal level ),5000,1,0.7,0.9,0.5
487,11201,( Drop Item 2 Attack 41) ( Normal 12-01) ( Normal level ),5016,1,0.7,0.9,0.5
488,11201,( Drop item 3 Defense 31) ( Normal 12-01) ( Normal level ),5008,1,0.1,0.3,0.5
491,11202,( Drop item 1 enhanced potion ) ( Normal 12-02) ( Normal level ),5000,1,0.7,0.9,0.5
492,11202,( Drop Item 2 Attack 41) ( Normal 12-02) ( Normal level ),5016,1,0.7,0.9,0.5
493,11202,( Drop item 3 Defense 31) ( Normal 12-02) ( Normal level ),5008,1,0.1,0.3,0.5
496,11203,( Drop item 1 enhanced potion ) ( Normal 12-03) ( Normal level ),5000,1,0.7,0.9,0.5
497,11203,( Drop Item 2 Attack 41) ( Normal 12-03) ( Normal level ),5016,1,0.7,0.9,0.5
498,11203,( Drop item 3 Defense 31) ( Normal 12-03) ( Normal level ),5008,1,0.1,0.3,0.5
501,11204,( Drop item 1 enhanced potion ) ( Normal 12-04) ( Normal level ),5000,1,0.7,0.9,0.5
502,11204,( Drop Item 2 Attack 41) ( Normal 12-04) ( Normal level ),5016,1,0.7,0.9,0.5
503,11204,( Drop item 3 Defense 31) ( Normal 12-04) ( Normal level ),5008,1,0.1,0.3,0.5
506,11205,( Drop item 1 enhanced potion ) ( Normal 12-05) ( Normal level ),5000,1,0.7,0.9,0.5
507,11205,( Drop item 2 Defense 41) ( Normal 12-05) ( Normal level ),5017,1,0.7,0.9,0.5
508,11205,( Drop item 3 skill 31) ( Normal 12-05) ( Normal level ),5009,1,0.1,0.3,0.5
511,11206,( Drop item 1 enhanced potion ) ( Normal 12-06) ( Normal level ),5000,1,0.7,0.9,0.5
512,11206,( Drop item 2 Defense 41) ( Normal 12-06) ( Normal level ),5017,1,0.7,0.9,0.5
513,11206,( Drop item 3 skill 31) ( Normal 12-06) ( Normal level ),5009,1,0.1,0.3,0.5
516,11207,( Drop item 1 enhanced potion ) ( Normal 12-07) ( Normal level ),5000,1,0.7,0.9,0.5
517,11207,( Drop item 2 Defense 41) ( Normal 12-07) ( Normal level ),5017,1,0.7,0.9,0.5
518,11207,( Drop item 3 skill 31) ( Normal 12-07) ( Normal level ),5009,1,0.1,0.3,0.5
521,11208,( Drop item 1 enhanced potion ) ( Normal 12-08) ( Normal level ),5000,1,0.7,0.9,0.5
522,11208,( Drop item 2 skill 41) ( Normal 12-08) ( Normal level ),5018,1,0.7,0.9,0.5
523,11208,( Drop item 3 Attack 31) ( Normal 12-08) ( Normal level ),5007,1,0.1,0.3,0.5
526,11209,( Drop item 1 enhanced potion ) ( Normal 12-09) ( Normal level ),5000,1,0.7,0.9,0.5
527,11209,( Drop item 2 skill 41) ( Normal 12-09) ( Normal level ),5018,1,0.7,0.9,0.5
528,11209,( drop item 3 attack 31) ( normal 12-09) ( normal level ),5007,1,0.1,0.3,0.5
531,11210,( Drop item 1 enhanced potion ) ( Normal 12-10) ( Normal level ),5000,1,0.7,0.9,0.5
532,11210,( Drop item 2 skill 41) ( Normal 12-10) ( Normal level ),5018,1,0.7,0.9,0.5
533,11210,( drop item 3 attack 31) ( normal 12-10) ( normal level ),5007,1,0.1,0.3,0.5
536,11301,( Drop item 1 enhanced potion ) ( Normal 13-01) ( Normal level ),5000,1,0.7,0.9,0.5
537,11301,( Drop Item 2 Attack 41) ( Normal 13-01) ( Normal level ),5016,1,0.7,0.9,0.5
541,11302,( Drop item 1 enhanced potion ) ( Normal 13-02) ( Normal level ),5000,1,0.7,0.9,0.5
542,11302,( Drop item 2 Attack 41) ( Normal 13-02) ( Normal level ),5016,1,0.7,0.9,0.5
546,11303,( Drop item 1 enhanced potion ) ( Normal 13-03) ( Normal level ),5000,1,0.7,0.9,0.5
547,11303,( Drop Item 2 Attack 41) ( Normal 13-03) ( Normal level ),5016,1,0.7,0.9,0.5
551,11304,( Drop item 1 enhanced potion ) ( Normal 13-04) ( Normal level ),5000,1,0.7,0.9,0.5
552,11304,( Drop item 2 Attack 41) ( Normal 13-04) ( Normal level ),5016,1,0.7,0.9,0.5
556,11305,( Drop item 1 enhanced potion ) ( Normal 13-05) ( Normal level ),5000,1,0.7,0.9,0.5
557,11305,( Drop item 2 Defense 41) ( Normal 13-05) ( Normal level ),5017,1,0.7,0.9,0.5
561,11306,( Drop item 1 enhanced potion ) ( Normal 13-06) ( Normal level ),5000,1,0.7,0.9,0.5
562,11306,( Drop item 2 Defense 41) ( Normal 13-06) ( Normal level ),5017,1,0.7,0.9,0.5
566,11307,( Drop item 1 enhanced potion ) ( Normal 13-07) ( Normal level ),5000,1,0.7,0.9,0.5
567,11307,( Drop item 2 Defense 41) ( Normal 13-07) ( Normal level ),5017,1,0.7,0.9,0.5
571,11308,( Drop item 1 enhanced potion ) ( Normal 13-08) ( Normal level ),5000,1,0.7,0.9,0.5
572,11308,( Drop item 2 skill 41) ( Normal 13-08) ( Normal level ),5018,1,0.7,0.9,0.5
576,11309,( Drop item 1 enhanced potion ) ( Normal 13-09) ( Normal level ),5000,1,0.7,0.9,0.5
577,11309,( Drop item 2 skill 41) ( Normal 13-09) ( Normal level ),5018,1,0.7,0.9,0.5
581,11310,( Drop item 1 enhanced potion ) ( Normal 13-10) ( Normal level ),5000,1,0.7,0.9,0.5
582,11310,( Drop item 2 skill 41) ( Normal 13-10) ( Normal level ),5018,1,0.7,0.9,0.5
586,11401,( Drop item 1 enhanced potion ) ( Normal 14-01) ( Normal level ),5000,1,0.7,0.9,0.5
587,11401,( Drop item 2 Attack 42) ( Normal 14-01) ( Normal level ),5019,1,0.7,0.9,0.5
588,11401,( Drop item 3 Defense 32) ( Normal 14-01) ( Normal level ),5011,1,0.1,0.3,0.5
591,11402,( Drop item 1 enhanced potion ) ( Normal 14-02) ( Normal level ),5000,1,0.7,0.9,0.5
592,11402,( Drop item 2 Attack 42) ( Normal 14-02) ( Normal level ),5019,1,0.7,0.9,0.5
593,11402,( Drop item 3 Defense 32) ( Normal 14-02) ( Normal level ),5011,1,0.1,0.3,0.5
596,11403,( Drop item 1 enhanced potion ) ( Normal 14-03) ( Normal level ),5000,1,0.7,0.9,0.5
597,11403,( Drop item 2 Attack 42) ( Normal 14-03) ( Normal level ),5019,1,0.7,0.9,0.5
598,11403,( Drop item 3 Defense 32) ( Normal 14-03) ( Normal level ),5011,1,0.1,0.3,0.5
601,11404,( Drop item 1 enhanced potion ) ( Normal 14-04) ( Normal level ),5000,1,0.7,0.9,0.5
602,11404,( Drop item 2 Attack 42) ( Normal 14-04) ( Normal level ),5019,1,0.7,0.9,0.5
603,11404,( Drop item 3 Defense 32) ( Normal 14-04) ( Normal level ),5011,1,0.1,0.3,0.5
606,11405,( Drop item 1 enhanced potion ) ( Normal 14-05) ( Normal level ),5000,1,0.7,0.9,0.5
607,11405,( Drop item 2 Defense 42) ( Normal 14-05) ( Normal level ),5020,1,0.7,0.9,0.5
608,11405,( Drop item 3 skill 32) ( Normal 14-05) ( Normal level ),5012,1,0.1,0.3,0.5
611,11406,( Drop item 1 enhanced potion ) ( Normal 14-06) ( Normal level ),5000,1,0.7,0.9,0.5
612,11406,( Drop item 2 Defense 42) ( Normal 14-06) ( Normal level ),5020,1,0.7,0.9,0.5
613,11406,( Drop item 3 skill 32) ( Normal 14-06) ( Normal level ),5012,1,0.1,0.3,0.5
616,11407,( Drop item 1 enhanced potion ) ( Normal 14-07) ( Normal level ),5000,1,0.7,0.9,0.5
617,11407,( Drop item 2 Defense 42) ( Normal 14-07) ( Normal level ),5020,1,0.7,0.9,0.5
618,11407,( Drop item 3 skill 32) ( Normal 14-07) ( Normal level ),5012,1,0.1,0.3,0.5
621,11408,( Drop item 1 enhanced potion ) ( Normal 14-08) ( Normal level ),5000,1,0.7,0.9,0.5
622,11408,( Drop item 2 skill 42) ( Normal 14-08) ( Normal level ),5021,1,0.7,0.9,0.5
623,11408,( drop item 3 attack 32) ( normal 14-08) ( normal level ),5010,1,0.1,0.3,0.5
626,11409,( Drop item 1 enhanced potion ) ( Normal 14-09) ( Normal level ),5000,1,0.7,0.9,0.5
627,11409,( Drop item 2 skill 42) ( Normal 14-09) ( Normal level ),5021,1,0.7,0.9,0.5
628,11409,( drop item 3 attack 32) ( normal 14-09) ( normal level ),5010,1,0.1,0.3,0.5
631,11410,( Drop item 1 enhanced potion ) ( Normal 14-10) ( Normal level ),5000,1,0.7,0.9,0.5
632,11410,( Drop item 2 skill 42) ( Normal 14-10) ( Normal level ),5021,1,0.7,0.9,0.5
633,11410,( drop item 3 attack 32) ( normal 14-10) ( normal level ),5010,1,0.1,0.3,0.5
636,11501,( Drop item 1 enhanced potion ) ( Normal 15-01) ( Normal level ),5000,1,0.7,0.9,0.5
637,11501,( drop item 2 attack 42) ( normal 15-01) ( normal level ),5019,1,0.7,0.9,0.5
641,11502,( Drop item 1 enhanced potion ) ( Normal 15-02) ( Normal level ),5000,1,0.7,0.9,0.5
642,11502,( drop item 2 attack 42) ( normal 15-02) ( normal level ),5019,1,0.7,0.9,0.5
646,11503,( Drop item 1 enhanced potion ) ( Normal 15-03) ( Normal level ),5000,1,0.7,0.9,0.5
647,11503,( Drop Item 2 Attack 42) ( Normal 15-03) ( Normal level ),5019,1,0.7,0.9,0.5
651,11504,( Drop item 1 enhanced potion ) ( Normal 15-04) ( Normal level ),5000,1,0.7,0.9,0.5
652,11504,( Drop item 2 Attack 42) ( Normal 15-04) ( Normal level ),5019,1,0.7,0.9,0.5
656,11505,( Drop item 1 enhanced potion ) ( Normal 15-05) ( Normal level ),5000,1,0.7,0.9,0.5
657,11505,( Drop item 2 Defense 42) ( Normal 15-05) ( Normal level ),5020,1,0.7,0.9,0.5
661,11506,( Drop item 1 enhanced potion ) ( Normal 15-06) ( Normal level ),5000,1,0.7,0.9,0.5
662,11506,( Drop item 2 Defense 42) ( Normal 15-06) ( Normal level ),5020,1,0.7,0.9,0.5
666,11507,( Drop item 1 enhanced potion ) ( Normal 15-07) ( Normal level ),5000,1,0.7,0.9,0.5
667,11507,( Drop item 2 Defense 42) ( Normal 15-07) ( Normal level ),5020,1,0.7,0.9,0.5
671,11508,( Drop item 1 enhanced potion ) ( Normal 15-08) ( Normal level ),5000,1,0.7,0.9,0.5
672,11508,( Drop item 2 skill 42) ( Normal 15-08) ( Normal level ),5021,1,0.7,0.9,0.5
676,11509,( Drop item 1 enhanced potion ) ( Normal 15-09) ( Normal level ),5000,1,0.7,0.9,0.5
677,11509,( Drop item 2 skill 42) ( Normal 15-09) ( Normal level ),5021,1,0.7,0.9,0.5
681,11510,( Drop item 1 enhanced potion ) ( Normal 15-10) ( Normal level ),5000,1,0.7,0.9,0.5
682,11510,( Drop item 2 skill 42) ( Normal 15-10) ( Normal level ),5021,1,0.7,0.9,0.5
686,11601,( Drop item 1 enhanced potion ) ( Normal 16-01) ( Normal level ),5000,1,0.7,0.9,0.5
687,11601,( Drop item 2 Attack 51) ( Normal 16-01) ( Normal level ),5022,1,0.7,0.9,0.5
688,11601,( Drop item 3 Defense 33) ( Normal 16-01) ( Normal level ),5014,1,0.1,0.3,0.5
691,11602,( Drop item 1 enhanced potion ) ( Normal 16-02) ( Normal level ),5000,1,0.7,0.9,0.5
692,11602,( Drop item 2 Attack 51) ( Normal 16-02) ( Normal level ),5022,1,0.7,0.9,0.5
693,11602,( Drop item 3 Defense 33) ( Normal 16-02) ( Normal level ),5014,1,0.1,0.3,0.5
696,11603,( Drop item 1 enhanced potion ) ( Normal 16-03) ( Normal level ),5000,1,0.7,0.9,0.5
697,11603,( Drop item 2 Attack 51) ( Normal 16-03) ( Normal level ),5022,1,0.7,0.9,0.5
698,11603,( Drop item 3 Defense 33) ( Normal 16-03) ( Normal level ),5014,1,0.1,0.3,0.5
701,11604,( Drop item 1 enhanced potion ) ( Normal 16-04) ( Normal level ),5000,1,0.7,0.9,0.5
702,11604,( Drop item 2 Attack 51) ( Normal 16-04) ( Normal level ),5022,1,0.7,0.9,0.5
703,11604,( Drop item 3 Defense 33) ( Normal 16-04) ( Normal level ),5014,1,0.1,0.3,0.5
706,11605,( Drop item 1 enhanced potion ) ( Normal 16-05) ( Normal level ),5000,1,0.7,0.9,0.5
707,11605,( Drop item 2 Defense 51) ( Normal 16-05) ( Normal level ),5023,1,0.7,0.9,0.5
708,11605,( Drop item 3 skill 33) ( Normal 16-05) ( Normal level ),5015,1,0.1,0.3,0.5
711,11606,( Drop item 1 enhanced potion ) ( Normal 16-06) ( Normal level ),5000,1,0.7,0.9,0.5
712,11606,( Drop item 2 Defense 51) ( Normal 16-06) ( Normal level ),5023,1,0.7,0.9,0.5
713,11606,( Drop item 3 skill 33) ( Normal 16-06) ( Normal level ),5015,1,0.1,0.3,0.5
716,11607,( Drop item 1 enhanced potion ) ( Normal 16-07) ( Normal level ),5000,1,0.7,0.9,0.5
717,11607,( Drop item 2 Defense 51) ( Normal 16-07) ( Normal level ),5023,1,0.7,0.9,0.5
718,11607,( Drop item 3 skill 33) ( Normal 16-07) ( Normal level ),5015,1,0.1,0.3,0.5
721,11608,( Drop item 1 enhanced potion ) ( Normal 16-08) ( Normal level ),5000,1,0.7,0.9,0.5
722,11608,( Drop item 2 skill 51) ( Normal 16-08) ( Normal level ),5024,1,0.7,0.9,0.5
723,11608,( Drop item 3 Attack 33) ( Normal 16-08) ( Normal level ),5013,1,0.1,0.3,0.5
726,11609,( Drop item 1 enhanced potion ) ( Normal 16-09) ( Normal level ),5000,1,0.7,0.9,0.5
727,11609,( Drop item 2 skill 51) ( Normal 16-09) ( Normal level ),5024,1,0.7,0.9,0.5
728,11609,( Drop item 3 Attack 33) ( Normal 16-09) ( Normal level ),5013,1,0.1,0.3,0.5
731,11610,( Drop item 1 enhanced potion ) ( Normal 16-10) ( Normal level ),5000,1,0.7,0.9,0.5
732,11610,( Drop item 2 skill 51) ( Normal 16-10) ( Normal level ),5024,1,0.7,0.9,0.5
733,11610,( drop item 3 attack 33) ( normal 16-10) ( normal level ),5013,1,0.1,0.3,0.5
736,11701,( Drop item 1 enhanced potion ) ( Normal 17-01) ( Normal level ),5000,1,0.7,0.9,0.5
737,11701,( Drop Item 2 Attack 51) ( Normal 17-01) ( Normal level ),5022,1,0.7,0.9,0.5
741,11702,( Drop item 1 enhanced potion ) ( Normal 17-02) ( Normal level ),5000,1,0.7,0.9,0.5
742,11702,( Drop Item 2 Attack 51) ( Normal 17-02) ( Normal level ),5022,1,0.7,0.9,0.5
746,11703,( Drop item 1 enhanced potion ) ( Normal 17-03) ( Normal level ),5000,1,0.7,0.9,0.5
747,11703,( Drop item 2 Attack 51) ( Normal 17-03) ( Normal level ),5022,1,0.7,0.9,0.5
751,11704,( Drop item 1 enhanced potion ) ( Normal 17-04) ( Normal level ),5000,1,0.7,0.9,0.5
752,11704,( Drop item 2 Attack 51) ( Normal 17-04) ( Normal level ),5022,1,0.7,0.9,0.5
756,11705,( Drop item 1 enhanced potion ) ( Normal 17-05) ( Normal level ),5000,1,0.7,0.9,0.5
757,11705,( Drop item 2 Defense 51) ( Normal 17-05) ( Normal level ),5023,1,0.7,0.9,0.5
761,11706,( Drop item 1 enhanced potion ) ( Normal 17-06) ( Normal level ),5000,1,0.7,0.9,0.5
762,11706,( Drop item 2 Defense 51) ( Normal 17-06) ( Normal level ),5023,1,0.7,0.9,0.5
766,11707,( Drop item 1 enhanced potion ) ( Normal 17-07) ( Normal level ),5000,1,0.7,0.9,0.5
767,11707,( Drop item 2 Defense 51) ( Normal 17-07) ( Normal level ),5023,1,0.7,0.9,0.5
771,11708,( Drop item 1 enhanced potion ) ( Normal 17-08) ( Normal level ),5000,1,0.7,0.9,0.5
772,11708,( Drop item 2 skill 51) ( Normal 17-08) ( Normal level ),5024,1,0.7,0.9,0.5
776,11709,( Drop item 1 enhanced potion ) ( Normal 17-09) ( Normal level ),5000,1,0.7,0.9,0.5
777,11709,( Drop item 2 skill 51) ( Normal 17-09) ( Normal level ),5024,1,0.7,0.9,0.5
781,11710,( Drop item 1 enhanced potion ) ( Normal 17-10) ( Normal level ),5000,1,0.7,0.9,0.5
782,11710,( Drop item 2 skill 51) ( Normal 17-10) ( Normal level ),5024,1,0.7,0.9,0.5
786,11801,( Drop item 1 enhanced potion ) ( Normal 18-01) ( Normal level ),5000,1,0.7,0.9,0.5
787,11801,( Drop item 2 Attack 52) ( Normal 18-01) ( Normal level ),5025,1,0.7,0.9,0.5
788,11801,( Drop item 3 Defense 41) ( Normal 18-01) ( Normal level ),5017,1,0.1,0.3,0.5
791,11802,( Drop item 1 enhanced potion ) ( Normal 18-02) ( Normal level ),5000,1,0.7,0.9,0.5
792,11802,( Drop item 2 Attack 52) ( Normal 18-02) ( Normal level ),5025,1,0.7,0.9,0.5
793,11802,( Drop item 3 Defense 41) ( Normal 18-02) ( Normal level ),5017,1,0.1,0.3,0.5
796,11803,( Drop item 1 enhanced potion ) ( Normal 18-03) ( Normal level ),5000,1,0.7,0.9,0.5
797,11803,( Drop item 2 Attack 52) ( Normal 18-03) ( Normal level ),5025,1,0.7,0.9,0.5
798,11803,( Drop item 3 Defense 41) ( Normal 18-03) ( Normal level ),5017,1,0.1,0.3,0.5
801,11804,( Drop item 1 enhanced potion ) ( Normal 18-04) ( Normal level ),5000,1,0.7,0.9,0.5
802,11804,( Drop item 2 Attack 52) ( Normal 18-04) ( Normal level ),5025,1,0.7,0.9,0.5
803,11804,( Drop item 3 Defense 41) ( Normal 18-04) ( Normal level ),5017,1,0.1,0.3,0.5
806,11805,( Drop item 1 enhanced potion ) ( Normal 18-05) ( Normal level ),5000,1,0.7,0.9,0.5
807,11805,( Drop item 2 Defense 52) ( Normal 18-05) ( Normal level ),5026,1,0.7,0.9,0.5
808,11805,( Drop item 3 skill 41) ( Normal 18-05) ( Normal level ),5018,1,0.1,0.3,0.5
811,11806,( Drop item 1 enhanced potion ) ( Normal 18-06) ( Normal level ),5000,1,0.7,0.9,0.5
812,11806,( Drop item 2 Defense 52) ( Normal 18-06) ( Normal level ),5026,1,0.7,0.9,0.5
813,11806,( Drop item 3 skill 41) ( Normal 18-06) ( Normal level ),5018,1,0.1,0.3,0.5
816,11807,( Drop item 1 enhanced potion ) ( Normal 18-07) ( Normal level ),5000,1,0.7,0.9,0.5
817,11807,( Drop item 2 Defense 52) ( Normal 18-07) ( Normal level ),5026,1,0.7,0.9,0.5
818,11807,( Drop item 3 skill 41) ( Normal 18-07) ( Normal level ),5018,1,0.1,0.3,0.5
821,11808,( Drop item 1 enhanced potion ) ( Normal 18-08) ( Normal level ),5000,1,0.7,0.9,0.5
822,11808,( Drop item 2 skill 52) ( Normal 18-08) ( Normal level ),5027,1,0.7,0.9,0.5
823,11808,( drop item 3 attack 41) ( normal 18-08) ( normal level ),5016,1,0.1,0.3,0.5
826,11809,( Drop item 1 enhanced potion ) ( Normal 18-09) ( Normal level ),5000,1,0.7,0.9,0.5
827,11809,( Drop item 2 skill 52) ( Normal 18-09) ( Normal level ),5027,1,0.7,0.9,0.5
828,11809,( Drop item 3 Attack 41) ( Normal 18-09) ( Normal level ),5016,1,0.1,0.3,0.5
831,11810,( Drop item 1 enhanced potion ) ( Normal 18-10) ( Normal level ),5000,1,0.7,0.9,0.5
832,11810,( Drop item 2 skill 52) ( Normal 18-10) ( Normal level ),5027,1,0.7,0.9,0.5
833,11810,( drop item 3 attack 41) ( normal 18-10) ( normal level ),5016,1,0.1,0.3,0.5
836,11901,( Drop item 1 enhanced potion ) ( Normal 19-01) ( Normal level ),5000,1,0.7,0.9,0.5
837,11901,( Drop item 2 Attack 53) ( Normal 19-01) ( Normal level ),5028,1,0.7,0.9,0.5
841,11902,( Drop item 1 enhanced potion ) ( Normal 19-02) ( Normal level ),5000,1,0.7,0.9,0.5
842,11902,( Drop item 2 Attack 53) ( Normal 19-02) ( Normal level ),5028,1,0.7,0.9,0.5
846,11903,( Drop item 1 enhanced potion ) ( Normal 19-03) ( Normal level ),5000,1,0.7,0.9,0.5
847,11903,( Drop item 2 Attack 53) ( Normal 19-03) ( Normal level ),5028,1,0.7,0.9,0.5
851,11904,( Drop item 1 enhanced potion ) ( Normal 19-04) ( Normal level ),5000,1,0.7,0.9,0.5
852,11904,( Drop item 2 Attack 53) ( Normal 19-04) ( Normal level ),5028,1,0.7,0.9,0.5
856,11905,( Drop item 1 enhanced potion ) ( Normal 19-05) ( Normal level ),5000,1,0.7,0.9,0.5
857,11905,( Drop item 2 Defense 53) ( Normal 19-05) ( Normal level ),5029,1,0.7,0.9,0.5
861,11906,( Drop item 1 enhanced potion ) ( Normal 19-06) ( Normal level ),5000,1,0.7,0.9,0.5
862,11906,( Drop item 2 Defense 53) ( Normal 19-06) ( Normal level ),5029,1,0.7,0.9,0.5
866,11907,( Drop item 1 enhanced potion ) ( Normal 19-07) ( Normal level ),5000,1,0.7,0.9,0.5
867,11907,( Drop item 2 Defense 53) ( Normal 19-07) ( Normal level ),5029,1,0.7,0.9,0.5
871,11908,( Drop item 1 enhanced potion ) ( Normal 19-08) ( Normal level ),5000,1,0.7,0.9,0.5
872,11908,( Drop item 2 skill 53) ( Normal 19-08) ( Normal level ),5030,1,0.7,0.9,0.5
876,11909,( Drop item 1 enhanced potion ) ( Normal 19-09) ( Normal level ),5000,1,0.7,0.9,0.5
877,11909,( Drop item 2 skill 53) ( Normal 19-09) ( Normal level ),5030,1,0.7,0.9,0.5
881,11910,( Drop item 1 enhanced potion ) ( Normal 19-10) ( Normal level ),5000,1,0.7,0.9,0.5
882,11910,( Drop item 2 skill 53) ( Normal 19-10) ( Normal level ),5030,1,0.7,0.9,0.5
886,12001,( Drop item 1 enhanced potion ) ( Normal 20-01) ( Normal level ),5000,1,0.7,0.9,0.5
887,12001,( Drop item 2 Attack 54) ( Normal 20-01) ( Normal level ),5031,1,0.7,0.9,0.5
888,12001,( Drop item 3 Defense 42) ( Normal 20-01) ( Normal level ),5020,1,0.1,0.3,0.5
891,12002,( Drop item 1 enhanced potion ) ( Normal 20-02) ( Normal level ),5000,1,0.7,0.9,0.5
892,12002,( Drop item 2 Attack 54) ( Normal 20-02) ( Normal level ),5031,1,0.7,0.9,0.5
893,12002,( Drop item 3 Defense 42) ( Normal 20-02) ( Normal level ),5020,1,0.1,0.3,0.5
