变量名,gateID,_ beizhu,itemMap,count,probability,itemCount
563,32601,( Random drop from ordinary levels of mobile games ) ( Nightmare Enemy Road Narrow 25-1) ( Nightmare Dungeon ),{11=30.1887;12=7.5472;13=1.8868;510=30.1887;511=15.0943;512=3.7736;5000=11.3208},5,53,
564,32602,( Random drop from ordinary levels of mobile games ) ( Nightmare Enemy Road Narrow 25-2) ( Nightmare Dungeon ),{11=30.1887;12=7.5472;13=1.8868;510=30.1887;511=15.0943;512=3.7736;5000=11.3208},5,53,
565,32603,( Random drop from ordinary levels of mobile games ) ( Nightmare Enemy Road Narrow 25-3) ( Nightmare Dungeon ),{11=30.1887;12=7.5472;13=1.8868;510=30.1887;511=15.0943;512=3.7736;5000=11.3208},5,53,
566,32604,( Random drop from ordinary levels in mobile games ) ( Nightmare Enemy Road Narrow 25-4) ( Nightmare Dungeon ),{11=30.1887;12=7.5472;13=1.8868;510=30.1887;511=15.0943;512=3.7736;5000=11.3208},5,53,
,,,,,,
2001,10101,( Green props drop from normal levels of mobile games ) ( Normal 1-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2002,10102,( Green props drop from normal levels of mobile games ) ( Normal 1-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2003,10103,( Green props drop from normal levels of mobile games ) ( Normal 1-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2004,10104,( Green props drop from normal levels of mobile games ) ( Normal 1-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2005,10105,( Green props drop from normal levels of mobile games ) ( Normal 1-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2006,10201,( Green props drop from normal levels of mobile games ) ( Normal 2-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2007,10202,( Green props drop from normal levels of mobile games ) ( Normal 2-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2008,10203,( Green props drop from normal levels of mobile games ) ( Normal 2-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2009,10204,( Green props drop from normal levels of mobile games ) ( Normal 2-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2010,10205,( Green props drop from normal levels of mobile games ) ( Normal 2-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2011,10206,( Green props drop from normal levels of mobile games ) ( Normal 2-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2012,10301,( Green props drop from normal levels of mobile games ) ( Normal 3-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2013,10302,( Green props drop from normal levels of mobile games ) ( Normal 3-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2014,10303,( Green props drop from normal levels of mobile games ) ( Normal 3-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2015,10304,( Green props drop from normal levels of mobile games ) ( Normal 3-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2016,10305,( Green props drop from normal levels of mobile games ) ( Normal 3-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2017,10306,( Green props drop from normal levels of mobile games ) ( Normal 3-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2018,10307,( Green props drop from normal levels of mobile games ) ( Normal 3-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2019,10308,( Green props drop from normal levels of mobile games ) ( Normal 3-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2020,10401,( Green props drop from normal levels of mobile games ) ( Normal 4-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2021,10402,( Green props drop from normal levels of mobile games ) ( Normal 4-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2022,10403,( Green props drop from normal levels of mobile games ) ( Normal 4-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2023,10404,( Green props drop from normal levels of mobile games ) ( Normal 4-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2024,10405,( Green props drop from normal levels of mobile games ) ( Normal 4-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2025,10406,( Green props drop from normal levels of mobile games ) ( Normal 4-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2026,10407,( Green props drop from normal levels of mobile games ) ( Normal 4-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2027,10408,( Green props drop from normal levels of mobile games ) ( Normal 4-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2028,10501,( Green props drop from normal levels of mobile games ) ( Normal 5-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2029,10502,( Green props drop from normal levels of mobile games ) ( Normal 5-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2030,10503,( Green props drop from normal levels of mobile games ) ( Normal 5-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2031,10504,( Green props drop from normal levels of mobile games ) ( Normal 5-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2032,10505,( Green props drop from normal levels of mobile games ) ( Normal 5-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2033,10506,( Green props drop from normal levels of mobile games ) ( Normal 5-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2034,10507,( Green props drop from normal levels of mobile games ) ( Normal 5-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2035,10508,( Green props drop from normal levels of mobile games ) ( Normal 5-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2036,10509,( Green props drop from normal levels of mobile games ) ( Normal 5-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2037,10510,( Green props drop from normal levels of mobile games ) ( Normal 5-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2038,10601,( Green props drop from normal levels of mobile games ) ( Normal 6-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2039,10602,( Green props drop from normal levels of mobile games ) ( Normal 6-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2040,10603,( Green props drop from normal levels of mobile games ) ( Normal 6-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2041,10604,( Green props drop from normal levels of mobile games ) ( Normal 6-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2042,10605,( Green props drop from normal levels of mobile games ) ( Normal 6-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2043,10606,( Green props drop from normal levels of mobile games ) ( Normal 6-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2044,10607,( Green props drop from normal levels of mobile games ) ( Normal 6-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2045,10608,( Green props drop from normal levels of mobile games ) ( Normal 6-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2046,10609,( Green props drop from normal levels of mobile games ) ( Normal 6-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2047,10610,( Green props drop from normal levels of mobile games ) ( Normal 6-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2048,10701,( Green props drop from normal levels of mobile games ) ( Normal 7-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2049,10702,( Green props drop from normal levels of mobile games ) ( Normal 7-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2050,10703,( Green props drop from normal levels of mobile games ) ( Normal 7-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2051,10704,( Green props drop from normal levels of mobile games ) ( Normal 7-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2052,10705,( Green props drop from normal levels of mobile games ) ( Normal 7-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2053,10706,( Green props drop from normal levels of mobile games ) ( Normal 7-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2054,10707,( Green props drop from normal levels of mobile games ) ( Normal 7-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2055,10708,( Green carrying props drop from normal levels of mobile games ) ( Normal 7-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2056,10709,( Green props drop from normal levels of mobile games ) ( Normal 7-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2057,10710,( Green props drop from normal levels of mobile games ) ( Normal 7-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2058,10801,( Green props drop from normal levels of mobile games ) ( Normal 8-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2059,10802,( Green props drop from normal levels of mobile games ) ( Normal 8-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2060,10803,( Green props drop from normal levels of mobile games ) ( Normal 8-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2061,10804,( Green props drop from normal levels of mobile games ) ( Normal 8-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2062,10805,( Green props drop from normal levels of mobile games ) ( Normal 8-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2063,10806,( Green props drop from normal levels of mobile games ) ( Normal 8-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2064,10807,( Green props drop from normal levels of mobile games ) ( Normal 8-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2065,10808,( Green props drop from normal levels of mobile games ) ( Normal 8-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2066,10809,( Green props drop from normal levels of mobile games ) ( Normal 8-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2067,10810,( Green carrying props drop from normal levels of mobile games ) ( Normal 8-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2068,10901,( Green props drop from normal levels of mobile games ) ( Normal 9-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2069,10902,( Green props drop from normal levels of mobile games ) ( Normal 9-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2070,10903,( Green props drop from normal levels of mobile games ) ( Normal 9-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2071,10904,( Green props drop from normal levels of mobile games ) ( Normal 9-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2072,10905,( Green props drop from normal levels of mobile games ) ( Normal 9-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2073,10906,( Green props drop from normal levels of mobile games ) ( Normal 9-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2074,10907,( Green props drop from normal levels of mobile games ) ( Normal 9-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2075,10908,( Green props drop from normal levels of mobile games ) ( Normal 9-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2076,10909,( Green props drop from normal levels of mobile games ) ( Normal 9-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2077,10910,( Green props drop from normal levels of mobile games ) ( Normal 9-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2078,11001,( Green props drop from normal levels of mobile games ) ( Normal 10-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2079,11002,( Green props drop from normal levels of mobile games ) ( Normal 10-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2080,11003,( Green props drop from normal levels of mobile games ) ( Normal 10-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2081,11004,( Green props drop from normal levels of mobile games ) ( Normal 10-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2082,11005,( Green props drop from normal levels of mobile games ) ( Normal 10-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2083,11006,( Green props drop from normal levels of mobile games ) ( Normal 10-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2084,11007,( Green props drop from normal levels of mobile games ) ( Normal 10-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2085,11008,( Green props drop from normal levels of mobile games ) ( Normal 10-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2086,11009,( Green props drop from normal levels of mobile games ) ( Normal 10-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2087,11010,( Green props drop from normal levels of mobile games ) ( Normal 10-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2088,11101,( Green props drop from normal levels of mobile games ) ( Normal 11-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2089,11102,( Green props drop from normal levels of mobile games ) ( Normal 11-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2090,11103,( Green props drop from normal levels of mobile games ) ( Normal 11-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2091,11104,( Green props drop from normal levels of mobile games ) ( Normal 11-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2092,11105,( Green props drop from normal levels of mobile games ) ( Normal 11-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2093,11106,( Green props drop from normal levels of mobile games ) ( Normal 11-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2094,11107,( Green props drop from normal levels of mobile games ) ( Normal 11-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2095,11108,( Green props drop from normal levels of mobile games ) ( Normal 11-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2096,11109,( Green props drop from normal levels of mobile games ) ( Normal 11-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2097,11110,( Green props drop from normal levels of mobile games ) ( Normal 11-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2098,11201,( Green props drop from normal levels of mobile games ) ( Normal 12-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2099,11202,( Green props drop from normal levels of mobile games ) ( Normal 12-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2100,11203,( Green props drop from normal levels of mobile games ) ( Normal 12-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2101,11204,( Green props drop from normal levels of mobile games ) ( Normal 12-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2102,11205,( Green props drop from normal levels of mobile games ) ( Normal 12-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2103,11206,( Green props drop from normal levels of mobile games ) ( Normal 12-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2104,11207,( Green props drop from normal levels of mobile games ) ( Normal 12-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2105,11208,( Green props drop from normal levels of mobile games ) ( Normal 12-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2106,11209,( Green props drop from normal levels of mobile games ) ( Normal 12-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2107,11210,( Green props drop from normal levels of mobile games ) ( Normal 12-10) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2108,20101,( Green props drop from mobile game elite level ) ( Elite 1-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2109,20102,( Green props drop from mobile game elite level ) ( Elite 1-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2110,20103,( Green props drop from mobile game elite level ) ( Elite 1-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2111,20201,( Green props drop from mobile game elite level ) ( Elite 2-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2112,20202,( Green props drop from mobile game elite level ) ( Elite 2-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2113,20203,( Green props drop from mobile game elite level ) ( Elite 2-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2114,20301,( Green props drop from mobile game elite level ) ( Elite 3-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2115,20302,( Green props drop from mobile game elite level ) ( Elite 3-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2116,20303,( Green props drop from mobile game elite level ) ( Elite 3-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2117,20304,( Green props drop from mobile game elite level ) ( Elite 3-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2118,20401,( Green props drop from mobile game elite level ) ( Elite 4-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2119,20402,( Green props drop from mobile game elite level ) ( Elite 4-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2120,20403,( Green props drop from mobile game elite level ) ( Elite 4-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2121,20404,( Green props drop from mobile game elite level ) ( Elite 4-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2122,20501,( Green props drop from mobile game elite level ) ( Elite 5-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2123,20502,( Green props drop from mobile game elite level ) ( Elite 5-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2124,20503,( Green props drop from mobile game elite level ) ( Elite 5-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2125,20504,( Green props drop from mobile game elite level ) ( Elite 5-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2126,20505,( Green props drop from mobile game elite level ) ( Elite 5-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,2,
2127,20601,( Green props drop from mobile game elite level ) ( Elite 6-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2128,20602,( Green props drop from mobile game elite level ) ( Elite 6-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2129,20603,( Green props drop from mobile game elite level ) ( Elite 6-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2130,20604,( Green props drop from mobile game elite level ) ( Elite 6-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2131,20605,( Green props drop from mobile game elite level ) ( Elite 6-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2132,20701,( Green props drop from mobile game elite level ) ( Elite 7-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2133,20702,( Green props drop from mobile game elite level ) ( Elite 7-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2134,20703,( Green props drop from mobile game elite level ) ( Elite 7-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2135,20704,( Green props drop from mobile game elite level ) ( Elite 7-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2136,20705,( Green props drop from mobile game elite level ) ( Elite 7-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2137,20801,( Green props drop from mobile game elite level ) ( Elite 8-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2138,20802,( Green props drop from mobile game elite level ) ( Elite 8-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2139,20803,( Green props drop from mobile game elite level ) ( Elite 8-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2140,20804,( Green props drop from mobile game elite level ) ( Elite 8-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2141,20805,( Green props drop from mobile game elite level ) ( Elite 8-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2142,20901,( Green props drop from mobile game elite level ) ( Elite 9-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2143,20902,( Green props drop from mobile game elite level ) ( Elite 9-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2144,20903,( Green props drop from mobile game elite level ) ( Elite 9-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2145,20904,( Green props drop from mobile game elite level ) ( Elite 9-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2146,20905,( Green props drop from mobile game elite level ) ( Elite 9-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2147,21001,( Green props drop from mobile game elite level ) ( Elite 10-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2148,21002,( Green props drop from mobile game elite level ) ( Elite 10-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2149,21003,( Green props drop from mobile game elite level ) ( Elite 10-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2150,21004,( Green props drop from mobile game elite level ) ( Elite 10-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2151,21005,( Green props drop from mobile game elite level ) ( Elite 10-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1.5,
2152,21101,( Green props drop from mobile game elite level ) ( Elite 11-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2153,21102,( Green props drop from mobile game elite level ) ( Elite 11-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2154,21103,( Green props drop from mobile game elite level ) ( Elite 11-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2155,21104,( Green props drop from mobile game elite level ) ( Elite 11-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2156,21105,( Green props drop from mobile game elite level ) ( Elite 11-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2157,21201,( Green props drop from mobile game elite level ) ( Elite 12-01) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2158,21202,( Green props drop from mobile game elite level ) ( Elite 12-02) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2159,21203,( Green props drop from mobile game elite level ) ( Elite 12-03) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2160,21204,( Green props drop from mobile game elite level ) ( Elite 12-04) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2161,21205,( Green props drop from mobile game elite level ) ( Elite 12-05) ( Elite level ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,1,
2162,11301,( Green props drop from normal levels of mobile games ) ( Normal 13-01) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2163,11302,( Green props drop from normal levels of mobile games ) ( Normal 13-02) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2164,11303,( Green props drop from normal levels of mobile games ) ( Normal 13-03) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2165,11304,( Green props drop from normal levels of mobile games ) ( Normal 13-04) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2166,11305,( Green props drop from normal levels of mobile games ) ( Normal 13-05) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2167,11306,( Green props drop from normal levels of mobile games ) ( Normal 13-06) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2168,11307,( Green props drop from normal levels of mobile games ) ( Normal 13-07) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2169,11308,( Green props drop from normal levels of mobile games ) ( Normal 13-08) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
2170,11309,( Green props drop from normal levels of mobile games ) ( Normal 13-09) ( Normal levels ),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},1,0,
