变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
421,gem 54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,9,<90;119>,,,
422,gem 54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,9,<90;119>,,,
423,gem 55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,9,<95;119>,,,
424,gem 55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,9,<95;119>,,,
425,gem 61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,9,<100;119>,,,
426,gem 61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,9,<100;119>,,,
427,gem 62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,9,<105;124>,,,
428,gem 62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,9,<105;124>,,,
429,gem 63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,9,<110;129>,,,
430,gem 63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,9,<110;129>,,,
431,gem 64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,9,<115;134>,,,
432,gem 64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,9,<115;134>,,,
433,gem 65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,9,<120;139>,,,
434,gem 65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,9,<120;139>,,,
,,,,,,,,,,,,,
501,gem 21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,10,<1;21>,,,
502,gem 21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,10,<1;21>,,,
503,gem 22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,10,<1;34>,,,
504,gem 22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,10,<1;34>,,,
505,gem 31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,10,<1;44>,,,
506,gem 31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,10,<1;44>,,,
507,gem 32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,10,<22;54>,,,
508,gem 32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,10,<22;54>,,,
509,gem 33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,10,<35;64>,,,
510,gem 33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,10,<35;64>,,,
511,gem 41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,10,<45;74>,,,
512,gem 41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,10,<45;74>,,,
513,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,10,<55;79>,,,
514,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,10,<55;79>,,,
515,gem 51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,10,<65;99>,,,
516,gem 51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,10,<65;99>,,,
517,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,10,<75;99>,,,
518,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,10,<75;99>,,,
519,gem 53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,10,<80;104>,,,
520,gem 53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,10,<80;104>,,,
521,gem 54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,10,<85;114>,,,
522,gem 54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,10,<85;114>,,,
523,gem 55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,10,<95;119>,,,
524,gem 55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,10,<95;119>,,,
525,gem 61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,10,<100;119>,,,
526,gem 61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,10,<100;119>,,,
527,gem 62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,10,<105;124>,,,
528,gem 62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,10,<105;124>,,,
529,gem 63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,10,<110;129>,,,
530,gem 63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,10,<110;129>,,,
531,gem 64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,10,<115;134>,,,
532,gem 64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,10,<115;134>,,,
533,gem 65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,10,<120;139>,,,
534,gem 65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,10,<120;139>,,,
,,,,,,,,,,,,,
601,gem 31,{5007=100;5008=100;5009=100},100,{gold=750000},,60,,,11,<70;129>,,,
602,gem 31,{5007=100;5008=100;5009=100},50,{gold=375000},,60,,,11,<70;129>,,,
603,gem 32,{5010=100;5011=100;5012=100},100,{gold=900000},,60,,,11,<70;129>,,,
604,gem 32,{5010=100;5011=100;5012=100},50,{gold=450000},,60,,,11,<70;129>,,,
605,gem 33,{5013=100;5014=100;5015=100},100,{gold=1050000},,100,,,11,<70;129>,,,
606,gem 33,{5013=100;5014=100;5015=100},50,{gold=525000},,100,,,11,<70;129>,,,
607,gem 41,{5016=100;5017=100;5018=100},100,{gold=1200000},,100,,,11,<80;129>,,,
608,gem 41,{5016=100;5017=100;5018=100},50,{gold=600000},,100,,,11,<80;129>,,,
609,gem 42,{5019=100;5020=100;5021=100},120,{gold=1620000},,100,,,11,<85;129>,,,
610,gem 42,{5019=100;5020=100;5021=100},120,{gold=1620000},,100,,,11,<85;129>,,,
611,gem 51,{5022=100;5023=100;5024=100},120,{gold=1800000},,50,,,11,<100;129>,,,
612,gem 51,{5022=100;5023=100;5024=100},60,{gold=900000},,50,,,11,<100;129>,,,
613,gem 52,{5025=100;5026=100;5027=100},100,{gold=1750000},,50,,,11,<100;129>,,,
614,gem 52,{5025=100;5026=100;5027=100},100,{gold=1750000},,50,,,11,<100;129>,,,
615,gem 21,{5001=100;5002=100;5003=100},50,{gold=375000},,60,,,11,<70;129>,,,
616,gem 21,{5001=100;5002=100;5003=100},25,{gold=187500},,60,,,11,<70;129>,,,
617,gem 22,{5004=100;5005=100;5006=100},50,{gold=375000},,60,,,11,<70;129>,,,
618,gem 22,{5004=100;5005=100;5006=100},25,{gold=187500},,60,,,11,<70;129>,,,
619,gem 53,{5028=100;5029=100;5030=100},60,{gold=1200000},,60,,,11,<105;129>,,,
620,gem 53,{5028=100;5029=100;5030=100},30,{gold=600000},,60,,,11,<105;129>,,,
621,gem 54,{5031=100;5032=100;5033=100},50,{gold=1100000},,60,,,11,<120;129>,,,
622,gem 54,{5031=100;5032=100;5033=100},25,{gold=550000},,60,,,11,<120;129>,,,
623,gem 55,{5034=100;5035=100;5036=100},60,{gold=1380000},,60,,,11,<120;129>,,,
624,gem 55,{5034=100;5035=100;5036=100},30,{gold=690000},,60,,,11,<120;129>,,,
625,gem 61,{5037=100;5038=100;5039=100},60,{gold=1400000},,60,,,11,<120;129>,,,
626,gem 61,{5037=100;5038=100;5039=100},30,{gold=700000},,60,,,11,<120;129>,,,
627,gem 62,{5040=100;5041=100;5042=100},60,{gold=1440000},,60,,,11,<125;129>,,,
628,gem 62,{5040=100;5041=100;5042=100},30,{gold=720000},,60,,,11,<125;129>,,,
