"﻿变量名",name,name_tw,name_en,name_vn,name_kr,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr
1025,Ekans,阿柏蛇,Ekans,404404,아보,config/portrait/speedranktouxiang/img_23_abs@.png,81,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1026,Arbok,阿柏怪,Arbok,404404,아보크,config/portrait/speedranktouxiang/img_24_abg@.png,82,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1027,Pichu,皮丘,Pichu,404404,피츄,config/portrait/speedranktouxiang/img_172_pq@.png,91,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1028,Pikachu,皮卡丘,Pikachu,404404,피카츄,config/portrait/speedranktouxiang/img_25_pkq@.png,92,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1029,Raichu,雷丘,Raichu,404404,라이츄,config/portrait/speedranktouxiang/img_26_lq@.png,93,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1030,Sandshrew,穿山鼠,Sandshrew,404404,모래두지,config/portrait/speedranktouxiang/img_27_css@.png,101,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1031,Sandslash,穿山王,Sandslash,404404,고지,config/portrait/speedranktouxiang/img_28_csw@.png,102,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1032,Nidoran♀,尼多蘭,Nidoran♀,404404,니드런♀,config/portrait/speedranktouxiang/img_29_ndl@.png,111,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1033,Nidorina,尼多娜,Nidorina,404404,니드리나,config/portrait/speedranktouxiang/img_30_ndn@.png,112,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1034,Nidoqueen,尼多後,Nidoqueen,404404,니드퀸,config/portrait/speedranktouxiang/img_31_ndh@.png,113,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1035,Nidoran♂,尼多朗,Nidoran♂,404404,니드런♂,config/portrait/speedranktouxiang/img_32_ndl@.png,121,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1036,Nidorino,尼多力諾,Nidorino,404404,니드리노,config/portrait/speedranktouxiang/img_33_ndln@.png,122,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1037,"Nidoking ",尼多王,"Nidoking ",404404,니드킹,config/portrait/speedranktouxiang/img_34_ndw@.png,123,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1038,Cleffa,皮寶寶,Cleffa,404404,삐,config/portrait/speedranktouxiang/img_173_pbb@.png,131,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1039,Clefairy,皮皮,Clefairy,404404,삐삐,config/portrait/speedranktouxiang/img_35_pp@.png,132,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1040,Clefable,皮可西,Clefable,404404,픽시,config/portrait/speedranktouxiang/img_36_pkx@.png,133,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1041,Oddish,走路草,Oddish,404404,뚜벅초,config/portrait/speedranktouxiang/img_43_zlc@.png,171,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1042,Gloom,臭臭花,Gloom,404404,냄새꼬,config/portrait/speedranktouxiang/img_44_cch@.png,172,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1043,Vileplume,霸王花,Vileplume,404404,라플레시아,config/portrait/speedranktouxiang/img_45_bwh@.png,173,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1044,Venonat,毛球,Venonat,404404,콘팡,config/portrait/speedranktouxiang/img_48_mq@.png,191,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1045,Venomoth,摩魯蛾,Venomoth,404404,도나리,config/portrait/speedranktouxiang/img_49_mle@.png,192,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1046,Mankey,猴怪,Mankey,404404,망키,config/portrait/speedranktouxiang/img_56_hg@.png,231,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1047,Primeape,火暴猴,Primeape,404404,성원숭,config/portrait/speedranktouxiang/img_57_hbh@.png,232,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1048,Abra,凱西,Abra,404404,캐이시,config/portrait/speedranktouxiang/img_63_kx@.png,261,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1049,Kadabra,勇基拉,Kadabra,404404,윤겔라,config/portrait/speedranktouxiang/img_64_yjl@.png,262,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1050,Alakazam,胡地,Alakazam,404404,후딘,config/portrait/speedranktouxiang/img_65_hd@.png,263,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1052,Machop,腕力,Machop,404404,알통몬,config/portrait/speedranktouxiang/img_66_wl@.png,271,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1053,Machoke,豪力,Machoke,404404,근육몬,config/portrait/speedranktouxiang/img_67_hl@.png,272,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1054,Machamp,怪力,Machamp,404404,괴력몬,config/portrait/speedranktouxiang/img_68_gl@.png,273,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1055,Bellsprout,喇叭芽,Bellsprout,404404,모다피,config/portrait/speedranktouxiang/img_69_lby@.png,281,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1056,Weepinbell,口呆花,Weepinbell,404404,우츠동,config/portrait/speedranktouxiang/img_70_kdh@.png,282,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1057,Victreebel,大食花,Victreebel,404404,우츠보트,config/portrait/speedranktouxiang/img_71_dsh@.png,283,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1058,Geodude,小拳石,Geodude,404404,꼬마돌,config/portrait/speedranktouxiang/img_74_xqs@.png,301,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1059,Graveler,隆隆石,Graveler,404404,데구리,config/portrait/speedranktouxiang/img_75_lls@.png,302,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1060,Magnemite,小磁怪,Magnemite,404404,코일,config/portrait/speedranktouxiang/img_81_xcg@.png,331,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1061,Magneton,三合一磁怪,Magneton,404404,레어코일,config/portrait/speedranktouxiang/img_82_shycg@.png,332,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1062,Magnezone,自爆磁怪,Magnezone,404404,자포코일,config/portrait/speedranktouxiang/img_462_zbcg@.png,333,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1063,Doduo,嘟嘟,Doduo,404404,두두,config/portrait/speedranktouxiang/img_84_dd@.png,351,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1064,Dodrio,嘟嘟利,Dodrio,404404,두트리오,config/portrait/speedranktouxiang/img_85_ddl@.png,352,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1065,Grimer,臭泥,Grimer,404404,질퍽이,config/portrait/speedranktouxiang/img_88_cn@.png,371,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1066,Muk,臭臭泥,Muk,404404,질뻐기,config/portrait/speedranktouxiang/img_89_ccn@.png,372,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1067,Gastly,鬼斯,Gastly,404404,고오스,config/portrait/speedranktouxiang/img_92_gs@.png,391,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1068,Haunter,鬼斯通,Haunter,404404,고우스트,config/portrait/speedranktouxiang/img_93_gst@.png,392,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1069,Gengar,耿鬼,Gengar,404404,팬텀,config/portrait/speedranktouxiang/img_94_gg@.png,393,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1070,Mega Gengar,超級耿鬼,Mega Gengar,404404,메가팬텀,config/portrait/speedranktouxiang/img_94_cjgg@.png,394,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1071,Cubone,卡拉卡拉,Cubone,404404,탕구리,config/portrait/speedranktouxiang/img_104_klkl@.png,451,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1072,Marowak,嘎啦嘎啦,Marowak,404404,텅구리,config/portrait/speedranktouxiang/img_105_glgl@.png,452,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1073,Tyrogue,無畏小子,Tyrogue,404404,배루키,config/portrait/speedranktouxiang/img_236_wwxz@.png,461,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1074,Hitmonlee,飛腿郎,Hitmonlee,404404,시라소몬,config/portrait/speedranktouxiang/img_106_ftl@.png,462,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1075,Hitmonchan,快拳郎,Hitmonchan,404404,홍수몬,config/portrait/speedranktouxiang/img_107_kql@.png,463,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1076,Hitmontop,戰舞郎,Hitmontop,404404,카포에라,config/portrait/speedranktouxiang/img_237_zwl@.png,464,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1077,Lickitung,大舌頭,Lickitung,404404,내루미,config/portrait/speedranktouxiang/img_108_dst@.png,471,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1078,Lickilicky,大舌舔,Lickilicky,404404,내룸벨트,config/portrait/speedranktouxiang/img_463_dst@.png,472,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1079,Koffing,瓦斯彈,Koffing,404404,또가스,config/portrait/speedranktouxiang/img_109_wsd@.png,481,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1080,Weezing,雙彈瓦斯,Weezing,404404,또도가스,config/portrait/speedranktouxiang/img_110_sdws@.png,482,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1081,Rhyhorn,獨角犀牛,Rhyhorn,404404,뿔카노,config/portrait/speedranktouxiang/img_111_djxn@.png,491,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1082,Rhydon,鑽角犀獸,Rhydon,404404,코뿌리,config/portrait/speedranktouxiang/img_112_zjxs@.png,492,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1083,Rhyperior,超甲狂犀,Rhyperior,404404,거대코뿌리,config/portrait/speedranktouxiang/img_464_cjkx@.png,493,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1084,Goldeen,角金魚,Goldeen,404404,콘치,config/portrait/speedranktouxiang/img_118_jjy@.png,541,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1085,Seaking,金魚王,Seaking,404404,왕콘치,config/portrait/speedranktouxiang/img_119_jyw@.png,542,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1086,Staryu,海星星,Staryu,404404,별가사리,config/portrait/speedranktouxiang/img_120_hxx@.png,551,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1087,Starmie,寶石海星,Starmie,404404,아쿠스타,config/portrait/speedranktouxiang/img_121_bshx@.png,552,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1088,Scyther,飛天螳螂,Scyther,404404,스라크,config/portrait/speedranktouxiang/img_123_fttl@.png,571,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1089,Scizor,巨鉗螳螂,Scizor,404404,핫삼,config/portrait/speedranktouxiang/img_212_jqtl@.png,572,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1090,Elekid,電擊怪,Elekid,404404,에레키드,config/portrait/speedranktouxiang/img_239_djg@.png,591,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1091,Electabuzz,電擊獸,Electabuzz,404404,에레브,config/portrait/speedranktouxiang/img_125_djs@.png,592,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1092,Electivire,電擊魔獸,Electivire,404404,에레키블,config/portrait/speedranktouxiang/img_466_djms@.png,593,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1093,Magby,鴨嘴寶寶,Magby,404404,마그비,config/portrait/speedranktouxiang/img_240_yzbb@.png,601,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1094,Magmar,鴨嘴火獸,Magmar,404404,마그마,config/portrait/speedranktouxiang/img_126_yzhs@.png,602,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1095,Magmortar,鴨嘴炎獸,Magmortar,404404,마그마번,config/portrait/speedranktouxiang/img_467_yzys@.png,603,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Magikarp,鯉魚王,Magikarp,404404,잉어킹,config/portrait/speedranktouxiang/img_129_lyw@.png,,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1097,Gyarados,暴鯉龍,Gyarados,404404,갸라도스,config/portrait/speedranktouxiang/img_130_bll@.png,631,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1098,Articuno,急凍鳥,Articuno,404404,프리져,config/portrait/speedranktouxiang/img_144_jdn@.png,721,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1099,Zapdos,閃電鳥,Zapdos,404404,썬더,config/portrait/speedranktouxiang/img_145_sdn@.png,731,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1100,Moltres,火焰鳥,Moltres,404404,파이어,config/portrait/speedranktouxiang/img_146_hyn@.png,741,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1101,Dratini,迷你龍,Dratini,404404,미뇽,config/portrait/speedranktouxiang/img_147_mnl@.png,751,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1102,Dragonair,哈克龍,Dragonair,404404,신뇽,config/portrait/speedranktouxiang/img_148_hkl@.png,752,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1103,Dragonite,快龍,Dragonite,404404,망나뇽,config/portrait/speedranktouxiang/img_149_kl@.png,753,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1104,Mewtwo,超夢,Mewtwo,404404,뮤츠,config/portrait/speedranktouxiang/img_150_cm@.png,761,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1105,Mew,夢幻,Mew,404404,뮤,config/portrait/speedranktouxiang/img_151_mh@.png,771,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1106,Chikorita,菊草葉,Chikorita,404404,치코리타,config/portrait/speedranktouxiang/img_152_jcy@.png,781,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1107,Bayleaf,月桂葉,Bayleaf,404404,베이리프,config/portrait/speedranktouxiang/img_153_ygy@.png,782,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1108,Meganium,大竺葵,Meganium,404404,메가니움,config/portrait/speedranktouxiang/img_154_dzk@.png,783,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1109,Cyndaquil,火球鼠,Cyndaquil,Hỏa cầu chuột,브케인,config/portrait/speedranktouxiang/img_155_hqs@.png,791,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1110,Quilava,火岩鼠,Quilava,404404,마그케인,config/portrait/speedranktouxiang/img_156_hys@.png,792,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1111,Typhlosion,火暴獸,Typhlosion,404404,블레이범,config/portrait/speedranktouxiang/img_157_hbs@.png,793,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1112,Totodile,小鋸鱷,Totodile,404404,리아코,config/portrait/speedranktouxiang/img_158_xje@.png,801,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1113,Croconaw,藍鱷,Croconaw,404404,엘리게이,config/portrait/speedranktouxiang/img_159_le@.png,802,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1114,Feraligatr,大力鱷,Feraligatr,404404,장크로다일,config/portrait/speedranktouxiang/img_160_dle@.png,803,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1115,Mareep,咩利羊,Mareep,404404,메리프,config/portrait/speedranktouxiang/img_179_mly@.png,881,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1116,Flaaffy,茸茸羊,Flaaffy,404404,보송송,config/portrait/speedranktouxiang/img_180_rry@.png,882,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1117,Ampharos,電龍,Ampharos,404404,전룡,config/portrait/speedranktouxiang/img_181_dl@.png,883,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1118,Mega Ampharos,超級電龍,Mega Ampharos,404404,메가전룡,config/portrait/speedranktouxiang/img_181_cjdl@.png,884,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1119,Azurill,露力麗,Azurill,404404,루리리,config/portrait/speedranktouxiang/img_298_lll@.png,891,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1120,Marill,瑪力露,Marill,404404,마릴,config/portrait/speedranktouxiang/img_183_mll@.png,892,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1121,Azumarill,瑪力露麗,Azumarill,404404,마릴리,config/portrait/speedranktouxiang/img_184_mlll@.png,893,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1122,Heracross,赫拉克羅斯,Heracross,404404,헤라크로스,config/portrait/speedranktouxiang/img_214_hlkls@.png,1071,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1123,Sneasel,狃拉,Sneasel,404404,포푸니,config/portrait/speedranktouxiang/img_215_nl@.png,1081,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1124,Weavile,瑪狃拉,Weavile,404404,포푸니라,config/portrait/speedranktouxiang/img_461_mnl@.png,1082,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1125,Houndour,戴魯比,Houndour,404404,델빌,config/portrait/speedranktouxiang/img_228_dlb@.png,1171,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1126,Houndoom,黑魯加,Houndoom,404404,헬가,config/portrait/speedranktouxiang/img_229_hlj@.png,1172,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1127,Raikou,雷公,Raikou,404404,라이코,config/portrait/speedranktouxiang/img_243_lg@.png,1221,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1128,Entei,炎帝,Entei,404404,앤테이,config/portrait/speedranktouxiang/img_244_yd@.png,1231,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1129,Suicune,水君,Suicune,404404,스이쿤,config/portrait/speedranktouxiang/img_245_sj@.png,1241,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1130,Larvitar,幼基拉斯,Larvitar,404404,애버라스,config/portrait/speedranktouxiang/img_246_yjls@.png,1251,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1131,Pupitar,沙基拉斯,Pupitar,404404,데기라스,config/portrait/speedranktouxiang/img_247_sjls@.png,1252,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1132,Tyranitar,班基拉斯,Tyranitar,404404,마기라스,config/portrait/speedranktouxiang/img_248_bjls@.png,1253,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
