变量名,groupID,desc,weight,cards,badges,boss
98016,18,,,<600391;0;601863;601261;602391;602351>,<108701;0;108702;108703;20105;108704;>,<5>
98017,18,,,<600392;0;602993;602351;602361;602351>,<108701;0;108702;108703;20043;108704;>,<5>
98018,18,,,<600282;0;602033;602351;601981;602391>,<108701;0;108702;108703;20045;108704;>,<5>
98019,18,,,<600572;0;600393;602431;601261;603641>,<108701;0;108702;108703;20102;108704;>,<5>
98020,18,,,<600592;0;603542;601961;603641;601261>,<108701;0;108702;108703;20112;108704;>,<5>
98021,18,,,<602722;0;603662;601261;603641;601961>,<108701;0;108702;108703;20112;108704;>,<5>
98022,18,,,<601422;0;600303;602351;601971;601981>,<108701;0;108702;108703;20041;108704;>,<5>
98023,18,,,<602013;0;600002;602431;601971;601961>,<108701;0;108702;108703;20041;108704;>,<5>
98024,18,,,<600264;0;600002;602361;602431;603641>,<108701;0;108702;108703;20106;108704;>,<5>
98025,18,,,<603021;0;603411;603642;603641;602441>,<108701;0;108702;108703;20112;108704;>,<5>
98026,18,,,<600262;0;600463;602391;602361;601941>,<108701;0;108702;108703;20043;108704;>,<5>
98027,18,,,<600631;0;602961;602361;602351;601951>,<108701;0;108702;108703;20042;108704;>,<5>
98028,18,,,<602033;0;601391;601261;601961;601981>,<108701;0;108702;108703;20110;108704;>,<5>
98029,18,,,<600131;0;600241;601961;601951;602361>,<108701;0;108702;108703;20038;108704;>,<5>
98030,18,,,<602232;0;600712;602431;603642;601261>,<108701;0;108702;108703;20112;108704;>,<5>
99001,119,,,<600591;602842;600371;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99002,119,,,<602431;604131;600801;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99003,119,,,<603472;601501;603342;0;702242;0>,<109701;109702;109703;0;20008;0;>,<5>
99004,119,,,<602473;602923;602682;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99005,119,,,<600482;603772;602071;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99006,19,,,<602303;600014;600152;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99007,19,,,<600803;602482;600015;0;702242;0>,<109701;109702;109703;0;20008;0;>,<5>
99008,19,,,<600022;603351;601612;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99009,19,,,<602483;602873;600462;0;701981;0>,<109701;109702;109703;0;20045;0;>,<5>
99010,19,,,<603431;600783;603771;0;700863;0>,<109701;109702;109703;0;20064;0;>,<5>
99011,19,,,<603342;602843;600792;0;702242;0>,<109701;109702;109703;0;20008;0;>,<5>
99012,19,,,<600053;600261;601392;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99013,19,,,<603502;603283;600264;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99014,19,,,<603001;600242;600593;0;700863;0>,<109701;109702;109703;0;20064;0;>,<5>
99015,19,,,<602843;601892;603353;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99016,19,,,<601071;603301;600371;0;701981;0>,<109701;109702;109703;0;20045;0;>,<5>
99017,19,,,<600603;603001;603003;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99018,19,,,<600552;600491;603641;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99019,19,,,<603293;601312;603143;0;702242;0>,<109701;109702;109703;0;20008;0;>,<5>
99020,19,,,<602232;601302;602843;0;701982;0>,<109701;109702;109703;0;20045;0;>,<5>
99021,19,,,<600601;602612;600692;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99022,19,,,<600791;601863;600393;0;701981;0>,<109701;109702;109703;0;20045;0;>,<5>
99023,19,,,<603143;602011;601251;0;702242;0>,<109701;109702;109703;0;20008;0;>,<5>
99024,19,,,<601302;601231;600162;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99025,19,,,<600491;601393;600262;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99026,19,,,<601892;602924;600783;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99027,19,,,<601032;601313;601502;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
99028,19,,,<603001;601853;603353;0;701981;0>,<109701;109702;109703;0;20045;0;>,<5>
99029,19,,,<600162;602271;601313;0;700863;0>,<109701;109702;109703;0;20064;0;>,<5>
99030,19,,,<601421;603353;601813;0;702233;0>,<109701;109702;109703;0;20073;0;>,<5>
100001,120,,,<601931;0;601892;601293;602723;600001>,<110701;0;110702;110703;20078;110704;>,<5>
100002,120,,,<601293;0;601231;600092;600013;603303>,<110701;0;110702;110703;20027;110704;>,<5>
100003,120,,,<600753;0;603301;600712;601293;600013>,<110701;0;110702;110703;20013;110704;>,<5>
100004,120,,,<600024;0;600731;600011;600092;601293>,<110701;0;110702;110703;20051;110704;>,<5>
100005,120,,,<600641;0;600241;600011;600021;600712>,<110701;0;110702;110703;20031;110704;>,<5>
100006,20,,,<600591;0;600333;600011;600011;600013>,<110701;0;110702;110703;20027;110704;>,<5>
100007,20,,,<602351;0;603021;600092;600092;600013>,<110701;0;110702;110703;20051;110704;>,<5>
100008,20,,,<603631;0;600741;600712;600013;601293>,<110701;0;110702;110703;20027;110704;>,<5>
100009,20,,,<603772;0;601221;602723;600013;603303>,<110701;0;110702;110703;20027;110704;>,<5>
100010,20,,,<600161;0;600004;600021;602723;600001>,<110701;0;110702;110703;20078;110704;>,<5>
100011,20,,,<602391;0;603772;600092;601293;602723>,<110701;0;110702;110703;20013;110704;>,<5>
100012,20,,,<603412;0;601221;600011;600011;603303>,<110701;0;110702;110703;20027;110704;>,<5>
100013,20,,,<603221;0;604132;600013;600092;600001>,<110701;0;110702;110703;20051;110704;>,<5>
100014,20,,,<600861;0;600391;600092;600001;600712>,<110701;0;110702;110703;20023;110704;>,<5>
100015,20,,,<603841;0;601891;600021;603303;600013>,<110701;0;110702;110703;20018;110704;>,<5>
100016,20,,,<601393;0;601422;600021;600013;603303>,<110701;0;110702;110703;20027;110704;>,<5>
100017,20,,,<602992;0;600024;603303;601293;603303>,<110701;0;110702;110703;20013;110704;>,<5>
100018,20,,,<601271;0;601812;600021;600092;600011>,<110701;0;110702;110703;20051;110704;>,<5>
100019,20,,,<603662;0;602233;600001;601293;600712>,<110701;0;110702;110703;20013;110704;>,<5>
100020,20,,,<601082;0;603152;600712;600712;600001>,<110701;0;110702;110703;0;110704;>,<5>
100021,20,,,<601911;0;601253;600092;603303;602723>,<110701;0;110702;110703;20018;110704;>,<5>
100022,20,,,<603351;0;600882;600011;600011;600092>,<110701;0;110702;110703;20027;110704;>,<5>
100023,20,,,<601961;0;601302;602723;602723;600092>,<110701;0;110702;110703;20078;110704;>,<5>
100024,20,,,<602033;0;600402;603303;600013;600001>,<110701;0;110702;110703;20027;110704;>,<5>
100025,20,,,<601253;0;600591;600712;600092;601293>,<110701;0;110702;110703;20051;110704;>,<5>
100026,20,,,<600492;0;602821;600011;600011;603303>,<110701;0;110702;110703;20027;110704;>,<5>
100027,20,,,<601892;0;600881;600001;600011;600021>,<110701;0;110702;110703;20027;110704;>,<5>
100028,20,,,<603221;0;600883;600011;600712;603303>,<110701;0;110702;110703;0;110704;>,<5>
100029,20,,,<603303;0;603143;602723;600021;600092>,<110701;0;110702;110703;20031;110704;>,<5>
100030,20,,,<601812;0;601241;600712;600013;600092>,<110701;0;110702;110703;20027;110704;>,<5>
101001,121,,,<603211;601982;601961;602391;0;602391>,<111701;20045;111702;111703;0;111704;>,<2>
101002,121,,,<609003;600761;602381;601961;0;601961>,<111701;20039;111702;111703;0;111704;>,<2>
101003,121,,,<601981;602381;602442;601982;0;602391>,<111701;20104;111702;111703;0;111704;>,<2>
101004,121,,,<601971;601961;603641;601982;0;601982>,<111701;20110;111702;111703;0;111704;>,<2>
101005,121,,,<602431;609003;603221;602391;0;601982>,<111701;0;111702;111703;0;111704;>,<2>
101006,21,,,<602361;601261;601271;601961;0;601961>,<111701;20102;111702;111703;0;111704;>,<2>
101007,21,,,<601981;601961;603221;601982;0;602391>,<111701;20103;111702;111703;0;111704;>,<2>
101008,21,,,<602391;601961;603641;601961;0;601961>,<111701;20103;111702;111703;0;111704;>,<2>
101009,21,,,<602391;603642;603641;602391;0;601961>,<111701;20112;111702;111703;0;111704;>,<2>
101010,21,,,<603211;601961;603631;601961;0;601982>,<111701;20110;111702;111703;0;111704;>,<2>
101011,21,,,<602441;602381;601961;601982;0;602391>,<111701;20104;111702;111703;0;111704;>,<2>
101012,21,,,<602442;602391;602431;602391;0;601961>,<111701;20105;111702;111703;0;111704;>,<2>
101013,21,,,<601981;603221;601982;602391;0;601982>,<111701;20109;111702;111703;0;111704;>,<2>
101014,21,,,<602381;601971;603631;601982;0;601961>,<111701;20041;111702;111703;0;111704;>,<2>
101015,21,,,<602351;601981;603221;602391;0;601961>,<111701;20045;111702;111703;0;111704;>,<2>
101016,21,,,<601971;603642;602431;602391;0;601961>,<111701;20112;111702;111703;0;111704;>,<2>
101017,21,,,<601271;602351;602391;601961;0;601982>,<111701;20042;111702;111703;0;111704;>,<2>
101018,21,,,<602351;603641;601981;601982;0;601982>,<111701;20112;111702;111703;0;111704;>,<2>
101019,21,,,<603631;601982;603642;602391;0;601961>,<111701;20045;111702;111703;0;111704;>,<2>
101020,21,,,<601982;601261;603211;601961;0;602391>,<111701;20102;111702;111703;0;111704;>,<2>
101021,21,,,<601261;602361;603631;601961;0;602391>,<111701;20043;111702;111703;0;111704;>,<2>
101022,21,,,<602441;609003;603211;601982;0;601982>,<111701;0;111702;111703;0;111704;>,<2>
101023,21,,,<601261;602381;602442;602391;0;602391>,<111701;20104;111702;111703;0;111704;>,<2>
101024,21,,,<601961;602431;603221;601982;0;601961>,<111701;20106;111702;111703;0;111704;>,<2>
101025,21,,,<601961;602351;601982;602391;0;602391>,<111701;20042;111702;111703;0;111704;>,<2>
101026,21,,,<602431;602442;603631;602391;0;602391>,<111701;20044;111702;111703;0;111704;>,<2>
101027,21,,,<602442;603221;601961;601982;0;601982>,<111701;20109;111702;111703;0;111704;>,<2>
101028,21,,,<602441;603642;603221;601982;0;601982>,<111701;20112;111702;111703;0;111704;>,<2>
101029,21,,,<601961;602441;601261;602391;0;601961>,<111701;20044;111702;111703;0;111704;>,<2>
101030,21,,,<601971;602351;603211;601982;0;601982>,<111701;20042;111702;111703;0;111704;>,<2>
