"﻿变量名",name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
20031,MAX Torrent,,2,1,"Block the target's anger, this effect must be triggered when Blastoise is on the field",2,20001,,,<4021031>,,1,10023,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20032,MAX Tear,,2,1,"Add a random debuff to the enemy at the end of each big round , and this effect must be triggered when the crocodile is on the field",2,20001,,,<4021032>,,1,10803,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20033,MAX·Patience,,2,1,"Regeneration speeds up rapidly, this effect will be triggered when Emperor Nabo is on the field",2,20001,,,<4021033>,,1,12033,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20034,MAX·Ice Body,,2,1,"10% every round , and this effect will be triggered when the Ice and Snow Dragon is present",2,20001,,,<4021034>,,1,13502,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20035,MAX Noise,,2,1,"The damage of the ultimate skill is huge, and the effect will be triggered when the sonic monster is on the field",2,20001,,,<4021035>,,1,11443,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20036,MAX·Heart of Jewels,,2,1,"Healing amount increased, this effect must be triggered when Gem Starfish is on the field",2,20001,,,<4021036>,,1,10552,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20037,MAX·Light Hidden,,2,1,"minimum HP and the higher the damage, the effect will be triggered when Latias is on the field",2,20001,,,<4021037>,,1,11941,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20038,MAX·Light Hidden,,2,1,"Death restores rage, this effect must be triggered when Latios is on the field",2,20001,,,<4021038>,,1,11951,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20039,MAX Super Dream,,2,1,"control rate is increased, and the effect must be triggered when Mewtwo is present",2,20001,,,<4021039>,,1,10761,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20040,MAX·Fengwang Nirvana,,2,1,"all in the second round , this effect must be triggered when Feng Wang is on the field",2,20001,,,<4021040>,,1,11271,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20041,MAX·Ancient Bloodline,,2,1,"30% rebound for the whole team , this effect will be triggered when Gulardo is on the field",2,20001,,,<4021041>,,1,11971,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20042,MAX Time Gap,,2,1,"Death comes with self-explosion damage, this effect must be triggered when Dialga is on the field",2,20001,,,<4021042>,,1,12351,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20043,MAX·Space Concealment,,2,1,"There is a very high probability of transforming, and this effect must be triggered when Palkia is on the field",2,20001,,,<4021043>,,1,12361,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20044,MAX bouquet seeds,,2,1,"Stealth for 1 round ( the probability is determined separately for each unit), and this effect must be triggered when Xie Mi is on the field",2,20001,,,<4021044>,,1,12441,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
20045,MAX·Sky Master,,2,1,"Dodge for 1 round ( the probability is determined separately for each unit), and the effect must be triggered when the Rift Seat is on the field",2,20001,,,<4021045>,,1,11981,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20046,MAX·Sprout,,2,1,"each big round , restore 10% of your own HP, and this effect will be triggered when Super Frog Flower is on the field",2,20001,,,<4021046>,,1,20004,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
20047,MAX·Wrath of the Dragon,,2,1,"Before the start of each big round , add a burning effect to the enemy's front row, which lasts for 2 rounds, and this effect must be triggered when Super Charizard X is on the field",2,20001,,,<4021047>,,1,20014,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20048,MAX Explosion,,2,1,"Reduce the target 's damage reduction by 10% for 2 rounds , and this effect must be triggered when Super Charizard Y is on the field",2,20001,,,<4021048>,,1,20015,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20049,MAX Torrent,,2,1,"Entering the front row of one's own party will gain the effect of water escape, increasing the final damage reduction by 10% for 2 rounds, and this effect will be triggered when the Super Blastoise is on the field",2,20001,,,<4021049>,,1,20024,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20050,MAX Swift,,2,1,"Permanently increase the speed and crit of the back row by 15% and 15% for 2 rounds, and the effect will be triggered when Dabi Bird is on the field",2,20001,,,<4021050>,,1,20053,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20051,MAX·Moe,,2,1,", paralyze a random enemy spirit for 3 rounds, and this effect will be triggered when Raichu is on the field",2,20001,,,<4021051>,,1,20093,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20052,MAX Magic Guardian,,2,1,"Increase the negative resistance of one's front row by 20% , and the effect will be triggered when Pixie is on the field",2,20001,,,<4021052>,,1,20133,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20053,MAX·Hypnotic Counterattack,,2,1,"When entering the field, sleep a random enemy elf for 3 rounds, and this effect will be triggered when Fat Keding is on the field",2,20001,,,<4021053>,,1,20153,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20054,MAX Catalytic Venom,,2,1,"Attacking the target in the back row with a poisoning effect for 3 rounds, this effect must be triggered when the forked bat is on the field",2,20001,,,<4021054>,,1,20163,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20055,MAX·Mind Control,,2,1,"control rate and speed of all units in the back row of one's own side are increased by 20% , and this effect is bound to be triggered when the Super Hu Di is on the field",2,20001,,,<4021055>,,1,20264,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20056,MAX·Unyielding Heart,,2,1,"Convert self's double defense to double attack according to the ratio of 200% , and the effect will be triggered when the monster power is on the field",2,20001,,,<4021056>,,1,20273,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20057,MAX·Greedy Ghost,,2,1,"attack from the back row of one's own side will absorb 20% of the target 's blood volume, and this effect will be triggered when Dashihua is on the field",2,20001,,,<4021057>,,1,20283,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20058,MAX Rockfall,,2,1,"the front row unit of one's own side is killed, it will cause 200% damage of the sum of double attacks to all enemies, and the effect will be triggered when Longlongyan is on the field",2,20001,,,<4021058>,,1,20303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20059,MAX·Fear,,2,1,"Entering the field directly fears all enemy units for 1 round, and this effect must be triggered when Geng Gui is on the field",2,20001,,,<4021059>,,1,20393,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20060,MAX·Inception,,2,1,"directly curse all enemy units for 1 round, this effect must be triggered when Super Gengar is on the field",2,20001,,,<4021060>,,1,20394,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20061,MAX Hard Rock,,2,1,"front row increase their own physical defense by 20% each time they attack , up to 3 layers. This effect will be triggered when the Super Armored Rhino is on the field",2,20001,,,<4021061>,,1,20493,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20062,MAX · Flamestorm,,2,1,"Before the first three big rounds, add 3 layers of burning to the enemy's front row . This effect must be triggered when the platypus is on the field.",2,20001,,,<4021062>,,1,20603,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20063,MAX·Quick Dragon,,2,1,"Comes with a combo effect, this effect must be triggered when the fast dragon is on the field",2,20001,,,<4021063>,,1,20753,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20064,MAX Blessing,,2,1,"Increase the negative resistance and control-free rate of the whole body by 10% , and this effect must be triggered when Pokkisi is on the field",2,20001,,,<4021064>,,1,20863,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20065,MAX Electric energy excitation,,2,1,"self- attack , it will increase the anger of the surrounding units by 200 points. When the electric dragon is on the field, this effect must be triggered",2,20001,,,<4021065>,,1,20883,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20066,MAX Electric energy excitation,,2,1,Each teammate can restore 100 points of anger to the surrounding units after attacking. This effect must be triggered when the super electric dragon is on the field,2,20001,,,<4021066>,,1,20884,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20067,MAX Telekinesis,,2,1,"2 rounds before entering the field, it will definitely charm an enemy unit for 1 round, and this effect will definitely trigger when Xanadu is on the field",2,20001,,,<4021067>,,1,21393,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20068,MAX · Confusion Blade,,2,1,"There is a 20% chance to instantly kill the controlled unit, and this effect will be triggered when Elledo is on the field",2,20001,,,<4021068>,,1,21394,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20069,MAX Brute force,,2,1,"sleeping state , and the effect will be triggered when the King of Leave is on the field",2,20001,,,<4021069>,,1,21423,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20070,MAX Abyss Black Hole,,2,1,"directly absorbs a target into the black hole, which lasts for 1 round, and this effect must be triggered when the Night Demon is present",2,20001,,,<4021070>,,1,21813,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20071,MAX·Frost Bounce,,2,1,additional 20% of the damage received will be reflected to all enemies. This effect will definitely be triggered when the Diya Sea Lion is on the field,2,20001,,,<4021071>,,1,21863,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20072,MAX Perseverance,,2,1,"receiving a negative effect, receiving an active skill attack increases the physical attack of all allies",2,20001,,,<4021072>,,1,22073,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20073,MAX Dragon's Fury,,2,1,"Self can be immune to fatal damage once, and this effect will be triggered when Bite Land Shark is on the field",2,20001,,,<4021073>,,1,22233,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20074,MAX·Frost Awakening,,2,1,"Makes the enemy's ice will not be broken, this effect will be triggered when Super Blizzard King is on the field",2,20001,,,<4021074>,,1,22303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20075,MAX Guardian of the Stone,,2,1,"own unit releases the ultimate attack for the first time , the ultimate attack damage will be increased by 30% , and the effect will be triggered when the Pang Yan monster is on the field",2,20001,,,<4021075>,,1,22593,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20076,MAX·Strength,,2,1,"Each time it comes with 10% of its own maximum life value plus real damage, this effect must be triggered when the builder is present",2,20001,,,<4021076>,,1,22633,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20077,MAX·Insect Premonition,,2,1,"There is a 10% chance to instantly kill units with poison in seconds, and the effect will be triggered when the centipede king is on the field",2,20001,,,<4021077>,,1,22683,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20078,MAX·Dark Fang,,2,1,"All skills have an additional 50% blinding effect for 2 rounds, and this effect must be triggered when the rogue crocodile is on the field",2,20001,,,<4021078>,,1,22723,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20079,MAX·Space Distortion,,2,1,"next time the enemy elf attacking the front row of your side enters the distorted space, this effect must be triggered when Miss Goth is present",2,20001,,,<4021079>,,1,22843,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20080,MAX·Double more crushed ice,,2,1,"Make the front row of one's side have a certain negative reflection ability, and this effect will be triggered when Double Dodo Ice is on the field",2,20001,,,<4021080>,,1,22873,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20081,MAX Energy Manufacturing,,2,1,"anger of the elves in the back row by 200 points, and this effect will be triggered when the gear monster is on the field",2,20001,,,<4021081>,,1,22963,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20082,MAX Embers of Resentment,,2,1,"2 random targets of the enemy, and the effect must be triggered when the crystal lantern is on the field",2,20001,,,<4021082>,,1,22993,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20083,MAX Chasing,,2,1,"Make a random rear unit of your side also have a combo effect, and this effect must be triggered when the Double Ax War Dragon is on the field",2,20001,,,<4021083>,,1,23003,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20084,MAX Combined vertical and horizontal,,2,1,"each attack , this effect will be triggered when three evil dragons are on the field",2,20001,,,<4021084>,,1,23143,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20085,MAX Sticky Bubble,,2,1,"Block the target's anger for 3 rounds, this effect will be triggered when Sticky Meilong is on the field",2,20001,,,<4021085>,,1,23543,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20086,MAX Queen's Majesty,,2,1,"Add a random debuff to the enemy at the end of each big round , and this effect will be triggered when the sweet queen is on the field",2,20001,,,<4021086>,,1,23843,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20087,MAX Echo Detection,,2,1,"anger is accelerated, and the effect will be triggered when Sonic Dragon is on the field",2,20001,,,<4021087>,,1,23592,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20088,MAX·UB: Lancet,,2,1,"10% every round , and this effect must be triggered when the Four- jaw Needle Dragon is on the field",2,20001,,,<4021088>,,1,24132,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20089,MAX·Frost Fury,,2,1,"The damage of the nirvana is huge, and the effect must be triggered when the freezing bird is on the field",2,20001,,,<4021089>,,1,20721,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20090,MAX Lightning,,2,1,"The healing amount is increased, and the effect must be triggered when the Lightning Bird is on the field",2,20001,,,<4021090>,,1,20731,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20091,MAX·Sacred Bird Guardian,,2,1,"minimum HP and the higher the damage, the effect must be triggered when the flame bird is on the field",2,20001,,,<4021091>,,1,20741,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20092,MAX Dream,,2,1,"Death restores rage, this effect must be triggered when Dream is on the field",2,20001,,,<4021092>,,1,20771,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20093,MAX Chasing,,2,1,"Increased control rate, this effect must be triggered when Heracross is on the field",2,20001,,,<4021093>,,1,21071,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20094,MAX Thunder Force,,2,1,"all in the second round , this effect must be triggered when Lei Gong is on the field",2,20001,,,<4021094>,,1,21221,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20095,MAX Vulcan Asylum,,2,1,"30% rebound for the whole team , this effect will be triggered when Emperor Yan is on the field",2,20001,,,<4021095>,,1,21231,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20096,MAX Tidal Power,,2,1,"Death comes with self-explosion damage, this effect must be triggered when Suicune is on the field",2,20001,,,<4021096>,,1,21241,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20097,MAX Rock Defense,,2,1,"There is a very high probability of transforming, and this effect must be triggered when Reggie Locke is on the field",2,20001,,,<4021097>,,1,21911,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20098,MAX Frozen Body,,2,1,"Stealth for 1 round, this effect will be triggered when Regice is on the field",2,20001,,,<4021098>,,1,21921,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20099,MAX Steel Absorption,,2,1,"All must dodge for 1 round, this effect must be triggered when Regis Chill is on the field",2,20001,,,<4021099>,,1,21931,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20100,MAX·Moon phase halo,,2,1,"The defense of all enemies is reduced by 40% , and this effect must be triggered when Cresselia is on the field",2,20001,,,<4021100>,,1,22401,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20101,MAX·Heart of Justice,,2,1,"Block the target's anger for 3 rounds, this effect must be triggered when Keldeo is on the field",2,20001,,,<4021101>,,1,23251,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20102,MAX self-regeneration,,2,1,"Add a random debuff to the enemy at the end of each big round , this effect must be triggered when Lugia is on the field",2,20001,,,<4021102>,,1,21261,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20103,MAX·Ocean Shelter,,2,1,"regenerating speed is accelerated, and this effect must be triggered when Kyoka is on the field",2,20001,,,<4021103>,,1,21961,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20104,MAX Slow start,,2,1,"Reduces the target 's HP by 10% each round, and this effect must be triggered when Regichkas is on the field",2,20001,,,<4021104>,,1,22381,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20105,MAX·Haunted,,2,1,"The damage of the nirvana is huge, and the effect must be triggered when Giratina is on the field",2,20001,,,<4021105>,,1,22391,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20106,MAX Dreaming,,2,1,"Healing amount increased, this effect must be triggered when Darkrai is on the field",2,20001,,,<4021106>,,1,22431,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20107,MAX·Sky Flower,,2,1,"minimum HP and the higher the damage, the effect must be triggered when Xie Mi Sky is on the field",2,20001,,,<4021107>,,1,22442,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
20108,MAX·Blue Fire Wall,,2,1,"Death restores rage, this effect must be triggered when Reshiram is on the field",2,20001,,,<4021108>,,1,23211,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20109,MAX mega voltage,,2,1,"control rate is increased, and the effect must be triggered when Zekrom is on the field",2,20001,,,<4021109>,,1,23221,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20110,MAX Deep Cold Field,,2,1,"all in the second round , this effect must be triggered when Kyurem is on the field",2,20001,,,<4021110>,,1,23241,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20111,MAX·Mysterious Bodyguard,,2,1,"30% rebound for the whole team , this effect will be triggered when Tianxi is on the field",2,20001,,,<4021111>,,1,23631,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20112,MAX·Punishment Light Wheel,,2,1,"Death comes with self-explosion damage, this effect must be triggered when Punishment Hoopa is on the field",2,20001,,,<4021112>,,1,23641,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20113,MAX Time Gap,,2,1,"There is a very high probability of transforming, and the effect will be triggered when Dialga is on the field",2,20001,,,<4021113>,,1,22351,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20114,MAX·Space Concealment,,2,1,"Stealth for 1 round, this effect will be triggered when Palkia is on the field",2,20001,,,<4021114>,,1,22361,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
30001,endure,Brave,2,1,"【Emperor Nabo Exclusive】Each action, permanently gain 10% crit resistance (can be stacked up to 10 layers )",1,11001,,,<4100021>,,1,32033,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30002,blade,Brave,2,1,[Lizard King Exclusive] There is a 100% chance to enter the stealth 1 state after taking action (cannot be triggered continuously ),1,11001,,,<4100013>,,1,31293,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30003,sing a different tune,Brave,2,1,"[Monarch Snake Exclusive] When the Monarch Snake is on the field, each enemy unit has a 30% chance to be entangled for 1 round after taking action.",1,11001,,,<4100014>,,1,32473,1,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30004,Snipe,Brave,2,1,"[Sniper Tree Owl Exclusive] After killing the target, he must be full of anger",1,11001,,,<4100015>,,1,33663,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30005,raging fire,Brave,2,1,"[Flame Chicken Exclusive] When killing a unit, immediately get an extra action",1,11001,,,<4100016>,,1,31303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30006,Turbidity current,Brave,2,1,"[Big Swamp Exclusive] Attack with blinding effect , trigger blinding effect on 2 random units",1,11001,,,<4100017>,,1,31313,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30007,water shadow technique,Brave,2,1,"[ Koga Ninja Exclusive] When killing a unit, immediately get an additional action",1,11001,,,<4100018>,,1,33303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30008,mental obsession,Brave,2,1,[Hu Di exclusive] Entering the field has a 100% chance to petrify a random target on the opposite side for 2 rounds,1,11001,,,<4100001>,,1,30263,1,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30009,praying mantis behind,Brave,2,1,[Giant Pincer Mantis Exclusive] Gain 1000 points of rage when killing a unit,1,11001,,,<4100002>,,1,30572,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30010,high voltage electricity,Brave,2,1,[ Electric Shock Beast Exclusive] Front row teammates (except self) are hit or attacked to add 1 layer of electric shock monster,1,11001,,,<4100003>,,1,30593,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30011,steel armor,Brave,2,1,[Boss Kedora Exclusive] A steel shield will be added to a random unit before the start of each big round,1,11001,,,<4100004>,,1,31503,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30012,Frost Seal,Brave,2,1,[Geometric Snowflake Exclusive] 100% chance to freeze 2 random targets on the opposite side for 2 rounds,1,11001,,,<4100005>,,1,33021,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30013,flower dancer,Brave,2,1,[ Mrs. Huajie Exclusive] Recover 35% of the HP from Mrs. Huajie 's special attack when the friendly action takes place,1,11001,,,<4100006>,,1,33353,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30014,Sword and Shield,Brave,2,1,"[ Sword Sword Monster Shield Exclusive] When in shield form: all allies get 30 % damage reduction; when in sword form, all allies increase damage bonus by 30%",1,11001,,,<4100007>,,1,33413,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30015,heart of justice,Brave,2,1,[Lucario Exclusive] There is a 50% chance of triggering small skills when allies use small skills,1,11001,,,<4100008>,,1,32242,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30016,dragon pressure,Brave,2,1,"[ Exclusive to Violent Dragon] When attacking, an additional tearing effect can be added ; up to 10 layers can be stacked",1,11001,,,<4100009>,,1,31893,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30017,immovable as a mountain,Brave,2,1,[Megro exclusive] Taunt 2 random units for 1 round when attacking,1,11001,,,<4100010>,,1,31903,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30018,Insect Resonance,Brave,2,1,[Vulcan Moth Exclusive] The friendly front row permanently owns [Sun Feather Clothes ],1,11001,,,<4100011>,,1,33152,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30019,Stinger Bunker,Brave,2,1,[Super Bad Star Exclusive] Taunt 2 random units for 1 round when attacking; and 50% chance to taunt the target for 1 round when you are actively attacked,1,11001,,,<4100012>,,1,33772,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30020,landslide,Brave,2,1,[Bangeras Exclusive] Recover 15% of your maximum HP and 200 points of anger after the last two big rounds after using the Ultimate Skill.,1,11001,,,<4100019>,,1,31253,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30021,Electromagnetic force,Brave,2,1,"[Self-explosive Magneto Monster Exclusive] When using the Ultimate Skill, lose 10% of the current HP, and cause an additional self-explosion damage to the enemy",1,11001,,,<4100020>,,1,30333,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30022,Hidden light,Brave,2,1,"[ Lattias Exclusive] When Latias is on the field, restore 20% of the target 's HP to Latias before the start of each round",1,11001,,,<4100022>,,1,31941,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30023,Hidden light,Brave,2,1,"[ Lattias Exclusive] When Latias is on the field, restore 20% of the target 's HP to Latias before the start of each round",1,11001,,,<4100022>,,1,31951,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30024,Mew-two,Brave,2,1,[Super Dream Exclusive] 100% chance to trigger combo effect when acting,1,11001,,,<4100024>,,1,30761,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30025,Phoenix Nirvana,Brave,2,1,"[ Feng Wang Exclusive] Before the start of each big round, there is a 50% chance to burn all enemies for 1 round",1,11001,,,<4100025>,,1,31271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30026,ancient blood,Brave,2,1,[ Exclusive to Gulardo] There is a 20% chance of triggering an earthquake effect when a friendly action takes place,1,11001,,,<4100026>,,1,31971,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30027,time gap,Brave,2,1,"[ Exclusive to Dialga] When using a skill, the cooldown of small skills of 3 random friendly units is reduced by 1 round",1,11001,,,<4100027>,,1,32351,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30028,space concealment,Brave,2,1,"[ Palkia Exclusive] After using skills, there is a 30% chance to enter hiding",1,11001,,,<4100028>,,1,32361,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30029,bouquet seeds,Brave,2,1,"[ Exclusive to Xie Mi] When entering the field, all friendly units are invisible for 1 action round",1,11001,,,<4100029>,,1,32441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30030,sky fighter,Brave,2,1,"[ Exclusively for Rifting Seat] When Rifting Seat is on the field, the dodge rate will be increased by 30% for all",1,11001,,,<4100030>,,1,31981,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
,,,,,,,,,,,,,,,,,
30101,MAX·Patience,Brave,2,1,"【Emperor Nabo Exclusive】Each action, permanently gain 20% crit resistance (can be stacked up to 10 layers )",2,21001,,,<4200021>,,1,32033,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30102,MAX Blade,Brave,2,1,"[Lizard King Exclusive] After taking action, there is a 100% chance to enter the stealth 1 state (cannot be triggered continuously), and in the stealth state, additional cold-blooded effect will be obtained",2,21001,,,<4200013>,,1,31293,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30103,MAX·Never,Brave,2,1,"[Monarch Snake Exclusive] When the Monarch Snake is on the field, each enemy unit has a 60% chance to be entangled for 1 round after taking action.",2,21001,,,<4200014>,,1,32473,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30104,MAX Sniper,Brave,2,1,"[Sniper Tree Owl Exclusive] After killing the target, he must be full of anger and get 1 round of invisibility effect",2,21001,,,<4200015>,,1,33663,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30105,MAX·Fire,Brave,2,1,"[Flame Chicken Exclusive] When killing a unit, immediately get an extra action and increase the critical strike rate by an additional 30%",2,21001,,,<4200016>,,1,31303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30106,MAX·turbidity flow,Brave,2,1,"[Big Swamp Exclusive] Attack with blinding effect , trigger blinding effect on 4 random units",2,21001,,,<4200017>,,1,31313,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30107,MAX·Water Shadow Clone Art,Brave,2,1,"[ Koga Ninja Exclusive] When killing a unit, immediately get an additional action and permanently increase the speed by 30%",2,21001,,,<4200018>,,1,33303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30108,MAX·Psychic thoughts,Brave,2,1,[Hudi Exclusive] Entering the field has a 100% chance to petrify 3 random targets on the opposite side for 2 rounds,2,21001,,,<4200001>,,1,30263,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30109,MAX Mantis is behind,Brave,2,1,[Giant Pincer Mantis Exclusive] Gain 1000 points of rage when killing a unit and an additional 20% blood-sucking rate for 1 round,2,21001,,,<4200002>,,1,30572,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30110,MAX high voltage,Brave,2,1,"[ Electrical Shock Beast Exclusive] front-line teammates (except yourself) are hit or attacked to add 1 layer of electric shock to the electric shock monster; when it reaches 7 layers, it will directly release the extra nirvana - high voltage",2,21001,,,<4200003>,,1,30593,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
