"﻿变量名",_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
60603,Recruitment for Legend Chapter_Floor 4-8,603,Platypus,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60631,Recruitment for Legend Chapter_Floor 4-8,631,Gyarados _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60641,Recruitment for Legend Chapter_Floor 4-8,641,Laplace,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60701,Recruitment for Legend Chapter_Floor 4-8,701,Fossil pterosaur,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60712,Recruitment for Legend Chapter_Floor 4-8,712,Snorlax _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60753,Recruitment for Legend Chapter_Floor 4-8,753,fast dragon,7,,,,,,,,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60863,Recruitment for Legend Chapter_Floor 4-8,863,Pokkiss,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60883,Recruitment for Legend Chapter_Floor 4-8,883,Dianlong,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60884,Recruitment for Legend Chapter_Floor 4-8,884,super electric dragon,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61032,Recruitment for Legend Chapter_Floor 4-8,1032,scorpio king,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61071,Recruitment for Legend Chapter_Floor 4-8,1071,Hercules,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61082,Recruitment for Legend Chapter_Floor 4-8,1082,Mala _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61172,Recruitment for Legend Chapter_Floor 4-8,1172,Heluga _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61253,Recruitment for Legend Chapter_Floor 4-8,1253,Bangeras,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61314,Recruitment for Legend Chapter_Floor 4-8,1314,super marsh monster,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61393,Recruitment for Legend Chapter_Floor 4-8,1393,Xanadu _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61394,Recruitment for Legend Chapter_Floor 4-8,1394,Already _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61423,Recruitment for Legend Chapter_Floor 4-8,1423,leave king,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61503,Recruitment for Legend Chapter_Floor 4-8,1503,Boss Cordora,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61813,Recruitment for Legend Chapter_Floor 4-8,1813,night genie,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61841,Recruitment for Legend Chapter_Floor 4-8,1841,Absolu _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61893,Recruitment for Legend Chapter_Floor 4-8,1893,Tyrannosaurus _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61903,Recruitment for Legend Chapter_Floor 4-8,1903,Metagros,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62233,Recruitment for Legend Chapter_Floor 4-8,2233,biting land shark,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62242,Recruitment for Legend Chapter_Floor 4-8,2242,lucario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62723,Recruitment for Legend Chapter_Floor 4-8,2723,rogue crocodile,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62822,Recruitment for Legend Chapter_Floor 4-8,2822,Zoroak,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62993,Recruitment for Legend Chapter_Floor 4-8,2993,Crystal Lantern,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63003,Recruitment for Legend Chapter_Floor 4-8,3003,Double Ax War Dragon,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63021,Recruitment for Legend Chapter_Floor 4-8,3021,geometric snowflake,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63143,Recruitment for Legend Chapter_Floor 4-8,3143,three dragons,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63152,Recruitment for Legend Chapter_Floor 4-8,3152,Vulcan Moth,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63353,Recruitment for Legend Chapter_Floor 4-8,3353,Mrs. Huajie,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63413,Recruitment for Legend Chapter_Floor 4-8,3413,Shield Sword Monster Shield,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63543,Recruitment for Legend Chapter_Floor 4-8,3543,sticky dragon,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63592,Recruitment for Legend Chapter_Floor 4-8,3592,Sonic Dragon,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63772,Recruitment for Legend Chapter_Floor 4-8,3772,super bad star,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63843,Recruitment for Legend Chapter_Floor 4-8,3843,sweet after,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
64132,Recruitment for Legend Chapter_Floor 4-8,4132,Tetragnathus _,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
67001,Recruitment for Legend Chapter_Floor 4-8,7001,Ash version of Pikachu,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60761,Legendary Recruitment_9th -10th floor,761,Mew-two,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61961,Legendary Recruitment_9th -10th floor,1961,Gayoka,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61971,Legendary Recruitment_9th -10th floor,1971,Gulardo,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61981,Legendary Recruitment_9th -10th floor,1981,Rift seat,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61982,Legendary Recruitment_9th -10th floor,1982,Super Rift Seat,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62351,Legendary Recruitment_9th -10th floor,2351,Dialga _,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62361,Legendary Recruitment_9th -10th floor,2361,Palkia,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62391,Legendary Recruitment_9th -10th floor,2391,Giratina,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63211,Legendary Recruitment_9th -10th floor,3211,Rashiram,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63221,Legendary Recruitment_9th -10th floor,3221,czech rom,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63241,Legendary Recruitment_9th -10th floor,3241,Kyurem,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63261,Legendary Recruitment_9th -10th floor,3261,Meloetta Song Form,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63611,Legendary Recruitment_9th -10th floor,3611,Yveltal _,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63642,Legendary Recruitment_9th -10th floor,3642,Liberate Hoopa,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
64171,Legendary Recruitment_9th -10th floor,4171,Melmetta _,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62431,Legendary Recruitment_9th -10th floor,2431,Darkley,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70003,Dragon Chapter_Initial _,3,Frog Flower,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70783,Dragon Chapter_Initial _,783,Geranium,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72013,Dragon Chapter_Initial _,2013,Terra Turtle,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73283,Dragon Chapter_Initial _,3283,Bricaron,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70013,Dragon Chapter_Initial _,13,Charizard,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70793,Dragon Chapter_Initial _,793,Pyrobeast _,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72483,Dragon Chapter_Initial _,2483,King Yanwu,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73293,Dragon Chapter_Initial _,3293,demon fire red fox,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70023,Dragon Chapter_Initial _,23,Blastoise _,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70803,Dragon Chapter_Initial _,803,big crocodile,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72033,Dragon Chapter_Initial _,2033,Emperor Napoleon,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71293,Dragon Chapter_Initial _,1293,lizard king,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72473,Dragon Chapter_Initial _,2473,monarch snake,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73663,Dragon Chapter_Initial _,3663,sniper tree owl,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71303,Dragon Chapter_Initial _,1303,flame chicken,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71313,Dragon Chapter_Initial _,1313,marsh monster,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73303,Dragon Chapter_Initial _,3303,Koga Ninja Frog,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70753,Dragon Chapter_Initial _,753,fast dragon,8,,,,,,,,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70884,Dragon Chapter_Initial _,884,super electric dragon,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71893,Dragon Chapter_Initial _,1893,Tyrannosaurus _,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72233,Dragon Chapter_Initial _,2233,biting land shark,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73003,Dragon Chapter_Initial _,3003,Double Ax War Dragon,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73543,Dragon Chapter_Initial _,3543,sticky dragon,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73592,Dragon Chapter_Initial _,3592,Sonic Dragon,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74132,Dragon Chapter_Initial _,4132,Tetragnathus _,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73143,Dragon Chapter_Initial _,3143,three dragons,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71941,Dragon Chapter_Initial _,1941,Ladias _,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71951,Dragon Chapter_Initial _,1951,Latios,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70631,Dragon Chapter_Initial _,631,Gyarados _,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70641,Dragon Chapter_Initial _,641,Laplace,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70031,Dragon Chapter_Initial _,31,green caterpillar,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73501,Dragon Chapter_Initial _,3501,ice dragon,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70701,Dragon Chapter_Initial _,701,Fossil pterosaur,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70893,Dragon Chapter_Initial _,893,Mary Luli,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70402,Dragon Chapter_Initial _,402,steel snake _,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72612,Dragon Chapter_Initial _,2612,Gopher _,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72351,Dragon Chapter_Unlocked _,2351,Dialga _,8,,,获得徽章【时间轮回】后解锁,恭喜解锁帝牙卢卡，你已经超过70%的玩家,3,5121,1,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
72361,Dragon Chapter_Unlocked _,2361,Palkia,8,,,获得徽章【隐匿空间】后解锁,恭喜解锁帕路奇亚，你已经超过70%的玩家,3,5122,1,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
72391,Dragon Chapter_Unlocked _,2391,Giratina,8,,,挑战完成本期第7层副本后极大概率解锁,恭喜解锁骑拉帝纳，你已经超过20%的玩家,4,17,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
73221,Dragon Chapter_Unlocked _,3221,czech rom,8,,,玩法周期内累计认输6次后解锁,恭喜解锁捷克罗姆，你已经超过30%的玩家,2,6,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
73211,Dragon Chapter_Unlocked _,3211,Rashiram,8,,,获得徽章【超频模式】后解锁,恭喜解锁酋雷姆，你已经超过90%的玩家,3,5123,1,4,,,,,,,,,,,,,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,
73241,Dragon Chapter_Unlocked _,3241,Kyurem,8,,,玩法周期内累计招募1次酋雷姆后解锁,恭喜解锁酋雷姆，你已经超过60%的玩家,1,83241,1,4,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
71981,Dragon Chapter_Unlocked _,1981,Rift seat,8,,,玩法周期内累计招募1次裂空座后解锁,恭喜解锁裂空座，你已经超过60%的玩家,1,81981,1,4,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
71982,Dragon Chapter_Do not display,1982,Super Rift Seat,8,,,玩法周期内累计认输12次后解锁,恭喜解锁超级裂空座，你已经超过50%的玩家,2,12,1,4,,,,,,,,,,,,,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,
72381,Dragon Chapter_Do not display,2381,Regichkas,8,,,挑战完成本期第9层副本后极大概率解锁,恭喜解锁雷吉奇卡斯，你已经超过30%的玩家,4,19,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80053,Dragon Chapter Recruitment_1-3 floors,53,Big bird,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80093,Dragon Chapter Recruitment_1-3 floors,93,Raichu,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80133,Dragon Chapter Recruitment_1-3 floors,133,Pixie,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80153,Dragon Chapter Recruitment_1-3 floors,153,Fat Keding,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80222,Dragon Chapter Recruitment_1-3 floors,222,Gotha Duck,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80273,Dragon Chapter Recruitment_1-3 floors,273,Strange power,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80283,Dragon Chapter Recruitment_1-3 floors,283,big food flower,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80303,Dragon Chapter Recruitment_1-3 floors,303,Rumble Rock,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80341,Dragon Chapter Recruitment_1-3 floors,341,Scallion Duck,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80372,Dragon Chapter Recruitment_1-3 floors,372,smelly mud,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80382,Dragon Chapter Recruitment_1-3 floors,382,Spiny clam,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80462,Dragon Chapter Recruitment_1-3 floors,462,flying legs,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80463,Dragon Chapter Recruitment_1-3 floors,463,Kuaiquan Lang,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80464,Dragon Chapter Recruitment_1-3 floors,464,War dancer,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80472,Dragon Chapter Recruitment_1-3 floors,472,Big tongue licking,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80482,Dragon Chapter Recruitment_1-3 floors,482,double bomb gas,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80503,Dragon Chapter Recruitment_1-3 floors,503,happy egg,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80552,Dragon Chapter Recruitment_1-3 floors,552,jewel starfish,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80692,Dragon Chapter Recruitment_1-3 floors,692,sickle helmet,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81443,Dragon Chapter Recruitment_1-3 floors,1443,Boom,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81612,Dragon Chapter Recruitment_1-3 floors,1612,fire camel,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81802,Dragon Chapter Recruitment_1-3 floors,1802,curse doll,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81853,Dragon Chapter Recruitment_1-3 floors,1853,Snow Fairy,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81863,Dragon Chapter Recruitment_1-3 floors,1863,Diya sea lion,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82073,Dragon Chapter Recruitment_1-3 floors,2073,roentgen cat,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82272,Dragon Chapter Recruitment_1-3 floors,2272,Poison Skeleton Frog,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82302,Dragon Chapter Recruitment_1-3 floors,2302,blizzard king,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82303,Dragon Chapter Recruitment_1-3 floors,2303,super blizzard king,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82593,Dragon Chapter Recruitment_1-3 floors,2593,Pangyan monster,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82633,Dragon Chapter Recruitment_1-3 floors,2633,construction veteran,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82683,Dragon Chapter Recruitment_1-3 floors,2683,centipede king,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82843,Dragon Chapter Recruitment_1-3 floors,2843,Miss Goth,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82873,Dragon Chapter Recruitment_1-3 floors,2873,double as much ice,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82891,Dragon Chapter Recruitment_1-3 floors,2891,Electric flying squirrel,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82923,Dragon Chapter Recruitment_1-3 floors,2923,chubby female _ _,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82924,Dragon Chapter Recruitment_1-3 floors,2924,chubby male _ _,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82963,Dragon Chapter Recruitment_1-3 floors,2963,Gear Monster,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83012,Dragon Chapter Recruitment_1-3 floors,3012,tundra bear,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83342,Dragon Chapter Recruitment_1-3 floors,3342,Flame Lion,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83432,Dragon Chapter Recruitment_1-3 floors,3432,fat sweetie,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83472,Dragon Chapter Recruitment_1-3 floors,3472,Steel cannon arm shrimp,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83502,Dragon Chapter Recruitment_1-3 floors,3502,ice dragon,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83511,Dragon Chapter Recruitment_1-3 floors,3511,Wrestling Hawkman _,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80004,Dragon Chapter Recruitment_Floor 4-8,4,Super Frog Flower,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80014,Dragon Chapter Recruitment_Floor 4-8,14,Super Charizard X,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80015,Dragon Chapter Recruitment_Floor 4-8,15,Super Charizard Y,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80024,Dragon Chapter Recruitment_Floor 4-8,24,Super Blastoise,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80163,Dragon Chapter Recruitment_Floor 4-8,163,Forked bat,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80242,Dragon Chapter Recruitment_Floor 4-8,242,wind speed dog,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
