变量名,rankMax,point,minuteCoin13,byRobLimit,version
1037,1037,565,121,40000,
1038,1038,565,121,40000,
1039,1039,565,121,40000,
1040,1040,565,121,40000,
1041,1041,565,121,40000,
1042,1042,565,121,40000,
1043,1043,565,121,40000,
1044,1044,565,121,40000,
1045,1045,565,121,40000,
1046,1046,565,121,40000,
1047,1047,565,121,40000,
1048,1048,565,121,40000,
1049,1049,565,121,40000,
1050,1050,565,121,40000,
1051,1051,565,121,40000,
1052,1052,565,121,40000,
1053,1053,565,121,40000,
1054,1054,565,121,40000,
1055,1055,565,121,40000,
1056,1056,565,121,40000,
1057,1057,565,121,40000,
1058,1058,565,121,40000,
1059,1059,565,121,40000,
1060,1060,565,121,40000,
1061,1061,565,121,40000,
1062,1062,565,121,40000,
1063,1063,565,121,40000,
1064,1064,565,121,40000,
1065,1065,565,121,40000,
1066,1066,565,121,40000,
1067,1067,565,121,40000,
1068,1068,565,121,40000,
1069,1069,560,121,40000,
1070,1070,560,121,40000,
1071,1071,560,121,40000,
1072,1072,560,121,40000,
1073,1073,560,121,40000,
1074,1074,560,121,40000,
1075,1075,560,121,40000,
1076,1076,560,121,40000,
1077,1077,560,121,40000,
1078,1078,560,121,40000,
1079,1079,560,121,40000,
1080,1080,560,121,40000,
1081,1081,560,121,40000,
1082,1082,560,120,40000,
1083,1083,560,120,40000,
1084,1084,560,120,40000,
1085,1085,560,120,40000,
1086,1086,560,120,40000,
1087,1087,560,120,40000,
1088,1088,560,120,40000,
1089,1089,560,120,40000,
1090,1090,560,120,40000,
1091,1091,560,120,40000,
1092,1092,560,120,40000,
1093,1093,560,120,40000,
1094,1094,560,120,40000,
1095,1095,560,120,40000,
1096,1096,560,120,40000,
1097,1097,560,120,40000,
1098,1098,560,120,40000,
1099,1099,560,120,40000,
1100,1100,560,120,40000,
1101,1101,560,120,40000,
1102,1102,560,120,40000,
1103,1103,560,120,40000,
1104,1104,560,120,40000,
1105,1105,560,120,40000,
1106,1106,560,120,40000,
1107,1107,560,120,40000,
1108,1108,560,120,40000,
1109,1109,560,120,40000,
1110,1110,560,120,40000,
1111,1111,560,120,40000,
1112,1112,560,120,40000,
1113,1113,560,120,40000,
1114,1114,560,120,40000,
1115,1115,560,120,40000,
1116,1116,560,120,40000,
1117,1117,560,120,40000,
1118,1118,560,120,40000,
1119,1119,560,120,40000,
1120,1120,560,120,40000,
1121,1121,560,120,40000,
1122,1122,560,120,40000,
1123,1123,560,120,40000,
1124,1124,560,120,40000,
1125,1125,560,120,40000,
1126,1126,560,120,40000,
1127,1127,560,120,40000,
1128,1128,560,120,40000,
1129,1129,560,120,40000,
1130,1130,560,120,40000,
1131,1131,560,120,40000,
1132,1132,560,119.5,40000,
1133,1133,560,119.5,40000,
1134,1134,560,119.5,40000,
1135,1135,560,119.5,40000,
1136,1136,560,119.5,40000,
1137,1137,560,119.5,40000,
1138,1138,560,119.5,40000,
1139,1139,560,119.5,40000,
1140,1140,560,119.5,40000,
1141,1141,560,119.5,40000,
1142,1142,560,119.5,40000,
1143,1143,560,119.5,40000,
1144,1144,560,119.5,40000,
1145,1145,560,119.5,40000,
1146,1146,560,119.5,40000,
1147,1147,560,119.5,40000,
1148,1148,560,119.5,40000,
1149,1149,555,119.5,40000,
1150,1150,555,119.5,40000,
1151,1151,555,119.5,40000,
1152,1152,555,119.5,40000,
1153,1153,555,119.5,40000,
1154,1154,555,119.5,40000,
1155,1155,555,119.5,40000,
1156,1156,555,119.5,40000,
1157,1157,555,119.5,40000,
1158,1158,555,119.5,40000,
1159,1159,555,119.5,40000,
1160,1160,555,119.5,40000,
1161,1161,555,119.5,40000,
1162,1162,555,119.5,40000,
1163,1163,555,119.5,40000,
1164,1164,555,119.5,40000,
1165,1165,555,119.5,40000,
1166,1166,555,119.5,40000,
1167,1167,555,119.5,40000,
1168,1168,555,119.5,40000,
1169,1169,555,119.5,40000,
1170,1170,555,119.5,40000,
1171,1171,555,119.5,40000,
1172,1172,555,119.5,40000,
1173,1173,555,119.5,40000,
1174,1174,555,119.5,40000,
1175,1175,555,119.5,40000,
1176,1176,555,119.5,40000,
1177,1177,555,119.5,40000,
1178,1178,555,119.5,40000,
1179,1179,555,119.5,40000,
1180,1180,555,119.5,40000,
1181,1181,555,119.5,40000,
1182,1182,555,119,40000,
1183,1183,555,119,40000,
1184,1184,555,119,40000,
1185,1185,555,119,40000,
1186,1186,555,119,40000,
1187,1187,555,119,40000,
1188,1188,555,119,40000,
1189,1189,555,119,40000,
1190,1190,555,119,40000,
1191,1191,555,119,40000,
1192,1192,555,119,40000,
1193,1193,555,119,40000,
1194,1194,555,119,40000,
1195,1195,555,119,40000,
1196,1196,555,119,40000,
1197,1197,555,119,40000,
1198,1198,555,119,40000,
1199,1199,555,119,40000,
1200,1200,555,119,40000,
1201,1201,555,119,40000,
1202,1202,555,119,40000,
1203,1203,555,119,40000,
1204,1204,555,119,40000,
1205,1205,555,119,40000,
1206,1206,555,119,40000,
1207,1207,555,119,40000,
1208,1208,555,119,40000,
1209,1209,550,119,40000,
1210,1210,550,119,40000,
1211,1211,550,119,40000,
1212,1212,550,119,40000,
1213,1213,550,119,40000,
1214,1214,550,119,40000,
1215,1215,550,119,40000,
1216,1216,550,119,40000,
1217,1217,550,119,40000,
1218,1218,550,119,40000,
1219,1219,550,119,40000,
1220,1220,550,119,40000,
1221,1221,550,119,40000,
1222,1222,550,119,40000,
1223,1223,550,119,40000,
1224,1224,550,119,40000,
1225,1225,550,119,40000,
1226,1226,550,119,40000,
1227,1227,550,119,40000,
1228,1228,550,119,40000,
1229,1229,550,119,40000,
1230,1230,550,119,40000,
1231,1231,550,119,40000,
1232,1232,550,118,40000,
1233,1233,550,118,40000,
1234,1234,550,118,40000,
1235,1235,550,118,40000,
1236,1236,550,118,40000,
1237,1237,550,118,40000,
1238,1238,550,118,40000,
1239,1239,550,118,40000,
1240,1240,550,118,40000,
1241,1241,550,118,40000,
1242,1242,550,118,40000,
1243,1243,550,118,40000,
1244,1244,550,118,40000,
1245,1245,550,118,40000,
1246,1246,550,118,40000,
1247,1247,550,118,40000,
1248,1248,550,118,40000,
1249,1249,550,118,40000,
1250,1250,550,118,40000,
1251,1251,550,118,40000,
1252,1252,550,118,40000,
1253,1253,550,118,40000,
1254,1254,550,118,40000,
1255,1255,550,118,40000,
1256,1256,550,118,40000,
1257,1257,550,118,40000,
1258,1258,550,118,40000,
1259,1259,550,118,40000,
1260,1260,550,118,40000,
1261,1261,550,118,40000,
1262,1262,550,118,40000,
1263,1263,550,118,40000,
1264,1264,550,118,40000,
1265,1265,550,118,40000,
1266,1266,550,118,40000,
1267,1267,550,118,40000,
1268,1268,550,118,40000,
1269,1269,545,118,40000,
1270,1270,545,118,40000,
1271,1271,545,118,40000,
1272,1272,545,118,40000,
1273,1273,545,118,40000,
1274,1274,545,118,40000,
1275,1275,545,118,40000,
1276,1276,545,118,40000,
1277,1277,545,118,40000,
1278,1278,545,118,40000,
1279,1279,545,118,40000,
1280,1280,545,118,40000,
1281,1281,545,118,40000,
1282,1282,545,117.5,40000,
1283,1283,545,117.5,40000,
1284,1284,545,117.5,40000,
1285,1285,545,117.5,40000,
1286,1286,545,117.5,40000,
1287,1287,545,117.5,40000,
1288,1288,545,117.5,40000,
1289,1289,545,117.5,40000,
1290,1290,545,117.5,40000,
1291,1291,545,117.5,40000,
1292,1292,545,117.5,40000,
1293,1293,545,117.5,40000,
1294,1294,545,117.5,40000,
1295,1295,545,117.5,40000,
1296,1296,545,117.5,40000,
1297,1297,545,117.5,40000,
1298,1298,545,117.5,40000,
1299,1299,545,117.5,40000,
1300,1300,545,117.5,40000,
1301,1301,545,117.5,40000,
1302,1302,545,117.5,40000,
1303,1303,545,117.5,40000,
1304,1304,545,117.5,40000,
1305,1305,545,117.5,40000,
1306,1306,545,117.5,40000,
1307,1307,545,117.5,40000,
1308,1308,545,117.5,40000,
1309,1309,545,117.5,40000,
1310,1310,545,117.5,40000,
1311,1311,545,117.5,40000,
1312,1312,545,117.5,40000,
1313,1313,545,117.5,40000,
1314,1314,545,117.5,40000,
1315,1315,545,117.5,40000,
1316,1316,545,117.5,40000,
1317,1317,545,117.5,40000,
1318,1318,545,117.5,40000,
1319,1319,545,117.5,40000,
1320,1320,545,117.5,40000,
1321,1321,545,117.5,40000,
1322,1322,545,117.5,40000,
1323,1323,545,117.5,40000,
1324,1324,545,117.5,40000,
1325,1325,545,117.5,40000,
1326,1326,545,117.5,40000,
1327,1327,545,117.5,40000,
1328,1328,545,117.5,40000,
1329,1329,540,117.5,40000,
1330,1330,540,117.5,40000,
1331,1331,540,117.5,40000,
1332,1332,540,116.5,40000,
1333,1333,540,116.5,40000,
1334,1334,540,116.5,40000,
1335,1335,540,116.5,40000,
1336,1336,540,116.5,40000,
1337,1337,540,116.5,40000,
1338,1338,540,116.5,40000,
1339,1339,540,116.5,40000,
1340,1340,540,116.5,40000,
1341,1341,540,116.5,40000,
1342,1342,540,116.5,40000,
1343,1343,540,116.5,40000,
1344,1344,540,116.5,40000,
1345,1345,540,116.5,40000,
1346,1346,540,116.5,40000,
1347,1347,540,116.5,40000,
1348,1348,540,116.5,40000,
1349,1349,540,116.5,40000,
1350,1350,540,116.5,40000,
1351,1351,540,116.5,40000,
1352,1352,540,116.5,40000,
1353,1353,540,116.5,40000,
1354,1354,540,116.5,40000,
1355,1355,540,116.5,40000,
1356,1356,540,116.5,40000,
1357,1357,540,116.5,40000,
1358,1358,540,116.5,40000,
1359,1359,540,116.5,40000,
1360,1360,540,116.5,40000,
1361,1361,540,116.5,40000,
1362,1362,540,116.5,40000,
1363,1363,540,116.5,40000,
1364,1364,540,116.5,40000,
1365,1365,540,116.5,40000,
1366,1366,540,116.5,40000,
1367,1367,540,116.5,40000,
1368,1368,540,116.5,40000,
1369,1369,540,116.5,40000,
1370,1370,540,116.5,40000,
1371,1371,540,116.5,40000,
1372,1372,540,116.5,40000,
1373,1373,540,116.5,40000,
1374,1374,540,116.5,40000,
1375,1375,540,116.5,40000,
1376,1376,540,116.5,40000,
1377,1377,540,116.5,40000,
1378,1378,540,116.5,40000,
1379,1379,540,116.5,40000,
1380,1380,540,116.5,40000,
1381,1381,540,116.5,40000,
1382,1382,540,116,40000,
1383,1383,540,116,40000,
1384,1384,540,116,40000,
1385,1385,540,116,40000,
1386,1386,540,116,40000,
1387,1387,540,116,40000,
1388,1388,540,116,40000,
1389,1389,535,116,40000,
1390,1390,535,116,40000,
1391,1391,535,116,40000,
1392,1392,535,116,40000,
1393,1393,535,116,40000,
1394,1394,535,116,40000,
1395,1395,535,116,40000,
1396,1396,535,116,40000,
1397,1397,535,116,40000,
1398,1398,535,116,40000,
1399,1399,535,116,40000,
1400,1400,535,116,40000,
1401,1401,535,116,40000,
1402,1402,535,116,40000,
1403,1403,535,116,40000,
1404,1404,535,116,40000,
1405,1405,535,116,40000,
1406,1406,535,116,40000,
1407,1407,535,116,40000,
1408,1408,535,116,40000,
1409,1409,535,116,40000,
1410,1410,535,116,40000,
1411,1411,535,116,40000,
1412,1412,535,116,40000,
1413,1413,535,116,40000,
1414,1414,535,116,40000,
1415,1415,535,116,40000,
1416,1416,535,116,40000,
1417,1417,535,116,40000,
1418,1418,535,116,40000,
1419,1419,535,116,40000,
1420,1420,535,116,40000,
1421,1421,535,116,40000,
1422,1422,535,116,40000,
1423,1423,535,116,40000,
1424,1424,535,116,40000,
1425,1425,535,116,40000,
1426,1426,535,116,40000,
1427,1427,535,116,40000,
1428,1428,535,116,40000,
1429,1429,535,116,40000,
1430,1430,535,116,40000,
1431,1431,535,116,40000,
1432,1432,535,115,40000,
1433,1433,535,115,40000,
1434,1434,535,115,40000,
1435,1435,535,115,40000,
1436,1436,535,115,40000,
1437,1437,535,115,40000,
1438,1438,535,115,40000,
1439,1439,535,115,40000,
1440,1440,535,115,40000,
1441,1441,535,115,40000,
1442,1442,535,115,40000,
1443,1443,535,115,40000,
1444,1444,535,115,40000,
1445,1445,535,115,40000,
1446,1446,535,115,40000,
1447,1447,535,115,40000,
1448,1448,535,115,40000,
1449,1449,530,115,40000,
1450,1450,530,115,40000,
1451,1451,530,115,40000,
1452,1452,530,115,40000,
1453,1453,530,115,40000,
1454,1454,530,115,40000,
1455,1455,530,115,40000,
1456,1456,530,115,40000,
1457,1457,530,115,40000,
1458,1458,530,115,40000,
1459,1459,530,115,40000,
1460,1460,530,115,40000,
1461,1461,530,115,40000,
1462,1462,530,115,40000,
1463,1463,530,115,40000,
1464,1464,530,115,40000,
1465,1465,530,115,40000,
1466,1466,530,115,40000,
1467,1467,530,115,40000,
1468,1468,530,115,40000,
1469,1469,530,115,40000,
1470,1470,530,115,40000,
1471,1471,530,115,40000,
1472,1472,530,115,40000,
1473,1473,530,115,40000,
1474,1474,530,115,40000,
1475,1475,530,115,40000,
1476,1476,530,115,40000,
1477,1477,530,115,40000,
1478,1478,530,115,40000,
1479,1479,530,115,40000,
1480,1480,530,115,40000,
1481,1481,530,115,40000,
1482,1482,530,115,40000,
1483,1483,530,115,40000,
1484,1484,530,115,40000,
1485,1485,530,115,40000,
1486,1486,530,115,40000,
1487,1487,530,115,40000,
1488,1488,530,115,40000,
1489,1489,530,115,40000,
1490,1490,530,115,40000,
1491,1491,530,115,40000,
1492,1492,530,115,40000,
1493,1493,530,115,40000,
1494,1494,530,115,40000,
1495,1495,530,115,40000,
1496,1496,530,115,40000,
1497,1497,530,115,40000,
1498,1498,530,115,40000,
1499,1499,530,115,40000,
1500,1500,530,115,40000,
1501,1501,530,115,40000,
1502,1502,530,115,40000,
1503,1503,530,115,40000,
1504,1504,530,115,40000,
1505,1505,530,115,40000,
1506,1506,530,115,40000,
1507,1507,530,115,40000,
1508,1508,530,115,40000,
1509,1509,525,115,40000,
1510,1510,525,115,40000,
1511,1511,525,115,40000,
1512,1512,525,115,40000,
1513,1513,525,115,40000,
1514,1514,525,115,40000,
1515,1515,525,115,40000,
1516,1516,525,115,40000,
1517,1517,525,115,40000,
1518,1518,525,115,40000,
1519,1519,525,115,40000,
1520,1520,525,115,40000,
1521,1521,525,115,40000,
1522,1522,525,115,40000,
1523,1523,525,115,40000,
1524,1524,525,115,40000,
1525,1525,525,115,40000,
1526,1526,525,115,40000,
1527,1527,525,115,40000,
1528,1528,525,115,40000,
1529,1529,525,115,40000,
1530,1530,525,115,40000,
1531,1531,525,115,40000,
1532,1532,525,114.5,40000,
1533,1533,525,114.5,40000,
1534,1534,525,114.5,40000,
1535,1535,525,114.5,40000,
1536,1536,525,114.5,40000,
1537,1537,525,114.5,40000,
1538,1538,525,114.5,40000,
1539,1539,525,114.5,40000,
1540,1540,525,114.5,40000,
1541,1541,525,114.5,40000,
1542,1542,525,114.5,40000,
1543,1543,525,114.5,40000,
1544,1544,525,114.5,40000,
1545,1545,525,114.5,40000,
1546,1546,525,114.5,40000,
1547,1547,525,114.5,40000,
1548,1548,525,114.5,40000,
1549,1549,525,114.5,40000,
1550,1550,525,114.5,40000,
1551,1551,525,114.5,40000,
1552,1552,525,114.5,40000,
1553,1553,525,114.5,40000,
1554,1554,525,114.5,40000,
1555,1555,525,114.5,40000,
1556,1556,525,114.5,40000,
1557,1557,525,114.5,40000,
1558,1558,525,114.5,40000,
1559,1559,525,114.5,40000,
1560,1560,525,114.5,40000,
1561,1561,525,114.5,40000,
1562,1562,525,114.5,40000,
1563,1563,525,114.5,40000,
1564,1564,525,114.5,40000,
1565,1565,525,114.5,40000,
1566,1566,525,114.5,40000,
1567,1567,525,114.5,40000,
1568,1568,525,114.5,40000,
1569,1569,520,114.5,40000,
1570,1570,520,114.5,40000,
1571,1571,520,114.5,40000,
1572,1572,520,114.5,40000,
1573,1573,520,114.5,40000,
1574,1574,520,114.5,40000,
1575,1575,520,114.5,40000,
1576,1576,520,114.5,40000,
1577,1577,520,114.5,40000,
1578,1578,520,114.5,40000,
1579,1579,520,114.5,40000,
1580,1580,520,114.5,40000,
1581,1581,520,114.5,40000,
1582,1582,520,114.5,40000,
1583,1583,520,114.5,40000,
1584,1584,520,114.5,40000,
1585,1585,520,114.5,40000,
1586,1586,520,114.5,40000,
1587,1587,520,114.5,40000,
1588,1588,520,114.5,40000,
1589,1589,520,114.5,40000,
1590,1590,520,114.5,40000,
1591,1591,520,114.5,40000,
1592,1592,520,114.5,40000,
1593,1593,520,114.5,40000,
1594,1594,520,114.5,40000,
1595,1595,520,114.5,40000,
1596,1596,520,114.5,40000,
1597,1597,520,114.5,40000,
1598,1598,520,114.5,40000,
1599,1599,520,114.5,40000,
1600,1600,520,114.5,40000,
1601,1601,520,114.5,40000,
1602,1602,520,114.5,40000,
1603,1603,520,114.5,40000,
1604,1604,520,114.5,40000,
1605,1605,520,114.5,40000,
1606,1606,520,114.5,40000,
1607,1607,520,114.5,40000,
1608,1608,520,114.5,40000,
1609,1609,520,114.5,40000,
1610,1610,520,114.5,40000,
1611,1611,520,114.5,40000,
1612,1612,520,114.5,40000,
1613,1613,520,114.5,40000,
1614,1614,520,114.5,40000,
1615,1615,520,114.5,40000,
1616,1616,520,114.5,40000,
1617,1617,520,114.5,40000,
1618,1618,520,114.5,40000,
1619,1619,520,114.5,40000,
1620,1620,520,114.5,40000,
1621,1621,520,114.5,40000,
1622,1622,520,114.5,40000,
1623,1623,520,114.5,40000,
1624,1624,520,114.5,40000,
1625,1625,520,114.5,40000,
1626,1626,520,114.5,40000,
1627,1627,520,114.5,40000,
1628,1628,520,114.5,40000,
1629,1629,520,114.5,40000,
1630,1630,520,114.5,40000,
1631,1631,520,114.5,40000,
1632,1632,520,113.5,40000,
1633,1633,520,113.5,40000,
1634,1634,520,113.5,40000,
1635,1635,520,113.5,40000,
1636,1636,520,113.5,40000,
1637,1637,520,113.5,40000,
1638,1638,520,113.5,40000,
1639,1639,520,113.5,40000,
1640,1640,520,113.5,40000,
1641,1641,520,113.5,40000,
1642,1642,520,113.5,40000,
1643,1643,520,113.5,40000,
1644,1644,520,113.5,40000,
1645,1645,520,113.5,40000,
1646,1646,520,113.5,40000,
1647,1647,520,113.5,40000,
1648,1648,520,113.5,40000,
1649,1649,515,113.5,40000,
1650,1650,515,113.5,40000,
1651,1651,515,113.5,40000,
1652,1652,515,113.5,40000,
1653,1653,515,113.5,40000,
1654,1654,515,113.5,40000,
1655,1655,515,113.5,40000,
1656,1656,515,113.5,40000,
1657,1657,515,113.5,40000,
1658,1658,515,113.5,40000,
1659,1659,515,113.5,40000,
1660,1660,515,113.5,40000,
1661,1661,515,113.5,40000,
1662,1662,515,113.5,40000,
1663,1663,515,113.5,40000,
1664,1664,515,113.5,40000,
1665,1665,515,113.5,40000,
1666,1666,515,113.5,40000,
1667,1667,515,113.5,40000,
1668,1668,515,113.5,40000,
1669,1669,515,113.5,40000,
1670,1670,515,113.5,40000,
1671,1671,515,113.5,40000,
1672,1672,515,113.5,40000,
1673,1673,515,113.5,40000,
1674,1674,515,113.5,40000,
1675,1675,515,113.5,40000,
1676,1676,515,113.5,40000,
1677,1677,515,113.5,40000,
1678,1678,515,113.5,40000,
1679,1679,515,113.5,40000,
1680,1680,515,113.5,40000,
1681,1681,515,113.5,40000,
1682,1682,515,113.5,40000,
1683,1683,515,113.5,40000,
1684,1684,515,113.5,40000,
1685,1685,515,113.5,40000,
1686,1686,515,113.5,40000,
1687,1687,515,113.5,40000,
1688,1688,515,113.5,40000,
1689,1689,515,113.5,40000,
1690,1690,515,113.5,40000,
1691,1691,515,113.5,40000,
1692,1692,515,113.5,40000,
1693,1693,515,113.5,40000,
1694,1694,515,113.5,40000,
1695,1695,515,113.5,40000,
1696,1696,515,113.5,40000,
1697,1697,515,113.5,40000,
1698,1698,515,113.5,40000,
1699,1699,515,113.5,40000,
1700,1700,515,113.5,40000,
1701,1701,515,113.5,40000,
1702,1702,515,113.5,40000,
1703,1703,515,113.5,40000,
1704,1704,515,113.5,40000,
1705,1705,515,113.5,40000,
1706,1706,515,113.5,40000,
1707,1707,515,113.5,40000,
1708,1708,515,113.5,40000,
1709,1709,510,113.5,40000,
1710,1710,510,113.5,40000,
1711,1711,510,113.5,40000,
1712,1712,510,113.5,40000,
1713,1713,510,113.5,40000,
1714,1714,510,113.5,40000,
1715,1715,510,113.5,40000,
1716,1716,510,113.5,40000,
1717,1717,510,113.5,40000,
1718,1718,510,113.5,40000,
1719,1719,510,113.5,40000,
1720,1720,510,113.5,40000,
1721,1721,510,113.5,40000,
1722,1722,510,113.5,40000,
1723,1723,510,113.5,40000,
1724,1724,510,113.5,40000,
1725,1725,510,113.5,40000,
1726,1726,510,113.5,40000,
1727,1727,510,113.5,40000,
1728,1728,510,113.5,40000,
1729,1729,510,113.5,40000,
1730,1730,510,113.5,40000,
1731,1731,510,113.5,40000,
1732,1732,510,113,40000,
1733,1733,510,113,40000,
1734,1734,510,113,40000,
1735,1735,510,113,40000,
1736,1736,510,113,40000,
1737,1737,510,113,40000,
1738,1738,510,113,40000,
1739,1739,510,113,40000,
1740,1740,510,113,40000,
1741,1741,510,113,40000,
1742,1742,510,113,40000,
1743,1743,510,113,40000,
1744,1744,510,113,40000,
1745,1745,510,113,40000,
1746,1746,510,113,40000,
1747,1747,510,113,40000,
1748,1748,510,113,40000,
1749,1749,510,113,40000,
1750,1750,510,113,40000,
1751,1751,510,113,40000,
1752,1752,510,113,40000,
1753,1753,510,113,40000,
1754,1754,510,113,40000,
1755,1755,510,113,40000,
1756,1756,510,113,40000,
1757,1757,510,113,40000,
1758,1758,510,113,40000,
1759,1759,510,113,40000,
1760,1760,510,113,40000,
1761,1761,510,113,40000,
1762,1762,510,113,40000,
1763,1763,510,113,40000,
1764,1764,510,113,40000,
1765,1765,510,113,40000,
1766,1766,510,113,40000,
1767,1767,510,113,40000,
1768,1768,510,113,40000,
1769,1769,505,113,40000,
1770,1770,505,113,40000,
1771,1771,505,113,40000,
1772,1772,505,113,40000,
1773,1773,505,113,40000,
1774,1774,505,113,40000,
1775,1775,505,113,40000,
1776,1776,505,113,40000,
1777,1777,505,113,40000,
1778,1778,505,113,40000,
1779,1779,505,113,40000,
1780,1780,505,113,40000,
1781,1781,505,113,40000,
1782,1782,505,113,40000,
1783,1783,505,113,40000,
1784,1784,505,113,40000,
1785,1785,505,113,40000,
1786,1786,505,113,40000,
1787,1787,505,113,40000,
1788,1788,505,113,40000,
1789,1789,505,113,40000,
1790,1790,505,113,40000,
1791,1791,505,113,40000,
1792,1792,505,113,40000,
1793,1793,505,113,40000,
1794,1794,505,113,40000,
1795,1795,505,113,40000,
1796,1796,505,113,40000,
1797,1797,505,113,40000,
1798,1798,505,113,40000,
1799,1799,505,113,40000,
1800,1800,505,113,40000,
1801,1801,505,113,40000,
1802,1802,505,113,40000,
1803,1803,505,113,40000,
1804,1804,505,113,40000,
1805,1805,505,113,40000,
1806,1806,505,113,40000,
1807,1807,505,113,40000,
1808,1808,505,113,40000,
1809,1809,505,113,40000,
1810,1810,505,113,40000,
1811,1811,505,113,40000,
1812,1812,505,113,40000,
1813,1813,505,113,40000,
1814,1814,505,113,40000,
1815,1815,505,113,40000,
1816,1816,505,113,40000,
1817,1817,505,113,40000,
1818,1818,505,113,40000,
1819,1819,505,113,40000,
1820,1820,505,113,40000,
1821,1821,505,113,40000,
1822,1822,505,113,40000,
1823,1823,505,113,40000,
1824,1824,505,113,40000,
1825,1825,505,113,40000,
1826,1826,505,113,40000,
1827,1827,505,113,40000,
1828,1828,505,113,40000,
1829,1829,500,113,40000,
1830,1830,500,113,40000,
1831,1831,500,113,40000,
1832,1832,500,112.5,40000,
1833,1833,500,112.5,40000,
1834,1834,500,112.5,40000,
1835,1835,500,112.5,40000,
1836,1836,500,112.5,40000,
1837,1837,500,112.5,40000,
1838,1838,500,112.5,40000,
1839,1839,500,112.5,40000,
1840,1840,500,112.5,40000,
1841,1841,500,112.5,40000,
1842,1842,500,112.5,40000,
1843,1843,500,112.5,40000,
1844,1844,500,112.5,40000,
1845,1845,500,112.5,40000,
1846,1846,500,112.5,40000,
1847,1847,500,112.5,40000,
1848,1848,500,112.5,40000,
1849,1849,500,112.5,40000,
1850,1850,500,112.5,40000,
1851,1851,500,112.5,40000,
1852,1852,500,112.5,40000,
1853,1853,500,112.5,40000,
1854,1854,500,112.5,40000,
1855,1855,500,112.5,40000,
1856,1856,500,112.5,40000,
1857,1857,500,112.5,40000,
1858,1858,500,112.5,40000,
1859,1859,500,112.5,40000,
1860,1860,500,112.5,40000,
1861,1861,500,112.5,40000,
1862,1862,500,112.5,40000,
1863,1863,500,112.5,40000,
1864,1864,500,112.5,40000,
1865,1865,500,112.5,40000,
1866,1866,500,112.5,40000,
1867,1867,500,112.5,40000,
1868,1868,500,112.5,40000,
1869,1869,500,112.5,40000,
1870,1870,500,112.5,40000,
1871,1871,500,112.5,40000,
1872,1872,500,112.5,40000,
1873,1873,500,112.5,40000,
1874,1874,500,112.5,40000,
1875,1875,500,112.5,40000,
1876,1876,500,112.5,40000,
1877,1877,500,112.5,40000,
1878,1878,500,112.5,40000,
1879,1879,500,112.5,40000,
1880,1880,500,112.5,40000,
1881,1881,500,112.5,40000,
1882,1882,500,112.5,40000,
1883,1883,500,112.5,40000,
1884,1884,500,112.5,40000,
1885,1885,500,112.5,40000,
1886,1886,500,112.5,40000,
1887,1887,500,112.5,40000,
1888,1888,500,112.5,40000,
1889,1889,495,112.5,40000,
1890,1890,495,112.5,40000,
1891,1891,495,112.5,40000,
1892,1892,495,112.5,40000,
1893,1893,495,112.5,40000,
1894,1894,495,112.5,40000,
1895,1895,495,112.5,40000,
1896,1896,495,112.5,40000,
1897,1897,495,112.5,40000,
1898,1898,495,112.5,40000,
1899,1899,495,112.5,40000,
1900,1900,495,112.5,40000,
1901,1901,495,112.5,40000,
1902,1902,495,112.5,40000,
1903,1903,495,112.5,40000,
1904,1904,495,112.5,40000,
1905,1905,495,112.5,40000,
1906,1906,495,112.5,40000,
1907,1907,495,112.5,40000,
1908,1908,495,112.5,40000,
1909,1909,495,112.5,40000,
1910,1910,495,112.5,40000,
1911,1911,495,112.5,40000,
1912,1912,495,112.5,40000,
1913,1913,495,112.5,40000,
1914,1914,495,112.5,40000,
1915,1915,495,112.5,40000,
1916,1916,495,112.5,40000,
1917,1917,495,112.5,40000,
1918,1918,495,112.5,40000,
1919,1919,495,112.5,40000,
1920,1920,495,112.5,40000,
1921,1921,495,112.5,40000,
1922,1922,495,112.5,40000,
1923,1923,495,112.5,40000,
1924,1924,495,112.5,40000,
1925,1925,495,112.5,40000,
1926,1926,495,112.5,40000,
1927,1927,495,112.5,40000,
1928,1928,495,112.5,40000,
1929,1929,495,112.5,40000,
1930,1930,495,112.5,40000,
1931,1931,495,112.5,40000,
1932,1932,495,111.5,40000,
1933,1933,495,111.5,40000,
1934,1934,495,111.5,40000,
1935,1935,495,111.5,40000,
1936,1936,495,111.5,40000,
1937,1937,495,111.5,40000,
1938,1938,495,111.5,40000,
1939,1939,495,111.5,40000,
1940,1940,495,111.5,40000,
1941,1941,495,111.5,40000,
1942,1942,495,111.5,40000,
1943,1943,495,111.5,40000,
1944,1944,495,111.5,40000,
1945,1945,495,111.5,40000,
1946,1946,495,111.5,40000,
1947,1947,495,111.5,40000,
1948,1948,495,111.5,40000,
1949,1949,490,111.5,40000,
1950,1950,490,111.5,40000,
1951,1951,490,111.5,40000,
1952,1952,490,111.5,40000,
1953,1953,490,111.5,40000,
1954,1954,490,111.5,40000,
1955,1955,490,111.5,40000,
1956,1956,490,111.5,40000,
1957,1957,490,111.5,40000,
1958,1958,490,111.5,40000,
1959,1959,490,111.5,40000,
1960,1960,490,111.5,40000,
1961,1961,490,111.5,40000,
1962,1962,490,111.5,40000,
1963,1963,490,111.5,40000,
1964,1964,490,111.5,40000,
