﻿"﻿变量名",huodongID,themeType,taskLinks,isSync,isCooperative,theme,theme_tw,theme_en,theme_vn,theme_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,taskType,taskParam,taskSpecialParam,award,point,goto
1037,1001,2,7,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 42 times,任務派遣42次,Join Quest Dispatch 42 times,,파견 퀘스트  42회 진행,85,42,,{2103=9;gold=180000},10,dispatchTask
1041,1001,2,1,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 9,000 points in Aether Paradise",以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=300;4000=30},10,randomTower
1042,1001,2,2,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 18,000 points in Aether Paradise",以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=300;4000=30},10,randomTower
1043,1001,2,3,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 30,000 points in Aether Paradise",以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=300;4000=30},10,randomTower
1044,1001,2,4,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 39,000 points in Aether Paradise",以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=300;4000=30},10,randomTower
1045,1001,2,5,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 48,000 points in Aether Paradise",以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=600;4000=60},10,randomTower
1046,1001,2,6,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 57,000 points in Aether Paradise",以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=600;4000=60},10,randomTower
1047,1001,2,7,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 66,000 points in Aether Paradise",以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=600;4000=60},10,randomTower
1048,1001,2,8,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 75,000 points in Aether Paradise",以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=900;4000=90},10,randomTower
1051,1001,2,1,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 3 times,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,,길드 던전 3회 전투,59,3,,{coin3=500;14=30;gold=150000},10,fuben
1052,1001,2,2,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 6 times,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,,길드 던전 6회 전투,59,6,,{coin3=500;14=30;gold=150000},10,fuben
1053,1001,2,3,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 9 times,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,,길드 던전 9회 전투,59,9,,{coin3=500;14=30;gold=150000},10,fuben
1054,1001,2,4,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 12 times,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,,길드 던전 12회 전투,59,12,,{coin3=500;14=30;gold=150000},10,fuben
1055,1001,2,1,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 10 times,公會捐獻10次,Donate to Guild 10 times,,길드 기부 10회,55,10,,{coin3=500;14=30;gold=150000},10,contribute
1056,1001,2,2,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 20 times,公會捐獻20次,Donate to Guild 20 times,,길드 기부 20회,55,20,,{coin3=500;14=30;gold=150000},10,contribute
1057,1001,2,1,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 5 times,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,,길드 보너스 5회 얻기,58,5,,{coin3=500;14=30;gold=150000},10,redpacket
1058,1001,2,2,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 10 times,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,,길드 보너스 10회 얻기,58,10,,{coin3=500;14=30;gold=150000},10,redpacket
1061,1001,2,1,TRUE,TRUE,Being friends,交個朋友吧,Being friends,,친구하자,Friended,互為好友,Friended,,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
1062,1001,2,1,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 1 times,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{rmb=10;502=1;gold=100000},10,cloneBattle
1063,1001,2,2,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 3 times,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{rmb=10;502=1;gold=100000},10,cloneBattle
1064,1001,2,3,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 6 times,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{rmb=10;502=1;gold=100000},10,cloneBattle
1065,1001,2,4,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 9 times,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{rmb=10;502=1;gold=100000},10,cloneBattle
,,,,,,,,,,,,,,,,,,,,,
2011,1002,2,1,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 1 day,累計登錄1天,Login for 1 day,,누적 로그인일 수 1일 달성,17,1,,{502=7;519=4;452=180;15=36},10,
2012,1002,2,2,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 2 days,累計登錄2天,Login for 2 days,,누적 로그인일 수 2일 달성,17,2,,{coin1=360;coin3=360;coin2=900;15=18},10,
2013,1002,2,3,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 3 days,累計登錄3天,Login for 3 days,,누적 로그인일 수 3일 달성,17,3,,{coin1=360;coin3=360;coin2=900;15=18},10,
2014,1002,2,4,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 4 days,累計登錄4天,Login for 4 days,,누적 로그인일 수 4일 달성,17,4,,{coin1=360;coin3=360;coin2=900;15=36},10,
2015,1002,2,5,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 5 days,累計登錄5天,Login for 5 days,,누적 로그인일 수 5일 달성,17,5,,{coin1=360;coin3=360;coin2=900;15=18},10,
2016,1002,2,6,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 6 days,累計登錄6天,Login for 6 days,,누적 로그인일 수 6일 달성,17,6,,{coin1=360;coin3=360;coin2=900;15=18},10,
2017,1002,2,7,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 7 days,累計登錄7天,Login for 7 days,,누적 로그인일 수 7일 달성,17,7,,{502=14;519=7;452=360;15=36},10,
2021,1002,2,1,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 90 times,普通副本挑戰90次,Challenge Common Dungeon 90 times,,던전 90회 클리어 달성,29,90,,{930=36;5000=36;gold=180000},10,10000
2022,1002,2,2,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 180 times,普通副本挑戰180次,Challenge Common Dungeon 180 times,,던전 180회 클리어 달성,29,180,,{930=36;5000=36;gold=180000},10,10000
2023,1002,2,3,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 270 times,普通副本挑戰270次,Challenge Common Dungeon 270 times,,던전 270회 클리어 달성,29,270,,{930=43;5000=43;gold=216000},10,10000
2024,1002,2,4,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 360 times,普通副本挑戰360次,Challenge Common Dungeon 360 times,,던전 360회 클리어 달성,29,360,,{930=54;5000=54;gold=270000},10,10000
2025,1002,2,5,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 450 times,普通副本挑戰450次,Challenge Common Dungeon 450 times,,던전 450회 클리어 달성,29,450,,{930=54;5000=54;gold=270000},10,10000
2026,1002,2,6,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 540 times,普通副本挑戰540次,Challenge Common Dungeon 540 times,,던전 540회 클리어 달성,29,540,,{930=72;5000=72;gold=360000},10,10000
2027,1002,2,7,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 720 times,普通副本挑戰720次,Challenge Common Dungeon 720 times,,던전 720회 클리어 달성,29,720,,{930=72;5000=72;gold=360000},10,10000
2031,1002,2,1,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 6 times,任務派遣6次,Join Quest Dispatch 6 times,,파견 퀘스트  6회 진행,85,6,,{2103=5;gold=108000},10,dispatchTask
2032,1002,2,2,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 12 times,任務派遣12次,Join Quest Dispatch 12 times,,파견 퀘스트  12회 진행,85,12,,{2103=5;gold=108000},10,dispatchTask
2033,1002,2,3,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 18 times,任務派遣18次,Join Quest Dispatch 18 times,,파견 퀘스트  18회 진행,85,18,,{2103=5;gold=108000},10,dispatchTask
2034,1002,2,4,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 24 times,任務派遣24次,Join Quest Dispatch 24 times,,파견 퀘스트  24회 진행,85,24,,{2103=11;gold=216000},10,dispatchTask
2035,1002,2,5,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 30 times,任務派遣30次,Join Quest Dispatch 30 times,,파견 퀘스트  30회 진행,85,30,,{2103=11;gold=216000},10,dispatchTask
2036,1002,2,6,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 36 times,任務派遣36次,Join Quest Dispatch 36 times,,파견 퀘스트  36회 진행,85,36,,{2103=16;gold=324000},10,dispatchTask
2037,1002,2,7,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 42 times,任務派遣42次,Join Quest Dispatch 42 times,,파견 퀘스트  42회 진행,85,42,,{2103=16;gold=324000},10,dispatchTask
2041,1002,2,1,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 9,000 points in Aether Paradise",以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=540;4000=54},10,randomTower
2042,1002,2,2,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 18,000 points in Aether Paradise",以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=540;4000=54},10,randomTower
2043,1002,2,3,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 30,000 points in Aether Paradise",以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=540;4000=54},10,randomTower
2044,1002,2,4,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 39,000 points in Aether Paradise",以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=540;4000=54},10,randomTower
2045,1002,2,5,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 48,000 points in Aether Paradise",以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=1080;4000=108},10,randomTower
2046,1002,2,6,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 57,000 points in Aether Paradise",以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=1080;4000=108},10,randomTower
2047,1002,2,7,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 66,000 points in Aether Paradise",以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=1080;4000=108},10,randomTower
2048,1002,2,8,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 75,000 points in Aether Paradise",以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=1620;4000=162},10,randomTower
2051,1002,2,1,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 3 times,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,,길드 던전 3회 전투,59,3,,{coin3=900;14=54;gold=270000},10,fuben
2052,1002,2,2,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 6 times,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,,길드 던전 6회 전투,59,6,,{coin3=900;14=54;gold=270000},10,fuben
2053,1002,2,3,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 9 times,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,,길드 던전 9회 전투,59,9,,{coin3=900;14=54;gold=270000},10,fuben
2054,1002,2,4,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 12 times,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,,길드 던전 12회 전투,59,12,,{coin3=900;14=54;gold=270000},10,fuben
2055,1002,2,1,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 10 times,公會捐獻10次,Donate to Guild 10 times,,길드 기부 10회,55,10,,{coin3=900;14=54;gold=270000},10,contribute
2056,1002,2,2,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 20 times,公會捐獻20次,Donate to Guild 20 times,,길드 기부 20회,55,20,,{coin3=900;14=54;gold=270000},10,contribute
2057,1002,2,1,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 5 times,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,,길드 보너스 5회 얻기,58,5,,{coin3=900;14=54;gold=270000},10,redpacket
2058,1002,2,2,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 10 times,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,,길드 보너스 10회 얻기,58,10,,{coin3=900;14=54;gold=270000},10,redpacket
2061,1002,2,1,TRUE,TRUE,Being friends,交個朋友吧,Being friends,,친구하자,Friended,互為好友,Friended,,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
2062,1002,2,1,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 1 times,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{rmb=10;502=1;gold=100000},10,cloneBattle
2063,1002,2,2,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 3 times,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{rmb=10;502=1;gold=100000},10,cloneBattle
2064,1002,2,3,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 6 times,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{rmb=10;502=1;gold=100000},10,cloneBattle
2065,1002,2,4,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 9 times,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{rmb=10;502=1;gold=100000},10,cloneBattle
,,,,,,,,,,,,,,,,,,,,,
3011,1003,2,1,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 1 day,累計登錄1天,Login for 1 day,,누적 로그인일 수 1일 달성,17,1,,{502=13;519=6;452=320;15=64},10,
3012,1003,2,2,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 2 days,累計登錄2天,Login for 2 days,,누적 로그인일 수 2일 달성,17,2,,{coin1=640;coin3=640;coin2=1600;15=32},10,
3013,1003,2,3,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 3 days,累計登錄3天,Login for 3 days,,누적 로그인일 수 3일 달성,17,3,,{coin1=640;coin3=640;coin2=1600;15=32},10,
3014,1003,2,4,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 4 days,累計登錄4天,Login for 4 days,,누적 로그인일 수 4일 달성,17,4,,{coin1=640;coin3=640;coin2=1600;15=64},10,
3015,1003,2,5,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 5 days,累計登錄5天,Login for 5 days,,누적 로그인일 수 5일 달성,17,5,,{coin1=640;coin3=640;coin2=1600;15=32},10,
3016,1003,2,6,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 6 days,累計登錄6天,Login for 6 days,,누적 로그인일 수 6일 달성,17,6,,{coin1=640;coin3=640;coin2=1600;15=32},10,
3017,1003,2,7,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 7 days,累計登錄7天,Login for 7 days,,누적 로그인일 수 7일 달성,17,7,,{502=26;519=13;452=640;15=64},10,
3021,1003,2,1,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 90 times,普通副本挑戰90次,Challenge Common Dungeon 90 times,,던전 90회 클리어 달성,29,90,,{930=64;5000=64;gold=320000},10,10000
3022,1003,2,2,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 180 times,普通副本挑戰180次,Challenge Common Dungeon 180 times,,던전 180회 클리어 달성,29,180,,{930=64;5000=64;gold=320000},10,10000
3023,1003,2,3,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 270 times,普通副本挑戰270次,Challenge Common Dungeon 270 times,,던전 270회 클리어 달성,29,270,,{930=77;5000=77;gold=384000},10,10000
3024,1003,2,4,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 360 times,普通副本挑戰360次,Challenge Common Dungeon 360 times,,던전 360회 클리어 달성,29,360,,{930=96;5000=96;gold=480000},10,10000
3025,1003,2,5,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 450 times,普通副本挑戰450次,Challenge Common Dungeon 450 times,,던전 450회 클리어 달성,29,450,,{930=96;5000=96;gold=480000},10,10000
3026,1003,2,6,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 540 times,普通副本挑戰540次,Challenge Common Dungeon 540 times,,던전 540회 클리어 달성,29,540,,{930=128;5000=128;gold=640000},10,10000
3027,1003,2,7,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 720 times,普通副本挑戰720次,Challenge Common Dungeon 720 times,,던전 720회 클리어 달성,29,720,,{930=128;5000=128;gold=640000},10,10000
3031,1003,2,1,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 6 times,任務派遣6次,Join Quest Dispatch 6 times,,파견 퀘스트  6회 진행,85,6,,{2103=10;gold=192000},10,dispatchTask
3032,1003,2,2,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 12 times,任務派遣12次,Join Quest Dispatch 12 times,,파견 퀘스트  12회 진행,85,12,,{2103=10;gold=192000},10,dispatchTask
3033,1003,2,3,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 18 times,任務派遣18次,Join Quest Dispatch 18 times,,파견 퀘스트  18회 진행,85,18,,{2103=10;gold=192000},10,dispatchTask
3034,1003,2,4,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 24 times,任務派遣24次,Join Quest Dispatch 24 times,,파견 퀘스트  24회 진행,85,24,,{2103=19;gold=384000},10,dispatchTask
3035,1003,2,5,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 30 times,任務派遣30次,Join Quest Dispatch 30 times,,파견 퀘스트  30회 진행,85,30,,{2103=19;gold=384000},10,dispatchTask
3036,1003,2,6,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 36 times,任務派遣36次,Join Quest Dispatch 36 times,,파견 퀘스트  36회 진행,85,36,,{2103=29;gold=576000},10,dispatchTask
3037,1003,2,7,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 42 times,任務派遣42次,Join Quest Dispatch 42 times,,파견 퀘스트  42회 진행,85,42,,{2103=29;gold=576000},10,dispatchTask
3041,1003,2,1,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 9,000 points in Aether Paradise",以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=960;4000=96},10,randomTower
3042,1003,2,2,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 18,000 points in Aether Paradise",以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=960;4000=96},10,randomTower
3043,1003,2,3,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 30,000 points in Aether Paradise",以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=960;4000=96},10,randomTower
3044,1003,2,4,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 39,000 points in Aether Paradise",以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=960;4000=96},10,randomTower
3045,1003,2,5,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 48,000 points in Aether Paradise",以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=1920;4000=192},10,randomTower
3046,1003,2,6,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 57,000 points in Aether Paradise",以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=1920;4000=192},10,randomTower
3047,1003,2,7,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 66,000 points in Aether Paradise",以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=1920;4000=192},10,randomTower
3048,1003,2,8,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 75,000 points in Aether Paradise",以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=2880;4000=288},10,randomTower
3051,1003,2,1,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 3 times,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,,길드 던전 3회 전투,59,3,,{coin3=1600;14=96;gold=480000},10,fuben
3052,1003,2,2,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 6 times,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,,길드 던전 6회 전투,59,6,,{coin3=1600;14=96;gold=480000},10,fuben
3053,1003,2,3,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 9 times,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,,길드 던전 9회 전투,59,9,,{coin3=1600;14=96;gold=480000},10,fuben
3054,1003,2,4,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 12 times,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,,길드 던전 12회 전투,59,12,,{coin3=1600;14=96;gold=480000},10,fuben
3055,1003,2,1,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 10 times,公會捐獻10次,Donate to Guild 10 times,,길드 기부 10회,55,10,,{coin3=1600;14=96;gold=480000},10,contribute
3056,1003,2,2,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 20 times,公會捐獻20次,Donate to Guild 20 times,,길드 기부 20회,55,20,,{coin3=1600;14=96;gold=480000},10,contribute
3057,1003,2,1,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 5 times,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,,길드 보너스 5회 얻기,58,5,,{coin3=1600;14=96;gold=480000},10,redpacket
3058,1003,2,2,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 10 times,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,,길드 보너스 10회 얻기,58,10,,{coin3=1600;14=96;gold=480000},10,redpacket
3061,1003,2,1,TRUE,TRUE,Being friends,交個朋友吧,Being friends,,친구하자,Friended,互為好友,Friended,,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
3062,1003,2,1,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 1 times,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{rmb=10;502=1;gold=100000},10,cloneBattle
3063,1003,2,2,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 3 times,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{rmb=10;502=1;gold=100000},10,cloneBattle
3064,1003,2,3,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 6 times,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{rmb=10;502=1;gold=100000},10,cloneBattle
3065,1003,2,4,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 9 times,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{rmb=10;502=1;gold=100000},10,cloneBattle
,,,,,,,,,,,,,,,,,,,,,
4011,1004,2,1,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 1 day,累計登錄1天,Login for 1 day,,누적 로그인일 수 1일 달성,17,1,,{502=18;519=9;452=450;15=90},10,
