"﻿变量名",huodongID,_beizhu,name,name_tw,name_en,name_kr,item,rmbCost,rechargeID,duration,sort,group,sumRechargeRMB,targetType1,targetArg1_1,targetArg1_2,targetType2,targetArg2_1,targetArg2_2,bgPath,countPath
3510,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2391,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3511,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2441,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3512,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3641,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3513,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3211,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3514,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3221,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3515,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3241,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3516,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3261,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3517,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1991,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3518,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,4171,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3519,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3611,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3520,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1281,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3521,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3271,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3522,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3601,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3523,20011,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,4161,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
,,,,,,,,,,,,,,,,,,,,,
10001,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1971,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10002,20101,Ho-Oh Growth Pack,凤王成长礼包,鳳王成長禮包,Ho-Oh Growth Pack,칠색조 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1271,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10003,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3631,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10004,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1981,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10005,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1961,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10006,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2431,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10007,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2381,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10008,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2351,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10009,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2361,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10010,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2391,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10011,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,2441,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10012,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3641,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10013,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3211,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10014,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3221,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10015,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3241,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10016,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3261,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10017,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1991,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10018,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,4171,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10019,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3611,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10020,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,1281,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10021,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3271,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10022,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,3601,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10023,20101,Legendary Beast Growth Pack,神兽成长礼包,神獸成長禮包,Legendary Beast Growth Pack,전설 성장 선물,{card={id=9003};rmb=6480;19=100;604=100;452=300},,113,1080,,,,3,1,4161,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
,,,,,,,,,,,,,,,,,,,,,
,21001,Festival Time-limited,节日限时,節日限時,Festival Time-limited,기념일 한정,{rmb=2280;6212=1;519=10},,111,4320,,,,7,,,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
,21001,Festival Time-limited,节日限时,節日限時,Festival Time-limited,기념일 한정,{rmb=6880;937=1;527=20;19=50},,113,4320,,,,7,,,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4320,,,,,,,,,
