"﻿变量名",huodongID,_beizhu,name,name_tw,name_en,name_kr,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
248,22111,Ascension Star Gift Pack - 648 yuan - purchase limit 2 times a week - increase the number of Hanbok,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,3,,{rmb=6480;521=30;gold=500000},113,,2,,1,activity/direct_gift/icon_gjbx19.png,,,
,22111,Runestone gift pack - 198 yuan - limited to 2 purchases per week,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,2,,{rmb=1980;531=30;529=3000},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,
,22111,Gym gift bag - 198 yuan - limited to 2 purchases per week,Gym package,道館禮包,,,2,68,{rmb=1980;151=1500;152=150},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,
,,,,,,,,,,,,,,,,,,
1001,23111,Daily growth gift pack - 1 yuan - purchase once only,Daily Growth Pack,每日成長禮包,Daily Growth Pack,매일 성장 패키지,1,,{rmb=20;stamina=50;gold=10000},102,,,TRUE,,,,,
1002,23111,Daily growth gift pack - 6 yuan - limited to one purchase,Daily Draw Pack,每日抽卡禮包,Daily Draw Pack,매일 뽑기 패키지,1,,{rmb=60;519=1;gold=20000},102,,,TRUE,,activity/direct_gift/icon_cjbx2.png,,,
1003,23111,Daily growth gift pack - 6 yuan - limited to one purchase,Daily Shard Pack,每日碎片禮包,Daily Shard Pack,매일 조각 패키지,1,,{rmb=60;502=1;gold=20000},102,,,TRUE,,activity/direct_gift/icon_cjbx3.png,,,
1004,23111,Daily growth gift pack - 30 yuan - limited to one purchase,Effort Value Training Pack,努力養成禮包,Effort Value Training Pack,노력 육성 패키지,1,,{rmb=300;452=30;13=20},106,,,TRUE,,activity/direct_gift/icon_zjbx1.png,,,
1005,23111,Carrying a daily gift bag - 30 yuan - limited to one purchase,Held Training Pack,攜帶養成禮包,Held Training Pack,휴대 육성 패키지,1,,{rmb=300;2103=10;gold=100000},106,,,TRUE,,activity/direct_gift/icon_zjbx2.png,,,
,,,,,,,,,,,,,,,,,,
1011,23112,Draw card gift package - 98 yuan - purchase limit 1 time per week,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,1,,{rmb=300;519=10},108,,,,,activity/direct_gift/icon_zjbx3.png,,,
1012,23112,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,2,,{520=10;4000=100},108,,,,,activity/direct_gift/icon_zjbx4.png,,,
1013,23112,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,2,,{503=20;941=1},108,,,,,activity/direct_gift/icon_zjbx5.png,,,
1014,23112,Draw card gift package - 328 yuan - purchase limit 2 times per week,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,2,,{rmb=3280;519=10},112,,,,,activity/direct_gift/icon_gjbx1.png,,,
1015,23112,Ascension Star Gift Pack - 648 yuan - purchase once a week,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,1,,{card={id=9002};rmb=5000;gold=150000;13=20},113,,,,,activity/direct_gift/icon_gjbx4.png,,,
1016,23112,Purple gift bag - 648 yuan - purchase once a week,Held Item Pack,攜帶道具禮包,Held Item Pack,휴대 아이템 패키지,1,,{rmb=5000;942=1;2103=50;gold=100000},113,,,,,activity/direct_gift/icon_gjbx3.png,,,
1017,23112,Draw card gift package - 648 yuan - purchase limit 1 time per week,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,1,,{rmb=5000;519=20},113,,,,,activity/direct_gift/icon_gjbx2.png,,,
,,,,,,,,,,,,,,,,,,
2000,23211,Explorer gift pack - 0 yuan - event purchase is limited to 1 time,Free pack,免費禮包,Free pack,무료 패키지,1,,{520=1;503=1;rmb=30},,0,,,,activity/direct_gift/icon_cjbx10.png,,,
2001,23211,Explorer gift pack - 6 yuan - event purchase is limited to 1 time,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,1,,{520=1;4000=30;rmb=120},102,,,,,activity/direct_gift/icon_cjbx10.png,,,
2002,23211,Explorer gift bag - 30 yuan - event purchase is limited to 1 time,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,1,,{520=5;962=1;rmb=200},106,,,,,activity/direct_gift/icon_cjbx11.png,,,
2003,23211,Explorer gift pack - 198 yuan - event limited to 1 purchase,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,1,,{520=20;962=2;rmb=500},111,,,,,activity/direct_gift/icon_gjbx15.png,,,
2004,23211,Explorer gift pack - 648 yuan - event limited to 1 purchase,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,2,,{520=50;963=2;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx16.png,,,
2005,23211,Jewelry drawing card gift pack - 6 yuan - event purchase is limited to 1 time,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,1,,{503=2;941=1;rmb=120},102,,,,,activity/direct_gift/icon_cjbx12.png,,,
2006,23211,Jewelry drawing card gift pack - 30 yuan - event purchase is limited to 1 time,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,1,,{503=10;941=2;rmb=200},106,,,,,activity/direct_gift/icon_cjbx12.png,,,
2007,23211,Jewelry drawing card gift pack - 198 yuan - event purchase is limited to 1 time,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,1,,{503=40;2103=30;rmb=500},111,,,,,activity/direct_gift/icon_gjbx12.png,,,
2008,23211,Jewelry drawing card gift pack - 648 yuan - event purchase is limited to 1 time,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,2,,{503=100;942=2;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx14.png,,,
,,,,,,,,,,,,,,,,,,
2011,23212,Up card draw package - 6 yuan - activity limit 1 purchase,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 1호,1,,{527=1;14=5;rmb=120},102,,,,,activity/direct_gift/icon_cjbx.png,,,
2012,23212,Up card draw package - 60 yuan - activity limit 2 purchases,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 2호,2,,{527=5;14=10;rmb=300},107,,,,,activity/direct_gift/icon_zjbx.png,,,
2013,23212,Up card draw package - 168 yuan - activity limit 2 purchases,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 3호,2,,{527=10;14=20;rmb=600},110,,,,,activity/direct_gift/icon_zjbx.png,,,
2014,23212,UP draw card gift package - 328 yuan - activity limited to 2 purchases,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 4호,2,,{527=20;14=30;rmb=1000},112,,,,,activity/direct_gift/icon_gjbx.png,,,
2015,23212,Up draw card gift package - 648 yuan - activity limited to 2 purchases,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 5호,2,,{527=40;14=40;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx.png,,,
2016,23212,Card draw package - 98 yuan - purchase limit 2 times per week,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,2,,{519=10;14=10;rmb=980},108,,,,,activity/direct_gift/icon_zjbx.png,,,
2017,23212,Draw card gift package - 328 yuan - activity limited to 2 purchases,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,2,,{519=20;14=20;rmb=3280},112,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2020,23213,Spring Festival special package - 1 yuan - purchase once,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_18_1.png,,,
2021,23213,Spring Festival special package - 6 yuan - purchase once,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_18_1.png,,,
2022,23213,Spring Festival special package - 6 yuan - purchase once,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,1,,{rmb=120;519=1;gold=30000},102,,,,,activity/direct_gift/box_18_1.png,,,
2023,23213,Spring Festival special package - 30 yuan - purchase once,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_18_1.png,,,
2024,23213,Spring Festival special package - 60 yuan - purchase once,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_18_1.png,,,
2025,23213,Explorer gift pack - 98 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_18_1.png,,,
2026,23213,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_18_1.png,,,
2027,23213,Purple gift bag - 198 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_18_1.png,,,
2028,23213,Purple gift bag - 198 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_18_1.png,,,
2029,23213,Runestone gift pack - 198 yuan - event limited to 2 purchases,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{531=30;529=1000;rmb=2680},111,,,,,activity/direct_gift/box_18_1.png,,,
2030,23213,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_18_1.png,,,
2031,23213,Awakening gift pack - 328 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_18_1.png,,,
2032,23213,Ascension star package - 648 yuan - purchase limit 2 times,Spring Festival Special Pack,端午特惠禮包,Spring Festival Special Pack,단오 특혜 패키지,2,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_18_1.png,,,
,,,,,,,,,,,,,,,,,,
2041,23214,Ching Ming gift bag - free collection,Free pack,節日免費禮包,Free pack,기념일 무료 패키지,1,,{rmb=50;527=1;19=3},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2042,23214,Qingming Gift Pack - 198 yuan - purchase once,Legendary Birds Selection Cpack,三聖鳥三選一禮包,Legendary Birds Selection Cpack,전설의 새 택1 패키지,1,,{rmb=2280;6212=1;519=10},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2043,23214,Qingming Gift Pack - 648 yuan - purchase once,Nature Mint Selection Pack,性格薄荷自選禮包,Nature Mint Selection Pack,민트 선택 패키지,1,,{rmb=6880;937=1;19=150},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2051,23215,Free Cultivation Gift Pack - 0 Yuan - Event limited to 1 purchase,Free pack,免費禮包,Free pack,무료 패키지,1,,{4000=20;2103=3;rmb=30},,0,,,,activity/direct_gift/icon_cjbx10.png,,,
2052,23215,Carrying material gift bag - 98 yuan - limited to 2 purchases,Held Item Exchange Pack,攜帶兌換禮包,Held Item Exchange Pack,휴대 교환 패키지,3,,{6071=20;2103=10;rmb=980},108,,,,,activity/direct_gift/icon_cjbx11.png,,,
2053,23215,Carrying material gift bag - 198 yuan - limited to 2 purchases,Held Item Exchange Pack,攜帶兌換禮包,Held Item Exchange Pack,휴대 교환 패키지,3,,{6071=40;2103=20;rmb=1980},111,,,,,activity/direct_gift/icon_gjbx15.png,,,
2054,23215,Carrying material gift bag - 328 yuan - limited to 2 purchases,Held Item Exchange Pack,攜帶兌換禮包,Held Item Exchange Pack,휴대 교환 패키지,4,,{6071=60;2103=30;rmb=3280},112,,,,,activity/direct_gift/icon_gjbx16.png,,,
2055,23215,Carrying material gift bag - 648 yuan - limited to 3 purchases,Held Item Exchange Pack,攜帶兌換禮包,Held Item Exchange Pack,휴대 교환 패키지,4,,{6071=120;2103=60;rmb=6480},113,,,,,activity/direct_gift/icon_cjbx12.png,,,
2056,23215,Adventurer development gift package - 98 yuan - event purchase is limited to 3 times,Explorer Device Training Pack,探險器養成禮包,Explorer Device Training Pack,탐지기 육성 패키지,3,,{966=2;4000=100;rmb=980},108,,,,,activity/direct_gift/icon_cjbx12.png,,,
2057,23215,Adventurer development gift package - 198 yuan - event limited to 2 purchases,Explorer Device Training Pack,探險器養成禮包,Explorer Device Training Pack,탐지기 육성 패키지,2,,{967=1;4000=200;rmb=1980},111,,,,,activity/direct_gift/icon_gjbx12.png,,,
,,,,,,,,,,,,,,,,,,
2061,23216,Free gift bag - 0 yuan - purchase once,Free pack,免費禮包,Free pack,무료 패키지,1,,{502=1;19=2;rmb=60},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2062,23216,Universal gift bag - 30 yuan - purchase limit 2 times,Universal Pack,萬能禮包,Universal Pack,만능 패키지,2,,{rmb=300;502=10;gold=100000},106,,,,,activity/direct_gift/icon_cjbx.png,,,
2063,23216,Universal gift bag - 98 yuan - purchase limit 2 times,Universal Pack,萬能禮包,Universal Pack,만능 패키지,2,,{rmb=980;502=20;gold=300000},108,,,,,activity/direct_gift/icon_cjbx.png,,,
2064,23216,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,3,,{card={id=9002};rmb=1980;gold=200000},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2065,23216,Divine Beast Universal Gift Pack - 328 yuan - purchase limit 2 times,Advance Universal Pack,神獸萬能禮包,Advance Universal Pack,전설 만능 패키지,3,,{rmb=3280;521=30;gold=300000},112,,,,,activity/direct_gift/icon_zjbx.png,,,
2066,23216,Beast Ascension Star Gift Pack - 648 yuan - purchase limit 2 times,Advance Star-up Pack,神獸升星禮包,Advance Star-up Pack,전설 승급 패키지,3,,{card={id=9003};rmb=6480;gold=600000},113,,,,,activity/direct_gift/icon_gjbx.png,,,
2067,23216,Character mint gift bag - 648 yuan - purchase limit 1 time,Nature Mint Pack,性格薄荷禮包,Nature Mint Pack,민트 패키지,1,,{rmb=6480;937=1;19=60},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2071,23217,Runestone gift pack - 0 yuan - event purchase is limited to 1 time,Free pack,免費禮包,Free pack,무료 패키지,1,,{531=1;529=50;gold=50000},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2072,23217,Runestone gift pack - 6 yuan - event limited to 1 purchase,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,1,,{531=2;529=100;rmb=120},102,,,,,activity/direct_gift/icon_cjbx.png,,,
2073,23217,Runestone gift pack - 30 yuan - event limited to 1 purchase,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,2,,{531=10;992=1;rmb=200},106,,,,,activity/direct_gift/icon_zjbx.png,,,
2074,23217,Runestone gift pack - 198 yuan - event limited to 1 purchase,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,2,,{531=30;993=2;rmb=500},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2075,23217,Runestone gift pack - 648 yuan - event limited to 1 purchase,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,2,,{531=80;994=2;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2081,23218,Free Cultivation Gift Pack - 0 yuan - purchase limit once,Free pack,免費禮包,Free pack,무료 패키지,1,,{452=20;451=50;2103=5},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2082,23218,Free Cultivation Gift Pack - 0 yuan - purchase limit once,Free pack,免費禮包,Free pack,무료 패키지,1,,{902=5;850=100;gold=100000},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2083,23218,Efforts to develop a gift package - 98 yuan - purchase once,Effort Value Training Pack,努力養成禮包,Effort Value Training Pack,노력 육성 패키지,1,,{rmb=980;452=200;451=400},108,,,,,activity/direct_gift/icon_cjbx.png,,,
2084,23218,Efforts to develop a gift package - 198 yuan - limited to one purchase,Effort Value Training Pack,努力養成禮包,Effort Value Training Pack,노력 육성 패키지,1,,{rmb=1980;452=400;451=800},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2085,23218,Efforts to develop a gift package - 328 yuan - limited to one purchase,Effort Value Training Pack,努力養成禮包,Effort Value Training Pack,노력 육성 패키지,1,,{rmb=3280;452=600;451=1200},112,,,,,activity/direct_gift/icon_gjbx.png,,,
2086,23218,Carrying a gift bag - 98 yuan - limited to one purchase,Held Training Pack,攜帶養成禮包,Held Training Pack,휴대 육성 패키지,1,,{rmb=980;2103=80;gold=800000},108,,,,,activity/direct_gift/icon_cjbx.png,,,
2087,23218,Carrying a gift bag - 198 yuan - limited to one purchase,Held Training Pack,攜帶養成禮包,Held Training Pack,휴대 육성 패키지,1,,{rmb=1980;2103=160;gold=1600000},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2088,23218,Carrying a gift bag - 328 yuan - limited to one purchase,Held Training Pack,攜帶養成禮包,Held Training Pack,휴대 육성 패키지,1,,{rmb=3280;2103=240;gold=2400000},112,,,,,activity/direct_gift/icon_gjbx.png,,,
2089,23218,Favorability gift pack - 98 yuan - limited to one purchase,Friendship Gift Pack,好感度禮包,Friendship Gift Pack,호감도 패키지,1,,{rmb=980;604=30;902=80},108,,,,,activity/direct_gift/icon_cjbx.png,,,
2090,23218,Favorability gift pack - 198 yuan - purchase once,Friendship Gift Pack,好感度禮包,Friendship Gift Pack,호감도 패키지,1,,{rmb=1980;604=60;902=160},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2091,23218,Favorability gift pack - 328 yuan - limited to one purchase,Friendship Gift Pack,好感度禮包,Friendship Gift Pack,호감도 패키지,1,,{rmb=3280;604=90;902=240},112,,,,,activity/direct_gift/icon_gjbx.png,,,
2092,23218,Potential gift pack - 98 yuan - purchase once,Potential Pack,潛能禮包,Potential Pack,잠재력 패키지,1,,{rmb=980;850=800;851=400},108,,,,,activity/direct_gift/icon_cjbx.png,,,
2093,23218,Potential gift pack - 198 yuan - purchase once,Potential Pack,潛能禮包,Potential Pack,잠재력 패키지,1,,{rmb=1980;850=1600;851=800},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2094,23218,Potential gift pack - 328 yuan - purchase once,Potential Pack,潛能禮包,Potential Pack,잠재력 패키지,1,,{rmb=3280;850=2400;851=1200},112,,,,,activity/direct_gift/icon_gjbx.png,,,
12095,23218,Gym gift bag - 98 yuan - purchase once,Gym Pack,道館禮包,Gym Pack,,1,68,{rmb=980;151=800;152=80},108,,,,,activity/direct_gift/icon_cjbx.png,,,<cn;kr>
12096,23218,Gym gift bag-198 yuan-limited to one purchase,Gym Pack,道館禮包,Gym Pack,,1,68,{rmb=1980;151=1600;152=160},111,,,,,activity/direct_gift/icon_zjbx.png,,,<cn;kr>
12097,23218,Gym gift bag-328 yuan-limited to one purchase,Gym Pack,道館禮包,Gym Pack,,1,68,{rmb=3280;151=2400;152=240},112,,,,,activity/direct_gift/icon_gjbx.png,,,<cn;kr>
12098,23218,Engraved gift pack - 98 yuan - limited to one purchase,Inscription Pack,刻印禮包,Inscription Pack,,1,78,{rmb=980;111=400;112=80},108,,,,,activity/direct_gift/icon_cjbx.png,,,<cn>
12099,23218,Engraved gift pack - 198 yuan - limited to one purchase,Inscription Pack,刻印禮包,Inscription Pack,,1,78,{rmb=1980;111=800;112=160},111,,,,,activity/direct_gift/icon_zjbx.png,,,<cn>
12100,23218,Engraved gift pack - 328 yuan - limited to one purchase,Inscription Pack,刻印禮包,Inscription Pack,,1,78,{rmb=3280;111=1600;112=320},112,,,,,activity/direct_gift/icon_gjbx.png,,,<cn>
,,,,,,,,,,,,,,,,,,
2100,23219,National Day special package - free - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,
2101,23213,Spring Festival special package - 6 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2102,23219,National Day special package - 6 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2103,23219,National Day special package - 30 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,
2104,23219,National Day special package - 60 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,
2105,23219,Rare S gift pack - 98 yuan - limited to 1 purchase per week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/box_khqd2.png,,,
2106,23219,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,
2107,23219,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,
2108,23219,Purple gift bag - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2109,23219,Purple gift bag - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2110,23219,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,
2111,23219,Runestone gift pack - 198 yuan - event limited to 2 purchases,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,
2112,23219,Awakening gift pack - 328 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,
2113,23219,Runestone gift pack - 328 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,
2114,23219,Ascension star package - 648 yuan - purchase limit 4 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,
,,,,,,,,,,,,,,,,,,
2201,101029,Growth gift pack - 6 yuan - purchase once,Growth Pack,成長禮包,Growth Pack,성장 패키지,1,,{rmb=60;stamina=100;gold=50000;12=10},102,,,TRUE,,common/icon/icon_signin_box3_open.png,activity/double11_shop/logo_ssy_qt.png,299,
2202,101029,Training value gift pack - 30 yuan - purchase once only,Effort Value Pack,努力值禮包,Effort Value Pack,노력치 패키지,1,,{452=30;451=100},106,,,TRUE,,common/icon/icon_signin_box3_open.png,activity/double11_shop/logo_ssy_qt.png,299,
2203,101029,Explorer gift pack-98 yuan-limited purchase once,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,1,,{520=10;4000=100},108,,,,1,common/icon/icon_signin_box2_open.png,,299,
2204,101029,Jewelry drawing card gift pack - 98 yuan - purchase once,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,1,,{503=20;941=1},108,,,,1,common/icon/icon_signin_box2_open.png,,299,
2205,101029,surprise gift bag,Surprise Pack,驚喜禮包,Surprise Pack,서프라이즈 패키지,1,,{452=30;451=100;rmb=60},108,,,,1,common/icon/icon_signin_box2_open.png,,299,
2230,101028,Item props,Single Item,單品道具,Single Item,단품 아이템,1,,{452=30},,100,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,200,
2231,101028,Item props,Single Item,單品道具,Single Item,단품 아이템,1,,{451=100},,100,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,200,
2232,101028,Item props,Single Item,單品道具,Single Item,단품 아이템,5,,{520=10},,200,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,280,
2233,101028,Item props,Single Item,單品道具,Single Item,단품 아이템,5,,{4000=100},,200,,,1,,,250,
2234,101028,Item props,Single Item,單品道具,Single Item,단품 아이템,1,,{503=20},,300,,,1,,,400,
2235,101028,Item props,Single Item,單品道具,Single Item,단품 아이템,1,,{941=1},,300,,,1,,,420,
,,,,,,,,,,,,,,,,,,
2250,23220,Double 12 special gift package - 6 yuan - purchase once,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=180;stamina=100;gold=300000},102,,,,0,common/icon/icon_box5.png,,,
2251,23220,Double 12 special gift package - 30 yuan - purchase once,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=300;519=10},106,,,,0,common/icon/icon_box5.png,,,
2252,23220,Double 12 special gift package - 98 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{card={id=9002};rmb=980;gold=200000},108,,,,0,common/icon/icon_box5.png,,,
2253,23220,Double 12 special gift package - 98 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=980;942=1;gold=500000},108,,,,0,common/icon/icon_box4.png,,,
2254,23220,Double 12 special gift package - 198 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=1980;6059=2;501=3},111,,,,0,common/icon/icon_box4.png,,,
2255,23220,Double 12 special gift package - 648 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,0,common/icon/icon_box4.png,,,
,,,,,,,,,,,,,,,,,,
