"﻿变量名",huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
,10056,{rmb=588},{531=50},2,,Diamond* 588 Exchange Ring Essence* 50,鑽石*588   兌換   指環能量精華*50,Diamond* 588 Exchange Ring Essence* 50
,10056,{rmb=388;531=150},{150=1},1,,"Diamond*388 , Ring Essence* 150  Exchange Brawler Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   格鬥家指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange Brawler Ring's Soul* 1"
,10056,{rmb=388;531=150},{151=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Dark Lord Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   暗領主指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Dark Lord Ring's Soul* 1"
,10056,{rmb=388;531=150},{152=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Analyst Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   分析師指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Analyst Ring's Soul* 1"
,10056,{rmb=388;531=150},{153=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Magician Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   魔術師指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Magician Ring's Soul* 1"
,10056,{rmb=388;531=150},{154=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Blasting Expert Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   爆破師指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Blasting Expert Ring's Soul* 1"
,10056,{rmb=388;531=150},{155=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Archangel Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   大天使指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Archangel Ring's Soul* 1"
,10056,{rmb=388;531=150},{156=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Tank Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   坦克車指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Tank Ring's Soul* 1"
,10056,{rmb=388;531=150},{158=1},1,,"Diamond*388 , Ring Essence* 150  Exchange  Ultra-Capable Ring's Soul* 1",鑽石*388 指環能量精華*150   兌換   異能者指環之魂*1,"Diamond*388 , Ring Essence* 150  Exchange  Ultra-Capable Ring's Soul* 1"
,,,,,,,,
,10059,{rmb=180},{21001=3},2,,Diamond* 180 Exchange Agumon Shard* 3,鑽石*180   兌換   亞古獸碎片*3,Diamond* 180 Exchange Agumon Shard* 3
,10059,{rmb=180},{21002=3},2,,Diamond* 180 Exchange  Garurumon* 3,鑽石*180   兌換   加魯魯獸碎片*3,Diamond* 180 Exchange  Garurumon* 3
,10059,{rmb=180},{21004=3},2,,Diamond* 180 Exchange  Birdramon* 3,鑽石*180   兌換   巴朵拉獸碎片*3,Diamond* 180 Exchange  Birdramon* 3
,10059,{rmb=180},{21011=3},2,,Diamond* 180 Exchange  Ankylomon* 3,鑽石*180   兌換   戰甲獸碎片*3,Diamond* 180 Exchange  Ankylomon* 3
,10059,{rmb=180},{21015=3},2,,Diamond* 180 Exchange  Kyubimon* 3,鑽石*180   兌換   九尾狐獸碎片*3,Diamond* 180 Exchange  Kyubimon* 3
,10059,{rmb=180},{21022=3},2,,Diamond* 180 Exchange  Wizardmon* 3,鑽石*180   兌換   巫師獸碎片*3,Diamond* 180 Exchange  Wizardmon* 3
,10059,{rmb=180},{21033=3},2,,Diamond* 180 Exchange  Loweemon* 3,鑽石*180   兌換   黑獅獸碎片*3,Diamond* 180 Exchange  Loweemon* 3
,10059,{rmb=180},{21028=3},2,,Diamond* 180 Exchange  Reppamon* 3,鑽石*180   兌換   裂波獸碎片*3,Diamond* 180 Exchange  Reppamon* 3
,10059,{rmb=240},{21031=3},1,,Diamond* 180 Exchange  Beetlemon* 3,鑽石*240   兌換   電光獸碎片*3,Diamond* 180 Exchange  Beetlemon* 3
,10059,{rmb=240},{21026=3},1,,Diamond* 180 Exchange  Gaogamon Shard* 3,鑽石*240   兌換   伽奧伽獸碎片*3,Diamond* 180 Exchange  Gaogamon Shard* 3
,10059,{rmb=240},{21023=3},1,,Diamond* 180 Exchange  Agnimon Shard* 3,鑽石*240   兌換   火神獸碎片*3,Diamond* 180 Exchange  Agnimon Shard* 3
,,,,,,,,
,10060,{rmb=180},{21001=3},2,,Diamond* 180 Exchange Agumon Shard* 3,鑽石*180   兌換   亞古獸碎片*3,Diamond* 180 Exchange Agumon Shard* 3
,10060,{rmb=180},{21002=3},2,,Diamond* 180 Exchange  Garurumon* 3,鑽石*180   兌換   加魯魯獸碎片*3,Diamond* 180 Exchange  Garurumon* 3
,10060,{rmb=180},{21004=3},2,,Diamond* 180 Exchange  Birdramon* 3,鑽石*180   兌換   巴朵拉獸碎片*3,Diamond* 180 Exchange  Birdramon* 3
,10060,{rmb=180},{21011=3},2,,Diamond* 180 Exchange  Ankylomon* 3,鑽石*180   兌換   戰甲獸碎片*3,Diamond* 180 Exchange  Ankylomon* 3
,10060,{rmb=180},{21015=3},2,,Diamond* 180 Exchange  Kyubimon* 3,鑽石*180   兌換   九尾狐獸碎片*3,Diamond* 180 Exchange  Kyubimon* 3
,10060,{rmb=180},{21022=3},2,,Diamond* 180 Exchange  Wizardmon* 3,鑽石*180   兌換   巫師獸碎片*3,Diamond* 180 Exchange  Wizardmon* 3
,10060,{rmb=180},{21033=3},2,,Diamond* 180 Exchange  Loweemon* 3,鑽石*180   兌換   黑獅獸碎片*3,Diamond* 180 Exchange  Loweemon* 3
,10060,{rmb=180},{21028=3},2,,Diamond* 180 Exchange  Reppamon* 3,鑽石*180   兌換   裂波獸碎片*3,Diamond* 180 Exchange  Reppamon* 3
,10060,{rmb=240},{21031=3},1,,Diamond* 180 Exchange  Beetlemon* 3,鑽石*240   兌換   電光獸碎片*3,Diamond* 180 Exchange  Beetlemon* 3
,10060,{rmb=240},{21026=3},1,,Diamond* 180 Exchange  Gaogamon Shard* 3,鑽石*240   兌換   伽奧伽獸碎片*3,Diamond* 180 Exchange  Gaogamon Shard* 3
,10060,{rmb=240},{21023=3},1,,Diamond* 180 Exchange  Agnimon Shard* 3,鑽石*240   兌換   火神獸碎片*3,Diamond* 180 Exchange  Agnimon Shard* 3
,,,,,,,,
,10061,{rmb=180},{21001=3},2,,Diamond* 180 Exchange Agumon Shard* 3,鑽石*180   兌換   亞古獸碎片*3,Diamond* 180 Exchange Agumon Shard* 3
,10061,{rmb=180},{21002=3},2,,Diamond* 180 Exchange  Garurumon* 3,鑽石*180   兌換   加魯魯獸碎片*3,Diamond* 180 Exchange  Garurumon* 3
,10061,{rmb=180},{21004=3},2,,Diamond* 180 Exchange  Birdramon* 3,鑽石*180   兌換   巴朵拉獸碎片*3,Diamond* 180 Exchange  Birdramon* 3
,10061,{rmb=180},{21011=3},2,,Diamond* 180 Exchange  Ankylomon* 3,鑽石*180   兌換   戰甲獸碎片*3,Diamond* 180 Exchange  Ankylomon* 3
,10061,{rmb=180},{21015=3},2,,Diamond* 180 Exchange  Kyubimon* 3,鑽石*180   兌換   九尾狐獸碎片*3,Diamond* 180 Exchange  Kyubimon* 3
,10061,{rmb=180},{21022=3},2,,Diamond* 180 Exchange  Wizardmon* 3,鑽石*180   兌換   巫師獸碎片*3,Diamond* 180 Exchange  Wizardmon* 3
,10061,{rmb=180},{21033=3},2,,Diamond* 180 Exchange  Loweemon* 3,鑽石*180   兌換   黑獅獸碎片*3,Diamond* 180 Exchange  Loweemon* 3
,10061,{rmb=180},{21028=3},2,,Diamond* 180 Exchange  Reppamon* 3,鑽石*180   兌換   裂波獸碎片*3,Diamond* 180 Exchange  Reppamon* 3
,10061,{rmb=240},{21031=3},1,,Diamond* 180 Exchange  Beetlemon* 3,鑽石*240   兌換   電光獸碎片*3,Diamond* 180 Exchange  Beetlemon* 3
,10061,{rmb=240},{21026=3},1,,Diamond* 180 Exchange  Gaogamon Shard* 3,鑽石*240   兌換   伽奧伽獸碎片*3,Diamond* 180 Exchange  Gaogamon Shard* 3
,10061,{rmb=240},{21023=3},1,,Diamond* 180 Exchange  Agnimon Shard* 3,鑽石*240   兌換   火神獸碎片*3,Diamond* 180 Exchange  Agnimon Shard* 3
,,,,,,,,
,10062,{130=1},{530=100},1,,Holy Flame* 1 Exchange Digivice Essence* 100,烈焰神聖*1   兌換   神聖計畫精華*100,Holy Flame* 1 Exchange Digivice Essence* 100
,10062,{131=1},{530=100},1,,Dark Flame Holy * 1 Exchange Digivice Essence* 100,暗焰神聖*1   兌換   神聖計畫精華*100,Dark Flame Holy * 1 Exchange Digivice Essence* 100
,10062,{132=1},{530=100},1,,Holy Swift Wind * 1 Exchange Digivice Essence* 100,疾風神聖*1   兌換   神聖計畫精華*100,Holy Swift Wind * 1 Exchange Digivice Essence* 100
,10062,{133=1},{530=100},1,,Holy Light * 1 Exchange Digivice Essence* 100,光芒神聖*1   兌換   神聖計畫精華*100,Holy Light * 1 Exchange Digivice Essence* 100
,10062,{134=1},{530=100},1,,Holy Steel Armor * 1 Exchange Digivice Essence* 100,鋼甲神聖*1   兌換   神聖計畫精華*100,Holy Steel Armor * 1 Exchange Digivice Essence* 100
,10062,{135=1},{530=100},1,,Holy Invisible Armor * 1 Exchange Digivice Essence* 100,遁甲神聖*1   兌換   神聖計畫精華*100,Holy Invisible Armor * 1 Exchange Digivice Essence* 100
,10062,{rmb=588},{530=50},2,,Diamond*588  Exchange Digivice Essence* 50,鑽石*588   兌換   神聖計畫精華*50,Diamond*588  Exchange Digivice Essence* 50
,10062,{rmb=388;530=150},{130=1},1,,"Diamond*388 , Digivice Essence* 150  Exchange Holy Flame* 1 ",鑽石*388 神聖計畫精華*150   兌換   烈焰神聖*1,"Diamond*388 , Digivice Essence* 150  Exchange Holy Flame* 1 "
,10062,{rmb=388;530=150},{131=1},1,,"Diamond*388 , Digivice Essence* 150  Exchange Holy Dark Flame* 1 ",鑽石*388 神聖計畫精華*150   兌換   暗焰神聖*1,"Diamond*388 , Digivice Essence* 150  Exchange Holy Dark Flame* 1 "
,10062,{rmb=388;530=150},{132=1},1,,"Diamond*388 , Digivice Essence* 150  Exchange Holy Swift Wind* 1 ",鑽石*388 神聖計畫精華*150   兌換   疾風神聖*1,"Diamond*388 , Digivice Essence* 150  Exchange Holy Swift Wind* 1 "
,10062,{rmb=388;530=150},{133=1},1,,"Diamond*388 , Digivice Essence* 150  Exchange Holy Light* 1 ",鑽石*388 神聖計畫精華*150   兌換   光芒神聖*1,"Diamond*388 , Digivice Essence* 150  Exchange Holy Light* 1 "
,10062,{rmb=388;530=150},{134=1},1,,"Diamond*388 , Digivice Essence* 150  Exchange Holy Steel Armor* 1 ",鑽石*388 神聖計畫精華*150   兌換   鋼甲神聖*1,"Diamond*388 , Digivice Essence* 150  Exchange Holy Steel Armor* 1 "
,10062,{rmb=388;530=150},{135=1},1,,"Diamond*388 , Digivice Essence* 150  Exchange Holy Invisible Armor * 1 ",鑽石*388 神聖計畫精華*150   兌換   遁甲神聖*1,"Diamond*388 , Digivice Essence* 150  Exchange Holy Invisible Armor * 1 "
,,,,,,,,
,10063,{rmb=180},{21001=3},2,,Diamond* 180 Exchange Agumon Shard* 3,鑽石*180   兌換   亞古獸碎片*3,Diamond* 180 Exchange Agumon Shard* 3
,10063,{rmb=180},{21002=3},2,,Diamond* 180 Exchange  Garurumon* 3,鑽石*180   兌換   加魯魯獸碎片*3,Diamond* 180 Exchange  Garurumon* 3
,10063,{rmb=180},{21004=3},2,,Diamond* 180 Exchange  Birdramon* 3,鑽石*180   兌換   巴朵拉獸碎片*3,Diamond* 180 Exchange  Birdramon* 3
,10063,{rmb=180},{21011=3},2,,Diamond* 180 Exchange  Ankylomon* 3,鑽石*180   兌換   戰甲獸碎片*3,Diamond* 180 Exchange  Ankylomon* 3
,10063,{rmb=180},{21015=3},2,,Diamond* 180 Exchange  Kyubimon* 3,鑽石*180   兌換   九尾狐獸碎片*3,Diamond* 180 Exchange  Kyubimon* 3
,10063,{rmb=180},{21022=3},2,,Diamond* 180 Exchange  Wizardmon* 3,鑽石*180   兌換   巫師獸碎片*3,Diamond* 180 Exchange  Wizardmon* 3
,10063,{rmb=180},{21033=3},2,,Diamond* 180 Exchange  Loweemon* 3,鑽石*180   兌換   黑獅獸碎片*3,Diamond* 180 Exchange  Loweemon* 3
,10063,{rmb=180},{21028=3},2,,Diamond* 180 Exchange  Reppamon* 3,鑽石*180   兌換   裂波獸碎片*3,Diamond* 180 Exchange  Reppamon* 3
,10063,{rmb=240},{21031=3},1,,Diamond* 180 Exchange  Beetlemon* 3,鑽石*240   兌換   電光獸碎片*3,Diamond* 180 Exchange  Beetlemon* 3
,10063,{rmb=240},{21026=3},1,,Diamond* 180 Exchange  Gaogamon Shard* 3,鑽石*240   兌換   伽奧伽獸碎片*3,Diamond* 180 Exchange  Gaogamon Shard* 3
,10063,{rmb=240},{21023=3},1,,Diamond* 180 Exchange  Agnimon Shard* 3,鑽石*240   兌換   火神獸碎片*3,Diamond* 180 Exchange  Agnimon Shard* 3
,,,,,,,,
,10101,{gold=100000},{801=1},1,,Gold* 100K Exchange SkullGreymon Skin (3 Days),金幣*10W   兌換   喪屍暴龍獸皮膚（3天）*1,Gold* 100K Exchange SkullGreymon Skin (3 Days)
,10101,{rmb=380},{802=1},1,,Diamond* 280 Exchange SkullGreymon Skin (7 Days)* 1,鑽石*380   兌換   喪屍暴龍獸皮膚（7天）*1,Diamond* 280 Exchange SkullGreymon Skin (7 Days)* 1
,10101,{rmb=2880},{803=1},1,,Diamond* 2880 Exchange SkullGreymon Skin (Foever)* 1,鑽石*2880   兌換   喪屍暴龍獸皮膚（永久）*1,Diamond* 2880 Exchange SkullGreymon Skin (Foever)* 1
,10101,{gold=80000},{807=1},1,,Gold* 80K Exchange AncientBeatmon Skin (3 Days)* 1,金幣*8W   兌換   古代甲蟲獸皮膚（3天）*1,Gold* 80K Exchange AncientBeatmon Skin (3 Days)* 1
,10101,{rmb=280},{808=1},1,,Diamond* 280 Exchange AncientBeatmon Skin (7 Days)* 1,鑽石*280   兌換   古代甲蟲獸皮膚（7天）*1,Diamond* 280 Exchange AncientBeatmon Skin (7 Days)* 1
,10101,{rmb=2280},{809=1},1,,Diamond* 2280 Exchange AncientBeatmon Skin (permanent)* 1,鑽石*2280   兌換   古代甲蟲獸皮膚（永久）*1,Diamond* 2280 Exchange AncientBeatmon Skin (permanent)* 1
,10101,{gold=60000},{816=1},1,,Gold* 60K Exchange Rosemon Burst Mode Skin (3 Days)* 1,金幣*6W  兌換   爆裂薔薇獸皮膚（3天）*1,Gold* 60K Exchange Rosemon Burst Mode Skin (3 Days)* 1
,10101,{rmb=180},{817=1},1,,Diamond* 180 Exchange Rosemon Burst Mode Skin (7 Days)* 1,鑽石*180  兌換  爆裂薔薇獸皮膚（7天）*1,Diamond* 180 Exchange Rosemon Burst Mode Skin (7 Days)* 1
,10101,{rmb=1680},{818=1},1,,Diamond* 1680 Exchange Rosemon Burst Mode Skin (Permanent)* 1,鑽石*1680  兌換  爆裂薔薇獸皮膚（永久）*1,Diamond* 1680 Exchange Rosemon Burst Mode Skin (Permanent)* 1
,,,,,,,,
,10103,{gold=100000},{801=1},1,,Gold* 100K Exchange SkullGreymon Skin (3 Days),金幣*10W   兌換   喪屍暴龍獸皮膚（3天）*1,Gold* 100K Exchange SkullGreymon Skin (3 Days)
,10103,{rmb=380},{802=1},1,,Diamond* 280 Exchange SkullGreymon Skin (7 Days)* 1,鑽石*380   兌換   喪屍暴龍獸皮膚（7天）*1,Diamond* 280 Exchange SkullGreymon Skin (7 Days)* 1
,10103,{rmb=2880},{803=1},1,,Diamond* 2880 Exchange SkullGreymon Skin (Foever)* 1,鑽石*2880   兌換   喪屍暴龍獸皮膚（永久）*1,Diamond* 2880 Exchange SkullGreymon Skin (Foever)* 1
,10103,{gold=80000},{807=1},1,,Gold* 80K Exchange AncientBeatmon Skin (3 Days)* 1,金幣*8W   兌換   古代甲蟲獸皮膚（3天）*1,Gold* 80K Exchange AncientBeatmon Skin (3 Days)* 1
,10103,{rmb=280},{808=1},1,,Diamond* 280 Exchange AncientBeatmon Skin (7 Days)* 1,鑽石*280   兌換   古代甲蟲獸皮膚（7天）*1,Diamond* 280 Exchange AncientBeatmon Skin (7 Days)* 1
,10103,{rmb=2280},{809=1},1,,Diamond* 2280 Exchange AncientBeatmon Skin (permanent)* 1,鑽石*2280   兌換   古代甲蟲獸皮膚（永久）*1,Diamond* 2280 Exchange AncientBeatmon Skin (permanent)* 1
,10103,{gold=60000},{816=1},1,,Gold* 60K Exchange Rosemon Burst Mode Skin (3 Days)* 1,金幣*6W  兌換   爆裂薔薇獸皮膚（3天）*1,Gold* 60K Exchange Rosemon Burst Mode Skin (3 Days)* 1
,10103,{rmb=180},{817=1},1,,Diamond* 180 Exchange Rosemon Burst Mode Skin (7 Days)* 1,鑽石*180  兌換  爆裂薔薇獸皮膚（7天）*1,Diamond* 180 Exchange Rosemon Burst Mode Skin (7 Days)* 1
,10103,{rmb=1680},{818=1},1,,Diamond* 1680 Exchange Rosemon Burst Mode Skin (Permanent)* 1,鑽石*1680  兌換  爆裂薔薇獸皮膚（永久）*1,Diamond* 1680 Exchange Rosemon Burst Mode Skin (Permanent)* 1
,10103,{gold=120000},{822=1},1,,Gold* 120K Exchange Angewomon Priest Mode Skin (3 Days)*1,金幣*12W  兌換   神官天女皮膚（3天）*1,Gold* 120K Exchange Angewomon Priest Mode Skin (3 Days)*1
,10103,{rmb=380},{823=1},1,,Diamond* 380 Exchange  Angewomon Priest Mode Skin (7 Days)*1,鑽石*380  兌換  神官天女皮膚（7天）*1,Diamond* 380 Exchange  Angewomon Priest Mode Skin (7 Days)*1
,10103,{rmb=3280},{824=1},1,,Diamond* 3280 Exchange  Angewomon Priest Mode Skin (permanent)*1,鑽石*3280  兌換  神官天女皮膚（永久）*1,Diamond* 3280 Exchange  Angewomon Priest Mode Skin (permanent)*1
,10103,{523=1},{803=1},1,,Skin Coupon* 1 Exchange SkullGreymon Skin (Permanent)* 1,皮膚兌換券*1  兌換  喪屍暴龍獸皮膚（永久）*1,Skin Coupon* 1 Exchange SkullGreymon Skin (Permanent)* 1
,10103,{523=1},{809=1},1,,Skin Coupon* 1 Exchange AncientBeatmon Skin (Permanent)* 1,皮膚兌換券*1  兌換  古代甲蟲獸皮膚（永久）*1,Skin Coupon* 1 Exchange AncientBeatmon Skin (Permanent)* 1
,10103,{523=1},{818=1},1,,Skin Coupon* 1 Exchange Rosemon Burst Mode Skin (Permanent)* 1,皮膚兌換券*1  兌換  爆裂薔薇獸皮膚（永久）*1,Skin Coupon* 1 Exchange Rosemon Burst Mode Skin (Permanent)* 1
,10103,{523=1},{824=1},1,,Skin Coupon* 1 Exchange Angewomon Priest Mode Skin (Permanent)* 1,皮膚兌換券*1  兌換  神官天女皮膚（永久）*1,Skin Coupon* 1 Exchange Angewomon Priest Mode Skin (Permanent)* 1
,10103,{523=1},{806=1},1,,Skin Coupon* 1 Exchange Priest Mode Skin (Permanent)* 1,皮膚兌換券*1  兌換  神官形態皮膚（永久）*1,Skin Coupon* 1 Exchange Priest Mode Skin (Permanent)* 1
,10103,{523=1},{815=1},1,,Skin Coupon* 1 Exchange Gallantmon Crimson Mode (Permanent)* 1,皮膚兌換券*1  兌換  真紅蓮形態皮膚（永久）*1,Skin Coupon* 1 Exchange Gallantmon Crimson Mode (Permanent)* 1
,,,,,,,,
,10104,{524=1},{207=1},1,,Weapon Coupon* 1 Exchange Excalibur* 1,武器兌換券*1  兌換   神聖之劍*1,Weapon Coupon* 1 Exchange Excalibur* 1
,10104,{524=1},{238=1},1,,Weapon Coupon* 1 Exchange Lightning Spear*1,武器兌換券*1  兌換   神聖閃電長矛*1,Weapon Coupon* 1 Exchange Lightning Spear*1
,10104,{524=1},{246=1},1,,Weapon Coupon* 1 Exchange Trial Blade*1,武器兌換券*1  兌換   審判之劍*1,Weapon Coupon* 1 Exchange Trial Blade*1
,10104,{524=1},{219=1},1,,Weapon Coupon* 1 Exchange Bloody Claws*1,武器兌換券*1  兌換   吸血魔爪*1,Weapon Coupon* 1 Exchange Bloody Claws*1
,,,,,,,,
,10105,{524=1},{207=1},1,,Weapon Coupon* 1 Exchange Excalibur* 1,武器兌換券*1  兌換   神聖之劍*1,Weapon Coupon* 1 Exchange Excalibur* 1
,10105,{524=1},{238=1},1,,Weapon Coupon* 1 Exchange Lightning Spear*1,武器兌換券*1  兌換   神聖閃電長矛*1,Weapon Coupon* 1 Exchange Lightning Spear*1
,10105,{524=1},{246=1},1,,Weapon Coupon* 1 Exchange Trial Blade*1,武器兌換券*1  兌換   審判之劍*1,Weapon Coupon* 1 Exchange Trial Blade*1
,10105,{524=1},{219=1},1,,Weapon Coupon* 1 Exchange Bloody Claws*1,武器兌換券*1  兌換   吸血魔爪*1,Weapon Coupon* 1 Exchange Bloody Claws*1
,,,,,,,,
,10103,{339=5},{336=5},15,,Champion Seal* 5 Exchange Hope Cross* 5,王者之印*5  兌換  希望十字架*5,Champion Seal* 5 Exchange Hope Cross* 5
,10103,{336=5},{339=5},15,,Hope Cross* 5 Exchange Champion Seal* 5,希望十字架*5  兌換  王者之印*5,Hope Cross* 5 Exchange Champion Seal* 5
,10103,{133=1},{130=1},1,,Light Digivice* 1 Exchange Flame Digivice* 1,光芒神聖計畫*1  兌換  烈焰神聖計畫*1,Light Digivice* 1 Exchange Flame Digivice* 1
,10103,{155=1},{152=1},1,,Archangel Ring* 1 Exchange Analyst Ring* 1,大天使指環*1  兌換  分析師指環*1,Archangel Ring* 1 Exchange Analyst Ring* 1
,10103,{130=1},{133=1},1,,Flame Digivice* 1 Exchange Light Digivice* 1,烈焰神聖計畫*1  兌換 光芒神聖計畫*1,Flame Digivice* 1 Exchange Light Digivice* 1
,10103,{152=1},{155=1},1,,Analyst Ring* 1 Exchange Archangel Ring* 1,分析師指環*1  兌換  大天使指環*1,Analyst Ring* 1 Exchange Archangel Ring* 1
,,,,,,,,
,10110,{523=1},{827=1},1,,Skin Exchange Coupon*1  Exchange for  Neo Vamdemon Skin(Perm.)*1,皮膚兌換券*1  兌換  月光吸血魔獸皮膚（永久）*1,Skin Exchange Coupon*1  Exchange for  Neo Vamdemon Skin(Perm.)*1
,10110,{523=1},{830=1},1,,Skin Exchange Coupon*1  Exchange for  Beelzebumon Skin(Perm.)*1,皮膚兌換券*1  兌換  別西蔔獸皮膚（永久）*1,Skin Exchange Coupon*1  Exchange for  Beelzebumon Skin(Perm.)*1
,10110,{523=1},{rmb=2280},2,,Skin Exchange Coupon*1  Exchange for  Diamond*2280,皮膚兌換券*1  兌換  鑽石*2280,Skin Exchange Coupon*1  Exchange for  Diamond*2280
,,,,,,,,
,10112,{gold=150000},{831=1},1,,Gold* 150K Exchange Kaiser Greymon Skin (3 Days)*1,金幣*15W  兌換   凱撒暴龍獸皮膚（3天）*1,Gold* 150K Exchange Kaiser Greymon Skin (3 Days)*1
,10112,{rmb=480},{832=1},1,,Diamond* 480 Exchange Kaiser Greymon Skin (7 Days)*1,鑽石*480  兌換  凱撒暴龍獸皮膚（7天）*1,Diamond* 480 Exchange Kaiser Greymon Skin (7 Days)*1
,10112,{rmb=3880},{833=1},1,,Diamond* 3880 Exchange Kaiser Greymon Skin (permanent)*1,鑽石*3880  兌換  凱撒暴龍獸皮膚（永久）*1,Diamond* 3880 Exchange Kaiser Greymon Skin (permanent)*1
,10112,{gold=100000},{801=1},1,,Gold* 100K Exchange SkullGreymon Skin (3 Days),金幣*10W   兌換   喪屍暴龍獸皮膚（3天）*1,Gold* 100K Exchange SkullGreymon Skin (3 Days)
,10112,{rmb=380},{802=1},1,,Diamond* 280 Exchange SkullGreymon Skin (7 Days)* 1,鑽石*380   兌換   喪屍暴龍獸皮膚（7天）*1,Diamond* 280 Exchange SkullGreymon Skin (7 Days)* 1
,10112,{rmb=2880},{803=1},1,,Diamond* 2880 Exchange SkullGreymon Skin (Foever)* 1,鑽石*2880   兌換   喪屍暴龍獸皮膚（永久）*1,Diamond* 2880 Exchange SkullGreymon Skin (Foever)* 1
,10112,{gold=80000},{807=1},1,,Gold* 80K Exchange AncientBeatmon Skin (3 Days)* 1,金幣*8W   兌換   古代甲蟲獸皮膚（3天）*1,Gold* 80K Exchange AncientBeatmon Skin (3 Days)* 1
,10112,{rmb=280},{808=1},1,,Diamond* 280 Exchange AncientBeatmon Skin (7 Days)* 1,鑽石*280   兌換   古代甲蟲獸皮膚（7天）*1,Diamond* 280 Exchange AncientBeatmon Skin (7 Days)* 1
,10112,{rmb=2280},{809=1},1,,Diamond* 2280 Exchange AncientBeatmon Skin (permanent)* 1,鑽石*2280   兌換   古代甲蟲獸皮膚（永久）*1,Diamond* 2280 Exchange AncientBeatmon Skin (permanent)* 1
,10112,{gold=60000},{816=1},1,,Gold* 60K Exchange Rosemon Burst Mode Skin (3 Days)* 1,金幣*6W  兌換   爆裂薔薇獸皮膚（3天）*1,Gold* 60K Exchange Rosemon Burst Mode Skin (3 Days)* 1
,10112,{rmb=180},{817=1},1,,Diamond* 180 Exchange Rosemon Burst Mode Skin (7 Days)* 1,鑽石*180  兌換  爆裂薔薇獸皮膚（7天）*1,Diamond* 180 Exchange Rosemon Burst Mode Skin (7 Days)* 1
,10112,{rmb=1680},{818=1},1,,Diamond* 1680 Exchange Rosemon Burst Mode Skin (Permanent)* 1,鑽石*1680  兌換  爆裂薔薇獸皮膚（永久）*1,Diamond* 1680 Exchange Rosemon Burst Mode Skin (Permanent)* 1
,10112,{gold=120000},{822=1},1,,Gold* 120K Exchange Angewomon Priest Mode Skin (3 Days)*1,金幣*12W  兌換   神官天女皮膚（3天）*1,Gold* 120K Exchange Angewomon Priest Mode Skin (3 Days)*1
,10112,{rmb=380},{823=1},1,,Diamond* 380 Exchange  Angewomon Priest Mode Skin (7 Days)*1,鑽石*380  兌換  神官天女皮膚（7天）*1,Diamond* 380 Exchange  Angewomon Priest Mode Skin (7 Days)*1
,10112,{rmb=3280},{824=1},1,,Diamond* 3280 Exchange  Angewomon Priest Mode Skin (permanent)*1,鑽石*3280  兌換  神官天女皮膚（永久）*1,Diamond* 3280 Exchange  Angewomon Priest Mode Skin (permanent)*1
,10112,{gold=200000},{810=1},1,,Gold* 200K Exchange MetalGarurumon X Skin (3 Days)* 1,金幣*20W   兌換   鋼鐵加魯魯X皮膚（3天）*1,Gold* 200K Exchange MetalGarurumon X Skin (3 Days)* 1
,10112,{rmb=480},{811=1},1,,Diamond* 480 Exchange MetalGarurumon XSkin (7 Days)* 1,鑽石*480   兌換   鋼鐵加魯魯X皮膚（7天）*1,Diamond* 480 Exchange MetalGarurumon XSkin (7 Days)* 1
,10112,{rmb=4880},{812=1},1,,Diamond* 4880 Exchange MetalGarurumon X (permanent)* 1,鑽石*4880   兌換   鋼鐵加魯魯X皮膚（永久）*1,Diamond* 4880 Exchange MetalGarurumon X (permanent)* 1
,,,,,,,,
1001,10101,{rmb=100},{20391=3},2,,Gastly,鬼斯,Gastly
1002,10101,{rmb=100},{20491=3},2,,Rhyhorn,獨角犀牛,Rhyhorn
1003,10101,{rmb=100},{20571=3},2,,Scyther,飛天螳螂,Scyther
1004,10101,{rmb=100},{20631=3},2,,Gyarados,暴鯉龍,Gyarados
1005,10101,{rmb=100},{20721=3},2,,Articuno,急凍鳥,Articuno
1006,10101,{rmb=100},{20771=3},2,,Mew,夢幻,Mew
1007,10101,{rmb=100},{21081=3},2,,Sneasel,狃拉,Sneasel
1008,10101,{rmb=100},{21221=3},2,,Raikou,雷公,Raikou
1009,10101,{rmb=100},{21251=3},2,,Larvitar,幼基拉斯,Larvitar
