变量名,serverOpenDays,fightPointLimit,vipLimit
1372,1372,2002000,5
1373,1373,2002000,5
1374,1374,2002000,5
1375,1375,2002000,5
1376,1376,2002000,5
1377,1377,2002000,5
1378,1378,2002000,5
1379,1379,2002000,5
1380,1380,2002000,5
1381,1381,2002000,5
1382,1382,2002000,5
1383,1383,2002000,5
1384,1384,2002000,5
1385,1385,2002000,5
1386,1386,2002000,5
1387,1387,2002000,5
1388,1388,2002000,5
1389,1389,2002000,5
1390,1390,2002000,5
1391,1391,2002000,5
1392,1392,2002000,5
1393,1393,2002000,5
1394,1394,2002000,5
1395,1395,2002000,5
1396,1396,2002000,5
1397,1397,2002000,5
1398,1398,2002000,5
1399,1399,2002000,5
1400,1400,2002000,5
1401,1401,2002000,5
1402,1402,2002000,5
1403,1403,2002000,5
1404,1404,2002000,5
1405,1405,2002000,5
1406,1406,2002000,5
1407,1407,2002000,5
1408,1408,2002000,5
1409,1409,2002000,5
1410,1410,2002000,5
1411,1411,2002000,5
1412,1412,2002000,5
1413,1413,2002000,5
1414,1414,2002000,5
1415,1415,2002000,5
1416,1416,2002000,5
1417,1417,2002000,5
1418,1418,2002000,5
1419,1419,2002000,5
1420,1420,2002000,5
1421,1421,2002000,5
1422,1422,2002000,5
1423,1423,2002000,5
1424,1424,2002000,5
1425,1425,2002000,5
1426,1426,2002000,5
1427,1427,2002000,5
1428,1428,2002000,5
1429,1429,2002000,5
1430,1430,2002000,5
1431,1431,2002000,5
1432,1432,2002000,5
1433,1433,2002000,5
1434,1434,2002000,5
1435,1435,2002000,5
1436,1436,2002000,5
1437,1437,2002000,5
1438,1438,2002000,5
1439,1439,2002000,5
1440,1440,2002000,5
1441,1441,2002000,5
1442,1442,2002000,5
1443,1443,2002000,5
1444,1444,2002000,5
1445,1445,2002000,5
1446,1446,2002000,5
1447,1447,2002000,5
1448,1448,2002000,5
1449,1449,2002000,5
1450,1450,2002000,5
1451,1451,2002000,5
1452,1452,2002000,5
1453,1453,2002000,5
1454,1454,2002000,5
1455,1455,2002000,5
1456,1456,2002000,5
1457,1457,2002000,5
1458,1458,2002000,5
1459,1459,2002000,5
1460,1460,2002000,5
1461,1461,2002000,5
1462,1462,2002000,5
1463,1463,2002000,5
1464,1464,2002000,5
1465,1465,2002000,5
1466,1466,2002000,5
1467,1467,2002000,5
1468,1468,2002000,5
1469,1469,2002000,5
1470,1470,2002000,5
1471,1471,2002000,5
1472,1472,2002000,5
1473,1473,2002000,5
1474,1474,2002000,5
1475,1475,2002000,5
1476,1476,2002000,5
1477,1477,2002000,5
1478,1478,2002000,5
1479,1479,2002000,5
1480,1480,2002000,5
1481,1481,2002000,5
1482,1482,2002000,5
1483,1483,2002000,5
1484,1484,2002000,5
1485,1485,2002000,5
1486,1486,2002000,5
1487,1487,2002000,5
1488,1488,2002000,5
1489,1489,2002000,5
1490,1490,2002000,5
1491,1491,2002000,5
1492,1492,2002000,5
1493,1493,2002000,5
1494,1494,2002000,5
1495,1495,2002000,5
1496,1496,2002000,5
1497,1497,2002000,5
1498,1498,2002000,5
1499,1499,2002000,5
1500,1500,2002000,5
1501,9999,2002000,5
